ra dec w1mpro w1sigmpro w1snr
0.3401675752230224 26.83588085722179 16.28356170654297 0.025721505284309387 41.71322250366211
0.6640512593824166 25.843013191767394 16.25184440612793 0.026111628860235214 41.08256530761719
1.4678952200097393 -0.11551673585355896 17.499717712402344 0.07933962345123291 13.190764427185059
2.1073723426193647 -6.434479142610059 16.809064865112305 0.04465208947658539 23.81886863708496
2.214319901810603 36.27043364022508 16.022018432617188 0.02081916667521 51.65238952636719
2.3787321508176618 32.87013055153405 17.955612182617188 0.10565563291311264 9.784283638000488
4.311187834831782 -10.015428320912731 15.977155685424805 0.021628180518746376 49.70170974731445
4.393498836840452 17.08650423292732 17.829498291015625 0.10252824425697327 10.097494125366211
4.814124844859788 -24.299152746647835 16.32546615600586 0.02838728204369545 37.74950408935547
5.131155422772735 -36.89499780952919 16.877227783203125 0.04089605063199997 26.051816940307617
5.877911236477134 -0.3099985453208897 16.85128402709961 0.04592541605234146 23.14480209350586
6.124003264687768 39.22207624447117 17.39019203186035 0.06566189974546432 16.0402889251709
6.3617918032958976 -1.759035320551436 14.854702949523926 0.008814021944999695 122.68309020996094
7.027410750125132 4.957091761795038 17.18144416809082 0.05956258997321129 17.733076095581055
7.857832277484805 7.176937336189029 16.661190032958984 0.03887241706252098 27.433767318725586
9.357239092148813 -8.118899365719232 16.82448959350586 0.04212859272956848 25.27517318725586
9.735503138655533 -10.431653875460128 16.495195388793945 0.03204779326915741 33.38109588623047
11.389731111867082 9.032556857309478 17.779727935791016 0.10455265641212463 9.89261245727539
12.527938440191788 34.75604713565389 16.58395767211914 0.03259555250406265 32.81177520751953
13.589374339471863 -1.1559325104644274 16.960527420043945 0.05553990229964256 19.053035736083984
15.05425847132483 28.04051953609936 14.449121475219727 0.006322967819869518 171.2129364013672
17.027456355266423 7.189200077017513 16.34212875366211 0.030859731137752533 34.68538284301758
17.471266322700284 -30.790436104726286 17.967212677001953 0.1098421961069107 9.392937660217285
18.47395938461245 5.997599125104285 16.68888282775879 0.041275281459093094 25.807952880859375
18.936711929829794 0.25413554895819407 17.171119689941406 0.06522747874259949 16.150386810302734
18.942515790751298 -2.8866937044512784 16.37131690979004 0.02988344058394432 35.834590911865234
