1 0.3401229 26.8358917 68
2 0.6641236 25.8429956 60
3 1.4681146 -0.1156136 1
4 2.1074733 -6.4346662 16
5 2.214254 36.270448 91
6 2.3783271 32.8702009 1
7 4.3111793 -10.0153896 96
8 4.3933624 17.0862505 1
9 4.814055 -24.2991461 62
10 5.1310956 -36.8949522 18
11 5.8776717 -0.3102083 12
12 6.1242847 39.2217745 1
13 6.3618474 -1.7590442 124
14 7.0272765 4.9567229 3
15 7.857553 7.1768599 20
16 8.297821 -1.4235951 1
17 9.35731 -8.1190632 15
18 9.735474 -10.431626 42
20 12.5277364 34.7559543 29
21 13.5891471 -1.1558294 6
23 15.0542638 28.0405361 114
24 15.7110088 -2.3030365 2
25 17.0275173 7.1890654 45
27 17.4714297 -30.7906787 4
28 18.4740911 5.997525 18
29 18.9368913 0.2543298 1
30 18.942838 -2.8867472 42
31 19.059609 5.6382725 50
32 21.4212639 -25.8822702 81
35 22.8639152 -3.3500518 101
36 23.0070711 -2.2675302 42
37 23.36178 1.11051 14
39 25.2377029 -11.6832236 15
40 25.6821616 -33.4626455 103
41 25.792694 -55.7530469 21
42 27.1568191 6.0056065 64
43 28.8886519 4.2518727 72
44 29.5172137 -29.0886934 86
45 29.9915195 -36.5656986 34
47 30.8849165 0.2081637 30
48 31.4447548 -9.9234625 1
49 31.5464245 -2.927143 1
52 32.7360237 0.0512528 12
53 32.9355543 -2.0508176 1
54 33.3205808 -6.4371501 2
55 33.8465144 -5.4960279 1
56 34.1007292 23.0692872 33
59 34.5876983 -0.4627956 3
60 35.1243175 -4.5343535 1
61 35.3009841 -3.7085684 1
62 35.302551 -3.7145481 55
64 36.110557 -47.1914792 142
65 36.5077792 3.0498532 27
67 37.5091558 0.7796985 1
68 37.9068834 -7.4817827 97
69 37.9705114 -28.8389365 4
70 38.9271181 -5.5450529 1
71 39.8757435 -0.7511315 1
72 40.0160778 17.5460214 3
73 40.4704766 4.598182 63
74 40.9996699 -50.1332354 1
75 42.6690282 -2.9176953 3
76 42.8388628 3.5548067 87
79 45.881117 -0.3201161 4
80 46.3205262 -31.8485555 4
81 46.6771262 18.8877349 90
82 49.2080641 -13.6758157 2
83 49.2936308 -26.5544719 1
84 50.479395 0.4948258 1
85 50.9181522 -47.0224404 4
86 52.14789 -32.8897157 30
87 52.6166439 -40.4211923 13
88 53.9604402 -15.7961493 1
89 54.6221336 0.3656926 15
90 55.4241731 -0.8035888 5
91 55.4244329 -0.8037542 5
92 56.7168037 -16.4769933 35
93 57.4975443 0.5675076 1
94 58.457241 1.0679248 10
95 60.5528283 24.8567559 21
96 62.0800524 -56.5414333 17
97 62.513425 -44.2447168 8
98 65.0472903 -44.8899629 10
99 65.4085315 -26.9543729 64
100 65.5041575 -19.4579779 91
101 71.0322527 -4.5592818 3
102 71.4507615 -2.3333043 60
103 73.5075659 -44.8085155 14
104 75.9356838 -7.5063045 15
105 89.9394316 -15.5833786 134
106 108.4429408 8.9257114 66
107 112.7629977 44.997058 61
108 115.4779898 25.3415712 82
109 116.9549161 11.8979085 85
110 119.0756709 41.0690727 16
111 122.7260059 51.0945286 8
112 123.2033868 4.6823767 39
113 124.6146242 17.3814683 1
114 126.224993 13.0380862 29
115 127.056166 26.5649917 1
116 127.2817517 3.0656805 1
117 127.3877649 25.1127851 14
118 128.3236923 27.441568 7
120 128.8574312 32.2977102 1
121 128.9766186 5.6314182 10
122 129.1827685 0.9148106 110
123 129.980613 0.2651053 2
124 130.1460505 56.405679 1
125 130.3316554 29.0843897 4
126 130.6226406 12.314041 42
129 131.6158718 8.0143628 8
130 132.7009797 32.7799433 23
131 133.453226 1.6530898 5
132 133.6265435 20.9474807 52
133 134.4102113 0.9367388 1
134 134.5561727 0.0161867 1
136 135.3859336 16.2517105 2
137 135.3859336 16.2517105 2
138 135.690733 8.8543803 24
141 135.8703925 -13.8335286 2
142 136.4362318 3.0165235 3
143 136.6280896 69.5085741 34
146 138.3192404 59.3228435 5
147 138.9318636 49.4045974 44
148 139.4913667 38.5113319 1
150 140.3356771 0.1231084 9
151 140.5701312 26.899656 10
152 140.9033873 30.1641371 3
