ra,dec,objID,raMean,decMean,nDetections,ng,nr,ni,nz,ny,gMeanPSFMag,gMeanPSFMagErr,gMeanPSFMagStd,rMeanPSFMag,rMeanPSFMagErr,rMeanPSFMagStd,iMeanPSFMag,iMeanPSFMagErr,iMeanPSFMagStd,zMeanPSFMag,zMeanPSFMagErr,zMeanPSFMagStd,yMeanPSFMag,yMeanPSFMagErr,yMeanPSFMagStd
228.41516666,8.90180555,118682284151952817,228.41514512,8.9018756,42,0,1,21,12,8,-999,-999,-999,22.0102005004883,0.18571999669075,-999,20.7894992828369,0.0350069999694824,0.133619993925095,20.1002006530762,0.0240129996091127,0.118104003369808,19.886100769043,0.0417909994721413,0.106686003506184
108.4429416,8.92573692,118711084429421306,108.44294883,8.9257302,25,0,0,0,11,14,-999,-999,-999,-999,-999,-999,-999,-999,-999,19.4890995025635,0.0179559998214245,0.118248999118805,19.2458000183105,0.0431249998509884,0.254559010267258
210.8297035,9.04749814,118852108297147551,210.82971638,9.04750098,15,0,0,0,13,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.367000579834,0.0361730009317398,0.141093000769615,20.0506000518799,0.155120998620987,-999
116.9549166,11.8979055,122271169548847950,116.95489229,11.89790341,52,0,17,10,11,14,-999,-999,-999,20.4433002471924,0.0257050003856421,0.0912169963121414,18.7654991149902,0.0128669999539852,0.0295570008456707,18.3848991394043,0.00992000009864569,0.0319369994103909,18.1135005950928,0.0253330003470182,0.0891240015625954
173.19375,12.15047222,122581731937471107,173.19376046,12.15047725,44,0,8,10,14,12,-999,-999,-999,21.2583999633789,0.0442520007491112,0.140715003013611,19.6380996704102,0.0335969999432564,0.148034006357193,19.2334995269775,0.0249010007828474,0.0688669979572296,19.1439990997314,0.0373350009322166,0.143540993332863
173.19375,12.15047222,122581731940601045,173.19381304,12.15046521,2,0,0,0,2,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,19.4433994293213,0,-999,-999,-999,-999
182.46970927,18.52978084,130231824696926190,182.46966394,18.52972475,50,0,9,13,17,11,-999,-999,-999,21.5373001098633,0.046654999256134,0.210047006607056,19.7938995361328,0.0227170009166002,0.101553998887539,19.724100112915,0.0211800001561642,0.114449001848698,19.3185005187988,0.077115997672081,0.185092002153397
219.02084569,21.54423663,133852190208293647,219.0208337,21.54424071,50,0,9,9,18,14,-999,-999,-999,21.6291007995605,0.0162889994680882,0.073572002351284,20.084400177002,0.0352399982511997,0.0723839998245239,19.6984996795654,0.0274000000208616,0.133192002773285,19.4643001556396,0.0856769979000092,0.132485002279282
166.089958,21.5746666,133891660899540132,166.08995813,21.57464227,5,0,0,0,0,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,19.74169921875,0.0778810009360313,0.197116002440453
247.29706666,24.12770556,136952472971333851,247.29704499,24.12768382,7,0,0,0,0,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,19.880199432373,0.117793001234531,0.273957997560501
210.4472342,27.82639831,141392104472742263,210.44724282,27.82641871,6,0,0,0,6,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,21.0564002990723,0.0955839976668358,0.229600995779037,-999,-999,-999
246.61042035,27.85902656,141432466104531413,246.61043077,27.85902102,66,0,14,19,16,17,-999,-999,-999,21.3421001434326,0.0328680016100407,0.22647200524807,19.2054996490479,0.0131190000101924,0.0564920008182526,18.6884002685547,0.0101849995553494,0.0409010015428066,18.423999786377,0.0155589999631047,0.0757960006594658
205.4750816,35.16825393,150202054750352522,205.47506742,35.16827497,48,0,7,17,13,11,-999,-999,-999,21.5153007507324,0.0301019996404648,0.0947339981794357,19.8369007110596,0.0100279999896884,0.0851640030741692,19.8668994903564,0.031190000474453,0.129711002111435,19.5323009490967,0.057727999985218,0.181207999587059
254.1477499,45.6870972,162822541478085157,254.14778251,45.68707233,62,0,10,24,14,14,-999,-999,-999,21.3155002593994,0.0809430032968521,0.206048995256424,19.6791000366211,0.0106039997190237,0.0959369987249374,19.1933994293213,0.027844000607729,0.0957600027322769,19.096700668335,0.0236339997500181,0.0870959982275963
227.64705421,51.81141544,170172276470944359,227.64706448,51.81141918,47,0,3,17,15,12,-999,-999,-999,21.3530006408691,0.164986997842789,0.297010987997055,19.9333000183105,0.0157079994678497,0.0909570008516312,20.0277004241943,0.0191670004278421,0.0982799977064133,19.368200302124,0.0185470003634691,0.115944996476173
245.25383,51.93022,170312452537937020,245.25382087,51.93022296,31,0,0,5,15,11,-999,-999,-999,-999,-999,-999,21.6471004486084,0.141448006033897,0.236175999045372,20.0261001586914,0.0297749992460012,0.14156100153923,19.8733005523682,0.0763069987297058,0.312348991632462
190.69966293,52.21853315,170661906996822959,190.69961342,52.21854154,48,0,8,24,8,8,-999,-999,-999,21.4053993225098,0.0872159972786903,0.2326740026474,19.9894008636475,0.0265079997479916,0.0860420018434525,19.8603000640869,0.0548640005290508,0.127104997634888,19.6938991546631,0.0643090009689331,0.229072004556656
29.51726,-29.08868,73090295172183952,29.51728571,-29.08869992,18,0,0,1,9,8,-999,-999,-999,-999,-999,-999,21.6404991149902,0.161458000540733,-999,19.4953002929688,0.0270130001008511,0.104865998029709,19.3472995758057,0.0369510017335415,0.129424005746841
37.970657,-28.838911,73390379706403567,37.97070982,-28.83893751,8,0,0,0,7,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.6562995910645,0.0964860022068024,0.216434001922607,20.2462005615234,0.186289995908737,-999
308.48297,-27.6485,74823084829622109,308.48299027,-27.64853445,21,0,0,1,18,2,-999,-999,-999,-999,-999,-999,21.7467994689941,0.185769006609917,-999,19.7381000518799,0.0287079997360706,0.164744004607201,19.817699432373,0.0765720009803772,0.109359003603458
65.408537,-26.95433511,75650654085565164,65.40853951,-26.95437095,13,0,0,0,7,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.4326992034912,0.0704310014843941,0.251870006322861,19.5195999145508,0.0426470004022121,0.0973789989948273
209.205856,-26.708397,75952092058000181,209.20583348,-26.7083887,30,0,0,0,18,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,19.4610996246338,0.0152470003813505,0.135089993476868,19.4557991027832,0.0360679998993874,0.146285995841026
167.4726271,56.95211429,176341674726453271,167.47263851,56.95211041,6,0,0,0,5,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.7245998382568,0.129835993051529,0.17077100276947,20.7119007110596,0.19038000702858,-999
49.29342829,-26.5543637,76130492933905095,49.29346769,-26.5543628,5,0,0,0,5,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.8027992248535,0.134500995278358,0.25398001074791,-999,-999,-999
21.42133775,-25.88228802,76940214213231560,21.42136063,-25.88230799,12,0,0,0,9,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,19.6448001861572,0.0564110018312931,0.144550994038582,19.4650001525879,0.113222002983093,0.228919997811317
320.87033,-24.3604,78763208702447820,320.87025523,-24.36045212,9,0,0,0,9,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.2780990600586,0.0533480010926723,0.121564000844955,-999,-999,-999
4.81408,-24.29916,78840048140061267,4.81411084,-24.29921423,17,0,0,0,7,10,-999,-999,-999,-999,-999,-999,-999,-999,-999,19.6758003234863,0.055893000215292,0.191848993301392,19.4762001037598,0.0480530001223087,0.205237001180649
213.36299,-22.561737,80922133629896242,213.36298064,-22.56174575,15,0,0,0,11,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,19.6821994781494,0.0191220007836819,0.139996007084847,19.8118000030518,0.0944020003080368,0.226291999220848
45.184082,-22.540885,80950451840561250,45.18409039,-22.54091773,4,0,0,0,4,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.4134006500244,0.0631849989295006,0.139275997877121,-999,-999,-999
308.0416401,-21.23397495,82513080416119616,308.04164945,-21.23399401,5,0,0,0,5,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.8187999725342,0.135122001171112,0.305539011955261,-999,-999,-999
231.65767083,-20.83351667,83002316576720115,231.65768922,-20.83357831,3,0,0,0,0,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,19.801700592041,0.0580970011651516,0.21765199303627
175.4091843,-20.26545798,83681754091651794,175.40914048,-20.26546023,14,0,0,2,10,2,-999,-999,-999,-999,-999,-999,21.8080005645752,0.17925800383091,-999,20.236499786377,0.0676890015602112,0.195070996880531,19.9456005096436,0.191465005278587,0.27351701259613
65.50414653,-19.45796853,84650655041660756,65.50417652,-19.45797536,12,0,0,0,10,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,19.7220001220703,0.0241659991443157,0.100211001932621,20.1366996765137,0.218042999505997,0.43511301279068
340.20417,-18.66217,85603402040735734,340.20405181,-18.6622041,14,0,0,0,11,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.2129001617432,0.0314779989421368,0.104714997112751,19.7700996398926,0.206125006079674,0.37176901102066
240.2964999,-18.4764111,85822402965668683,240.29654834,-18.47640208,22,0,1,10,7,4,-999,-999,-999,21.7182006835938,0.149742007255554,-999,20.4125995635986,0.0258009992539883,0.0838209986686707,19.944299697876,0.0539419986307621,0.157665997743607,19.3941993713379,0.0768619999289513,0.234017997980118
227.42408,-17.824111,86612274239791419,227.42403878,-17.82413205,14,0,0,0,10,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.1875991821289,0.0723529979586601,0.158359006047249,19.656400680542,0.096951000392437,0.141326993703842
56.71685,-16.47691,88220567168338040,56.71691159,-16.47694144,9,0,0,0,6,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.0144004821777,0.062610000371933,0.233705997467041,19.9585990905762,0.179056003689766,0.264247000217438
217.0891328,-16.04536083,88742170890976005,217.08911173,-16.04538999,20,0,0,0,12,8,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.5825996398926,0.0455669984221458,0.139062002301216,19.7465991973877,0.0788040012121201,0.212953999638557
215.15143,-16.041735,88752151514110231,215.15137938,-16.04175491,35,0,0,11,14,10,-999,-999,-999,-999,-999,-999,21.4668006896973,0.113692000508308,0.185779005289078,19.1937999725342,0.0209470000118017,0.0710610002279282,19.1895999908447,0.0469189994037151,0.100193999707699
212.2974337,-15.98657168,88812122974176437,212.29737306,-15.98661371,4,0,0,0,4,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.8617000579834,0.136294007301331,0.213054999709129,-999,-999,-999
53.96052436,-15.79569428,89040539605365531,53.96054745,-15.79572463,8,0,0,0,8,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.5093994140625,0.0695570036768913,0.240262001752853,-999,-999,-999
89.93944458,-15.5833895,89300899394190253,89.93945335,-15.58339139,17,0,0,0,15,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.0235004425049,0.0222270004451275,0.131597995758057,19.8209991455078,0.134095996618271,0.190403997898102
158.6938,-14.4211,90691586938005069,158.6937475,-14.42108123,21,0,0,0,9,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,19.682300567627,0.0158089995384216,0.0735350027680397,19.3358993530273,0.0509489998221397,0.253841996192932
135.8704568,-13.83368626,91391358704599896,135.87043778,-13.83367336,17,0,0,0,16,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.3953990936279,0.0290600005537272,0.180896997451782,20.9174003601074,0.175659999251366,-999
213.7329225,-13.48035431,91822137328723990,213.73288237,-13.48034857,10,1,0,0,9,0,21.8563995361328,0.17417100071907,-999,-999,-999,-999,-999,-999,-999,20.8847007751465,0.0569970011711121,0.171574994921684,-999,-999,-999
242.43971,-12.98169708,92422424396852312,242.43968971,-12.98172402,5,0,0,0,5,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.0401992797852,0.0396180003881454,0.0756919980049133,-999,-999,-999
183.29919,-12.767624,92671832992089230,183.29920226,-12.76763115,26,0,0,0,12,14,-999,-999,-999,-999,-999,-999,-999,-999,-999,19.5123996734619,0.0276009999215603,0.109920002520084,19.2513008117676,0.0308180004358292,0.158335000276566
174.7920407,-12.28454921,93251747920418854,174.79197719,-12.28454002,14,1,0,0,12,1,21.8812999725342,0.307592988014221,-999,-999,-999,-999,-999,-999,-999,20.2189998626709,0.0227760002017021,0.0643289983272552,19.7425994873047,0.155374005436897,-999
178.5594134,-12.18818926,93371785594204586,178.55938604,-12.18817138,6,0,0,0,5,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.7640991210938,0.103448003530502,0.173136994242668,19.9155006408691,0.144775003194809,-999
210.87222,-12.009482,93582108723589092,210.87224781,-12.00949613,3,0,0,0,3,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.9479007720947,0.0483449995517731,0.0942220017313957,-999,-999,-999
25.23764,-11.68319,93980252376270662,25.23762502,-11.68315082,15,0,0,0,9,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.2192993164063,0.0398500002920628,0.128075003623962,19.8442001342773,0.0393269993364811,0.0988209992647171
319.60403,-10.93262,94883196040161242,319.60402793,-10.93264798,20,0,0,0,15,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.0214996337891,0.0274219997227192,0.131685003638268,19.7338008880615,0.121904000639915,0.218805998563766
9.73550794,-10.4316386,95480097355832421,9.73549586,-10.43165509,14,0,0,0,9,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.7516994476318,0.0856830030679703,0.232925996184349,20.2980995178223,0.11115700006485,0.29381400346756
4.3111666,-10.01539722,95980043111231908,4.31113137,-10.01539605,59,0,21,13,16,9,-999,-999,-999,21.3285007476807,0.0328590013086796,0.156526997685432,19.5669002532959,0.00552299991250038,0.0502130016684532,19.6245994567871,0.0260129999369383,0.0845630019903183,19.3363990783691,0.0233490001410246,0.0708779990673065
328.7339966,-9.5076274,96593287339941266,328.73403705,-9.507632,8,0,0,1,5,2,-999,-999,-999,-999,-999,-999,21.3887996673584,0.241308003664017,-999,20.7290000915527,0.0132120000198483,0.0296420007944107,20.080099105835,0.266891002655029,0.378506988286972
62.869291,-9.1305,97040628693233851,62.8693224,-9.13048302,6,0,0,0,0,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,19.9512004852295,0.0739670023322105,0.194266006350517
164.8692,-9.1056666,97071648690933512,164.86904523,-9.1057633,6,0,0,0,6,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.7486000061035,0.0877790004014969,0.133624002337456,-999,-999,-999
9.35732902,-8.11901741,98250093574017623,9.35734341,-8.11905428,20,0,0,5,10,5,-999,-999,-999,-999,-999,-999,21.9304008483887,0.0486209988594055,0.101627998054028,20.0377006530762,0.0259559992700815,0.165610998868942,20.1341991424561,0.132688000798225,0.210182994604111
337.18812499,-7.96538333,98443371880461957,337.18807567,-7.96537408,59,0,8,28,15,8,-999,-999,-999,21.8418998718262,0.046170998364687,0.168686002492905,20.0450000762939,0.0095210000872612,0.0748329982161522,20.0646991729736,0.0273880008608103,0.143205001950264,19.631799697876,0.0555230006575584,0.170748993754387
75.93566,-7.50613,98990759356663085,75.93564264,-7.50615443,11,0,0,0,9,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.5382995605469,0.0677890032529831,0.204800993204117,20.2518997192383,0.0360339991748333,0.083066999912262
37.9068333,-7.48177777,99020379068592252,37.90686942,-7.48179731,43,0,7,11,13,12,-999,-999,-999,21.5384006500244,0.0707420036196709,0.193599000573158,19.5216007232666,0.0138280000537634,0.0413010008633137,19.3654003143311,0.0104430001229048,0.0564250014722347,19.1424999237061,0.0402639992535114,0.136981993913651
239.7124609,-7.40266413,99112397124407181,239.71241175,-7.40270672,18,0,0,0,9,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,19.9736003875732,0.024838000535965,0.177976995706558,19.4894008636475,0.0468209981918335,0.149211004376411
238.8510335,-6.89766289,99722388510623210,238.8510101,-6.89767067,9,0,0,0,9,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.6795997619629,0.0418719984591007,0.0906279981136322,-999,-999,-999
2.10739,-6.43456,100270021074508887,2.1074147,-6.43460681,14,0,0,0,13,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.324499130249,0.0764029994606972,0.162679001688957,20.4398994445801,0.169828996062279,-999
359.1352149,-6.38312644,100343591352060652,359.13521345,-6.38314085,13,0,0,0,8,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.1035995483398,0.049795001745224,0.176675006747246,20.0114002227783,0.0374750010669231,0.0898360013961792
336.5517083,-6.3020249,100433365516987999,336.5517344,-6.30204601,81,0,19,29,16,17,-999,-999,-999,20.4444999694824,0.0209229998290539,0.163784995675087,18.9312992095947,0.0078090000897646,0.0691139996051788,18.7915000915527,0.013952000066638,0.0667280033230782,18.597900390625,0.0140169998630881,0.101879999041557
351.40266666,-5.89119444,100933514026340959,351.40266038,-5.89123235,61,0,19,18,10,14,-999,-999,-999,21.4312000274658,0.0201970003545284,0.0967079997062683,19.8640995025635,0.0205390006303787,0.0661839991807938,19.3003997802734,0.0324349999427795,0.0769720003008842,19.2129993438721,0.0409590005874634,0.130798995494843
33.8469583,-5.49605555,101400338470365087,33.84705681,-5.49611254,29,0,0,17,11,1,-999,-999,-999,-999,-999,-999,21.0454998016357,0.045779000967741,0.178229004144669,20.7828006744385,0.031215000897646,0.177291005849838,20.3749008178711,0.15947400033474,-999
357.85129166,-4.98536111,102013578513087989,357.85125601,-4.98538954,51,0,11,23,13,4,-999,-999,-999,21.9813995361328,0.107006996870041,0.242185994982719,20.4058990478516,0.0186930000782013,0.0882410034537315,20.0701999664307,0.0243870001286268,0.108341999351978,19.5296001434326,0.054542999714613,0.301465004682541
71.03221433,-4.55918682,102520710322579370,71.03223137,-4.55921924,14,0,0,0,10,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.3029003143311,0.0453369989991188,0.191137000918388,19.9554004669189,0.0953449979424477,0.254433006048203
331.7921666,-4.2823,102863317922071624,331.79218575,-4.28229391,50,0,0,25,12,13,-999,-999,-999,-999,-999,-999,19.7052001953125,0.0112389996647835,0.116495996713638,19.1240997314453,0.0255190003663301,0.100093998014927,19.0415992736816,0.0293780006468296,0.194284006953239
35.3013333,-3.70877777,103540353012669897,35.30133144,-3.70883984,6,0,0,6,0,0,-999,-999,-999,-999,-999,-999,21.4727001190186,0.0411950014531612,0.108846999704838,-999,-999,-999,-999,-999,-999
35.3025416,-3.7145,103540353024433110,35.3025912,-3.71452912,53,0,13,15,12,13,-999,-999,-999,21.0914993286133,0.0317929983139038,0.112065002322197,19.423999786377,0.00737900007516146,0.0327159985899925,19.5853004455566,0.0386379994452,0.159188002347946,19.3567008972168,0.0241340007632971,0.118841998279095
203.98433333,-3.47727777,103822039843427662,203.98434786,-3.47730294,25,0,0,5,12,8,-999,-999,-999,-999,-999,-999,20.263500213623,0.00609100004658103,0.0903559997677803,18.8225994110107,0.0175020005553961,0.0607759989798069,18.8208999633789,0.0261700004339218,0.0851439982652664
22.8639166,-3.3500527,103980228639070366,22.86394608,-3.35002248,60,0,23,18,13,6,27.1110000610352,-999,-999,20.1844005584717,0.0174180008471012,0.0914940014481544,18.488899230957,0.0104120001196861,0.0485929995775223,18.118200302124,0.00552600016817451,0.0264699999243021,17.8938999176025,0.020974000915885,0.0452079996466637
151.56087499,-3.17511111,104191515608860166,151.56090473,-3.17513361,35,0,0,17,13,5,-999,-999,-999,-999,-999,-999,21.0086994171143,0.0311110001057386,0.103377997875214,20.1571998596191,0.0295560006052256,0.0823670029640198,19.8493003845215,0.0744569972157478,0.117265999317169
42.66909,-2.91745,104490426691029420,42.66910195,-2.9174851,12,0,0,0,7,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.5,0.0621379986405373,0.186120003461838,20.3078002929688,0.148936003446579,0.288574010133743
18.94279165,-2.8867333,104530189427376396,18.94279751,-2.88673465,50,0,10,19,14,7,-999,-999,-999,21.8514003753662,0.0847389996051788,0.197472006082535,20.0510005950928,0.0144180003553629,0.0615449994802475,19.824499130249,0.0302099995315075,0.10657200217247,19.4608001708984,0.0607479996979237,0.246106997132301
157.9070364,-2.65990731,104801579070488536,157.90701797,-2.65990612,14,0,0,0,9,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.2898998260498,0.0374410003423691,0.125073000788689,19.8859996795654,0.142857998609543,0.383796989917755
199.33658333,-2.65361111,104811993366936087,199.33666057,-2.65366657,17,0,0,8,6,3,-999,-999,-999,-999,-999,-999,21.056999206543,0.0369910001754761,0.127232000231743,20.6247997283936,0.0461530014872551,0.105079002678394,20.3006000518799,0.108806997537613,0.186614006757736
187.10479,-2.56090331,104921871048437336,187.10475347,-2.56091487,10,0,0,0,9,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.8644008636475,0.0619259998202324,0.184502005577087,20.2236003875732,0.177270993590355,-999
159.225791,-2.54387343,104941592257587765,159.22575005,-2.54388341,16,0,0,0,11,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.4974994659424,0.0398349985480309,0.171044006943703,19.7901000976563,0.0361079983413219,0.0970899984240532
6.3618333,-1.7590306,105880063617749644,6.36180739,-1.7590311,70,2,20,18,14,16,22.2120990753174,0.00289999996311963,0.00410600006580353,19.757999420166,0.0232779998332262,0.0612379983067513,18.1322002410889,0.00531900022178888,0.0129720000550151,18.0396003723145,0.00649600010365248,0.0199319999665022,17.9265003204346,0.00755700003355742,0.0457580015063286
161.13767,-1.4172777,106291611377049765,161.13766658,-1.41724663,24,0,0,5,10,9,-999,-999,-999,-999,-999,-999,21.5569000244141,0.0304589997977018,0.104203999042511,19.331600189209,0.017315000295639,0.064289003610611,19.3680992126465,0.0504689998924732,0.13374499976635
325.66362499,-1.33341666,106403256637590380,325.66369675,-1.33339538,26,0,0,15,9,2,-999,-999,-999,-999,-999,-999,21.1730003356934,0.0281450003385544,0.133254006505013,20.1257991790771,0.0341759994626045,0.0958179980516434,20.0538997650146,0.0359430015087128,0.0513189993798733
32.0179583,-1.2095277,106540320179318892,32.01793749,-1.20957351,19,0,0,13,5,1,-999,-999,-999,-999,-999,-999,21.3714008331299,0.0603209994733334,0.190229997038841,20.8973999023438,0.0778300017118454,0.253856986761093,20.3185005187988,0.176558002829552,-999
162.0829167,-1.16116944,106601620828187033,162.08291394,-1.16130528,34,1,6,10,12,5,22.2467002868652,0.172565996646881,-999,21.7007999420166,0.149329006671906,0.452751994132996,20.8701000213623,0.0432070009410381,0.121550001204014,20.3679008483887,0.0314060002565384,0.174569994211197,19.92799949646,0.0808399990200996,0.363373994827271
176.77670833,-1.16616666,106601767767270987,176.77671757,-1.1662071,46,0,8,10,17,11,-999,-999,-999,21.3027992248535,0.0377519987523556,0.165549993515015,19.8048992156982,0.0295279994606972,0.0605789981782436,19.2665004730225,0.017722999677062,0.0749600008130074,18.9661998748779,0.031580001115799,0.16202500462532
13.5892499,-1.156,106610135892573229,13.58929088,-1.15602492,31,0,11,9,6,5,-999,-999,-999,21.4985008239746,0.0487749986350536,0.200590997934341,20.0564994812012,0.0151279997080565,0.0778139978647232,19.7404003143311,0.0174529999494553,0.0531999990344048,19.5984001159668,0.0509789995849133,0.123538002371788
338.3651666,-1.1178888,106653383652358953,338.36518805,-1.11787362,4,0,0,4,0,0,-999,-999,-999,-999,-999,-999,21.7015991210938,0.0829520002007484,0.213866993784904,-999,-999,-999,-999,-999,-999
335.07704,-1.02969114,106763350770234684,335.07703959,-1.02971589,13,0,0,3,9,1,-999,-999,-999,-999,-999,-999,21.6436004638672,0.0163289997726679,0.156856998801231,20.4116992950439,0.0433319993317127,0.129933997988701,19.8125991821289,0.174268007278442,-999
17.1248333,-1.0043333,106790171247114923,17.12482033,-1.00439913,7,0,0,7,0,0,-999,-999,-999,-999,-999,-999,21.8199005126953,0.0689750015735626,0.165810003876686,-999,-999,-999,-999,-999,-999
55.424375,-0.80354444,107030554244646103,55.42446399,-0.80356127,9,0,0,0,8,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.3504009246826,0.0536709986627102,0.157367005944252,19.9349994659424,0.193066999316216,-999
170.79645833,-0.73851111,107111707964844246,170.79643872,-0.73852517,42,0,7,16,15,4,-999,-999,-999,22.027099609375,0.0261020008474588,0.147093996405602,20.3901996612549,0.0235140006989241,0.0715269967913628,20.2670001983643,0.0375560000538826,0.120059996843338,19.9332008361816,0.0758349969983101,0.285593003034592
333.21454166,-0.70852777,107153332145820203,333.21458642,-0.70854588,39,0,4,23,7,5,-999,-999,-999,21.7425994873047,0.0564390011131763,0.112359002232552,20.2262001037598,0.0145089998841286,0.064631000161171,20.2248001098633,0.118184000253677,0.234467998147011,19.5949001312256,0.0996939986944199,0.242585003376007
