# RA         Dec         redshift  unW1mag   unW1err unW1snr    unW2mag   unW2err unW2snr    w3mpro    w3sig   w3snr  w4mpro   w4sig   w4snr
149.4182917   0.8926667  6.050    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
149.5584510  35.4135633  5.120     16.6844   0.0360  29.6245    16.2647   0.0930  11.1866    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
149.7837500   2.4520444  5.070    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
150.1823993  21.0574094  5.070     16.5737   0.0372  28.7173    15.8464   0.0719  14.6049    12.176    0.45    2.4    8.443    0.00    1.2  
150.2145833   2.5826333  5.300    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
151.0056667   2.6585278  6.410    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
151.5608750  -3.1751111  5.550     16.2870   0.0276  38.8146    15.5015   0.0527  20.1127    12.305    0.00    0.2    8.400    0.00    1.4  
153.4013916  42.6740006  5.030     17.2020   0.0527  20.1188    16.7869   0.1380   7.3769    11.978    0.00    1.7    8.608    0.00    1.2  
155.5079583   8.0228333  5.360     15.9562   0.0230  46.8102    14.8929   0.0323  33.1593    11.474    0.22    5.0    8.411    0.00    0.7  
155.5418621  22.8737350  5.470     15.8015   0.0179  60.1787    14.8318   0.0284  37.7024    12.448    0.49    2.2    8.522    0.00    0.4  
156.5984527  25.7165127  5.250     16.6887   0.0385  27.6792    15.7094   0.0619  17.0591    12.076    0.00    0.7    8.444    0.00    1.5  
157.1393988   7.7719322  5.150     16.8782   0.0477  22.2613    16.1813   0.1011  10.2496    12.058    0.00    0.4    8.302    0.00    0.8  
157.6129585   5.4152946  6.310     16.5129   0.0356  29.9808    15.7341   0.0670  15.7063    12.050    0.00    0.8    8.484    0.00    0.7  
157.9070364  -2.6599073  5.880     16.9497   0.0485  21.8707    16.2136   0.0975  10.6433    12.007    0.00    1.3    9.017    0.00   -0.2  
158.5597083  57.3743611  5.400    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
158.5777050  20.5500594  5.010     15.8253   0.0192  55.9378    15.1333   0.0387  27.5490    11.974    0.34    3.2    8.418    0.44    2.5  
158.6938000 -14.4211000  6.070     15.9470   0.0214  50.2652    15.1857   0.0402  26.4836    11.421    0.18    5.9    8.148    0.00    2.0  
159.2257910  -2.5438734  6.380     16.8303   0.0458  23.2103    15.7125   0.0637  16.5463    12.475    0.51    2.1    8.898    0.00   -0.4  
160.2025000 -11.9306111  5.440    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
160.8966374  10.1762712  5.080     17.8461   0.1129   9.1266    16.7764   0.1670   6.0127    12.441    0.00    0.0    8.719    0.00   -0.7  
161.1376700  -1.4172777  5.780     16.2186   0.0261  41.0786    15.5956   0.0563  18.8022    12.453    0.52    2.1    9.018    0.54    2.0  
162.0829167  -1.1611694  6.630     15.6791   0.0171  62.8259    15.5253   0.0539  19.6557    11.968    0.00    0.9    8.932    0.00   -0.5  
162.1530410  33.6632388  5.610     17.3077   0.0609  17.3222    16.5625   0.1179   8.7161    12.293    0.00    0.6    9.010    0.00   -0.3  
162.1877710  46.6218184  6.230     16.2526   0.0246  43.7052    15.7205   0.0554  19.0951    12.052    0.00    1.8    8.661    0.00    0.9  
162.6519480  58.0735236  5.160     16.5020   0.0286  37.4960    15.6479   0.0495  21.4170    12.735    0.53    2.1    9.140    0.00    0.0  
163.3457870  58.0700362  5.260     16.6747   0.0328  32.5856    15.9907   0.0655  16.0700    12.223    0.00    1.4    8.908    0.34    3.2  
163.5221660  46.6250694  5.470     16.7037   0.0351  30.4370    15.9490   0.0648  16.2533    12.147    0.00    1.6    8.815    0.36    3.0  
163.6892965  16.5603856  5.130     16.0056   0.0226  47.4722    15.2984   0.0451  23.5912    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
164.8692000  -9.1056666  5.920     17.5507   0.0795  13.1716    16.7578   0.1489   6.8031    12.396    0.50    2.2    8.315    0.00    1.5  
165.3931661   5.5260737  5.000     16.5855   0.0386  27.6267    16.1400   0.0947  10.9685    11.882    0.00    1.2    8.533    0.44    2.5  
166.0899580  21.5746666  6.740     17.2253   0.0594  17.7893    16.5316   0.1239   8.2695    12.650    0.00   -1.2    8.858    0.00   -0.7  
167.4726271  56.9521143  5.950     17.8515   0.0865  12.0577   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
167.6415660 -13.4959995  6.510     17.7961   0.1026  10.0879   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
169.8360000  34.8800300  5.010     16.7655   0.0371  28.7882    16.0620   0.0732  14.3352    12.295    0.00    0.8    8.618    0.00    0.7  
170.0061600   6.6900833  7.080     16.9385   0.0497  21.3429    16.4745   0.1274   8.0317    12.352    0.00    0.2    8.200    0.00    1.0  
170.7085131  13.7101245  5.190     17.4733   0.0774  13.5261    16.7858   0.1571   6.4247    12.516    0.00   -0.4    8.639    0.00    0.9  
170.7964583  -0.7385111  5.000     17.1031   0.0577  18.3152    16.4358   0.1179   8.7175    12.175    0.00    0.6    8.921    0.00   -1.7  
171.3171439  44.8124751  5.110     16.0855   0.0208  51.8345    15.4124   0.0416  25.6196    12.463    0.39    2.8    8.349    0.00    1.8  
171.6582060  17.5829312  5.220     16.6707   0.0385  27.7134    15.8863   0.0725  14.4857    11.831    0.00    1.0    8.635    0.00    0.5  
172.1770011  26.8866654  5.770     17.1618   0.0549  19.2645    16.5996   0.1252   8.1808    12.305    0.00    0.6    8.402    0.00   -0.3  
172.2410328  57.9860676  5.000     16.5220   0.0296  36.1632    15.9675   0.0655  16.0746    12.429    0.38    2.9    9.044    0.00    0.1  
173.1937500  12.1504722  5.170     16.0284   0.0223  48.1455    15.2574   0.0436  24.4054    11.726    0.29    3.8    8.391    0.00    1.2  
173.2865833  16.0654722  5.610     16.3241   0.0278  38.5224    15.6342   0.0573  18.4366    12.099    0.00    1.3    8.803    0.00    0.1  
173.5592917   8.4814722  5.690     16.3810   0.0325  32.8661    15.1294   0.0403  26.4632    12.244    0.41    2.7    8.204    0.00    1.4  
173.7872080  50.1924999  6.580     17.2323   0.0515  20.5820    16.4588   0.0961  10.8010    12.268    0.00    1.2    8.749    0.00    0.8  
174.3238678  35.8324586  6.030     16.4334   0.0280  38.2632    15.7254   0.0568  18.6311    11.931    0.00    1.2    8.726    0.00    0.8  
174.7920407 -12.2845492  5.810     17.1272   0.0563  18.7819    16.5593   0.1348   7.5639    12.504    0.00    0.0    8.716    0.00    0.1  
175.4091843 -20.2654580  5.690     16.7802   0.0426  25.0117    15.8649   0.0730  14.3779    12.051    0.00    0.3    8.114    0.00    0.7  
175.9097797  38.1413398  5.800     16.8775   0.0400  26.6653    16.1355   0.0774  13.5281    12.801    0.00   -0.2    8.957    0.00    0.2  
176.6360833  -1.9106389  6.160     17.0706   0.0572  18.4912    16.6013   0.1389   7.3297    12.522    0.00   -1.0    8.999    0.00    0.0  
176.7017500   1.4055833  6.270    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
176.7408000  40.6190700  5.010     15.8937   0.0177  60.8771    15.1753   0.0335  31.8875    12.140    0.00    1.8    8.550    0.00    1.1  
176.7453750  -0.0938056  6.300    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
176.7767083  -1.1661667  5.310     16.4862   0.0345  30.9697    15.7929   0.0690  15.2322    11.947    0.34    3.2    8.691    0.42    2.6  
177.0137037   7.0356349  6.340     16.5559   0.0359  29.7832    15.6853   0.0618  17.0655    12.086    0.00    0.6    8.242    0.00    1.9  
177.0675400  52.8942500  5.700     18.3618   0.1325   7.7051   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
177.0693757  52.8639986  6.420     16.0627   0.0194  55.3836    15.4276   0.0395  27.0171    12.558    0.45    2.4    8.906    0.47    2.3  
177.1090253  30.3386968  5.130     16.9210   0.0438  24.2845    16.3528   0.0986  10.5203    12.245    0.00    0.9    8.612    0.00    0.9  
177.1382500   0.9450722  5.840     18.2225   0.1524   6.6352   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
177.4435417   7.8140555  5.660     17.3487   0.0725  14.4806    16.1907   0.0972  10.6751    12.547    0.00   -0.8    8.279    0.00    1.4  
178.0886300   0.9268583  6.370    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
178.5594134 -12.1881893  5.830     17.4293   0.0731  14.3621    16.6294   0.1428   7.1152    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
178.5829944  23.5659084  5.010     16.8101   0.0393  27.1064    15.9278   0.0699  15.0324    12.507    0.50    2.2    8.219    0.00    2.0  
178.6030599  13.6960522  5.000     16.7601   0.0419  25.4180    16.1002   0.0876  11.9084    12.559    0.00   -0.2    8.818    0.00   -1.3  
179.4516096   6.6199816  5.140     16.9730   0.0519  20.4348    16.4107   0.1178   8.7227    12.135    0.00    1.0    8.826    0.00    0.0  
180.2625833   1.5656667  6.060    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
180.5324218  32.5941100  5.260     15.9851   0.0196  54.9676    15.2632   0.0377  28.3095    12.420    0.51    2.1    9.057    0.54    2.0  
180.6932083  -0.9504722  5.930    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
181.1738947  -0.3637859  5.090     16.1840   0.0265  40.4564    15.2907   0.0466  22.8287    12.083    0.34    3.2    8.116    0.00    1.9  
181.2712417  -0.0077694  6.750     17.4534   0.0761  13.7710    16.7814   0.1647   6.1040    12.558    0.00   -0.1    8.829    0.00    0.3  
181.9059988   6.5028433  6.040     17.1451   0.0609  17.3240    16.3949   0.1200   8.5558    12.039    0.00    1.0    8.215    0.00    1.2  
181.9755833  -0.0981389  6.010    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
182.0992500   0.1743611  5.270     17.9114   0.1163   8.8404   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
182.2194450  21.1761023  5.060     16.0732   0.0220  48.9259    15.4256   0.0458  23.1909    12.348    0.00    0.6    8.505    0.00    0.7  
182.2467917  -2.0096667  6.200     18.1595   0.1379   7.3812   -99.9990  -9.9900 -99.9990    12.012    0.46    2.4   -9.990   -9.99   -9.9
182.3499583  -0.1129167  5.860     17.4358   0.0755  13.8873   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
182.4697093  18.5297808  5.150     16.2826   0.0273  39.3027    15.6874   0.0592  17.8570    12.239    0.40    2.7    8.553    0.00    0.9  
183.1124208   5.0926361  6.440     16.9640   0.0496  21.3921    16.4215   0.1220   8.4112    12.503    0.00   -0.4    8.921    0.00   -0.7  
183.2991900 -12.7676240  5.860     16.2643   0.0288  37.2068    15.8622   0.0755  13.8911    12.420    0.00   -0.1    8.914    0.00    0.5  
183.8202986   0.3901834  5.930    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
184.1149160  45.3196388  6.650     17.3298   0.0558  18.9669    16.4715   0.0970  10.7044    12.624    0.00    0.5    8.999    0.00    0.3  
184.3389334   1.5284636  6.200     17.8362   0.1070   9.6579    16.7334   0.1560   6.4737    12.147    0.00    0.0    8.193    0.00    0.8  
184.5466240  18.1307055  5.300     17.1902   0.0590  17.9046    16.3709   0.1064   9.7157    12.121    0.00    1.1    8.667    0.00    0.8  
184.7722500   0.8437500  6.010    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
185.4434197  44.7577911  5.190     16.3625   0.0246  43.6976    15.5524   0.0446  23.8690    12.005    0.29    3.7    8.877    0.47    2.3  
185.6581819  19.9785907  5.130     16.3726   0.0289  37.0294    15.8177   0.0660  15.9574    12.633    0.00    0.2    8.323    0.00    1.5  
187.1047900  -2.5609033  5.770     18.3158   0.1620   6.2145   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
187.3050336   4.3243745  5.890    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
188.3894733   6.3761650  5.300     16.4516   0.0366  29.1440    15.4065   0.0534  19.8485    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
189.0252080  46.9569805  5.550     16.5065   0.0284  37.8028    15.5387   0.0444  23.9683    12.319    0.34    3.2    9.095    0.49    2.2  
189.1998333  62.1615556  5.190    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
190.6996629  52.2185331  5.040     16.4217   0.0246  43.6900    15.7996   0.0513  20.6641    12.482    0.00    0.4    8.638    0.00    1.4  
190.9200541  25.4899697  5.830     16.4669   0.0300  35.6918    15.4976   0.0484  21.9371    12.560    0.00   -0.3    8.808    0.00   -1.0  
192.7163615  31.5060828  6.150     16.3981   0.0276  38.8641    15.3870   0.0426  25.0024    12.115    0.00    1.4    9.020    0.53    2.1  
194.1290326  25.5476238  5.910     16.9980   0.0461  23.0361   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
194.4894807  63.8269894  6.020     16.9440   0.0358  29.7969    16.3712   0.0793  13.2018    12.517    0.00    0.9    8.758    0.00    1.2  
196.5344701   3.9406556  6.020     16.9620   0.0514  20.6347    16.2260   0.0987  10.5108    12.274    0.38    2.9    9.088    0.00   -0.6  
197.7198013  25.5351885  5.840     17.3774   0.0618  17.0687   -99.9990  -9.9900 -99.9990    12.420    0.00    0.4    8.877    0.00    0.4  
198.6683740  54.5436694  5.520     16.5861   0.0277  38.7284    15.6816   0.0457  23.2456    12.467    0.32    3.4    9.155    0.45    2.4  
199.0339160  10.4757777  6.350     16.5428   0.0334  32.0419    15.7352   0.0613  17.2115    12.716    0.52    2.1    8.934    0.00    0.8  
199.3365833  -2.6536111  5.250     17.3736   0.0716  14.6756    16.5519   0.1286   7.9535    12.749    0.00   -0.2    9.241    0.00   -0.1  
199.7970850   9.8476434  6.130     16.9048   0.0420  25.3555    16.2509   0.0885  11.7754    12.584    0.00    0.7    8.854    0.00    0.5  
201.9221762  57.5439929  5.740     17.2774   0.0466  22.8275    16.2941   0.0734  14.3039    12.862    0.00   -0.6    9.056    0.00    0.5  
203.2393749  22.1433083  5.110     15.6000   0.0143  75.1446    14.9374   0.0287  37.3130    12.172    0.35    3.1    8.484    0.00    1.4  
203.5523482  12.3390862  5.120     16.5575   0.0331  32.2665    15.7268   0.0604  17.4796    12.398    0.37    2.9    8.897    0.00    0.5  
203.9617127  35.5543943  5.900     16.7081   0.0327  32.7056    15.9187   0.0604  17.4937    12.152    0.00    1.5    9.298    0.00   -0.2  
203.9843333  -3.4772778  5.670     15.6339   0.0168  64.2093    14.8419   0.0293  36.6154    12.285    0.34    3.2    8.710    0.00    1.0  
204.3700420  41.9277372  5.030     16.6567   0.0306  34.9453    15.9781   0.0623  16.9446    12.791    0.52    2.1    9.117    0.00    0.2  
205.0626338  39.4418596  5.030     16.2507   0.0225  47.6679    15.5612   0.0441  24.1411    12.649    0.36    3.0    8.894    0.00    1.6  
205.1676667  28.2244889  5.340     16.0776   0.0200  53.7939    15.1029   0.0310  34.5578    12.348    0.34    3.2    9.136    0.49    2.2  
205.4227500  46.1861944  5.020     17.0302   0.0449  23.7126    16.5445   0.1064   9.7127    11.962    0.00    1.8    9.165    0.00    0.2  
205.4750816  35.1682539  5.230     16.3752   0.0255  42.1017    15.5718   0.0458  23.2243    12.130    0.00    1.6    9.236    0.00   -0.2  
205.5337500   9.4773889  7.540     17.6247   0.0797  13.1330    16.9785   0.1697   5.9104    12.834    0.50    2.2    9.256    0.00   -1.1  
206.3609268  23.4970482  5.060     15.6542   0.0147  73.2285    15.0861   0.0314  34.0692    11.573    0.15    7.4    9.004    0.42    2.6  
209.2058560 -26.7083970  5.720     16.6243   0.0383  27.8640    15.5428   0.0562  18.8138    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
209.4472500  53.0951389  5.320     17.6846   0.0711  14.7792   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
210.1199583  -0.1976389  6.040    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
210.1249583  -1.4225000  6.040    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
210.4472342  27.8263983  6.140     17.5330   0.0696  15.1164    16.9569   0.1565   6.4510    12.338    0.00    1.2    8.992    0.00    0.9  
210.4581667  51.7195278  5.170    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
210.7277720  40.4008853  6.040     17.9236   0.0920  11.3046    16.9354   0.1443   7.0358    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
210.8297035   9.0474981  5.880     17.2356   0.0579  18.2702    16.7102   0.1342   7.6006    12.267    0.00    2.0    9.046    0.42    2.6  
210.8722200 -12.0094820  5.840     18.0399   0.1305   7.8326   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
211.6213333  -1.2697778  6.330    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
211.6953333  -1.7340556  6.100    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
212.0955000  53.0058055  5.070     17.8780   0.0803  13.0304    16.9574   0.1335   7.6424    12.847    0.00    0.5    9.312    0.00    0.3  
212.2974337 -15.9865717  5.830     17.8850   0.1163   8.8442   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
212.7970333  12.2936897  5.900     16.4538   0.0297  36.0980    15.4584   0.0460  23.1021    12.751    0.00    0.3    9.238    0.00   -0.1  
213.3629900 -22.5617370  5.920     16.7033   0.0412  25.8842    15.7925   0.0689  15.2559    12.227    0.42    2.6    8.589    0.00    1.9  
213.5181667  51.2599444  5.240     18.0061   0.0825  12.6603   -99.9990  -9.9900 -99.9990    13.066    0.00    0.0    9.343    0.00   -3.1  
213.6315417  57.5428055  5.160     18.0416   0.0874  11.9333    17.1670   0.1482   6.8373    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
213.6647500   1.5101389  5.940    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
213.6950833  54.7755000  5.420    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
213.7329225 -13.4803543  5.780     17.6369   0.0935  11.1210    16.8006   0.1683   5.9642    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
214.0529583   0.2628333  6.030    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
214.2208750   1.7839444  6.070    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
214.3694583   1.2867778  6.020    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
214.9853750  55.8878333  5.000    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
215.1514300 -16.0417350  5.730     15.6551   0.0177  60.8806    14.9010   0.0324  32.9649    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
215.5009583   0.1841667  5.890    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
215.8580071  13.0501956  5.020     16.1041   0.0216  49.8075    15.5533   0.0485  21.8737    12.400    0.00    1.2    8.944    0.00    1.0  
215.8821250  -0.3025278  6.130    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
216.3180505  32.9026503  5.890    -99.9990  -9.9900 -99.9990    16.3511   0.0823  12.6969    12.434    0.00    1.3    8.952    0.00    1.3  
216.3238333  -0.2613611  6.180    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
216.8737083  35.3691611  5.530     17.4089   0.0579  18.2560    16.5303   0.0989  10.4839    12.954    0.54    2.0    9.280    0.00   -0.9  
216.9107900  33.2116660  6.120     16.6792   0.0310  34.4874    15.8295   0.0544  19.4714    12.600    0.00    0.6    9.288    0.00    0.3  
217.0891328 -16.0453608  6.110     16.4216   0.0330  32.3726    15.7665   0.0693  15.1686    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
217.2628333  -1.0787222  6.800    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
217.2925833  -0.0353889  6.040    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
217.4082083  33.0711667  5.390     17.8865   0.0865  12.0564    16.8511   0.1291   7.9197    12.439    0.00    1.1    9.495    0.00   -0.7  
217.4673700  54.7882490  6.180     17.3456   0.0467  22.7729    16.8492   0.1103   9.3487    12.657    0.00    0.7    9.447    0.00   -0.1  
217.9185333  -7.4120745  6.140     17.2489   0.0651  16.1732    16.3850   0.1115   9.2487    12.130    0.00    1.8    8.831    0.00    0.8  
219.0208457  21.5442366  5.220     16.5218   0.0285  37.5860    15.9371   0.0628  16.7939    12.398    0.00    1.3    8.766    0.00    1.3  
219.0489157  50.1186544  5.850     17.1991   0.0431  24.6863    16.6264   0.0962  10.7899    12.916    0.00    0.2    9.091    0.00    0.5  
219.4659379  23.3870416  5.300     16.0479   0.0195  55.2421    15.0464   0.0294  36.3808    12.401    0.00    1.9    9.533    0.00   -0.9  
219.4855833  51.8541944  5.170    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
220.0054167  -1.1172778  6.130    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
220.9611144  36.3875378  5.120     15.8479   0.0157  68.7455    14.9895   0.0260  41.3150    11.189    0.10   11.3    8.699    0.26    4.1  
225.1534990  28.2675083  5.550     16.4081   0.0246  43.6529    15.6213   0.0443  24.0120    12.394    0.24    4.5    8.955    0.00    1.2  
227.4240800 -17.8241110  6.120    -99.9990  -9.9900 -99.9990    15.9739   0.0917  11.3419    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
227.6470542  51.8114154  5.060     16.2493   0.0187  57.4230    15.6241   0.0383  27.8674    12.776    0.34    3.2    9.546    0.00    0.3  
228.4151667   8.9018056  5.470     17.2783   0.0571  18.5037    16.6538   0.1231   8.3313    12.558    0.00    1.2    9.042    0.00    0.5  
228.6871163  21.2388264  5.920     17.1485   0.0512  20.6886    16.3335   0.0881  11.8254    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
230.7620833  59.2758444  5.110     16.3464   0.0217  49.5110    15.3611   0.0296  36.2314    12.104    0.18    5.9    8.991    0.29    3.8  
230.9404191  33.7999564  5.330     16.8001   0.0320  33.4193    15.7437   0.0461  23.0346    12.760    0.00    0.9    9.245    0.00    0.7  
231.0170833   8.2775833  5.080     17.4204   0.0672  15.6550    16.5353   0.1142   9.0192    12.348    0.00    1.3    9.000    0.00    1.2  
231.6576708 -20.8335167  6.590     16.9288   0.0544  19.4670    16.2810   0.1111   9.2775    12.234    0.00    0.2    8.942    0.00   -0.3  
231.8035833   6.6894167  5.570     16.8471   0.0408  26.0870    16.2166   0.0869  12.0030    12.820    0.41    2.7    9.216    0.00    0.4  
233.7489897  13.4503941  5.040     16.0398   0.0201  53.6367    15.3071   0.0377  28.3009    12.802    0.41    2.7    9.362    0.48    2.2  
233.8869580  19.7222500  6.400     15.8841   0.0176  61.3219    15.1807   0.0339  31.5379    12.584    0.35    3.1    9.311    0.45    2.4  
235.9450668  17.0079059  5.820     16.9466   0.0430  24.7815    16.3828   0.0964  10.7656    12.351    0.32    3.5    8.965    0.00    1.0  
236.2734167  42.5365556  6.500    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
236.2912415  16.6088635  5.820     16.9635   0.0472  22.5224   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
236.4670410  60.4733202  5.780     16.0143   0.0143  75.3162    15.1521   0.0233  46.0802    12.313    0.23    4.7    9.406    0.43    2.5  
237.5038750  43.3007778  5.840    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
238.8510335  -6.8976629  5.810     17.4807   0.0789  13.2696   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
239.7124609  -7.4026641  6.110     16.2721   0.0292  36.6544    15.3698   0.0490  21.6571    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
239.7878750  22.2048417  6.070    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
240.2964999 -18.4764111  5.060     15.6060   0.0191  56.4051    15.0718   0.0420  25.3786    11.653    0.25    4.3    8.505    0.46    2.4  
240.7249088  42.4735952  6.090     16.0355   0.0165  65.2948    15.2545   0.0294  36.4993    12.370    0.26    4.2    9.346    0.00    0.7  
240.9544583  55.1756389  6.040    -99.9990  -9.9900 -99.9990   -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
242.4052913  30.6966052  6.140     17.6418   0.0708  14.8421    17.0437   0.1519   6.6601    12.462    0.00    0.7    9.257    0.00   -0.2  
242.4397100 -12.9816971  5.830     16.5690   0.0389  27.4003    16.2192   0.1049   9.8556    11.867    0.32    3.4    8.252    0.00    1.5  
242.5696654  41.2982715  5.000     16.5833   0.0255  42.0502    16.0677   0.0582  18.1461    12.634    0.00    1.6    9.455    0.00    0.8  
243.6047083  46.6747055  5.310     15.8192   0.0136  79.4143    14.9767   0.0226  47.4887    12.924    0.34    3.2    9.094    0.00    1.9  
243.6473330   1.2457750  5.780     16.8596   0.0416  25.6074    16.1629   0.0853  12.2427    12.517    0.00   -0.2    8.930    0.00   -0.5  
