qsoName,mjdObs,filterID,aperMag3AverAB,aperMag3Err,ppErrBits
               SHELLQsJ0220-0432,  +55213.1050924,   1,    +23.465496,     +0.593961,          0
               SHELLQsJ0220-0432,  +55215.1138772,   1,    +22.919752,     +0.446553,          0
               SHELLQsJ0220-0432,  +55215.1171328,   1,    +23.577911,     +0.800741,          0
               SHELLQsJ0220-0432,  +56953.2228090,   2,    +24.048710,     +1.456487,          0
               SHELLQsJ0220-0432,  +56519.2631572,   2,    +23.034729,     +0.584180,          0
               SHELLQsJ0220-0432,  +56268.1544948,   2,    +23.304895,     +0.774117,          0
               SHELLQsJ0220-0432,  +56178.3066055,   2,    +23.571688,     +0.822626,          0
               SHELLQsJ0220-0432,  +57297.2892866,   2,    +23.243011,     +0.921341,          0
               SHELLQsJ0220-0432,  +55867.1958099,   2,    +27.734290,    +37.769066,          0
               SHELLQsJ0220-0432,  +56953.2295464,   2,    +24.592646,     +2.411619,          0
               SHELLQsJ0220-0432,  +56987.1566268,   2,    +22.891762,     +0.492297,          0
               SHELLQsJ0220-0432,  +56894.2982795,   2,    +22.721361,     +0.330392,          0
               SHELLQsJ0220-0432,  +56960.2651833,   2,    +23.640150,     +0.957311,          0
               SHELLQsJ0220-0432,  +56519.3226908,   2, -9.999995E008, -9.999995E008,          0
               SHELLQsJ0220-0432,  +56299.0853197,   2,    +23.789768,     +1.232322,          0
               SHELLQsJ0220-0432,  +57317.1668733,   2,    +22.897030,     +0.891927,          0
               SHELLQsJ0220-0432,  +55897.1098603,   2,    +23.067553,     +0.618230,          0
               SHELLQsJ0220-0432,  +56519.2975131,   2,    +23.236643,     +0.679443,          0
               SHELLQsJ0220-0432,  +56251.0859637,   2,    +22.662092,     +0.360072,          0
               SHELLQsJ0220-0432,  +56659.0930737,   2,    +22.672197,     +0.432987,          0
               SHELLQsJ0220-0432,  +55855.2696081,   2,    +23.739796,     +0.873184,          0
               SHELLQsJ0220-0432,  +57004.0787498,   2,    +22.766544,     +0.504622,          0
               SHELLQsJ0220-0432,  +56649.0806505,   2,    +23.374607,     +0.874624,          0
               SHELLQsJ0220-0432,  +56961.2573130,   2,    +23.359447,     +0.746587,          0
               SHELLQsJ0220-0432,  +56869.3671844,   2,    +24.099700,     +1.789811,          0
               SHELLQsJ0220-0432,  +55855.3237537,   2,    +23.348747,     +0.812583,          0
               SHELLQsJ0220-0432,  +56955.2531223,   2,    +23.442259,     +0.891460,          0
               SHELLQsJ0220-0432,  +56519.2564287,   2,    +22.801054,     +0.473479,          0
               SHELLQsJ0220-0432,  +56923.2831006,   2,    +23.157412,     +0.693759,          0
               SHELLQsJ0220-0432,  +56875.3123551,   2,    +23.907818,     +1.463840,          0
               SHELLQsJ0220-0432,  +56269.1362922,   2,    +22.764658,     +0.434580,          0
               SHELLQsJ0220-0432,  +56267.1363002,   2,    +24.295015,     +1.918752,          0
               SHELLQsJ0220-0432,  +56903.3539807,   2,    +24.639791,     +2.838516,          0
               SHELLQsJ0220-0432,  +56929.2805190,   2,    +23.111382,     +0.656644,          0
               SHELLQsJ0220-0432,  +56509.3636279,   2,    +26.900543,    +20.388706,          0
               SHELLQsJ0220-0432,  +56251.1677398,   2,    +23.612793,     +0.939973,          0
               SHELLQsJ0220-0432,  +56921.2546515,   2,    +23.529339,     +0.716288,          0
               SHELLQsJ0220-0432,  +56903.3122833,   2,    +22.639189,     +0.414606,          0
               SHELLQsJ0220-0432,  +57008.1274247,   2,    +23.484617,     +1.101215,          0
               SHELLQsJ0220-0432,  +56979.1834136,   2,    +23.265196,     +0.742504,          0
               SHELLQsJ0220-0432,  +55855.3168973,   2,    +23.809570,     +1.162898,          0
               SHELLQsJ0220-0432,  +55893.2144009,   2, -9.999995E008, -9.999995E008,          0
               SHELLQsJ0220-0432,  +56991.1005122,   2,    +24.837358,     +3.415182,          0
               SHELLQsJ0220-0432,  +55213.0865946,   2, -9.999995E008, -9.999995E008,          0
               SHELLQsJ0220-0432,  +56252.1453807,   2,    +22.459845,     +0.360476,          0
               SHELLQsJ0220-0432,  +56922.2851272,   2,    +23.631416,     +0.956426,          0
               SHELLQsJ0220-0432,  +56178.3134566,   2,    +24.343250,     +1.731120,          0
               SHELLQsJ0220-0432,  +56518.3876954,   2,    +23.553268,     +0.772355,          0
               SHELLQsJ0220-0432,  +56951.2545137,   2,    +23.275265,     +0.794002,          0
               SHELLQsJ0220-0432,  +56267.1430424,   2,    +25.707241,     +7.276337,          0
               SHELLQsJ0220-0432,  +56867.3452024,   2,    +23.179625,     +0.676723,          0
               SHELLQsJ0220-0432,  +56252.0628462,   2, -9.999995E008, -9.999995E008,          0
               SHELLQsJ0220-0432,  +56251.1744442,   2,    +23.407879,     +0.779291,          0
               SHELLQsJ0220-0432,  +56961.1335987,   2,    +23.354467,     +0.758873,          0
               SHELLQsJ0220-0432,  +56954.2832652,   2,    +24.863575,     +3.528717,          0
               SHELLQsJ0220-0432,  +56518.3050746,   2,    +22.838282,     +0.491684,          0
               SHELLQsJ0220-0432,  +56515.3477751,   2,    +23.259930,     +0.771240,          0
               SHELLQsJ0220-0432,  +56991.1072467,   2,    +23.272846,     +0.801406,          0
               SHELLQsJ0220-0432,  +56991.0661290,   2,    +23.129951,     +0.763859,          0
               SHELLQsJ0220-0432,  +56252.1104183,   2,    +22.791105,     +0.542017,          0
               SHELLQsJ0220-0432,  +55854.2706410,   2,    +28.009590,    +56.591927,          0
               SHELLQsJ0220-0432,  +56961.1269313,   2, -9.999995E008, -9.999995E008,          0
               SHELLQsJ0220-0432,  +56625.1321254,   2,    +23.401133,     +0.720262,          0
               SHELLQsJ0220-0432,  +56509.3705016,   2, -9.999995E008, -9.999995E008,          0
               SHELLQsJ0220-0432,  +55884.2015321,   2,    +23.146616,     +0.686390,          0
               SHELLQsJ0220-0432,  +55884.2083366,   2,    +23.869045,     +1.381389,          0
               SHELLQsJ0220-0432,  +56991.0593946,   2, -9.999995E008, -9.999995E008,          0
               SHELLQsJ0220-0432,  +56867.3805099,   2,    +24.061510,     +1.394458,          0
               SHELLQsJ0220-0432,  +56925.1834705,   2,    +23.705805,     +0.898090,          0
               SHELLQsJ0220-0432,  +55855.2764561,   2,    +22.921375,     +0.408500,          0
               SHELLQsJ0220-0432,  +55867.2856985,   2,    +25.271950,     +4.689486,          0
               SHELLQsJ0220-0432,  +56991.1439874,   2, -9.999995E008, -9.999995E008,          0
               SHELLQsJ0220-0432,  +56961.2220992,   2,    +23.147522,     +0.514304,          0
               SHELLQsJ0220-0432,  +56867.3386093,   2,    +23.990211,     +1.433933,          0
               SHELLQsJ0220-0432,  +56987.1499446,   2,    +24.754158,     +2.882432,          0
               SHELLQsJ0220-0432,  +56634.1307525,   2,    +24.157814,     +1.548921,          0
               SHELLQsJ0220-0432,  +56250.1392454,   2,    +23.317942,     +0.691180,          0
               SHELLQsJ0220-0432,  +55867.1890749,   2,    +22.651330,     +0.357493,          0
               SHELLQsJ0220-0432,  +56210.2527582,   2,    +23.192066,     +0.555494,          0
               SHELLQsJ0220-0432,  +56979.1767593,   2,    +23.939657,     +1.333974,          0
               SHELLQsJ0220-0432,  +57009.1393046,   2,    +24.468521,     +1.902503,          0
               SHELLQsJ0220-0432,  +56250.1460858,   2,    +23.608072,     +0.930473,          0
               SHELLQsJ0220-0432,  +56627.1168461,   2,    +24.537146,     +2.398913,          0
               SHELLQsJ0220-0432,  +56955.2464873,   2,    +22.960495,     +0.588377,          0
               SHELLQsJ0220-0432,  +56252.1930671,   2,    +23.764526,     +1.195689,          0
               SHELLQsJ0220-0432,  +56269.1430687,   2,    +22.833757,     +0.466059,          0
               SHELLQsJ0220-0432,  +55891.1976653,   2,    +23.737547,     +1.306263,          0
