# qsoName,mjdObs,filterID,aperMag3AverAB,aperMag3Err,ppErrBits
#
# Results of Query: Database VSERV1000v20181217 08/02/19 20:54
# SELECT qso.qsoName,m.mjdObs,remeas.filterID,
# (remeas.aperMag3+f.VegaToAB) as aperMag3AverAB, remeas.aperMag3Err, 
# remeas.ppErrBits   /* Basic QSO parameters and photometry extracted 
# from each OB   epoch. */ FROM finalQsoCatalogue as qso, 
# MapApertureIDshighzQsoMap as ma, vserv1000MapRemeasurement as remeas, 
# Filter as f, Multiframe as m,MapFrameStatus as mfs   /* Main tables 
# for query. MapApertureIDshighzQsoMap joins   finalQsoCatalogue to 
# vserv1000MapRemeasurement */ WHERE qso.qsoID=ma.objectID and 
# ma.apertureID=remeas.apertureID and 
# remeas.catalogueID=mfs.catalogueID and 
# mfs.multiframeID=m.multiframeID and f.filterID=m.filterID   /* Join 
# all the tables correctly MapFrameStatus links the   catalogueID to 
# the multiframeID, which allows us to link to the   image metadate in 
# Multiframe to get the observation time (mjdObs) */ and qso.qsoID=162  
#  /* Select a particular QSO, qsoID=54 (MMTJ0215-0529) */ ORDER BY 
# qso.qsoID,remeas.filterID
# Column Headers at start of file AND below
#
# qsoName,mjdObs,filterID,aperMag3AverAB,aperMag3Err,ppErrBits
                  SDSSJ0959+0227,  +56750.1731275,   2,    +23.281597,     +0.452956,    4194432
                  SDSSJ0959+0227,  +57374.2965563,   2,    +24.304457,     +0.655097,          0
                  SDSSJ0959+0227,  +55948.1564548,   2,    +24.532354,     +0.991912,    4194304
                  SDSSJ0959+0227,  +55986.1460190,   2,    +24.346030,     +0.771385,    4194304
                  SDSSJ0959+0227,  +57077.1550251,   2,    +23.972946,     +0.719737,    4194432
                  SDSSJ0959+0227,  +57426.2618979,   2,    +23.816652,     +0.488387,    4194432
                  SDSSJ0959+0227,  +56750.0775365,   2,    +25.807186,     +3.449486,    4194304
                  SDSSJ0959+0227,  +56654.2889412,   2,    +23.741056,     +0.392075,    4194304
                  SDSSJ0959+0227,  +55289.0283709,   2,    +24.715166,     +1.362292,          0
                  SDSSJ0959+0227,  +56369.1753370,   2,    +24.470284,     +0.956224,    4194304
                  SDSSJ0959+0227,  +55565.2113091,   2, -9.999995E008, -9.999995E008,    4194432
                  SDSSJ0959+0227,  +56655.2923026,   2, -9.999995E008, -9.999995E008,          0
                  SDSSJ0959+0227,  +55986.2387956,   2,    +24.137432,     +0.947514,    4194432
                  SDSSJ0959+0227,  +56064.0540141,   2,    +24.860039,     +1.984233,    4194304
                  SDSSJ0959+0227,  +57422.2517167,   2,    +24.283900,     +0.916130,          0
                  SDSSJ0959+0227,  +57071.1797575,   2,    +25.588491,     +3.543945,    4194432
                  SDSSJ0959+0227,  +55591.1550742,   2,    +24.106880,     +0.744270,    4194432
                  SDSSJ0959+0227,  +57068.2826674,   2,    +23.297588,     +0.451371,          0
                  SDSSJ0959+0227,  +55559.2988054,   2,    +23.921148,     +0.613186,          0
                  SDSSJ0959+0227,  +56383.1253671,   2,    +23.245073,     +0.450464,    4194432
                  SDSSJ0959+0227,  +57448.0843278,   2,    +24.316540,     +1.216047,    4194432
                  SDSSJ0959+0227,  +56366.1470372,   2,    +25.307440,     +2.157458,    4194432
                  SDSSJ0959+0227,  +55591.1981431,   2, -9.999995E008, -9.999995E008,    4194432
                  SDSSJ0959+0227,  +56653.2561953,   2,    +24.037062,     +0.515072,          0
                  SDSSJ0959+0227,  +55941.1779719,   2,    +23.387290,     +0.536598,    4194304
                  SDSSJ0959+0227,  +56383.1021983,   2,    +23.744577,     +0.612749,          0
                  SDSSJ0959+0227,  +55249.2201604,   2,    +24.902702,     +1.258335,          0
                  SDSSJ0959+0227,  +56342.1853003,   2,    +25.024967,     +1.360812,    4194304
                  SDSSJ0959+0227,  +56767.0968696,   2,    +24.497090,     +1.159473,    4194304
                  SDSSJ0959+0227,  +57070.2768908,   2,    +23.563416,     +0.401263,          0
                  SDSSJ0959+0227,  +56340.2712289,   2,    +24.404108,     +0.725701,          0
                  SDSSJ0959+0227,  +57420.2658986,   2,    +24.106240,     +0.746974,          0
                  SDSSJ0959+0227,  +57049.2650092,   2,    +24.063211,     +0.699978,    4194304
                  SDSSJ0959+0227,  +55949.3299531,   2,    +24.303894,     +0.767924,          0
                  SDSSJ0959+0227,  +55572.2930755,   2,    +25.070223,     +1.927458,          0
                  SDSSJ0959+0227,  +56637.2978290,   2,    +23.510536,     +0.487709,    4194432
                  SDSSJ0959+0227,  +57016.3126955,   2,    +23.900604,     +0.553867,          0
                  SDSSJ0959+0227,  +56694.2411455,   2,    +23.975164,     +0.538636,    4194304
                  SDSSJ0959+0227,  +57051.1827236,   2,    +23.934965,     +0.544264,    4194304
                  SDSSJ0959+0227,  +57452.1428091,   2,    +23.765090,     +0.647593,    4194304
                  SDSSJ0959+0227,  +56625.2971832,   2,    +23.798530,     +0.456040,          0
                  SDSSJ0959+0227,  +55949.2238011,   2,    +24.661898,     +1.060352,    4194304
                  SDSSJ0959+0227,  +55980.2154651,   2,    +24.754750,     +1.450515,          0
                  SDSSJ0959+0227,  +55969.2799903,   2, -9.999995E008, -9.999995E008,    4194432
                  SDSSJ0959+0227,  +55948.2542102,   2,    +24.192482,     +0.842732,          0
                  SDSSJ0959+0227,  +57455.2152132,   2,    +24.368092,     +0.678798,    4194304
                  SDSSJ0959+0227,  +57421.1778085,   2,    +24.841660,     +1.415130,    4194304
                  SDSSJ0959+0227,  +56369.0818307,   2,    +23.721570,     +0.459744,          0
                  SDSSJ0959+0227,  +56653.3031670,   2,    +24.968441,     +1.242660,    4194432
                  SDSSJ0959+0227,  +55258.1789669,   2,    +24.367655,     +0.721476,    4194432
                  SDSSJ0959+0227,  +56992.3440580,   2,    +25.451347,     +2.737362,    4194304
                  SDSSJ0959+0227,  +56637.2514391,   2,    +25.623251,     +2.964633,    4194432
                  SDSSJ0959+0227,  +56637.3233844,   2,    +24.110720,     +0.758775,          0
                  SDSSJ0959+0227,  +57155.0527167,   2,    +24.366518,     +1.193771,    4194304
                  SDSSJ0959+0227,  +55561.2995409,   2,    +24.077116,     +0.873468,    4194432
                  SDSSJ0959+0227,  +56708.2006296,   2,    +24.018724,     +0.588664,    4194432
                  SDSSJ0959+0227,  +57422.2281505,   2, -9.999995E008, -9.999995E008,    4194432
                  SDSSJ0959+0227,  +57404.3373360,   2,    +24.505693,     +0.961732,    4194304
                  SDSSJ0959+0227,  +56771.9722309,   2,    +24.175598,     +0.743044,    4194304
                  SDSSJ0959+0227,  +55941.2255706,   2,    +24.633835,     +1.525538,    4194432
                  SDSSJ0959+0227,  +55170.2971776,   2, -9.999995E008, -9.999995E008,          0
                  SDSSJ0959+0227,  +55999.1368518,   2,    +24.218916,     +0.741285,          0
                  SDSSJ0959+0227,  +56369.1288807,   2,    +23.500390,     +0.461119,    4194432
                  SDSSJ0959+0227,  +57397.2513893,   2,    +23.743250,     +0.453223,          0
                  SDSSJ0959+0227,  +56770.1184319,   2,    +24.243534,     +1.100830,          0
                  SDSSJ0959+0227,  +57070.1774765,   2,    +23.069998,     +0.248714,    4194432
                  SDSSJ0959+0227,  +57422.2982235,   2,    +24.287313,     +1.022234,    4194432
                  SDSSJ0959+0227,  +56696.3169565,   2,    +23.363722,     +0.353590,    4194432
                  SDSSJ0959+0227,  +55948.2048912,   2,    +24.620640,     +1.108115,          0
                  SDSSJ0959+0227,  +56383.1486483,   2,    +24.457651,     +1.223052,    4194304
                  SDSSJ0959+0227,  +57454.2138795,   2,    +23.787504,     +0.543396,          0
                  SDSSJ0959+0227,  +55624.2110094,   2,    +24.294123,     +2.321042,          0
                  SDSSJ0959+0227,  +55572.2452836,   2,    +24.523190,     +1.271434,    4194304
                  SDSSJ0959+0227,  +55999.0907213,   2,    +24.796757,     +1.180127,    4194304
                  SDSSJ0959+0227,  +56708.3192675,   2,    +30.650766,   +458.647500,    4194432
                  SDSSJ0959+0227,  +56335.2221622,   2,    +24.238150,     +0.660350,          0
                  SDSSJ0959+0227,  +56340.1207385,   2,    +23.854359,     +0.524763,    4194304
                  SDSSJ0959+0227,  +57372.2962727,   2,    +24.943138,     +2.239101,    4194432
                  SDSSJ0959+0227,  +55576.2419010,   2,    +25.377872,     +3.238254,    4194432
                  SDSSJ0959+0227,  +55952.2373354,   2,    +24.649351,     +0.841159,          0
                  SDSSJ0959+0227,  +56743.0898006,   2,    +24.525684,     +1.161266,          0
                  SDSSJ0959+0227,  +55943.3123564,   2, -9.999995E008, -9.999995E008,    4194432
