abcd count        RA           Dec   redshift  unW1_RA    unW1_Dec     unW2_RA    unW2_Dec     unW1_mag unW1_magerr    unW1_snr     unW2_mag unW2_magerr    unW2_snr idx_w1 idx_w2    sep_w1         sep_w2
A,   1    0.34011348   26.83588138   5.75      0.34017    26.83588     0.34007    26.83592     16.28356     0.02572    41.71322     15.52264     0.04992    21.25284    0   0       0.194752       0.208425 
A,   2    0.66411726   25.84304425   5.82      0.66405    25.84301     0.66408    25.84298     16.25184     0.02611    41.08257     15.42124     0.04685    22.67720    1   1       0.262595       0.255583 
A,   3    1.46808330   -0.11549990   5.85      1.46790    -0.11552     1.46794    -0.11549     17.49972     0.07934    13.19076     16.70931     0.15384     6.56923    2   2       0.679795       0.532875 
A,   4    2.10739000   -6.43456000   5.93      2.10737    -6.43448     2.10749    -6.43457     16.80906     0.04465    23.81887     15.96683     0.07854    13.33069    3   3       0.297947       0.352107 
A,   5    2.21429170   36.27041380   5.17      2.21432    36.27043     2.21429    36.27044     16.02202     0.02082    51.65239     15.43729     0.04444    23.93484    4   4       0.124134       0.112030 
B,   6    2.37870183   32.87026179   6.10      2.37873    32.87013   -99.99900   -99.99900     17.95561     0.10566     9.78428    -99.99900    -9.99000   -99.99900    5   4       0.484904   12254.960559 
A,   7    3.13699900   36.53780550   5.44      3.13720    36.53778     3.13716    36.53787     15.82563     0.01738    61.96658     15.23363     0.03626    29.44953    6   5       0.746264       0.643661 
A,   8    4.31116660  -10.01539722   5.01      4.31119   -10.01543     4.31114   -10.01532     15.97716     0.02163    49.70171     15.31772     0.04493    23.67010    7   6       0.135572       0.289470 
A,   9    4.39361347   17.08630447   5.80      4.39350    17.08650     4.39354    17.08601     17.82950     0.10253    10.09749     16.69880     0.14504     6.99681    8   7       0.829142       1.084752 
A,  10    4.81408000  -24.29916000   5.68      4.81412   -24.29915     4.81397   -24.29913     16.32547     0.02839    37.74950     15.68205     0.06080    17.36358    9   8       0.163540       0.412208 
A,  11    5.13112370  -36.89494760   6.90      5.13116   -36.89500     5.13104   -36.89494     16.87723     0.04090    26.05182     16.41952     0.10230    10.12114   10   9       0.213809       0.296179 
A,  12    5.87779160   -0.31011110   5.06      5.87791    -0.31000     5.87808    -0.30978     16.85128     0.04593    23.14480     16.13009     0.09253    11.24068   11  10       0.591337       1.570286 
B,  13    6.12404166   39.22193055   6.62      6.12400    39.22208   -99.99900   -99.99900     17.39019     0.06566    16.04029    -99.99900    -9.99000   -99.99900   12  14       0.542408    9813.274477 
A,  14    6.36183330   -1.75903060   5.07      6.36179    -1.75904     6.36176    -1.75902     14.85470     0.00881   122.68309     14.23590     0.01840    58.51606   13  11       0.150352       0.262022 
A,  15    7.02733292    4.95712319   6.00      7.02741     4.95709     7.02747     4.95723     17.18144     0.05956    17.73308     16.60976     0.13482     7.56358   14  12       0.302170       0.622248 
A,  16    7.85774999    7.17692220   5.33      7.85783     7.17694     7.85784     7.17699     16.66119     0.03887    27.43377     15.68643     0.06341    16.62723   15  13       0.301205       0.396154 
D,  17    8.29750000   -1.42358330   6.13    -99.99900   -99.99900   -99.99900   -99.99900    -99.99900    -9.99000   -99.99900    -99.99900    -9.99000   -99.99900   13  11    7072.414431    7072.508704 
A,  18    8.55979200   37.99833330   5.63      8.55975    37.99826     8.55983    37.99819     16.48096     0.02895    37.00746     15.73414     0.05560    19.03115   16  14       0.289189       0.514662 
A,  19    9.35732902   -8.11901741   5.72      9.35724    -8.11890     9.35732    -8.11914     16.82449     0.04213    25.27517     16.20711     0.09515    10.91780   17  15       0.534227       0.451353 
A,  20    9.65041600  -15.45655550   7.02      9.65038   -15.45662     9.65027   -15.45639     16.74329     0.04119    25.86290     16.31337     0.10440     9.90765   18  16       0.260713       0.790085 
A,  21    9.73550794  -10.43163860   5.95      9.73550   -10.43165     9.73566   -10.43166     16.49520     0.03205    33.38110     15.72586     0.06149    17.16183   19  17       0.057644       0.539593 
B,  22   11.38986666    9.03248889   6.42     11.38973     9.03256   -99.99900   -99.99900     17.77973     0.10455     9.89261    -99.99900    -9.99000   -99.99900   20  13       0.545882   14363.100640 
A,  23   12.52777099   34.75601483   6.25     12.52794    34.75605    12.52775    34.75600     16.58396     0.03260    32.81178     15.71086     0.05495    19.26160   21  18       0.613937       0.072434 
A,  24   13.58924990   -1.15600000   5.09     13.58937    -1.15593    13.58947    -1.15585     16.96053     0.05554    19.05304     16.15635     0.10258    10.09171   22  19       0.509626       0.959578 
D,  25   13.76212500    1.77175000   6.01    -99.99900   -99.99900   -99.99900   -99.99900    -99.99900    -9.99000   -99.99900    -99.99900    -9.99000   -99.99900   22  19   10557.989062   10557.686663 
A,  26   14.23349900   22.68671110   5.49     14.23355    22.68677    14.23358    22.68672     16.93936     0.04771    22.25956     15.99786     0.07826    13.37999   23  20       0.275839       0.299148 
A,  27   15.05426347   28.04053195   6.33     15.05426    28.04052    15.05427    28.04053     14.44912     0.00632   171.21294     13.64772     0.01055   102.40971   24  21       0.048177       0.024988 
D,  28   15.71099900   -2.30274990   5.95    -99.99900   -99.99900   -99.99900   -99.99900    -99.99900    -9.99000   -99.99900    -99.99900    -9.99000   -99.99900   22  19    8682.257654    8682.079196 
A,  29   17.02749990    7.18905555   5.53     17.02746     7.18920    17.02734     7.18904     16.34213     0.03086    34.68538     15.49378     0.05429    19.50380   25  22       0.543400       0.576008 
D,  30   17.12483330   -1.00433330   5.11    -99.99900   -99.99900   -99.99900   -99.99900    -99.99900    -9.99000   -99.99900    -99.99900    -9.99000   -99.99900   29  25    7941.772992    7942.292523 
B,  31   17.47137900  -30.79064200   6.79     17.47127   -30.79044   -99.99900   -99.99900     17.96721     0.10984     9.39294    -99.99900    -9.99000   -99.99900   26  29       0.844958   22680.916015 
A,  32   18.47395830    5.99752777   5.00     18.47396     5.99760    18.47394     5.99762     16.68888     0.04128    25.80795     16.13510     0.09378    11.08464   27  23       0.256908       0.349468 
