# na	desig	ra	dec	redshift	Z	errZ	Y	errY	J	errJ	H	errH	K	errK	unW1mag	unW1err	unW1snr	unW2mag	unW2err	unW2snr	w3mpro	w3sig	w3snr	w4mpro	w4sig	w4snr
PSO	J040.0159+17.5458	40.01591406	17.54580925	5.67999982834	-999999500.0	-999999500.0	-999999500.0	-999999500.0	20.9311885834	0.272224128246	-999999500.0	-999999500.0	-999999500.0	-999999500.0	17.5445270538	0.0832433626056	12.5493097305	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
SDWISE	J0241+0435	40.4705	4.5981833	5.21999979019	-999999500.0	-999999500.0	19.8534698486	0.0896152257919	19.5241737366	0.0872677788138	19.0184955597	0.107969820499	19.1608371735	0.108099542558	16.2017230988	0.0260244403034	41.2218933105	15.5296411514	0.0545563884079	19.4053497314	12.295999527	0.398000001907	2.70000004768	8.42199993134	-999999488.0	1.70000004768
VDES	J0244-5008	41.0	-50.13333333	6.73999977112	-999999500.0	-999999500.0	-999999500.0	-999999500.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
PSO	J042.6690-02.9174	42.66909	-2.91745	5.88999986649	-999999500.0	-999999500.0	-999999500.0	-999999500.0	20.2049045563	0.076149970293	-999999500.0	-999999500.0	20.3811664581	0.20382077992	17.8810100555	0.110991701484	9.29065704346	-999999488.0	-999999488.0	-999999488.0	11.5380001068	-999999488.0	1.79999995232	8.42500019073	-999999488.0	-999999488.0
SDWISE	J0251+0333	42.8388749	3.5548388	5.0	-999999500.0	-999999500.0	-999999500.0	-999999500.0	19.1294956207	0.0656988695264	-999999500.0	-999999500.0	-999999500.0	-999999500.0	15.6993560791	0.0167173538357	64.4479064941	14.996260643	0.0323090180755	33.1071586609	11.8149995804	0.238999992609	4.5	9.20199966431	-999999488.0	-999999488.0
PSO	J045.1840-22.5408	45.184082	-22.540885	5.67999982834	-999999500.0	-999999500.0	-999999500.0	-999999500.0	19.7178153992	0.0307743828744	-999999500.0	-999999500.0	19.0992527008	0.0447299592197	16.1949558258	0.0249618291855	42.9978294373	15.7815093994	0.0599593631923	17.6124668121	12.7060003281	0.391000002623	2.79999995232	8.77200031281	-999999488.0	1.89999997616
SDSS	J0301+0020	45.3208749	0.34055556	5.5	-999999500.0	-999999500.0	-999999500.0	-999999488.0	23.1576578842	0.7971943914323644	23.7784770267	2.383825703004294	22.7207525603	1.0886142779262802	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
SDSS	J0303-0019	45.880833	-0.3202499	6.07800006866	-999999500.0	-999999500.0	21.6990757151	0.382560044527	21.2911793331	0.13850378270894817	21.2623507401	0.18162550730747215	20.7485637903	0.268389165401	-999999488.0	-999999488.0	-999999488.0	16.6054382324	0.134474471211	7.58423662186	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
VIK	J0305-3150	46.320483	-31.848861	6.61450004578	23.0411891937	0.285367250443	20.8876419067	0.0821596309543	20.6021213531	0.0457514151931	20.6772270203	0.105643883348	20.2650432587	0.0847200453281	17.470615387	0.0636920034885	16.5515632629	16.885263443	0.138616412878	7.34330320358	12.8420000076	-999999488.0	0.40000000596	8.98400020599	-999999488.0	0.899999976158
SDWISE	J0306+1853	46.677125	18.8877361	5.36000013351	17.4403457642	0.00752735696733	-999999500.0	-999999500.0	17.1054115295	0.00715867895633	-999999500.0	-999999500.0	-999999500.0	-999999500.0	14.2731018066	0.00623906590044	173.522567749	13.4582824707	0.0102672465146	105.248016357	10.5069999695	0.0949999988079	11.5	7.58599996567	0.156000003219	7.0
CFHQS	J0316-1340	49.207791	-13.675638	5.98999977112	-999999500.0	-999999500.0	-999999500.0	-999999500.0	22.299533844	0.416454315186	-999999500.0	-999999500.0	22.2605762482	1.35711443424	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
PSO	J049.2934-26.5543	49.29342829	-26.5543637	5.94000005722	-999999500.0	-999999500.0	-999999500.0	-999999500.0	-999999500.0	-999999500.0	-999999500.0	-999999500.0	-999999500.0	-999999500.0	17.9277858734	0.0984632223845	10.5343790054	-999999488.0	-999999488.0	-999999488.0	12.9309997559	-999999488.0	0.600000023842	9.58800029755	-999999488.0	-999999488.0
SDSS	J0321+0029	50.4794583	0.4948335	5.03999996185	-999999500.0	-999999500.0	22.110725419	0.577432215214	21.5249515923	0.11071718907563044	20.7545700393	0.11564144610007109	20.8873107694	0.13426920748524498	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	11.5430002213	0.241999998689	4.5	8.94699954987	-999999488.0	-999999488.0
VDES	J0323-4701	50.91808333	-47.02225833	6.25	-999999500.0	-999999500.0	-999999500.0	-999999500.0	20.8194637299	0.141280472279	20.7501888275	0.183716401458	20.3484706879	0.184371069074	17.9028263092	0.0764710307121	13.703874588	17.1598129272	0.145993947983	6.94806051254	12.7159996033	-999999488.0	0.699999988079	9.01200008392	-999999488.0	0.899999976158
VIK	J0328-3253	52.147942	-32.889678	5.86000013351	20.0116062164	0.0164170823991	20.0591888428	0.0562803298235	19.9090366364	0.0448808036745	19.8179149628	0.0691774040461	19.6869850159	0.0634345933795	16.978515625	0.0412928499281	25.7967529297	16.1180000305	0.0707675293088	14.8477182388	12.9610004425	-999999488.0	0.699999988079	9.28100013733	-999999488.0	0.800000011921
VDES	J0330-4025	52.61633333	-40.42122222	6.25	-999999500.0	-999999500.0	-999999500.0	-999999500.0	20.4462833405	0.10030977428	-999999500.0	-999999500.0	20.0449428558	0.162806659937	17.4960021973	0.0602165311575	17.5351676941	-999999488.0	-999999488.0	-999999488.0	12.9029998779	0.370000004768	2.90000009537	9.46899986267	-999999488.0	-999999488.0
PSO	J053.9605-15.7956	53.96052436	-15.79569428	5.86999988556	-999999500.0	-999999500.0	-999999500.0	-999999500.0	-999999500.0	-999999500.0	-999999500.0	-999999500.0	-999999500.0	-999999500.0	17.7453765869	0.0880696699023	11.8349084854	16.623085022	0.120106726885	8.54897785187	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
SDSS	J0338+0021	54.6221249	0.3656388	5.03000020981	-999999500.0	-999999500.0	19.7595577402	0.0586305074394	19.6813443318	0.00891536214419213	19.4932943507	0.040021199486133106	19.3539850387	0.049214281217277	16.781244278	0.0425987392664	24.9907684326	16.1740875244	0.0935388430953	11.1145057678	12.0640001297	-999999488.0	0.699999988079	8.89599990845	-999999488.0	0.600000023842
SDSS	J0341-0048	55.424375	-0.80354444	5.67999982834	-999999500.0	-999999500.0	20.4476452036	0.146624311805	20.1146317849	0.04691617719252457	20.136040281	0.07015646280196884	20.1442026	0.09459628406869312	17.2734355927	0.0639988109469	16.4698448181	16.5344810486	0.124933205545	8.20012187958	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
PSO	J056.7168-16.4769	56.71685	-16.47691	5.98999977112	-999999500.0	-999999500.0	-999999500.0	-999999500.0	-999999500.0	-999999500.0	-999999500.0	-999999500.0	-999999500.0	-999999500.0	16.6386260986	0.0348732173443	30.6364612579	15.7131977081	0.0567028708756	18.6521778107	12.6350002289	-999999488.0	-999999488.0	9.02299976349	-999999488.0	-999999488.0
SDSS	J0349+0034	57.4974999	0.5676388	5.19999980927	-999999500.0	-999999500.0	21.9508743448	0.433068990707	21.3629489991	0.11475513570727466	21.5442975991	0.2527608309948101	20.4995087036	0.10037674894929306	18.1237239838	0.144683271646	7.01533126831	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
SDSS	J0353+0104	58.45721356	1.06796142	6.0720000267	-999999500.0	-999999500.0	20.6969795389	0.155758112669	20.2539915205	0.05174367090674262	19.9894060974	0.07137554198053525	19.8211297882	0.07046677223452048	16.8637256622	0.0473677553236	22.4250335693	16.3057518005	0.104593671858	9.88854694366	11.9200000763	-999999488.0	1.5	8.34799957275	-999999488.0	1.0
PSO	J060.5529+24.8567	60.5528945	24.85678567	6.17999982834	20.3171062469	0.0867905467749	20.2758846283	0.122462846339	19.9537639618	0.0920209139585	20.0798931122	0.15669721365	19.5251636505	0.055595356971	16.5130691528	0.0361112318933	29.5692405701	15.878993988	0.0755474790931	13.8773670197	12.0190000534	-999999488.0	0.899999976158	8.83800029755	-999999488.0	0.300000011921
VDES	J0408-5632	62.080125	-56.54133888	6.03000020981	-999999500.0	-999999500.0	-999999500.0	-999999500.0	19.8519248962	0.046262409538	-999999500.0	-999999500.0	19.6840629578	0.0974104553461	17.3747615814	0.04181541875	25.4681472778	16.5721492767	0.0754688829184	13.8923273087	12.7559995651	-999999488.0	1.20000004768	9.48299980164	-999999488.0	0.300000011921
VDES	J0410-4414	62.51345833	-44.24463888	6.21000003815	-999999500.0	-999999500.0	-999999500.0	-999999500.0	20.6921043396	0.115353494883	-999999500.0	-999999500.0	20.1701107025	0.18774792552	17.3947906494	0.0499370917678	21.2458877563	16.9290885925	0.119977518916	8.55870819092	12.970000267	-999999488.0	0.5	9.03699970245	-999999488.0	0.800000011921
VDES	J0420-4453	65.04725	-44.88994444	6.07000017166	-999999500.0	-999999500.0	-999999500.0	-999999500.0	20.5504016876	0.0901186093688	-999999500.0	-999999500.0	19.9927597046	0.129143074155	17.3253993988	0.0451903045177	23.5293483734	16.4939613342	0.0799229666591	13.0909166336	12.4280004501	-999999488.0	1.60000002384	9.05500030518	-999999488.0	0.699999988079
PSO	J065.4085-26.9543	65.408537	-26.95433511	6.18800020218	-999999500.0	-999999500.0	-999999500.0	-999999500.0	19.3712158203	0.0305371806026	-999999500.0	-999999500.0	19.2242164612	0.0586518160999	16.3072128296	0.0256561525166	41.8207359314	15.8589706421	0.0618341937661	17.0635929108	12.765999794	0.52999997139	2.0	8.61100006104	-999999488.0	1.29999995232
PSO	J065.5041-19.4579	65.50414653	-19.45796853	6.125	-999999500.0	-999999500.0	-999999500.0	-999999500.0	19.8495941162	0.0355941914022	-999999500.0	-999999500.0	19.167181015	0.0784442275763	16.0219478607	0.0210051629692	51.1905937195	15.0467414856	0.0319224968553	33.5141067505	12.0699996948	0.31099998951	3.5	8.89400005341	0.433999985456	2.5
PSO	J071.0322-04.5591	71.03221433	-4.55918682	5.88999986649	-999999500.0	-999999500.0	20.135269165	0.102841682732	19.8941879272	0.121256567538	-999999500.0	-999999500.0	19.7207202911	0.207646340132	17.3541431427	0.0623621270061	16.9149837494	16.7158813477	0.132684081793	7.69304895401	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
PSO	J071.4507-02.3332	71.45075	-2.33329	5.69000005722	-999999500.0	-999999500.0	-999999500.0	-999999500.0	18.9853763264	0.02819458940674345	-999999500.0	-999999500.0	18.9057540464	0.0703113749623	16.2425346375	0.0248215440661	43.2436447144	15.6752471924	0.0564491711557	18.7382144928	11.6809997559	-999999488.0	1.29999995232	8.66899967194	0.481000006199	2.29999995232
VDES	J0454-4448	73.50745	-44.80864	6.05800008774	-999999500.0	-999999500.0	-999999500.0	-999999500.0	20.1971035004	0.0537126548588	-999999500.0	-999999500.0	20.0771617889	0.136574536562	17.1742229462	0.039630163461	26.8997459412	16.5425186157	0.082476593554	12.6704959869	12.5729999542	-999999488.0	1.0	8.64500045776	-999999488.0	2.0
PSO	J075.9356-07.5061	75.93566	-7.50613	5.88000011444	-999999500.0	-999999500.0	-999999500.0	-999999500.0	20.5197849274	0.185758411884	-999999500.0	-999999500.0	20.4710006714	0.328533321619	17.1666698456	0.0575290471315	18.3772373199	16.4986133575	0.112847477198	9.12993240356	11.8470001221	0.319999992847	3.40000009537	8.15400028229	-999999488.0	1.60000002384
PSO	J089.9394-15.5833	89.93944458	-15.5833895	6.05000019073	-999999500.0	-999999500.0	-999999500.0	-999999500.0	19.0921554565	0.0440771840513	-999999500.0	-999999500.0	18.4331302643	0.0524153150618	15.5151443481	0.0140573559329	76.7374191284	14.5213432312	0.020414179191	52.6870079041	12.0670003891	0.279000014067	3.90000009537	9.02999973297	-999999488.0	0.300000011921
PSO	J108.4429+08.9257	108.4429416	8.92573692	5.92000007629	-999999500.0	-999999500.0	-999999500.0	-999999500.0	19.0685939789	0.0616756938398	-999999500.0	-999999500.0	-999999500.0	-999999500.0	16.0183353424	0.0231253150851	46.4519996643	15.122959137	0.0386452414095	27.5978813171	12.5279998779	0.538999974728	2.0	8.30300045013	-999999488.0	1.10000002384
SDSS	J0731+4459	112.76303	44.99707	5.01000022888	-999999500.0	-999999500.0	-999999500.0	-999999500.0	18.8715076447	0.0431333258748	-999999500.0	-999999500.0	-999999500.0	-999999500.0	15.9182376862	0.0201231390238	53.4560165405	15.3860168457	0.0443321876228	23.9943523407	11.7919998169	0.24699999392	4.40000009537	8.30900001526	-999999488.0	1.70000004768
SDSS	J0741+2520	115.478	25.34156944	5.1939997673	-999999500.0	-999999500.0	18.4569473267	0.0195739381015	18.3028717041	0.0142843686044	17.9126758575	0.0332886688411	17.7080001831	0.0282007846981	14.7280406952	0.0086205303669	125.447906494	13.8709430695	0.0139166777954	77.5180511475	11.5900001526	0.240999996662	4.5	8.37300014496	0.344000011683	3.20000004768
SDWISE	J0747+1153	116.9549166	11.8979055	5.26000022888	-999999500.0	-999999500.0	-999999500.0	-999999500.0	18.0383586884	0.0240182410926	-999999500.0	-999999500.0	-999999500.0	-999999500.0	14.5937080383	0.00763366511092	141.730682373	13.7801504135	0.0126912016422	85.0516738892	11.3579998016	0.218999996781	5.0	8.78600025177	0.512000024319	2.09999990463
SDSS	J0756+4104	119.0755812	41.06905919	5.05999994278	-999999500.0	-999999500.0	-999999500.0	-999999500.0	19.7997932434	0.0847443342209	-999999500.0	-999999500.0	-999999500.0	-999999500.0	16.8360710144	0.0446493551135	23.8203697205	16.1389904022	0.0871142446995	11.9700517654	11.8559999466	-999999488.0	1.70000004768	8.62899971008	-999999488.0	1.10000002384
SDSS	J0810+5105	122.7263086	51.094473	5.82000017166	-999999500.0	-999999500.0	-999999500.0	-999999500.0	19.8911895752	0.0930003374815	-999999500.0	-999999500.0	-999999500.0	-999999500.0	16.8968582153	0.0441580973566	24.0908985138	16.158241272	0.0845190733671	12.3525304794	12.3620004654	-999999488.0	0.699999988079	8.99499988556	-999999488.0	0.10000000149
SDWISE	J0812+0440	123.2034166	4.6823722	5.28999996185	-999999500.0	-999999500.0	-999999500.0	-999999500.0	19.6387844086	0.0892041549087	-999999500.0	-999999500.0	-999999500.0	-999999500.0	16.332616806	0.0300492607057	35.6341171265	15.4131507874	0.0506630688906	20.9344177246	12.4359998703	-999999488.0	-999999488.0	8.6829996109	-999999488.0	-999999488.0
SDSS	J0818+1722	124.6141845	17.38111271	6.01999998093	-999999500.0	-999999500.0	-999999500.0	-999999500.0	19.0872859955	0.0586307905614	-999999500.0	-999999500.0	-999999500.0	-999999500.0	15.6121807098	0.0170280374587	63.2628326416	14.8750629425	0.0316186882555	33.8408584595	11.9250001907	0.32800000906	3.29999995232	8.23600006104	-999999488.0	0.699999988079
SDSS	J0824+1302	126.2250634	13.03804903	5.15000009537	-999999500.0	-999999500.0	-999999500.0	-999999500.0	19.3390522003	0.066155128181	-999999500.0	-999999500.0	-999999500.0	-999999500.0	16.5212001801	0.0367394089699	29.0551872253	15.6191835403	0.0616180114448	17.125164032	11.9420003891	-999999488.0	1.10000002384	8.15600013733	-999999488.0	1.5
ULAS	J0828+2633	127.0558622	26.56541403	6.05000019073	-999999500.0	-999999500.0	20.5976543427	0.0617869384587	20.5306606293	0.071076259017	20.3556480408	0.335641801357	20.0838699341	0.220413431525	16.7143707275	0.0415849983692	25.6120567322	16.0945663452	0.0885989591479	11.7613048553	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
PSO	J127.2817+03.0657	127.2817406	3.06570093	5.84999990463	-999999500.0	-999999500.0	21.0449695587	0.197642952204	20.9688472748	0.283415555954	20.1976222992	0.190863028169	20.1037998199	0.184940338135	17.4249305725	0.0711750164628	14.7599210739	16.559343338	0.128088608384	7.98627519608	12.4469995499	-999999488.0	-999999488.0	8.5	-999999488.0	0.699999988079
SUVAW	J0829+2506	127.3879166	25.11266666	5.34999990463	-999999500.0	-999999500.0	19.8321685791	0.0642892420292	19.6256561279	0.0522225946188	19.5034408569	0.132454738021	19.3661365509	0.115450426936	16.7065505981	0.0416809096932	25.551990509	15.8610858917	0.0757642909884	13.8362541199	11.625	-999999488.0	1.89999997616	8.23999977112	-999999488.0	1.60000002384
SDSS	J0833+2726	128.3235833	27.44138888	5.01999998093	-999999500.0	-999999500.0	20.6299247742	0.20978705585	20.3161830902	0.194229960442	20.160867691	0.240430444479	19.6221313477	0.145165354013	17.1090736389	0.0580562576652	18.2058944702	16.634563446	0.146584749222	6.91813230515	11.9359998703	-999999488.0	1.39999997616	8.79500007629	-999999488.0	0.40000000596
SHELLQs	J0834+0211	128.5036667	2.1963611	6.15000009537	22.4560813789	0.292828857899	22.3336121794	0.2872475064647987	23.3125051504	0.9553324086747671	23.0893844149	1.0693283202200983	21.9119684692	0.9086906540581028	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
SDSS	J0835+3217	128.8573333	32.29794444	5.88999986649	-999999500.0	-999999500.0	-999999500.0	-999999500.0	21.0944881439	0.303855478764	-999999500.0	-999999500.0	-999999500.0	-999999500.0	18.0211906433	0.125721424818	8.14569664001	16.8501491547	0.17054978013	5.8791809082	12.4940004349	-999999488.0	-999999488.0	8.6920003891	-999999488.0	0.10000000149
SDSS	J0835+0537	128.97651322	5.6314046	5.06500005722	-999999500.0	-999999500.0	19.8887138367	0.0639514103532	19.5778846741	0.045389149338	19.2971801758	0.0679935216904	19.1211719513	0.0581491813064	16.4048309326	0.0302538238466	35.3899269104	15.7400217056	0.0639851465821	16.4734649658	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
SDSS	J0836+0054	129.1827665	0.91479339	5.80999994278	18.8117438714	0.003235103784212709	18.8784460372	0.004179515581138294	18.6469086013	0.003076287507807473	18.3554740945	0.008795824175235865	18.1136733675	0.009423637062808583	15.2677230835	0.0120100388303	89.9034881592	14.4344730377	0.0206648837775	52.0418777466	12.5710000992	0.532999992371	2.0	9.00599956512	-999999488.0	-999999488.0
VIK	J0839+0015	129.98065	0.2650583	5.84000015259	21.3860683327	0.0792798995972	21.1046634577	0.06891186284871015	20.8249504272	0.06265842018332811	20.6799270212	0.11100687196021156	20.4332192971	0.10934428878341818	17.6069259644	0.0866394415498	12.0383014679	16.9208164215	0.169607490301	5.9144744873	12.4619998932	0.497999995947	2.20000004768	8.95699977875	-999999488.0	-999999488.0
SDSS	J0840+5624	130.1462615	56.40561756	5.84409999847	-999999500.0	-999999500.0	-999999500.0	-999999500.0	19.4710922241	0.0743654891849	-999999500.0	-999999500.0	-999999500.0	-999999500.0	16.8172492981	0.0422339141369	25.2109012604	16.193862915	0.0851953700185	12.2506055832	12.361000061	-999999488.0	0.10000000149	8.47299957275	-999999488.0	1.5
SDSS	J0841+2905	130.3313231	29.08459657	5.98000001907	-999999500.0	-999999500.0	20.354177475	0.0922405123711	19.9905395508	0.0366594530642	20.2053318024	0.155480399728	19.7963047028	0.0441406480968	17.1866378784	0.0649944096804	16.2100429535	16.4010753632	0.119952604175	8.56058120728	12.2880001068	-999999488.0	0.40000000596	9.07299995422	-999999488.0	-999999488.0
SDSS	J0842+1218	130.6226384	12.31405085	6.07600021362	-999999500.0	-999999500.0	-999999500.0	-999999500.0	19.7036075592	0.119633041322	-999999500.0	-999999500.0	19.3799724579	0.110442303121	16.335111618	0.0291676241904	36.7263183594	15.7472438812	0.0669906660914	15.712430954	12.3529996872	0.428000003099	2.5	9.02200031281	-999999488.0	-999999488.0
SHELLQs	J0844-0132	131.035875	-1.5379167	6.17999982834	24.132497776	0.74555850029	23.9587056702	0.8044412706982804	23.3376245465	0.550543381437292	24.0491265948	2.5865968558758192	-999999500.0	-999999500.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
SHELLQs	J0844-0052	131.1316666	-0.88183333	6.25	23.3427066689	0.50116789341	23.9116222593	1.1415872903702893	23.5420521864	0.8859626986976193	23.3899323122	2.1410876823551765	23.1846262683	1.478344784442333	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
SDSS	J0846+0800	131.61600383	8.01436554	5.0	-999999500.0	-999999500.0	19.7241592407	0.0507278479636	19.5679111481	0.0546155199409	19.3568382263	0.0619010366499	19.3798389435	0.0900656282902	16.9037628174	0.047078397125	22.5658893585	16.3864631653	0.109817162156	9.3951883316	12.093000412	-999999488.0	0.699999988079	8.74100017548	-999999488.0	0.300000011921
SDSS	J0850+3246	132.7010255	32.7799831	5.86999988556	-999999500.0	-999999500.0	-999999500.0	-999999500.0	19.6637687683	0.0827428624034	-999999500.0	-999999500.0	-999999500.0	-999999500.0	16.7027587891	0.0386348739266	27.6054973602	15.9698066711	0.0774690061808	13.5210409164	11.9589996338	-999999488.0	1.0	8.59200000763	-999999488.0	1.29999995232
SHELLQs	J0853+0139	133.4535	1.65305555	6.01000022888	23.4894008522	0.413396179676	23.632289408	0.5737234055977345	23.5164783215	0.6753601751164128	22.3315198989	0.5063045375111896	-999999500.0	-999999500.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	12.3319997787	-999999488.0	0.5	8.95699977875	-999999488.0	0.10000000149
SDSS	J0854+2056	133.62655121	20.94745469	5.17000007629	19.4379463196	0.0454422645271	19.43450737	0.039912391454	19.4617862701	0.0509287267923	19.0580425262	0.0491543635726	19.0758533478	0.0338555425406	16.2389678955	0.0274221412838	39.0955963135	15.4874563217	0.0555053427815	19.0651702881	11.6479997635	-999999488.0	1.89999997616	8.84200000763	-999999488.0	-999999488.0
SHELLQs	J0857+0056	134.4105416	0.93686111	6.34999990463	24.6082877998	0.86583673954	23.3457827951	0.44575951488272103	24.0352718979	0.8139732905114836	26.6958359583	13.151007826934343	23.9840397498	1.6446871161729986	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
SHELLQs	J0858+0000	134.5562917	0.0158611	5.98999977112	21.7896385078	0.05349400267	21.975428356	0.09765420580633817	21.1492827149	0.05462349381057551	21.0526078662	0.07618475777820839	21.0206010279	0.10215488604633974	18.391242981	0.167164564133	6.00784015656	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
HSC	J0859+0022	134.7799583	0.38219444	6.38999986649	23.2039680367	0.332165032625	22.2940849544	0.287683466321586	23.5585328582	0.7746141299274782	22.90071261	0.47475289310391766	22.1045026058	0.3466893403234218	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
PSO	J135.3860+16.2518	135.3860431	16.25189854	5.63000011444	-999999500.0	-999999500.0	-999999500.0	-999999500.0	20.5982074738	0.2423042804	-999999500.0	-999999500.0	-999999500.0	-999999500.0	17.6226444244	0.0938062295318	11.0814504623	16.2890491486	0.104809463024	9.8671913147	12.2299995422	0.465999990702	2.29999995232	8.85599994659	-999999488.0	-999999488.0
SDSS	J0902+0851	135.69067056	8.85442286	5.21500015259	-999999500.0	-999999500.0	20.0464954376	0.139311134815	19.8905124664	0.0559290498495	19.6313514709	0.0616063326597	19.4853210449	0.0674603208899	16.7495326996	0.0427718386054	24.8876304626	15.8551006317	0.0720744431019	14.5696296692	12.4870004654	-999999488.0	-999999488.0	8.74400043488	-999999488.0	-999999488.0
SHELLQs	J0902+0155	135.728625	1.91969444	6.01000022888	24.2383346443	0.655157923698	24.9122972607	1.7502970741560924	22.932353263	0.28020919877818146	23.4201715592	0.34147458991192636	-999999500.0	-999999500.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
SHELLQs	J0903+0211	135.8111666	2.19119444	5.92000007629	23.8852596169	0.445520371199	23.6201989752	0.4657531603325721	24.5566710023	1.1422493405299257	23.4584391128	1.1043929662733105	24.6283147874	3.309593992234953	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
PSO	J135.8704-13.8336	135.8704568	-13.83368626	5.90999984741	-999999500.0	-999999500.0	-999999500.0	-999999500.0	21.0934333801	0.28580147028	-999999500.0	-999999500.0	20.9087963104	0.482689708471	17.358789444	0.067813552916	15.5157995224	16.4681015015	0.112404927611	9.16777992249	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
SHELLQs	J0905+0300	136.4360416	3.01633333	6.26999998093	23.808694828	0.792634606361	-999999500.0	-999999500.0	24.1559454875	1.4105486520890989	23.1377446213	0.6535719162979671	22.1911936046	0.5488620593861261	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
SDSS	J0906+6930	136.62812499	69.50855555	5.46999979019	-999999500.0	-999999500.0	-999999500.0	-999999500.0	-999999500.0	-999999500.0	-999999500.0	-999999500.0	-999999500.0	-999999500.0	16.6990356445	0.033517960459	31.8952121735	15.817111969	0.0557384863496	18.9833908081	12.6920003891	0.486000001431	2.20000004768	8.6280002594	-999999488.0	1.39999997616
SHELLQs	J0909+0440	137.3395833	4.6785833	6.15000009537	-999999500.0	-999999500.0	21.6118354797	0.291197359562	22.1741409302	0.665051460266	22.9539699554	2.57628417015	21.8576087952	1.00725722313	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
SHELLQs	J0911+0152	137.8094583	1.87205555	6.07000017166	-999999500.0	-999999488.0	-999999500.0	-999999500.0	-999999500.0	-999999500.0	25.0194551653	3.025673018223085	23.8541637931	1.6259241855991886	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
SDSS	J0913+5919	138.31896345	59.32268879	5.11999988556	-999999500.0	-999999500.0	-999999500.0	-999999500.0	20.240480423	0.180223271251	-999999500.0	-999999500.0	-999999500.0	-999999500.0	17.0769824982	0.0497753955424	21.3165149689	16.1294441223	0.077933140099	13.437620163	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
SDSS	J0915+4924	138.93184201	49.40462411	5.19000005722	-999999500.0	-999999500.0	-999999500.0	-999999500.0	19.5100898743	0.0767241418362	-999999500.0	-999999500.0	-999999500.0	-999999500.0	16.467414856	0.0307122804224	34.8541679382	15.6235694885	0.0538931190968	19.6502189636	12.420999527	0.439999997616	2.5	8.80700016022	-999999488.0	0.5
