# na	desig	ra	dec	redshift	Z	errZ	Y	errY	J	errJ	H	errH	K	errK	unW1mag	unW1err	unW1snr	unW2mag	unW2err	unW2snr	w3mpro	w3sig	w3snr	w4mpro	w4sig	w4snr
SDSS	J0917+3830	139.49149069	38.51115496	5.11000013351	-999999500.0	-999999500.0	-999999500.0	-999999500.0	21.2925167084	0.344055980444	-999999500.0	-999999500.0	-999999500.0	-999999500.0	17.5865707397	0.0781818628311	13.3933153152	16.8581085205	0.155828565359	6.47945833206	12.6359996796	-999999488.0	-999999488.0	8.78800010681	-999999488.0	-999999488.0
SHELLQs	J0918+0139	139.6382083	1.6564722	6.19000005722	23.816961277	0.382047325373	23.1042025801	0.27909696189999095	23.0778980683	0.3205923840361544	22.6178099168	0.48266470092935987	22.4792384526	0.6148436575326818	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
SHELLQs	J0921+0007	140.3356667	0.1230278	6.55999994278	22.1367473488	0.139604985714	21.2657903972	0.08899486524322528	21.1138879239	0.10653134625396393	20.8745698256	0.14683293445731188	20.3999045623	0.09341946910505934	17.389125824	0.0733353868127	14.3107147217	-999999488.0	-999999488.0	-999999488.0	11.9090003967	-999999488.0	1.70000004768	8.87399959564	-999999488.0	-999999488.0
SDSS	J0922+2653	140.5700563	26.89973758	5.04799985886	-999999500.0	-999999500.0	-999999500.0	-999999500.0	20.0586109161	0.108775794506	-999999500.0	-999999500.0	-999999500.0	-999999500.0	17.0320644379	0.0522070750594	20.3007450104	16.6043128967	0.131937921047	7.73926734924	11.9370002747	-999999488.0	0.899999976158	8.72999954224	-999999488.0	-999999488.0
SDSS	J0923+3009	140.90326724	30.16377289	5.06699991226	-999999500.0	-999999500.0	-999999500.0	-999999500.0	20.6166667938	0.284295171499	-999999500.0	-999999500.0	-999999500.0	-999999500.0	17.4799194336	0.0754103213549	13.90350914	16.6160469055	0.132014274597	7.73451280594	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
SHELLQs	J0923+0402	140.9463333	4.0484444	6.59999990463	-999999500.0	-999999500.0	21.0296478271	0.119322516024	20.1369094849	0.0779868662357	19.8976421356	0.126904994249	19.4361286163	0.0719268918037	16.5313110352	0.0350902825594	30.4439086914	15.7682876587	0.0659619420767	15.9651060104	11.9549999237	-999999488.0	1.29999995232	8.40400028229	-999999488.0	1.20000004768
SDSS	J0927+2001	141.8409198	20.02323341	5.77199983597	-999999500.0	-999999500.0	-999999500.0	-999999500.0	20.0587654114	0.170578658581	-999999500.0	-999999500.0	-999999500.0	-999999500.0	16.9077339172	0.0490729510784	21.6286888123	16.5788478851	0.141704857349	7.17283153534	11.8579998016	-999999488.0	1.60000002384	8.42500019073	-999999488.0	1.0
SDSS	J0932+1222	143.2073307	12.36828033	5.01900005341	-999999500.0	-999999500.0	-999999500.0	-999999500.0	20.4028224945	0.26541903615	-999999500.0	-999999500.0	-999999500.0	-999999500.0	-999999488.0	-999999488.0	-999999488.0	16.5370178223	0.127711132169	8.01129722595	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
SUVAQ	J0935-0207	143.847125	-2.13177777	5.32000017166	-999999500.0	-999999500.0	20.108736907	0.04699778926937293	20.0855714456	0.05766343052447694	19.9661097596	0.09205511506253801	19.9917312419	0.1290683538852485	16.8465156555	0.0460653565824	23.0730037689	16.0547790527	0.0838772132993	12.4507913589	12.6029996872	-999999488.0	-999999488.0	9.15499973297	-999999488.0	-999999488.0
SDSS	J0948+2106	147.23068155	21.10876938	5.17199993134	-999999500.0	-999999500.0	-999999500.0	-999999500.0	19.6681365967	0.0990719273686	-999999500.0	-999999500.0	-999999500.0	-999999500.0	17.1136703491	0.0583314150572	18.1177139282	16.4735450745	0.123435594141	8.30544376373	12.2810001373	-999999488.0	0.20000000298	8.76000022888	-999999488.0	-999999488.0
SDSS	J0957+0610	149.28198799	6.183206919	5.13999986649	-999999500.0	-999999500.0	19.202583313	0.0224804654717	19.0242443085	0.0253264419734	18.7155704498	0.0290180724114	18.6645431519	0.0368171110749	16.0336799622	0.0225761737674	47.5937347412	15.4644594193	0.0506252720952	20.9504318237	11.9180002213	-999999488.0	1.79999995232	8.43400001526	-999999488.0	1.39999997616
SUVAW	J0957+1016	149.30083333	10.27180555	5.13999986649	-999999500.0	-999999500.0	19.9532566071	0.103937789798	19.9745750427	0.088775627315	19.6933917999	0.110582411289	19.8697795868	0.131045371294	17.2230606079	0.0629649236798	16.7483501434	16.5318641663	0.126082986593	8.12096118927	12.1780004501	0.412999987602	2.59999990463	8.85700035095	0.509999990463	2.09999990463
SDSS	J0957+0519	149.3661115	5.318132272	5.18499994278	-999999500.0	-999999500.0	19.7340679169	0.0585143566132	19.6399021149	0.0513517446816	19.5966472626	0.103126816452	19.6756515503	0.123792655766	16.8767738342	0.0467485524714	22.7286300659	16.4161758423	0.114674478769	8.97678375244	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
SHELLQs	J0957+0053	149.4182917	0.8926667	6.05000019073	-999999500.0	-999999500.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	24.4817276001	5.79515457153	23.4450244904	2.69091296196	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
SDSS	J0958+3524	149.55845095	35.4135633	5.11600017548	-999999500.0	-999999500.0	-999999500.0	-999999500.0	20.9261226654	0.30598333478	-999999500.0	-999999500.0	-999999500.0	-999999500.0	16.6844081879	0.0360448732972	29.6245384216	16.2647438049	0.0929614752531	11.1865596771	12.1820001602	-999999488.0	1.10000002384	8.27900028229	-999999488.0	1.60000002384
SDSS	J0959+0227	149.78374999	2.45204444	5.07000017166	-999999500.0	-999999500.0	24.2412724263	0.0610204434669579	24.1474052126	0.07074850992775264	23.5985630534	0.06846008430359767	23.4296239642	0.08988203419535226	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
SDSS	J1000+2103	150.18239929	21.05740935	5.07000017166	-999999500.0	-999999500.0	-999999500.0	-999999500.0	19.6101875305	0.094784155488	-999999500.0	-999999500.0	-999999500.0	-999999500.0	16.5736980438	0.0371643677354	28.717256546	15.8464441299	0.0719063133001	14.604847908	12.1759996414	0.451000005007	2.40000009537	8.44299983978	-999999488.0	1.20000004768
SDSS	J1000+0234	150.21458333	2.58263333	5.30000019073	-999999500.0	-999999500.0	26.4392927301	0.3882909064180815	26.8572201244	0.5969231781780057	27.1873018929	1.5995841676487876	26.4691230723	1.1869709115333757	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
SHELLQs	J1004+0239	151.0056667	2.6585278	6.40999984741	-999999500.0	-999999500.0	23.2530708313	1.2633510828	22.5480175018	0.0940048322082	22.4411869049	0.138192713261	21.897069931	0.0950699076056	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
SUVAW	J1006-0310	151.56087499	-3.17511111	5.55000019073	-999999500.0	-999999500.0	19.7961807016	0.03834723663686198	19.7591293143	0.042283839345770756	19.3091297665	0.0687285959721	19.2169731944	0.053655242404604626	16.2869911194	0.0276181139052	38.8145599365	15.5015182495	0.0526834838092	20.1126842499	12.3050003052	-999999488.0	0.20000000298	8.39999961853	-999999488.0	1.39999997616
SDSS	J1013+4240	153.40139162	42.67400058	5.03000020981	-999999500.0	-999999500.0	-999999500.0	-999999500.0	20.1941184998	0.184928864241	-999999500.0	-999999500.0	-999999500.0	-999999500.0	17.2020320892	0.0526678226888	20.118850708	16.7868995667	0.138024330139	7.37686061859	11.9779996872	-999999488.0	1.70000004768	8.60799980164	-999999488.0	1.20000004768
SUVAW	J1022+0801	155.50795833	8.02283333	5.30000019073	-999999500.0	-999999500.0	19.1809101105	0.0289028547704	19.0470294952	0.0298132319003	18.9399852753	0.0440013296902	18.8056564331	0.0397680811584	15.9562301636	0.0229501985013	46.8101806641	14.8928833008	0.0322590172291	33.1592597961	11.4739999771	0.218999996781	5.0	8.41100025177	-999999488.0	0.699999988079
SDSS	J1022+2252	155.5418621	22.87373501	5.46999979019	-999999500.0	-999999500.0	-999999500.0	-999999500.0	19.3717575073	0.0714744180441	-999999500.0	-999999500.0	-999999500.0	-999999500.0	15.8015327454	0.0178936105222	60.1786956787	14.8317642212	0.0284222103655	37.7024536133	12.4479999542	0.488999992609	2.20000004768	8.52200031281	-999999488.0	0.40000000596
SDSS	J1026+2542	156.59845266	25.71651275	5.25	-999999500.0	-999999500.0	-999999500.0	-999999500.0	19.4336204529	0.0919731333852	-999999500.0	-999999500.0	-999999500.0	-999999500.0	16.6886730194	0.0385336987674	27.6792201996	15.7094268799	0.0618499666452	17.0590839386	12.0760002136	-999999488.0	0.699999988079	8.44400024414	-999999488.0	1.5
SDSS	J1028+0746	157.13939876	7.77193216	5.15000009537	-999999500.0	-999999500.0	19.9793109894	0.0524584278464	19.828163147	0.0621293187141	19.6564254761	0.0736355558038	19.5970172882	0.0747665539384	16.878194809	0.0477085635066	22.2613315582	16.1812839508	0.101075679064	10.2495727539	12.0579996109	-999999488.0	0.40000000596	8.30200004578	-999999488.0	0.800000011921
SDSS	J1030+0524	157.6129585	5.41529456	6.30800008774	-999999500.0	-999999500.0	19.9716358185	0.062775798142	19.8744564056	0.0760357603431	19.7930240631	0.108606360853	19.4917793274	0.0829678699374	16.5128822327	0.0356234833598	29.9808368683	15.7340927124	0.0670161023736	15.7062549591	12.0500001907	-999999488.0	0.800000011921	8.48400020599	-999999488.0	0.699999988079
PSO	J157.9070-02.6599	157.9070364	-2.65990731	5.88000011444	20.1893176918	0.0301856230944	20.2975145554	0.03840891765984591	20.2990956893	0.0336749797803765	20.1185401294	0.0653560647687046	19.8187281306	0.05329265343975048	16.9496917725	0.0485419817269	21.8706645966	16.2136230469	0.0974997505546	10.6432638168	12.0069999695	-999999488.0	1.29999995232	9.01700019836	-999999488.0	-999999488.0
SDSS	J1034+5722	158.55970833	57.37436111	5.40000009537	-999999500.0	-999999500.0	-999999500.0	-999999500.0	23.3250522614	0.177350282669	-999999500.0	-999999500.0	23.1071834564	0.318747371435	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
SDSS	J1034+2033	158.57770505	20.55005942	5.01000022888	-999999500.0	-999999500.0	-999999500.0	-999999500.0	19.7432231903	0.100162744522	-999999500.0	-999999500.0	-999999500.0	-999999500.0	15.8253288269	0.0192382335663	55.9377632141	15.1332454681	0.0387126877904	27.5490093231	11.9739999771	0.340999990702	3.20000004768	8.41800022125	0.437000006437	2.5
ATLAS	J158.6938-14.4211	158.6938167	-14.421075	6.07000017166	-999999500.0	-999999500.0	19.281293869	0.074338555336	19.2483463287	0.0770215168595	19.154668808	0.0954515337944	18.6824989319	0.0858490765095	15.9470319748	0.0213881041855	50.2651786804	15.1856765747	0.0402414649725	26.4836139679	11.420999527	0.184000000358	5.90000009537	8.14799976349	-999999488.0	2.0
PSO	J159.2257-02.5438	159.225791	-2.54387343	6.38000011444	20.2347068672	0.0277697108686	20.0864353342	0.12425660342	20.0913742781	0.027979775611562386	19.9382875936	0.04403483458289767	19.6166454417	0.04301640597792846	16.8302650452	0.0457986071706	23.2102985382	15.7124538422	0.0637115389109	16.546339035	12.4750003815	0.509999990463	2.09999990463	8.89799976349	-999999488.0	-999999488.0
SDSS	J1040-1155	160.2025	-11.93061111	5.44000005722	-999999500.0	-999999500.0	21.9729976654	0.593582868576	21.590461731	0.526267766953	22.1483001709	1.4992569685	20.4906024933	0.765250504017	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
SDSS	J1043+1010	160.89663741	10.17627122	5.08500003815	-999999500.0	-999999500.0	20.8265762329	0.138514593244	20.8266105652	0.209710493684	20.0627117157	0.162108570337	20.5573654175	0.273020148277	17.8461074829	0.112886667252	9.12658977509	16.7764434814	0.167040392756	6.01265621185	12.4409999847	-999999488.0	-999999488.0	8.71899986267	-999999488.0	-999999488.0
SDSS	J1044-0125	161.13767	-1.4172777	5.78469991684	19.3156661873	0.0118478452787	19.3549627126	0.014346933974073788	19.1649343966	0.00935702172053733	19.0990792826	0.01425680499126898	18.8919438667	0.019754081486722013	16.2185459137	0.0261141564697	41.0785942078	15.5956220627	0.0562620162964	18.802154541	12.4530000687	0.51599997282	2.09999990463	9.01799964905	0.540000021458	2.0
DELS	J1048-0109	162.0795417	-1.16116944	6.6779999733	24.4333267097	1.01637077332	21.0804211455	0.06258437825259264	20.8646644975	0.060392276992443684	20.5021717102	0.08365563816372573	20.4444580036	0.09055122153667476	17.5031032562	0.0797905698419	13.1134443283	16.7376670837	0.15134742856	6.68541240692	12.5209999084	-999999488.0	-999999488.0	8.35599994659	-999999488.0	1.29999995232
SDSS	J1048+4637	162.187771	46.62181837	6.22840023041	-999999500.0	-999999500.0	19.4969348907	0.0711028203368	19.097990036	0.0430575162172	18.9209957123	0.0614813454449	18.9350090027	0.0710844248533	16.2525787354	0.0245623067021	43.7052536011	15.7204627991	0.0554206073284	19.0951042175	12.0520000458	-999999488.0	1.79999995232	8.66100025177	-999999488.0	0.899999976158
SDSS	J1050+5804	162.65194802	58.07352357	5.15500020981	-999999500.0	-999999500.0	19.7897815704	0.0128656756133	19.9069538116	0.00691554276273	-999999500.0	-999999500.0	19.4308490753	0.00996564514935	16.5020065308	0.0285766534507	37.4959640503	15.6478557587	0.0495471507311	21.4169864655	12.7349996567	0.527999997139	2.09999990463	9.14000034332	-999999488.0	-999999488.0
SDSS	J1053+5804	163.34578703	58.07003623	5.26499986649	-999999500.0	-999999500.0	19.3791828156	0.00963518582284	19.4568405151	0.00515580177307	-999999500.0	-999999500.0	19.2405261993	0.00702893547714	16.6747245789	0.0328184738755	32.5855865479	15.9907388687	0.0655442029238	16.0699691772	12.2229995728	-999999488.0	1.39999997616	8.90799999237	0.340999990702	3.20000004768
SDSS	J1054+1633	163.68929649	16.56038561	5.13500022888	-999999500.0	-999999500.0	-999999500.0	-999999500.0	19.5221862793	0.0639363974333	-999999500.0	-999999500.0	-999999500.0	-999999500.0	16.005569458	0.0226334705949	47.4722328186	15.2984161377	0.0450740903616	23.5912437439	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
CFHQS	J1059-0906	164.8692	-9.1056666	5.92000007629	-999999500.0	-999999500.0	21.6996517181	0.538311958313	20.3451805115	0.181750923395	21.7346858978	0.991934835911	20.8331489563	0.48730763793	17.5506801605	0.0794506669044	13.1716413498	16.7577896118	0.148900032043	6.80313777924	12.3959999084	0.497000008821	2.20000004768	8.31499958038	-999999488.0	1.5
SDSS	J1101+0531	165.39316612	5.52607366	5.0	-999999500.0	-999999500.0	18.903886795	0.0310774818063	18.9910697937	0.0402042046189	18.9131622314	0.0356342941523	19.0074043274	0.055579893291	16.5854740143	0.038605645299	27.6267356873	16.140045166	0.0947313606739	10.9684906006	11.8819999695	-999999488.0	1.20000004768	8.53299999237	0.43900001049	2.5
PSO	J167.4726+56.9521	167.4726271	56.95211429	5.94999980927	-999999500.0	-999999500.0	-999999500.0	-999999500.0	20.5941638947	0.222320273519	-999999500.0	-999999500.0	-999999500.0	-999999500.0	17.8515453339	0.0865054726601	12.0577087402	-999999488.0	-999999488.0	-999999488.0	12.6420001984	-999999488.0	-999999488.0	8.74300003052	-999999488.0	0.5
PSO	J167.6415-13.4960	167.641566	-13.4959995	6.51480007172	-999999500.0	-999999500.0	20.890832901	0.235320061445	20.5894699097	0.184422701597	21.7286815643	0.715630292892	20.2275409698	0.265157312155	17.7961158752	0.10262080282	10.0879545212	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
SDSS	J1119+3452	169.836	34.88003	5.01399993896	-999999500.0	-999999500.0	-999999500.0	-999999500.0	19.7711429596	0.102711960673	-999999500.0	-999999500.0	-999999500.0	-999999500.0	16.765537262	0.0370744392276	28.7881946564	16.0620517731	0.0732141584158	14.3352136612	12.2950000763	-999999488.0	0.800000011921	8.61800003052	-999999488.0	0.699999988079
ULAS	J1120+0641	170.00616	6.6900833	7.0841999054	-999999500.0	-999999500.0	20.2434501648	0.0453058071434	20.1647949219	0.0685762315989	20.1564044952	0.0636496096849	19.6133728027	0.0525913760066	16.9384613037	0.0497153103352	21.3428840637	16.4744758606	0.127404555678	8.0317325592	12.3520002365	-999999488.0	0.20000000298	8.19999980927	-999999488.0	1.0
SDSS	J1122+1342	170.70851309	13.71012455	5.18699979782	-999999500.0	-999999500.0	20.6135292053	0.149592742324	21.0582122803	0.0934660956264	20.6912193298	0.053014703095	20.4947071075	0.048641230911	17.4732990265	0.0774409249425	13.5261249542	16.7857933044	0.157064810395	6.4247136116	12.515999794	-999999488.0	-999999488.0	8.63899993896	-999999488.0	0.899999976158
SDSS	J1123-0044	170.79645833	-0.73851111	5.0	20.2768554573	0.0253984648734	20.2647232951	0.04039389169261082	20.114608231	0.03933267935789445	19.9614892372	0.051936090404431375	19.7069203877	0.04907765078419184	17.1030826569	0.0577188059688	18.3152008057	16.4357872009	0.117906920612	8.71746349335	12.1750001907	-999999488.0	0.600000023842	8.92099952698	-999999488.0	-999999488.0
SDSS	J1125+4448	171.31714388	44.81247508	5.11000013351	-999999500.0	-999999500.0	-999999500.0	-999999500.0	19.4427089691	0.0853732898831	-999999500.0	-999999500.0	-999999500.0	-999999500.0	16.0855236053	0.0207466632128	51.8345222473	15.4123935699	0.0415730401874	25.6195468903	12.4630002975	0.384999990463	2.79999995232	8.34899997711	-999999488.0	1.79999995232
SDSS	J1126+1734	171.65820596	17.58293115	5.21600008011	-999999500.0	-999999500.0	-999999500.0	-999999500.0	19.5537700653	0.0831374824047	-999999500.0	-999999500.0	-999999500.0	-999999500.0	16.6707420349	0.0384869761765	27.7134056091	15.8863019943	0.0724781677127	14.4857368469	11.8310003281	-999999488.0	1.0	8.63500022888	-999999488.0	0.5
PSO	J172.1770+26.8866	172.1770011	26.88666537	5.76999998093	-999999500.0	-999999500.0	-999999500.0	-999999500.0	20.2568302155	0.178451254964	-999999500.0	-999999500.0	-999999500.0	-999999500.0	17.1618385315	0.0549452751875	19.2645397186	16.5996437073	0.125211432576	8.18083286285	12.3050003052	-999999488.0	0.600000023842	8.40200042725	-999999488.0	-999999488.0
SDSS	J1128+5759	172.24103279	57.98606763	5.00099992752	-999999500.0	-999999500.0	-999999500.0	-999999500.0	19.1170902252	0.055264223367	-999999500.0	-999999500.0	-999999500.0	-999999500.0	16.5220241547	0.0296155828983	36.1631851196	15.9675073624	0.0655260533094	16.0745658875	12.4289999008	0.377999991179	2.90000009537	9.04399967194	-999999488.0	0.10000000149
SDSS	J1132+1209	173.19375	12.15047222	5.16699981689	-999999500.0	-999999500.0	19.3620834351	0.0531867407262	19.1792030334	0.0452538132668	18.941947937	0.0442279540002	18.9801883698	0.0660175830126	16.0283584595	0.0223200768232	48.1455116272	15.2573890686	0.0436002239585	24.4054069519	11.7259998322	0.28900000453	3.79999995232	8.39099979401	-999999488.0	1.20000004768
SUVAW	J1133+1603	173.28658333	16.06547222	5.61000013351	-999999500.0	-999999500.0	19.7059516907	0.0714223906398	19.7987003326	0.0732830017805	19.6287918091	0.103970035911	19.4717597961	0.100822426379	16.3241195679	0.027824902907	38.5224151611	15.63418293	0.0573487132788	18.4365844727	12.0989999771	-999999488.0	1.29999995232	8.80300045013	-999999488.0	0.10000000149
SUVAW	J1134+0828	173.55929166	8.48147222	5.69000005722	-999999500.0	-999999500.0	20.2308712006	0.0581688396633	20.3002700806	0.0738337859511	19.9193172455	0.0828686133027	19.7587947845	0.0870267599821	16.3810386658	0.0325425490737	32.8661231995	15.129404068	0.0402720235288	26.4631557465	12.2440004349	0.405000001192	2.70000004768	8.20400047302	-999999488.0	1.39999997616
SDSS	J1137+3549	174.3238678	35.83245858	6.03000020981	-999999500.0	-999999500.0	-999999500.0	-999999500.0	19.3976020813	0.066594786942	-999999500.0	-999999500.0	-999999500.0	-999999500.0	16.4334449768	0.0280110929161	38.2631721497	15.7254047394	0.056765396148	18.6310997009	11.9309997559	-999999488.0	1.20000004768	8.72599983215	-999999488.0	0.800000011921
PSO	J174.7920-12.2845	174.7920407	-12.28454921	5.80999994278	-999999500.0	-999999500.0	20.5376930237	0.168943196535	20.1984195709	0.135596722364	20.3973464966	0.265736401081	19.6361999512	0.166978955269	17.1272258759	0.0563210062683	18.7819461823	16.5592594147	0.134815186262	7.56385803223	12.5039997101	-999999488.0	-999999488.0	8.71599960327	-999999488.0	0.10000000149
PSO	J175.4091-20.2654	175.4091843	-20.26545798	5.69000005722	-999999500.0	-999999500.0	20.1990566254	0.110003717244	19.9414844513	0.127856448293	-999999500.0	-999999500.0	19.6452617645	0.182726949453	16.7802333832	0.0425638966262	25.0116844177	15.864897728	0.0730038583279	14.377904892	12.0509996414	-999999488.0	0.300000011921	8.11400032043	-999999488.0	0.699999988079
SDSS	J1143+3808	175.9097797	38.14133978	5.80000019073	-999999500.0	-999999500.0	-999999500.0	-999999500.0	19.9221401215	0.137117043138	-999999500.0	-999999500.0	-999999500.0	-999999500.0	16.8775081635	0.0399722866714	26.665271759	16.1355514526	0.0774299576879	13.5281143188	12.8009996414	-999999488.0	-999999488.0	8.95699977875	-999999488.0	0.20000000298
SHELLQs	J1146-0154	176.6360833	-1.9106389	6.15999984741	23.9434738045	0.625730931759	23.3660144696	0.687803208828	23.0644937766	0.3605918005765118	-999999500.0	-999999500.0	23.271873471	1.1078932598321163	17.07056427	0.0571836940944	18.4912090302	16.6012649536	0.138858228922	7.32968378067	12.5220003128	-999999488.0	-999999488.0	8.99899959564	-999999488.0	-999999488.0
SHELLQs	J1146+0124	176.70175	1.4055833	6.26999998093	24.5166759377	1.1458158493	-999999500.0	-999999500.0	22.6220998284	0.22103244262714633	-999999500.0	-999999500.0	22.5559382676	0.2969369130756933	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
SDSS	J1146+4037	176.7408	40.61907	5.00899982452	-999999500.0	-999999500.0	-999999500.0	-999999500.0	19.34324646	0.0761348083615	-999999500.0	-999999500.0	-999999500.0	-999999500.0	15.8937110901	0.0176900159568	60.8771362305	15.1753330231	0.0335259921849	31.8874740601	12.1400003433	-999999488.0	1.79999995232	8.55000019073	-999999488.0	1.10000002384
SHELLQs	J1146-0005	176.745375	-0.0938056	6.30000019073	24.3493823891	0.730917513371	24.8173323185	1.4890604542612842	25.2373354429	2.344171104367529	23.4126545912	1.134530710865723	22.4381035822	0.4566577219808819	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
SUVAW	J1147-0109	176.77670833	-1.16616666	5.30999994278	19.32448386	0.0126090571284	19.2188875164	0.012385154413983914	19.030851225	0.010145894910109202	18.8380026053	0.016262655608708407	18.8855106731	0.022099072770915742	16.4862251282	0.0345039069653	30.9696979523	15.7929344177	0.0690368264914	15.2322025299	11.9469995499	0.344000011683	3.20000004768	8.69099998474	0.419999986887	2.59999990463
ULAS	J1148+0702	177.0137037	7.0356349	6.33900022507	-999999500.0	-999999500.0	20.3127002716	0.0378603413701	20.197183609	0.0506872758269	19.7657680511	0.121334165335	19.4179439545	0.114749930799	16.5558891296	0.0358560532331	29.7831840515	15.6852722168	0.0618274696171	17.0654735565	12.0860004425	-999999488.0	0.600000023842	8.24199962616	-999999488.0	1.89999997616
RD	J1148+5253	177.06754	52.89425	5.69999980927	-999999500.0	-999999500.0	21.4560203552	0.440971434116	24.5514163971	6.45506572723	22.9064540863	2.3281109333	22.1931247711	1.44453692436	18.3617458344	0.132489219308	7.70507001877	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
SDSS	J1148+5251	177.0693757	52.86399858	6.41890001297	-999999500.0	-999999500.0	18.9719638824	0.0505775846541	19.0131053925	0.041255235672	18.7685375214	0.0517842844129	18.7052745819	0.0585696958005	16.0627365112	0.0194290801883	55.3836135864	15.4276371002	0.0394610613585	27.0171356201	12.5579996109	0.451999992132	2.40000009537	8.90600013733	0.467999994755	2.29999995232
SDSS	J1148+3020	177.1090253	30.33869677	5.13000011444	-999999500.0	-999999500.0	-999999500.0	-999999500.0	19.6699542999	0.0772175267339	-999999500.0	-999999500.0	-999999500.0	-999999500.0	16.9209651947	0.0438129454851	24.2845420837	16.3528270721	0.0985894650221	10.5202655792	12.2449998856	-999999488.0	0.899999976158	8.61200046539	-999999488.0	0.899999976158
VIK	J1148+0056	177.13825	0.9450722	5.84000015259	21.7611198311	0.0617882683873	21.3855734341	0.06601040243695835	21.5783223223	0.06740374465754707	21.6097909914	0.1487457108456135	21.0884366933	0.06527663966484434	18.2225437164	0.152415156364	6.63524055481	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
SUVAW	J1149+0748	177.44354166	7.81405555	5.65999984741	-999999500.0	-999999500.0	20.3543319702	0.0781144350767	20.2920894623	0.0986655429006	20.0777511597	0.136606067419	19.8838672638	0.135191187263	17.3487243652	0.0725029855967	14.4806213379	16.1907310486	0.0972220301628	10.6750545502	12.5469999313	-999999488.0	-999999488.0	8.27900028229	-999999488.0	1.39999997616
VIK	J1152+0055	178.08863	0.92685833	6.36429977417	22.154479969	0.11196860671	21.7189621291	0.09549643340895698	21.5401153948	0.09355540080100491	21.4943291489	0.18331120600918882	21.4391184179	0.30553250902055884	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
PSO	J178.5594-12.1881	178.5594134	-12.18818926	5.82999992371	-999999500.0	-999999500.0	21.1959171295	0.312997639179	20.3403491974	0.147630691528	20.4227027893	0.298050969839	20.2696876526	0.270137995481	17.4293251038	0.0730814188719	14.3621253967	16.6294403076	0.142781078815	7.11515903473	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0	-999999488.0
SDSS	J1154+2333	178.58299441	23.56590841	5.0110001564	-999999500.0	-999999500.0	-999999500.0	-999999500.0	20.0547428131	0.0222865324467	19.8114032745	0.0298691820353	19.7856502533	0.0300975590944	16.8100967407	0.0393334962428	27.106388092	15.9278116226	0.0699255168438	15.0324010849	12.5069999695	0.495999991894	2.20000004768	8.21899986267	-999999488.0	2.0
SDSS	J1154+1341	178.60305991	13.69605218	5.00500011444	-999999500.0	-999999500.0	20.063583374	0.086785428226	19.8373184204	0.0944691821933	19.6586399078	0.0792513489723	19.5365333557	0.0945866703987	16.760099411	0.0418963655829	25.4180374146	16.1002159119	0.0875474065542	11.9084091187	12.5590000153	-999999488.0	-999999488.0	8.81799983978	-999999488.0	-999999488.0
