na_desig,ra_hms,dec_dms,ra,dec,redshift
PSO_J000.3401+26.8358,00:01:21.63 +26:50:09.17,0.34011348,26.83588138,5.75
SDSS_J0002+2550,00:02:39.39 +25:50:34.80,0.66411726,25.84304425,5.82
SDSS_J0005-0006,00:05:52.34 -00:06:55.80,1.46808330,-0.11549990,5.85
PSO_J002.1073-06.4345,00:08:25.77 -06:26:04.60,2.10739000,-6.43456000,5.93
SDWISE_J0008+3616,00:08:51.43 +36:16:13.49,2.2142917,36.2704138,5.17
