ra dec w1mpro w1sigmpro w1snr
0.3401690735530003 26.835881261039347 16.279888153076172 0.025713413953781128 41.726470947265625
0.6640574905507762 25.84301466852552 16.249961853027344 0.02614852413535118 41.023929595947266
1.467894440117656 -0.1155167311560317 17.492656707763672 0.07909812778234482 13.232508659362793
2.1073723006833345 -6.434478925599798 16.80196762084961 0.0445161908864975 23.89310073852539
2.214320732667305 36.27043280277532 16.017654418945312 0.020799357444047928 51.70209884643555
2.3787129760301724 32.870160832480614 17.950899124145508 0.10558187961578369 9.791464805603027
3.1372033398278134 36.53777485336305 15.821359634399414 0.017368439584970474 62.0131721496582
4.311187771873923 -10.015428804483701 15.975752830505371 0.021672461181879044 49.599029541015625
4.393496945884919 17.086504960700108 17.833744049072266 0.10323308408260345 10.025245666503906
4.814123942964567 -24.299153222141385 16.320453643798828 0.028355633839964867 37.792152404785156
5.131155996693471 -36.89499935101473 16.867101669311523 0.040653835982084274 26.210010528564453
5.877908654364985 -0.31000094687974344 16.848892211914062 0.04597838968038559 23.1175594329834
6.124006209456811 39.222083752802305 17.363819122314453 0.06433761119842529 16.38054656982422
6.361791585167804 -1.7590355010602141 14.850900650024414 0.008812480606138706 122.7055892944336
7.027409316130203 4.957091910692426 17.178340911865234 0.059586357325315475 17.72579574584961
7.857833412772956 7.1769364352490586 16.65772247314453 0.038867924362421036 27.43696403503418
8.296862961520167 -1.4234097653486923 18.205129623413086 0.14216402173042297 7.148117542266846
8.559751022109502 37.998272481118754 16.48002815246582 0.029007088392972946 36.93224334716797
9.357239339254468 -8.118898844646052 16.820463180541992 0.04211539402604103 25.283283233642578
9.650375899066487 -15.456614043952937 16.74115753173828 0.04124873876571655 25.824846267700195
9.735502577826669 -10.431653799352755 16.491453170776367 0.03204553201794624 33.383567810058594
11.389731124785694 9.032556917493169 17.77279281616211 0.10426991432905197 9.920742988586426
12.527936189189763 34.756047243112164 16.581485748291016 0.032617662101984024 32.78922653198242
13.58932218912991 -1.1559205754170936 16.98206329345703 0.05678873509168625 18.623220443725586
14.233552791194215 22.686765076737508 16.93556785583496 0.04769010469317436 22.270145416259766
15.054257576071699 28.04051969426307 14.445608139038086 0.0063207801431417465 171.27200317382812
17.02745585611457 7.189200656834741 16.338726043701172 0.030864009633660316 34.68045425415039
17.47126675126958 -30.790435379455 17.960708618164062 0.10958470404148102 9.416142463684082
18.47395936661292 5.997599528605953 16.685260772705078 0.04127416014671326 25.808610916137695
18.729501538434818 32.637694046210314 16.845870971679688 0.04090701788663864 26.04467010498047
18.936711091661994 0.2541342101058471 17.16827392578125 0.06526745110750198 16.140182495117188
18.942515517270433 -2.886693797736688 16.366985321044922 0.029860900714993477 35.86201477050781
19.059619571498093 5.6381943850617855 16.353694915771484 0.03071681037545204 34.848995208740234
20.224568313388488 21.785435132602814 16.547414779663086 0.03289156034588814 32.5120735168457
21.421266059611845 -25.88224845712761 16.223310470581055 0.024579133838415146 43.67488479614258
22.280790005231847 -0.4792643290884669 18.133813858032227 0.13544100522994995 7.526698112487793
22.86393768151276 -3.3500675658972034 14.5422945022583 0.007088976446539164 152.6593017578125
23.006976983130258 -2.26742151629657 16.567771911621094 0.03408028557896614 31.360767364501953
23.361818097435897 1.1104490295635612 16.850067138671875 0.047091659158468246 22.559404373168945
25.23758334962171 -11.683163626600814 16.765146255493164 0.040827617049217224 26.096343994140625
25.682154728526804 -33.462649994319534 16.1295223236084 0.02174249105155468 49.43781280517578
25.792643267014594 -55.752942807082206 17.069549560546875 0.040436387062072754 26.353580474853516
27.156836643579513 6.005662737860334 16.107498168945312 0.023804225027561188 45.11301803588867
28.888631091944706 4.2519019411548005 16.129838943481445 0.025292543694376945 42.42897415161133
29.439324624266508 30.01961899888668 15.442023277282715 0.013734446838498116 78.55316925048828
