no,l,b,RA_1,DEC_1,RA(hms),DEC(dms),Name,Class,Rmag,B/Gmag,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,redshift,citation,redshift_citation,Xname,Rname,FIRST____flux(mJy),NVSS____flux(mJy),VLBI_flux__1.4GHz(mJy),VLBI_flux__1.6GHz(mJy),VLBI_flux__1.7GHz(mJy),VLBI_flux__2.3GHz(mJy),VLBI_flux__3GHz(mJy),VLBI_flux__4.3GHz(mJy),VLBI_flux__4.9GHz(mJy),VLBI_flux_5GHz(mJy),VLBI_flux__7.6GHz(mJy),VLBI_flux__8.3(mJy),VLBI_flux__8.4(mJy),VLBI_flux___8.6GHz(mJy),VLBI_flux__15GHz(mJy),VLBI_flux_22GHz(mJy),VLBI_flux__43GHz(mJy),VLBI_reference,notes
488,190.402196,,28.865721,31.249850,08 06 57.51,+31 14 59.46,SDSS~J080657.51+311459.4,Q,20.7,22.3,25.44,22.32,20.71,20.46,20.21,0.6,0.09,0.04,0.04,0.09,4.083,2017A&A...597A..79P,2017A&A...597A..79P,,,0.128*,,,,,,,,,,,,,,,,,,
489,208.998016,,22.787846,13.468107,08 07 15.12,+13 28 05.18,SDSS~J080715.11+132805.1,Q,21,24.7,24.12,24.71,21.02,19.43,19.45,0.7,0.47,0.04,0.02,0.07,4.87,2010AJ....139.2360S,2017A&A...597A..79P,,,0.147*,,,,,,,,,,,,,,,,,,
490,163.387349,,32.648666,54.705897,08 07 23.52,+54 42 21.23,SDSS~J080723.51+544221.2,Q,20.4,21.3,24.48,21.41,19.97,19.82,19.85,1.2,0.05,0.02,0.02,0.08,4.004,2007AJ....134..102S,2010AJ....139.2360S,,,0.135*,,,,,,,,,,,,,,,,,,
491,166.309120,,32.755027,52.254253,08 08 49.43,+52 15 15.31,PSS~J0808+5215,QX,18.9,21.2,23.41,21.08,19.08,18.3,18.03,0.51,0.04,0.02,0.02,0.02,4.47,2001ASPC..225...52D,2017A&A...597A..79P,CXOX J080849.4+521515,,0.131*,,,,,,,,,,,,,,,,,,
492,194.394345,,28.681899,27.844917,08 10 45.68,+27 50 41.70,SDSS~J081045.68+275041.7,Q,20.3,22,25.51,21.95,20.25,20.13,20.32,0.77,0.08,0.04,0.08,0.23,4.283,2014A&A...563A..54P,2017A&A...597A..79P,,,0.145*,,,,,,,,,,,,,,,,,,
493,167.710052,,33.010188,51.094472,08 10 54.31,+51 05 40.10,SDSS~J0810+5105,Q,25.08,25.44,25.45,24.6,25.09,21.66,19.5,0.82,0.86,0.73,0.12,0.07,5.82,2016ApJ...833..222J,2016ApJS..227...11B,,,0.148*,,,,,,,,,,,,,,,,,,
494,173.668593,,32.564183,46.066072,08 10 54.88,+46 03 57.86,SDSS~J081054.87+460357.8,Q,18,20.5,25.44,20.43,18.64,18.39,18.3,0.82,0.03,0.02,0.02,0.03,4.088,2017A&A...597A..79P,2017A&A...597A..79P,,,0.141*,,,,,,,,,,,,,,,,,,
495,210.362885,,23.488485,12.610714,08 11 59.33,+12 36 38.57,SDSS~J081159.33+123638.5,Q,21.3,24.6,23.12,24.61,21.33,20.01,19.84,0.41,0.38,0.05,0.03,0.09,4.85,2010AJ....139.2360S,2017A&A...597A..79P,,,0.133*,,,,,,,,,,,,,,,,,,
496,175.726576,,32.662227,44.358067,08 12 41.13,+44 21 29.04,SDSS~J081241.13+442129.0,Q,19.9,21.4,22.85,21.97,19.94,19.91,19.74,0.36,0.08,0.03,0.04,0.08,4.344,2005AJ....130..367S,2017A&A...597A..79P,,,0.134*,,,,,,,,,,,,,,,,,,
497,218.150103,,20.218353,4.682372,08 12 48.82,+04 40 56.54,J081248.82+044056.54,Q,21.85,0,24.84,25.17,21.94,20.12,19.82,0.86,0.53,0.11,0.04,0.1,5.29,2016ApJ...819...24W,2016ApJ...819...24W,,,0.15*,,,,,,,,,,,,,,,,,,
498,186.455859,,31.175863,35.136327,08 13 33.33,+35 08 10.78,SDSS~J081333.32+350810.7,QR,20.6,24.6,23.16,24.64,20.64,19.08,19.01,0.33,0.49,0.03,0.02,0.04,4.92,2005AJ....130..367S,2017A&A...597A..79P,,FIRST J081333.2+350811,37.45,,,17.1,,,,,,7.3,,,,,,,,2010A&A...524A..83F,
499,181.598342,,32.128427,39.378199,08 14 00.54,+39 22 41.52,SDSS~J081400.53+392241.5,Q,20.8,22.2,24.3,22.21,20.75,20.56,20.67,1.04,0.09,0.04,0.05,0.19,4.01,2017A&A...597A..79P,2017A&A...597A..79P,,,0.133*,,,,,,,,,,,,,,,,,,
500,187.178568,,31.211841,34.542600,08 14 24.79,+34 32 33.36,SDSS~J081424.79+343233.3,Q,21.1,23.1,25.1,23.12,21.11,20.94,21.07,0.54,0.14,0.04,0.04,0.15,4.12,2017A&A...597A..79P,2017A&A...597A..79P,,,0.141*,,,,,,,,,,,,,,,,,,
501,193.240106,,30.030103,29.198307,08 15 18.57,+29 11 53.90,SDSS~J081518.56+291153.9,Q,19.7,21.7,24.83,21.67,19.69,19.1,18.9,1.09,0.06,0.02,0.02,0.05,4.256,2017A&A...597A..79P,2017A&A...597A..79P,,,0.147*,,,,,,,,,,,,,,,,,,
502,185.363171,,32.076697,36.239983,08 16 53.54,+36 14 23.94,SDSS~J081653.54+361423.9,Q,21,22.8,24.08,22.8,21.01,20.71,20.67,0.73,0.12,0.04,0.05,0.15,4.028,2012A&A...548A..66P,2017A&A...597A..79P,,,0.144*,,,,,,,,,,,,,,,,,,
503,237.767874,,10.441197,-16.558136,08 17 00.66,-16 33 29.29,PS1 J081700.66-163329.29,Q,,,,,,,,,,,,,5.06,2018arXiv181011927Y,2018arXiv181011927Y,,,-1,0,,,,,,,,,,,,,,,,,
504,209.730171,,25.261246,13.859604,08 17 40.53,+13 51 34.58,SDSS~J081740.52+135134.5,Q,19.9,21.9,26.01,21.89,19.86,19.22,19.1,0.44,0.06,0.02,0.02,0.05,4.37,2010AJ....139.2360S,2017A&A...597A..79P,,,0.139*,,,,,,,,,,,,,,,,,,
505,204.521119,,27.240308,18.932575,08 17 48.08,+18 55 57.27,SDSS~J081748.07+185557.2,Q,19.6,21.3,24.83,22.36,20.3,19.94,19.94,0.87,0.11,0.03,0.03,1.08,4.263,2007AJ....134..102S,2017A&A...597A..79P,,,0.136*,,,,,,,,,,,,,,,,,,
506,190.944316,,31.165700,31.406304,08 17 55.59,+31 24 22.69,SDSS~J081755.59+312422.6,Q,20.6,22.1,25.4,22.14,20.57,20.08,20.02,0.66,0.08,0.03,0.03,0.09,4.37,2017A&A...597A..79P,2017A&A...597A..79P,,,0.12*,,,,,,,,,,,,,,,,,,
507,216.257945,,22.585449,7.322304,08 18 06.88,+07 19 20.29,SDSS~J081806.87+071920.2,Q,19.7,21.6,23.99,21.63,19.65,18.58,18.41,0.55,0.05,0.02,0.02,0.03,4.6,2007AJ....134..102S,2017A&A...597A..79P,,,0.141*,,,,,,,,,,,,,,,,,,
508,196.405756,,29.868585,26.526924,08 18 13.06,+26 31 36.93,SDSS~J081813.05+263136.9,Q,19.6,20.1,25.91,21.52,19.91,19.24,19.1,0.59,0.05,0.03,0.02,0.05,4.18,2005AJ....130..367S,2017A&A...597A..79P,,,0.134*,,,,,,,,,,,,,,,,,,
509,216.244906,,22.620344,7.348595,08 18 13.15,+07 20 54.94,SDSS~J081813.14+072054.9,Q,20.1,21.9,24.47,21.86,20.08,19.67,19.48,0.83,0.05,0.02,0.02,0.06,4.18,2007AJ....134..102S,2017A&A...597A..79P,,,0.141*,,,,,,,,,,,,,,,,,,
510,182.512978,,32.836031,38.746210,08 18 18.52,+38 44 46.36,SDSS~J081818.51+384446.3,Q,20.9,22.3,24.05,22.31,20.89,20.53,20.44,0.48,0.07,0.03,0.04,0.1,4.111,2012A&A...548A..66P,2017A&A...597A..79P,,,0.141*,,,,,,,,,,,,,,,,,,
511,206.203094,,26.808625,17.381111,08 18 27.40,+17 22 52.00,SDSS~J08184+1722,Q,24.4,25.1,24.92,25.34,23.89,22.58,19.65,1.04,0.61,0.57,0.42,0.09,6,2006AJ....131.1203F,2006AJ....131.1203F,,,0.147*,,,,,,,,,,,,,,,,,,
512,197.935899,,29.586520,25.175712,08 18 50.17,+25 10 32.56,SDSS~J081850.17+251032.5,Q,20.4,22.1,24.94,22.14,20.36,19.94,19.8,0.71,0.07,0.03,0.03,0.08,4.082,2007AJ....134..102S,2017A&A...597A..79P,,,0.159*,,,,,,,,,,,,,,,,,,
513,200.799590,,29.004259,22.624191,08 19 57.42,+22 37 27.09,SDSS~J081957.42+223727.0,Q,20.9,22.8,25.04,22.78,20.94,20.68,20.73,0.94,0.16,0.05,0.05,0.21,4.13,2014A&A...563A..54P,2017A&A...597A..79P,,,0.139*,,,,,,,,,,,,,,,,,,
514,174.828635,,34.082078,45.266403,08 20 09.10,+45 15 59.05,SDSS~J082009.09+451559.0,Q,20.1,20.9,25.11,22.28,20.53,20.43,20.56,0.82,0.09,0.03,0.04,0.16,4.152,2017A&A...597A..79P,2017A&A...597A..79P,,,0.132*,,,,,,,,,,,,,,,,,,
515,182.229797,,33.282483,39.057555,08 20 21.38,+39 03 27.20,SDSS~J082021.37+390327.1,Q,20.6,22.8,23.24,22.79,20.61,20.06,19.81,0.46,0.14,0.03,0.03,0.06,4.3,2005AJ....130..367S,2017A&A...597A..79P,,,0.141*,,,,,,,,,,,,,,,,,,
516,184.237302,,33.037917,37.360365,08 20 39.67,+37 21 37.31,SDSS~J082039.66+372137.3,Q,19.7,20.8,23.87,21.93,20,19.5,19.39,0.56,0.05,0.02,0.02,0.05,4.275,2005AJ....130..367S,2017A&A...597A..79P,,,0.149*,,,,,,,,,,,,,,,,,,
517,196.826061,,30.409005,26.342436,08 21 00.47,+26 20 32.77,SDSS~J082100.46+262032.7,Q,20.6,21.8,25.31,21.8,20.59,20.38,20.61,0.88,0.07,0.04,0.05,0.19,4.044,2014A&A...563A..54P,2017A&A...597A..79P,,,0.147*,,,,,,,,,,,,,,,,,,
518,185.701061,,32.935564,36.136016,08 21 20.85,+36 08 09.66,SDSS~J082120.84+360809.6,Q,21.2,23.9,23.64,23.94,21.21,19.73,19.49,0.57,0.28,0.04,0.02,0.05,4.698,2005AJ....130..367S,2017A&A...597A..79P,,,0.134*,,,,,,,,,,,,,,,,,,
519,213.444980,,24.856759,10.628619,08 21 51.94,+10 37 43.03,SDSS~J082151.94+103743.0,Q,20.6,22.6,22.94,22.61,20.63,20.22,19.53,0.35,0.13,0.03,0.03,0.08,4.01,2010AJ....139.2360S,2017A&A...597A..79P,,,0.145*,,,,,,,,,,,,,,,,,,
520,205.962864,,27.776312,17.941181,08 21 53.31,+17 56 28.25,SDSS~J082153.30+175628.2,Q,19.7,20.9,25.44,22.58,20.66,20.2,19.96,0.68,0.09,0.03,0.03,0.09,4.357,2010AJ....139.2360S,2017A&A...597A..79P,,,0.361*,,,,,,,,,,,,,,,,,,
521,197.257327,,30.508000,26.017582,08 21 55.58,+26 01 03.30,SDSS~J082155.57+260103.2,Q,20.9,23,25.6,23.03,20.95,19.56,19.47,0.62,0.17,0.04,0.03,0.06,4.644,2017A&A...597A..79P,2017A&A...597A..79P,,,0.143*,,,,,,,,,,,,,,,,,,
522,207.939979,,27.141123,16.076929,08 22 12.35,+16 04 36.95,SDSS~J082212.34+160436.9,Q,19,19.8,24.57,21.89,19.78,19.06,18.85,0.62,0.05,0.02,0.03,0.04,4.482,2017A&A...597A..79P,2017A&A...597A..79P,,,0.14*,,,,,,,,,,,,,,,,,,
523,185.614839,,33.202676,36.259667,08 22 34.47,+36 15 34.80,SDSS~J082234.47+361534.7,Q,21,23.1,25.8,23.14,20.97,19.7,19.54,0.47,0.4,0.06,0.03,0.05,4.613,2017A&A...597A..79P,2017A&A...597A..79P,,,0.136*,,,,,,,,,,,,,,,,,,
524,187.767693,,33.055139,34.464735,08 23 40.47,+34 27 53.04,SDSS~J082340.47+342753.0,Q,19.2,20.7,24.62,20.79,19.02,18.5,18.3,0.63,0.03,0.02,0.02,0.03,4.235,2005AJ....130..367S,2017A&A...597A..79P,,,0.146*,,,,,,,,,,,,,,,,,,
525,210.430367,,26.650800,13.842292,08 23 57.59,+13 50 32.25,SDSS~J082357.59+135032.2,Q,21.1,23.8,23.34,23.82,21.06,20.19,19.82,0.43,0.4,0.05,0.04,0.08,4.497,2010AJ....139.2360S,2017A&A...597A..79P,,,0.141*,,,,,,,,,,,,,,,,,,
526,211.356306,,26.534460,13.038049,08 24 54.02,+13 02 16.98,SDSS~J082454.01+130216.9,Q,21.4,23.5,23.61,25.61,21.46,19.98,19.48,0.63,0.47,0.06,0.03,0.07,5.15,2010AJ....139.2360S,2017A&A...597A..79P,,,0.154*,,,,,,,,,,,,,,,,,,
527,210.113524,,27.051799,14.261811,08 25 00.53,+14 15 42.52,SDSS~J082500.52+141542.5,Q,20.2,22.4,24.9,22.36,20.16,19.83,19.45,0.81,0.13,0.03,0.03,0.07,4.379,2010AJ....139.2360S,2017A&A...597A..79P,,,0.141*,,,,,,,,,,,,,,,,,,
528,181.813405,,34.261203,39.557103,08 25 03.65,+39 33 25.57,SDSS~J082503.64+393325.5,Q,19.6,20.8,23.83,22.36,20.8,20.76,21.12,0.51,0.08,0.03,0.04,0.21,4.021,2017A&A...597A..79P,2017A&A...597A..79P,,,0.382*,,,,,,,,,,,,,,,,,,
529,211.864587,,26.408737,12.571451,08 25 11.61,+12 34 17.22,SDSS~J082511.60+123417.2,QR,20.7,23.1,24.27,23.16,20.73,20.71,20.47,0.88,0.19,0.04,0.04,0.14,4.378,2012A&A...548A..66P,2017A&A...597A..79P,,FIRST J082511.5+123417,16.47,,,,,,,,,,,,,,,,,,
530,193.876893,,32.159952,29.254592,08 25 23.00,+29 15 16.53,SDSS~J082522.99+291516.5,Q,20.2,21.6,24.28,22.3,20.84,20.63,20.89,0.85,0.09,0.04,0.05,0.27,4.041,2012A&A...548A..66P,2017A&A...597A..79P,,,0.147*,,,,,,,,,,,,,,,,,,
531,193.529829,,32.684585,29.674587,08 27 21.45,+29 40 28.51,SDSS~J082721.45+294028.5,Q,20.4,21.5,23.32,21.53,20.42,20.25,20.26,0.56,0.06,0.04,0.04,0.14,4.029,2012A&A...548A..66P,2017A&A...597A..79P,,,0.147*,,,,,,,,,,,,,,,,,,
532,199.037508,,31.463355,24.853297,08 28 00.57,+24 51 11.87,SDSS~J082800.57+245111.8,Q,21.7,24.4,24.58,24.45,21.72,20.35,20.44,0.86,0.52,0.09,0.04,0.13,4.776,2014A&A...563A..54P,2017A&A...597A..79P,,,0.147*,,,,,,,,,,,,,,,,,,
533,211.825418,,27.215303,12.933586,08 28 09.16,+12 56 00.91,SDSS~J082809.15+125600.9,Q,20.4,22.3,25.18,22.32,20.38,19.43,19.02,0.64,0.09,0.04,0.02,0.04,4.29,2010AJ....139.2360S,2017A&A...597A..79P,,,0.106*,,,,,,,,,,,,,,,,,,
534,197.132059,,32.018218,26.565414,08 28 13.41,+26 33 55.49,ULAS~J0828+2633,Q,24.1,24.72,24.21,24.82,24.03,23.04,20.72,0.74,0.57,0.5,0.36,0.17,6.05,Warren(InPrep),Warren(InPrep),,,0.148*,,,,,,,,,,,,,,,,,,
535,189.724003,,33.821603,33.036363,08 28 58.28,+33 02 10.91,SDSS~J082858.28+330210.9,Q,20.6,22.5,24.85,22.54,20.6,20.52,20.44,0.83,0.13,0.03,0.04,0.13,4.013,2017A&A...597A..79P,2017A&A...597A..79P,,,0.124*,,,,,,,,,,,,,,,,,,
536,221.726286,,23.068597,3.065700,08 29 07.62,+03 03 56.52,PSO~J127.2817+03.0657,Q,>23.2,>23.3,,,,,,,,,,,5.85,2016ApJS..227...11B,2016ApJS..227...11B,,,0.154*,,,,,,,,,,,,,,,,,,
537,179.859583,,35.342528,41.294560,08 29 31.97,+41 17 40.4,DELS J082931.97+411740.4,Q,,,,,,,,,,,,,6.768,2018arXiv181011926W,2018arXiv181011926W,,,0.13*,,,,,,,,,,,,,,,,,,
538,198.871816,,31.875064,25.112667,08 29 33.10,+25 06 45.6,J082933.10+250645.6,Q,22.3,0,23.71,25.51,22.43,20.39,19.73,0.64,0.56,0.16,0.04,0.08,5.35,2017AJ....153..184Y,2017AJ....153..184Y,,,0.137*,,,,,,,,,,,,,,,,,,
539,217.350457,,25.402728,7.681741,08 30 05.14,+07 40 54.27,SDSS~J083005.13+074054.2,Q,19.4,21.4,24.52,22.36,20.44,20.01,19.82,0.78,0.1,0.03,0.03,0.07,4.361,2007AJ....134..102S,2017A&A...597A..79P,,,0.215*,,,,,,,,,,,,,,,,,,
540,164.707208,,36.003513,53.608372,08 30 18.00,+53 36 30.14,SDSS~J083018.00+533630.1,Q,19.9,21.4,22.17,22.09,20.63,20.21,20.58,0.29,0.14,0.05,0.05,0.3,4.115,2017A&A...597A..79P,2017A&A...597A..79P,,,0.187*,,,,,,,,,,,,,,,,,,
541,171.917297,,36.076048,47.779589,08 30 46.28,+47 46 46.52,SDSS~J083046.28+474646.5,Q,20.8,22.8,24.17,22.75,20.77,20.38,19.94,0.78,0.17,0.03,0.04,0.1,4.315,2017A&A...597A..79P,2017A&A...597A..79P,,,0.134*,,,,,,,,,,,,,,,,,,
542,176.901916,,35.868136,43.740828,08 31 00.68,+43 44 26.98,SDSS~J083100.67+434426.9,Q,20.4,22.7,23.78,22.71,20.42,19.78,19.54,0.79,0.11,0.03,0.03,0.07,4.429,2017A&A...597A..79P,2017A&A...597A..79P,,,0.136*,,,,,,,,,,,,,,,,,,
543,165.959028,,36.147299,52.592662,08 31 03.01,+52 35 33.58,SDSS~J083103.01+523533.5,QX,20,22,23.94,21.98,20.04,19.36,19.2,0.79,0.08,0.03,0.02,0.06,4.47,2017A&A...597A..79P,2017A&A...597A..79P,3XMM J083102.9+523533,,0.137*,,,,,,,,,,,,,,,,,,
544,180.547180,,35.623983,40.773166,08 31 22.58,+40 46 23.40,SDSS~J083122.57+404623.3,Q,20.3,23.2,26.67,23.19,20.27,19.06,18.86,0.19,0.2,0.03,0.02,0.04,4.82,2005AJ....130..367S,2017A&A...597A..79P,,,0.144*,,,,,,,,,,,,,,,,,,
545,182.054861,,35.515816,39.543167,08 31 38.97,+39 32 35.40,SDSS~J083138.97+393235.3,Q,20.6,22.6,23.72,22.62,20.63,20.05,19.69,0.73,0.13,0.04,0.03,0.06,4.172,2005AJ....130..367S,2017A&A...597A..79P,,,0.14*,,,,,,,,,,,,,,,,,,
546,192.693684,,33.823443,30.635912,08 31 39.12,+30 38 09.28,SDSS~J083139.12+303809.2,Q,21.5,23.3,26.17,23.26,21.46,21.83,21.33,0.5,0.24,0.08,0.16,0.38,4.042,2012A&A...548A..66P,2017A&A...597A..79P,,,0.146*,,,,,,,,,,,,,,,,,,
547,197.367722,,32.845941,26.611644,08 32 01.54,+26 36 41.92,SDSS~J083201.54+263641.9,Q,21.3,23.7,26,23.67,21.33,19.92,19.31,0.47,0.26,0.06,0.04,0.06,4.564,2007AJ....134..102S,2017A&A...597A..79P,,,0.146*,,,,,,,,,,,,,,,,,,
548,216.489410,,26.353941,8.796983,08 32 09.07,+08 47 49.14,SDSS~J083209.07+084749.1,Q,20.8,22.8,24.41,22.83,20.79,20.24,20.1,0.46,0.13,0.03,0.03,0.08,4.367,2017A&A...597A..79P,2017A&A...597A..79P,,,0.152*,,,,,,,,,,,,,,,,,,
549,165.376312,,36.307609,53.057595,08 32 12.37,+53 03 27.34,SDSS~J083212.37+530327.3,Q,19.8,21.4,24.18,21.44,19.82,19.46,19.3,0.9,0.06,0.03,0.03,0.07,4.052,2017A&A...597A..79P,2017A&A...597A..79P,,,0.137*,,,,,,,,,,,,,,,,,,
550,203.767086,,31.370633,21.002202,08 33 16.19,+21 00 07.93,SDSS~J083316.18+210007.9,Q,20.8,22.2,25.98,22.22,20.78,20.54,20.4,0.92,0.08,0.04,0.04,0.14,4.151,2012A&A...548A..66P,2017A&A...597A..79P,,,0.136*,,,,,,,,,,,,,,,,,,
551,196.510379,,33.348387,27.441389,08 33 17.67,+27 26 29.00,SDSS~J08332+2726,Q,22.3,24.5,24.05,24.54,22.44,20.33,20.17,0.63,0.54,0.15,0.04,0.11,5.02,2005AJ....130...13C,2005AJ....130...13C,,,0.14*,,,,,,,,,,,,,,,,,,
552,193.123312,,34.231218,30.388477,08 33 53.26,+30 23 18.52,SDSS~J083353.25+302318.5,Q,19.5,21.5,24.03,21.58,20.07,19.7,19.62,1.02,0.07,0.03,0.03,0.08,4.088,2005AJ....130..367S,2017A&A...597A..79P,,,0.145*,,,,,,,,,,,,,,,,,,
553,223.193639,,23.725946,2.196361,08 34 00.88,+02 11 46.9,J0834+0211,Q,,,,,,,,,,,,,6.15,2018MNRAS.478.1649C,2018MNRAS.478.1649C,,,0.155*,,,,,,,,,,,,,,,,,,
554,203.135768,,31.863041,21.673513,08 34 29.45,+21 40 24.65,SDSS~J083429.44+214024.6,Q,20.5,22.5,26.11,22.54,20.52,19.45,19.15,0.95,0.11,0.03,0.02,0.04,4.508,2007AJ....134..102S,2017A&A...597A..79P,,,0.134*,,,,,,,,,,,,,,,,,,
555,205.472635,,31.323853,19.618363,08 35 13.13,+19 37 06.11,SDSS~J083513.12+193706.1,Q,21.2,23.2,,,,,,,,,,,4.631,2010AJ....139.2360S,2010AJ....139.2360S,,,0.145*,,,,,,,,,,,,,,,,,,
556,218.537295,,26.291052,7.124819,08 35 13.15,+07 07 29.35,SDSS~J083513.15+070729.3,Q,19.5,21.1,23.87,21.09,19.45,19.41,19.64,0.78,0.08,0.1,0.21,0.1,4.049,2007AJ....134..102S,2017A&A...597A..79P,,,0.151*,,,,,,,,,,,,,,,,,,
557,190.955780,,34.987593,32.297950,08 35 25.76,+32 17 52.62,SDSS~J0835+3217,Q,24.66,26.01,24.83,25.47,24.56,24.62,20.93,0.66,0.5,0.51,0.48,0.17,5.89,2016ApJ...833..222J,2016ApJ...833..222J,,,0.145*,,,,,,,,,,,,,,,,,,
558,190.759141,,35.024633,32.463212,08 35 26.19,+32 27 47.56,SDSS~J083526.19+322747.5,Q,23.06,22.65,24.58,23.02,23.38,23.52,21.68,0.66,0.15,0.25,0.35,0.31,5.89,2016ApJ...833..222J,2016ApJ...833..222J,,,0.134*,,,,,,,,,,,,,,,,,,
559,192.325159,,34.814098,31.164405,08 35 48.47,+31 09 51.86,SDSS~J083548.46+310951.8,Q,21.3,23.3,23.82,23.29,21.29,21.34,20.64,0.8,0.24,0.07,0.09,0.19,4.317,2012A&A...548A..66P,2017A&A...597A..79P,,,0.091*,,,,,,,,,,,,,,,,,,
560,206.838909,,31.032720,18.422248,08 35 49.43,+18 25 20.09,SDSS~J083549.42+182520.0,QR,19.7,20.7,23.47,22.88,21.18,20.74,20.77,0.39,0.12,0.04,0.05,0.18,4.412,2012A&A...548A..66P,2017A&A...597A..79P,,FIRST J083549.4+182520,52.35,,,,,,,,,,,,,,,,,,
561,208.854974,,30.358437,16.562220,08 35 52.63,+16 33 43.99,SDSS~J083552.62+163343.9,Q,19.7,22,23.52,21.93,19.67,19.28,19.12,0.86,0.06,0.02,0.02,0.05,4.251,2010AJ....139.2360S,2010AJ....139.2360S,,,0.135*,,,,,,,,,,,,,,,,,,
562,220.103001,,25.761903,5.631405,08 35 54.36,+05 37 53.06,SDSS~J083554.36+053753.0,Q,22.1,25.3,25.24,25.31,22.15,20.47,19.85,0.73,0.55,0.13,0.04,0.11,5.065,2014A&A...563A..54P,2017A&A...597A..79P,,,0.138*,,,,,,,,,,,,,,,,,,
563,203.140612,,32.299164,21.813290,08 36 16.19,+21 48 47.84,SDSS~J083616.19+214847.8,Q,21.4,24.7,24.99,24.66,21.44,19.79,19.45,0.77,0.5,0.06,0.03,0.05,4.6,2007AJ....134..102S,2017A&A...597A..79P,,,0.142*,,,,,,,,,,,,,,,,,,
564,224.777342,,23.695862,0.914722,08 36 43.87,+00 54 53.00,SDSS~J08367+0054,QRX,22.8,24.7,24.7,26.12,22.94,21.07,18.81,0.76,0.42,0.23,0.07,0.04,5.803,2001AJ....122.2833F,2003ApJ...594..695P,CXO J083643.8+005453,FIRST J083643.8+005453,1.11,,,1.1,,,,,,0.34,,,,,,,,"2003MNRAS.343L..20F, 2005A&A...436L..13F",
565,192.144016,,35.089547,31.371388,08 36 54.36,+31 22 17.00,SDSS~J083654.36+312216.9,Q,20.2,21.4,24.07,22.48,21.04,21.09,21.14,0.85,0.12,0.05,0.08,0.3,4.027,2014A&A...563A..54P,2017A&A...597A..79P,,,0.128*,,,,,,,,,,,,,,,,,,
566,219.189995,,26.470432,6.684621,08 36 55.81,+06 41 04.63,SDSS~J083655.80+064104.6,Q,19.7,21.5,24.68,21.55,19.67,19.05,18.93,0.83,0.05,0.02,0.02,0.05,4.436,2007AJ....134..102S,2017A&A...597A..79P,,,0.147*,,,,,,,,,,,,,,,,,,
567,187.336820,,35.931264,35.373328,08 37 05.99,+35 22 23.98,SDSS~J083705.98+352223.9,QR,21.4,22.6,24.8,22.61,21.43,21.05,20.79,0.82,0.1,0.05,0.05,0.12,4.125,2017A&A...597A..79P,2017A&A...597A..79P,,FIRST J083705.9+352223,1.33,,,,,,,,,,,,,,,,,,
568,185.707022,,36.156075,36.710152,08 37 06.10,+36 42 36.55,SDSS~J083706.10+364236.5,Q,20.7,22.1,24.96,22.08,20.68,20.43,20.19,0.58,0.07,0.03,0.03,0.12,4.018,2012A&A...548A..66P,2017A&A...597A..79P,,,0.164*,,,,,,,,,,,,,,,,,,
569,169.814274,,37.234050,49.483440,08 37 37.84,+49 29 00.4,DELS J083737.84+492900.4,Q,,,,,,,,,,,,,6.71,2018arXiv181011926W,Yang in prep.,,,0.129*,,,,,,,,,,,,,,,,,,
570,174.095084,,37.317811,46.078825,08 38 24.32,+46 04 43.77,SDSS~J083824.32+460443.7,Q,19.5,21,24.13,20.92,19.63,19.34,19.32,0.79,0.03,0.02,0.03,0.05,4.016,2005AJ....130..367S,2017A&A...597A..79P,,,0.136*,,,,,,,,,,,,,,,,,,
571,230.236070,,21.251497,-4.671519,08 38 32.31,-04 40 17.47,J083832.31-044017.47,Q,21.2,0,22.72,24.15,21.26,19.66,19.24,0.38,0.45,0.06,0.03,0.07,4.75,2016ApJ...819...24W,2016ApJ...819...24W,,,-1,0,,,,,,,,,,,,,,,,,
572,175.712277,,37.305102,44.793253,08 38 38.98,+44 47 35.71,SDSS~J083838.97+444735.7,Q,19.8,20.5,24.28,21.46,20.15,19.89,19.81,0.81,0.06,0.03,0.03,0.09,4.01,2017A&A...597A..79P,2017A&A...597A..79P,,,0.196*,,,,,,,,,,,,,,,,,,
573,195.087640,,34.890323,28.981311,08 38 39.17,+28 58 52.72,SDSS~J083839.16+285852.7,QX,17.9,21.8,24.63,20.27,18.52,18.09,18.02,1.94,0.04,0.02,0.01,0.03,4.372,2017A&A...597A..79P,2017A&A...597A..79P,CXOX J083839.1+285852,,0.196*,,,,,,,,,,,,,,,,,,
574,182.897451,,36.800072,39.038108,08 38 41.56,+39 02 17.19,SDSS~J083841.55+390217.1,Q,18.8,20.2,24.34,22.26,20.29,20.13,19.95,2.33,0.1,0.03,0.03,0.1,4.34,2005AJ....130..367S,2017A&A...597A..79P,,,0.139*,,,,,,,,,,,,,,,,,,
575,187.382355,,36.388855,35.416538,08 39 20.54,+35 24 59.54,SDSS~J083920.54+352459.5,Q,21,23.2,23.59,23.22,21.03,19.67,19.62,0.47,0.17,0.05,0.02,0.06,4.786,2017A&A...597A..79P,2017A&A...597A..79P,,,0.146*,,,,,,,,,,,,,,,,,,
