# no     l            b            RA_1         DEC_1        RA(hms)        DEC(dms)       Name                                       Class   Rmag    B/Gmag   psfMag_u   psfMag_g   psfMag_r   psfMag_i   psfMag_z   psfMagErr_u   psfMagErr_g   psfMagErr_r   psfMagErr_i   psfMagErr_z   redshift   citation                               redshift_citation     Xname                   Rname                    FIRST____flux(mJy)   NVSS____flux(mJy)   VLBI_flux__1.4GHz(mJy)   VLBI_flux__1.6GHz(mJy)   VLBI_flux__1.7GHz(mJy)   VLBI_flux__2.3GHz(mJy)   VLBI_flux__3GHz(mJy)   VLBI_flux__4.3GHz(mJy)   VLBI_flux__4.9GHz(mJy)   VLBI_flux_5GHz(mJy)   VLBI_flux__7.6GHz(mJy)   VLBI_flux__8.3(mJy)   VLBI_flux__8.4(mJy)   VLBI_flux___8.6GHz(mJy)   VLBI_flux__15GHz(mJy)   VLBI_flux_22GHz(mJy)   VLBI_flux__43GHz(mJy)   VLBI_reference                                                                                                              notes                                  
  1621   315.786913   ""           59.569937    -2.653611    "13 17 20.78"  "-02 39 13.0"  J131720.78-023913.0                        Q       22.2    0        24.54      24.42      22.29      20.88      20.15      1.03          0.58          0.17          0.07          0.14          5.25       2017AJ....153..184Y                    2017AJ....153..184Y   ""                      ""                       0.15*                ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  942    207.047018   ""           57.608289    25.716513    "10 26 23.63"  "+25 42 59.45" SDSS~J102623.62+254259.4                   QRX     21.9    25       24.33      25.01      21.94      20.17      19.83      0.7           0.54          0.1           0.04          0.1           5.25       2017A&A...597A..79P                    2017A&A...597A..79P   "CXOX J102623.6+254259" "FIRST J102623.6+254259" 239.44               ""                  ""                       ""                       180.4                    ""                       ""                     ""                       69.6                     79.2                  ""                       ""                    ""                    ""                        ""                      <29                    <54                     "2007ApJ...658..203H, 2013MNRAS.431.1314F,2015MNRAS.446.2921F, 2017MNRAS.468...69Z"                                         ""                                     
  2609   68.177348    -43.295713   336.309917   3.503472     "22 25 14.38"  "+03 30 12.50" J222514.38+033012.50                       Q       21.74   0        24.07      25.67      22.02      20.24      19.64      1.01          0.68          0.14          0.05          0.1           5.24       2016ApJ...819...24W                    2016ApJ...819...24W   ""                      ""                       0.136*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  2575   61.706085    -42.912332   332.920875   0.188583     "22 11 41.01"  "+00 11 18.90" HRQC~J221141.01+001118.9                   Q       21.9    24.3     24.94      26.2       24.37      21.99      21.51      0.8           0.34          0.46          0.12          0.37          5.23       2013ApJ...768..105M                    2013ApJ...768..105M   ""                      ""                       0.106*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  1719   72.752456    ""           76.558078    35.168254    "13 41 54.02"  "+35 10 05.71" SDSS~J134154.01+351005.7                   Q       21.3    24.8     24.27      24.76      21.34      19.7       19.47      0.66          0.43          0.05          0.02          0.05          5.23       2017A&A...597A..79P                    2017A&A...597A..79P   ""                      ""                       0.139*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  241    161.475493   -58.22619    32.017958    -1.209528    "02 08 04.31"  "-01 12 34.30" HRQC~J020804.31-011234.3                   Q       23.3    24       24.07      26.32      23.4       21.54      21.04      0.67          0.3           0.27          0.09          0.2           5.23       2013ApJ...768..105M                    2013ApJ...768..105M   ""                      ""                       0.151*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  2715   75.205861    -60.543999   351.402667   -5.891194    "23 25 36.64"  "-05 53 28.3"  J232536.64-055328.3                        Q       21.17   0        25.4       23.92      21.27      19.86      19.2       0.99          0.43          0.07          0.03          0.06          5.22       2017AJ....153..184Y                    2017AJ....153..184Y   ""                      ""                       0.141*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  1954   25.450367    ""           65.567675    21.544237    "14 36 05.00"  "+21 32 39.25" SDSS~J143605.00+213239.2                   Q       21.6    24.8     24.77      24.85      21.63      20.0       19.31      0.86          0.47          0.07          0.03          0.06          5.22       2010AJ....139.2360S                    2017A&A...597A..79P   ""                      ""                       0.135*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  305    167.189722   -48.550374   40.4705      4.598183     "02 41 52.92"  "+04 35 53.46" J024152.92+043553.46                       Q       21.42   0        26.09      25.34      21.56      19.89      19.63      0.95          0.57          0.08          0.03          0.08          5.22       2016ApJ...819...24W                    2016ApJ...819...24W   ""                      ""                       0.123*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  1189   234.519098   ""           68.237837    17.582931    "11 26 37.97"  "+17 34 58.55" SDSS~J112637.96+173458.5                   Q       21.8    24.7     23.28      24.68      21.82      20.16      20.06      0.44          0.71          0.1           0.04          0.12          5.216      2010AJ....139.2360S                    2017A&A...597A..79P   ""                      ""                       0.137*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  650    220.294599   ""           33.158549    8.854423     "09 02 45.76"  "+08 51 15.92" SDSS~J090245.76+085115.9                   Q       21.6    24.3     24.38      25.19      21.76      20.14      19.91      0.72          0.56          0.08          0.03          0.07          5.215      2007AJ....134..102S                    2017A&A...597A..79P   ""                      ""                       0.149*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  2556   61.199016    -40.296278   330.638333   1.522306     "22 02 33.20"  "+01 31 20.30" IMS~J220233+013120                         Q       ""      ""       ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.208      2019ApJ...870...86K                    2019ApJ...870...86K   ""                      ""                       0.145*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  2571   64.105573    -41.094819   332.654125   2.720472     "22 10 36.99"  "+02 43 13.70" IMS~J221037+024314                         Q       ""      ""       24.74      25.49      22.97      21.26      20.9       0.61          0.39          0.17          0.06          0.16          5.204      2019ApJ...870...86K                    2019ApJ...870...86K   ""                      ""                       0.109*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  379    187.555467   -38.956585   57.4975      0.567639     "03 49 59.40"  "+00 34 03.50" HRQC~J034959.40+003403.5                   Q       24      23.6     24.22      25.65      24.34      22.03      21.75      0.62          0.49          0.48          0.13          0.32          5.2        2013ApJ...768..105M                    2013ApJ...768..105M   ""                      ""                       0.144*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  440    194.677303   ""           21.770155    25.341625    "07 41 54.72"  "+25 20 29.85" SDSS~J074154.72+252029.6                   QRX     20.5    22.8     23.04      25.58      20.6       18.54      18.42      0.47          0.48          0.03          0.02          0.02          5.194      2009AJ....138.1925M                    2009AJ....138.1925M   "CXOX J074154.7+252029" "FIRST J074154.7+252029" 2.97                 ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  1424   139.628218   ""           71.396376    44.757791    "12 21 46.42"  "+44 45 28.05" SDSS~J122146.42+444528.0                   Q       21.6    24.6     24.61      24.63      21.56      19.93      19.86      0.67          0.37          0.06          0.03          0.07          5.191      2005AJ....130..367S                    2017A&A...597A..79P   ""                      ""                       0.133*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  733    252.197441   ""           19.842874    -22.028194   "09 24 19.920" "-22 01 41.50" "TN J0924-2201"                            QR      ""      ""       ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.19       1999ApJ...518L..61V                    1999ApJ...518L..61V   ""                      "NVSS J092419-220142"    -1                   71.1                ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  699    169.319239   ""           43.411475    49.404624    "09 15 43.64"  "+49 24 16.65" SDSS~J091543.64+492416.6                   Q       21      25       24.88      25.04      20.98      19.6       19.44      0.85          0.63          0.05          0.02          0.06          5.19       2017A&A...597A..79P                    2017A&A...597A..79P   ""                      ""                       0.135*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  1175   241.488986   ""           65.352035    13.710125    "11 22 50.04"  "+13 42 36.45" SDSS~J112250.04+134236.4                   Q       22.8    25.1     25.05      25.22      22.82      21.27      20.94      0.64          0.55          0.23          0.09          0.22          5.187      2014A&A...563A..54P                    2017A&A...597A..79P   ""                      ""                       0.139*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  1472   125.901978   ""           54.882648    62.161111    "12 36 48.00"  "+62 09 40.00" B01.174                                    QX      24.5    0        ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.186      2002AJ....124.1839B                    2002AJ....124.1839B   "CXOX J123648.0+620941" ""                       0.144*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  835    232.743485   ""           43.245785    5.318132     "09 57 27.87"  "+05 19 05.28" SDSS~J095727.86+051905.2                   Q       22.3    25.4     25.39      25.42      22.34      20.49      19.88      0.65          0.46          0.13          0.04          0.07          5.185      2012A&A...548A..66P                    2017A&A...597A..79P   ""                      ""                       0.145*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  2506   61.741919    -26.345811   319.868056   10.485278    "21 19 28.33"  "+10 29 07.00" SDSS~J21194+1029                           Q       22.2    24.1     25.67      24.29      22.32      20.62      20.5       0.54          0.69          0.12          0.04          0.15          5.18       2005AJ....130...13C                    2005AJ....130...13C   ""                      ""                       0.147*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  170    146.568212   -64.369608   22.863917    -3.350028    "01 31 27.34"  "-03 21 00.10" SDSS~J013127.34-032100.1                   QR      19.9    0        24.38      24.71      20.24      18.52      18.06      1.18          0.87          0.04          0.02          0.03          5.18       2014ApJ...795L..29Y                    2014ApJ...795L..29Y   ""                      "FIRST J013127.3-032100" 33.69                ""                  ""                       ""                       64.4                     ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      <53                    <43                     2015MNRAS.450L..57G,2017MNRAS.468...69Z                                                                                     ""                                     
  803    210.952682   ""           48.14433     21.108769    "09 48 55.36"  "+21 06 31.57" SDSS~J094855.36+210631.5                   Q       21.9    24.6     24.59      26.12      21.92      20.22      20.01      0.78          0.33          0.07          0.03          0.09          5.173      2017A&A...597A..79P                    2017A&A...597A..79P   ""                      ""                       0.15*                ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  2652   70.016049    -49.072446   341.351111   0.403889     "22 45 24.27"  "+00 24 14.00" Q~J2245+0024                               QR      24.7    24.6     25.53      24.69      24.74      21.86      21.54      0.74          0.5           0.61          0.12          0.45          5.17       2001MNRAS.326L..45S                    2001MNRAS.326L..45S   ""                      "FIRST J224524.3+002414" 0.93                 ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  2635   67.356326    -48.477444   339.709167   -0.4505      "22 38 50.20"  "-00 27 01.80" HRQC~J223850.20-002701.8                   Q       23.1    0        25.51      24.79      23.4       21.8       21.2       0.59          0.51          0.29          0.11          0.24          5.17       2013ApJ...768..105M                    2013ApJ...768..105M   ""                      ""                       0.101*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  2427   54.932992    ""           36.629392    32.657953    "16 59 51.03"  "+32 39 28.63" J165951.03+323928.63                       Q       21.82   0        25.59      25.65      21.9       20.05      19.92      0.45          0.5           0.07          0.02          0.07          5.17       2016ApJ...819...24W                    2016ApJ...819...24W   ""                      ""                       0.124*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  1966   91.228637    ""           58.214036    51.854194    "14 37 56.54"  "+51 51 15.10" IMS~J143757+515115                         Q       ""      ""       ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.17       2019ApJ...870...86K                    2019ApJ...870...86K   ""                      ""                       0.141*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  1794   99.362911    ""           62.06681     51.719556    "14 01 49.96"  "+51 43 10.40" IMS~J140150+514310                         Q       ""      ""       ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.17       2019ApJ...870...86K                    2019ApJ...870...86K   ""                      ""                       0.152*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  622    205.804717   ""           36.029562    20.947455    "08 54 30.37"  "+20 56 50.84" SDSS~J085430.37+205650.8                   Q       22.1    25       25.21      25.03      22.06      19.42      19.43      0.58          0.46          0.1           0.03          0.06          5.17       2010AJ....139.2360S                    2017A&A...597A..79P   ""                      ""                       0.145*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  23     113.409129   -25.812725   2.214292     36.270414    "00 08 51.43"  "+36 16 13.49" J000851.43+361613.49                       Q       21.45   0        25.56      25.38      21.62      19.63      19.3       0.48          0.43          0.08          0.02          0.05          5.17       2016ApJ...819...24W                    2016ApJ...819...24W   ""                      ""                       -1                   0.0                 ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  1214   248.17432    ""           66.245225    12.150472    "11 32 46.50"  "+12 09 01.70" SDSS~J113246.50+120901.6                   Q       21.3    26       ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.167      2007AJ....134..102S                    2010AJ....139.2360S   ""                      ""                       0.138*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  2364   46.91297     ""           42.713666    27.859027    "16 26 26.50"  "+27 51 32.50" SDSS~J162626.50+275132.4                   Q       21.7    25.3     24.15      25.28      21.65      19.3       18.62      0.65          0.41          0.06          0.02          0.03          5.16       2017A&A...597A..79P                    2017A&A...597A..79P   ""                      ""                       0.143*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  1841   102.904929   ""           56.236434    57.542889    "14 14 31.56"  "+57 32 34.40" IMS~J141432+573234                         Q       ""      ""       24.32      23.98      23.34      21.52      21.6       0.89          0.38          0.32          0.12          0.36          5.16       2019ApJ...870...86K                    2019ApJ...870...86K   ""                      ""                       0.137*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  1034   148.872643   ""           52.537117    58.073597    "10 50 36.45"  "+58 04 24.95" SDSS~J105036.45+580424.9                   Q       21.5    24.4     24.76      24.43      21.53      19.63      19.67      0.79          0.61          0.07          0.02          0.08          5.155      2017A&A...597A..79P                    2017A&A...597A..79P   ""                      ""                       0.149*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  946    236.007992   ""           51.04027     7.771932     "10 28 33.46"  "+07 46 18.96" SDSS~J102833.45+074618.9                   Q       22.2    24.9     23.65      24.94      22.24      20.3       19.92      0.76          0.57          0.12          0.04          0.09          5.15       2012A&A...548A..66P                    2017A&A...597A..79P   ""                      ""                       0.147*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  526    211.356306   ""           26.53446     13.038049    "08 24 54.02"  "+13 02 16.98" SDSS~J082454.01+130216.9                   Q       21.4    23.5     23.61      25.61      21.46      19.98      19.48      0.63          0.47          0.06          0.03          0.07          5.15       2010AJ....139.2360S                    2017A&A...597A..79P   ""                      ""                       0.154*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  1369   252.722641   ""           77.141939    18.529781    "12 09 52.73"  "+18 31 47.21" SDSS~J120952.73+183147.2                   Q       21.6    24.8     25.72      24.84      21.63      19.86      19.47      0.87          0.64          0.11          0.04          0.08          5.148      2017A&A...597A..79P                    2017A&A...597A..79P   ""                      ""                       0.146*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  2616   55.796277    -51.188891   337.188118   -7.965384    "22 28 45.15"  "-07 57 55.38" SDSS~J222845.14-075755.3                   Q       22      26.1     ""         ""         ""         ""         ""         ""            ""            ""            ""            ""            5.142      2005AJ....130..367S                    2010AJ....139.2360S   ""                      ""                       0.144*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  1311   268.658611   ""           65.856778    6.619982     "11 57 48.39"  "+06 37 11.93" SDSS~J115748.38+063711.9                   Q       22      25.1     24.22      25.13      22.0       20.5       20.22      0.62          0.5           0.09          0.04          0.08          5.14       2014A&A...563A..54P                    2017A&A...597A..79P   ""                      ""                       0.148*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  833    226.723556   ""           45.718701    10.271806    "09 57 12.20"  "+10 16 18.5"  J095712.20+101618.5                        Q       21.9    0        25.34      25.59      22.01      20.34      19.67      0.87          0.51          0.11          0.04          0.11          5.14       2017AJ....153..184Y                    2017AJ....153..184Y   ""                      ""                       0.147*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  832    231.67572    ""           43.638637    6.183207     "09 57 07.68"  "+06 10 59.54" SDSS~J095707.67+061059.5                   Q       20.7    24.7     23.57      24.67      20.68      19.28      18.91      0.51          0.41          0.03          0.02          0.04          5.14       2005AJ....130..367S                    2017A&A...597A..79P   ""                      ""                       0.14*                ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  1056   228.250295   ""           61.027031    16.560386    "10 54 45.43"  "+16 33 37.39" SDSS~J105445.43+163337.3                   Q       22      23.3     23.4       25.2       22.04      20.26      20.0       0.61          0.61          0.12          0.04          0.12          5.135      2010AJ....139.2360S                    2017A&A...597A..79P   ""                      ""                       0.149*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  2354   73.487637    ""           44.347963    47.099972    "16 23 15.28"  "+47 05 59.90" J162315.28+470559.90                       Q       20.87   0        23.56      25.59      20.89      19.53      19.25      0.79          0.77          0.05          0.03          0.07          5.13       2016ApJ...819...24W                    2016ApJ...819...24W   ""                      ""                       0.136*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  1429   258.715988   ""           80.273885    19.978591    "12 22 37.96"  "+19 58 42.93" SDSS~J122237.96+195842.9                   Q       22      24.7     24.67      25.58      22.09      20.07      19.96      0.62          0.32          0.08          0.03          0.06          5.13       2010AJ....139.2360S                    2017A&A...597A..79P   ""                      ""                       0.138*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  1277   196.121159   ""           75.833937    30.338697    "11 48 26.17"  "+30 20 19.31" SDSS~J114826.16+302019.3                   Q       21.5    24.6     24.51      24.6       21.51      20.06      19.75      0.52          0.35          0.06          0.03          0.08          5.13       2010AJ....139.2360S                    2017A&A...597A..79P   ""                      ""                       0.136*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
  258    169.414075   -60.551466   33.847042    -5.496083    "02 15 23.29"  "-05 29 45.90" IMS~J021523-052946                         Q       ""      ""       23.2       25.5       22.89      21.06      20.69      0.61          0.62          0.25          0.08          0.19          5.13       2019ApJ...870...86K                    2019ApJ...870...86K   ""                      ""                       0.155*               ""                  ""                       ""                       ""                       ""                       ""                     ""                       ""                       ""                    ""                       ""                    ""                    ""                        ""                      ""                     ""                      ""                                                                                                                          ""                                     
