no,l,b,RA_1,DEC_1,RA(hms),DEC(dms),Name,Class,Rmag,B/Gmag,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,redshift,citation,redshift_citation,Xname,Rname,FIRST____flux(mJy),NVSS____flux(mJy),VLBI_flux__1.4GHz(mJy),VLBI_flux__1.6GHz(mJy),VLBI_flux__1.7GHz(mJy),VLBI_flux__2.3GHz(mJy),VLBI_flux__3GHz(mJy),VLBI_flux__4.3GHz(mJy),VLBI_flux__4.9GHz(mJy),VLBI_flux_5GHz(mJy),VLBI_flux__7.6GHz(mJy),VLBI_flux__8.3(mJy),VLBI_flux__8.4(mJy),VLBI_flux___8.6GHz(mJy),VLBI_flux__15GHz(mJy),VLBI_flux_22GHz(mJy),VLBI_flux__43GHz(mJy),VLBI_reference,notes
501,193.24010606,30.03010262,123.827364,29.1983066,08 15 18.57,+29 11 53.90,SDSS~J081518.56+291153.9,Q,19.7,21.7,24.83,21.67,19.69,19.1,18.9,1.09,0.06,0.02,0.02,0.05,4.256,2017A&A...597A..79P,2017A&A...597A..79P,,,0.147*,,,,,,,,,,,,,,,,,,
502,185.36317097,32.07669671,124.223091,36.2399829,08 16 53.54,+36 14 23.94,SDSS~J081653.54+361423.9,Q,21,22.8,24.08,22.8,21.01,20.71,20.67,0.73,0.12,0.04,0.05,0.15,4.028,2012A&A...548A..66P,2017A&A...597A..79P,,,0.144*,,,,,,,,,,,,,,,,,,
503,237.52587321,10.59313002,124.25275,-16.5581361111111,08 17 00.66,-16 33 29.29,PS1 J081700.66-163329.29,Q,,,,,,,,,,,,,5.06,2018arXiv181011927Y,2018arXiv181011927Y,,,-1,0,,,,,,,,,,,,,,,,,
504,209.73017105,25.2612464,124.418865,13.8596044,08 17 40.53,+13 51 34.58,SDSS~J081740.52+135134.5,Q,19.9,21.9,26.01,21.89,19.86,19.22,19.1,0.44,0.06,0.02,0.02,0.05,4.37,2010AJ....139.2360S,2017A&A...597A..79P,,,0.139*,,,,,,,,,,,,,,,,,,
505,204.52111913,27.24030807,124.450326,18.932575,08 17 48.08,+18 55 57.27,SDSS~J081748.07+185557.2,Q,19.6,21.3,24.83,22.36,20.3,19.94,19.94,0.87,0.11,0.03,0.03,1.08,4.263,2007AJ....134..102S,2017A&A...597A..79P,,,0.136*,,,,,,,,,,,,,,,,,,
506,190.94431621,31.16570037,124.48163,31.4063039,08 17 55.59,+31 24 22.69,SDSS~J081755.59+312422.6,Q,20.6,22.1,25.4,22.14,20.57,20.08,20.02,0.66,0.08,0.03,0.03,0.09,4.37,2017A&A...597A..79P,2017A&A...597A..79P,,,0.12*,,,,,,,,,,,,,,,,,,
507,216.25794534,22.58544854,124.528658,7.3223037,08 18 06.88,+07 19 20.29,SDSS~J081806.87+071920.2,Q,19.7,21.6,23.99,21.63,19.65,18.58,18.41,0.55,0.05,0.02,0.02,0.03,4.6,2007AJ....134..102S,2017A&A...597A..79P,,,0.141*,,,,,,,,,,,,,,,,,,
508,196.40575626,29.8685848,124.5544,26.5269239,08 18 13.06,+26 31 36.93,SDSS~J081813.05+263136.9,Q,19.6,20.1,25.91,21.52,19.91,19.24,19.1,0.59,0.05,0.03,0.02,0.05,4.18,2005AJ....130..367S,2017A&A...597A..79P,,,0.134*,,,,,,,,,,,,,,,,,,
509,216.24490632,22.62034446,124.554783,7.3485951,08 18 13.15,+07 20 54.94,SDSS~J081813.14+072054.9,Q,20.1,21.9,24.47,21.86,20.08,19.67,19.48,0.83,0.05,0.02,0.02,0.06,4.18,2007AJ....134..102S,2017A&A...597A..79P,,,0.141*,,,,,,,,,,,,,,,,,,
510,182.51297808,32.83603108,124.577148,38.7462098,08 18 18.52,+38 44 46.36,SDSS~J081818.51+384446.3,Q,20.9,22.3,24.05,22.31,20.89,20.53,20.44,0.48,0.07,0.03,0.04,0.1,4.111,2012A&A...548A..66P,2017A&A...597A..79P,,,0.141*,,,,,,,,,,,,,,,,,,
511,206.20309446,26.80862512,124.614167,17.3811112,08 18 27.40,+17 22 52.00,SDSS~J08184+1722,Q,24.4,25.1,24.92,25.34,23.89,22.58,19.65,1.04,0.61,0.57,0.42,0.09,6,2006AJ....131.1203F,2006AJ....131.1203F,,,0.147*,,,,,,,,,,,,,,,,,,
512,197.93589903,29.58652034,124.709061,25.1757116,08 18 50.17,+25 10 32.56,SDSS~J081850.17+251032.5,Q,20.4,22.1,24.94,22.14,20.36,19.94,19.8,0.71,0.07,0.03,0.03,0.08,4.082,2007AJ....134..102S,2017A&A...597A..79P,,,0.159*,,,,,,,,,,,,,,,,,,
513,200.79958967,29.00425866,124.989262,22.6241908,08 19 57.42,+22 37 27.09,SDSS~J081957.42+223727.0,Q,20.9,22.8,25.04,22.78,20.94,20.68,20.73,0.94,0.16,0.05,0.05,0.21,4.13,2014A&A...563A..54P,2017A&A...597A..79P,,,0.139*,,,,,,,,,,,,,,,,,,
514,174.82863451,34.0820779,125.037913,45.2664031,08 20 09.10,+45 15 59.05,SDSS~J082009.09+451559.0,Q,20.1,20.9,25.11,22.28,20.53,20.43,20.56,0.82,0.09,0.03,0.04,0.16,4.152,2017A&A...597A..79P,2017A&A...597A..79P,,,0.132*,,,,,,,,,,,,,,,,,,
515,182.22979673,33.2824828,125.089068,39.0575549,08 20 21.38,+39 03 27.20,SDSS~J082021.37+390327.1,Q,20.6,22.8,23.24,22.79,20.61,20.06,19.81,0.46,0.14,0.03,0.03,0.06,4.3,2005AJ....130..367S,2017A&A...597A..79P,,,0.141*,,,,,,,,,,,,,,,,,,
516,184.23730248,33.03791739,125.165281,37.3603649,08 20 39.67,+37 21 37.31,SDSS~J082039.66+372137.3,Q,19.7,20.8,23.87,21.93,20,19.5,19.39,0.56,0.05,0.02,0.02,0.05,4.275,2005AJ....130..367S,2017A&A...597A..79P,,,0.149*,,,,,,,,,,,,,,,,,,
517,196.82606072,30.40900502,125.251944,26.3424357,08 21 00.47,+26 20 32.77,SDSS~J082100.46+262032.7,Q,20.6,21.8,25.31,21.8,20.59,20.38,20.61,0.88,0.07,0.04,0.05,0.19,4.044,2014A&A...563A..54P,2017A&A...597A..79P,,,0.147*,,,,,,,,,,,,,,,,,,
518,185.70106057,32.9355636,125.336872,36.1360159,08 21 20.85,+36 08 09.66,SDSS~J082120.84+360809.6,Q,21.2,23.9,23.64,23.94,21.21,19.73,19.49,0.57,0.28,0.04,0.02,0.05,4.698,2005AJ....130..367S,2017A&A...597A..79P,,,0.134*,,,,,,,,,,,,,,,,,,
519,213.44497978,24.85675883,125.466437,10.6286189,08 21 51.94,+10 37 43.03,SDSS~J082151.94+103743.0,Q,20.6,22.6,22.94,22.61,20.63,20.22,19.53,0.35,0.13,0.03,0.03,0.08,4.01,2010AJ....139.2360S,2017A&A...597A..79P,,,0.145*,,,,,,,,,,,,,,,,,,
520,205.96286367,27.77631179,125.472114,17.9411812,08 21 53.31,+17 56 28.25,SDSS~J082153.30+175628.2,Q,19.7,20.9,25.44,22.58,20.66,20.2,19.96,0.68,0.09,0.03,0.03,0.09,4.357,2010AJ....139.2360S,2017A&A...597A..79P,,,0.361*,,,,,,,,,,,,,,,,,,
521,197.25732726,30.50799958,125.48158,26.017582,08 21 55.58,+26 01 03.30,SDSS~J082155.57+260103.2,Q,20.9,23,25.6,23.03,20.95,19.56,19.47,0.62,0.17,0.04,0.03,0.06,4.644,2017A&A...597A..79P,2017A&A...597A..79P,,,0.143*,,,,,,,,,,,,,,,,,,
522,207.93997888,27.14112344,125.551455,16.0769292,08 22 12.35,+16 04 36.95,SDSS~J082212.34+160436.9,Q,19,19.8,24.57,21.89,19.78,19.06,18.85,0.62,0.05,0.02,0.03,0.04,4.482,2017A&A...597A..79P,2017A&A...597A..79P,,,0.14*,,,,,,,,,,,,,,,,,,
523,185.61483906,33.20267639,125.643631,36.2596666,08 22 34.47,+36 15 34.80,SDSS~J082234.47+361534.7,Q,21,23.1,25.8,23.14,20.97,19.7,19.54,0.47,0.4,0.06,0.03,0.05,4.613,2017A&A...597A..79P,2017A&A...597A..79P,,,0.136*,,,,,,,,,,,,,,,,,,
524,187.76769285,33.05513857,125.918645,34.4647346,08 23 40.47,+34 27 53.04,SDSS~J082340.47+342753.0,Q,19.2,20.7,24.62,20.79,19.02,18.5,18.3,0.63,0.03,0.02,0.02,0.03,4.235,2005AJ....130..367S,2017A&A...597A..79P,,,0.146*,,,,,,,,,,,,,,,,,,
525,210.43036745,26.65079979,125.989964,13.8422917,08 23 57.59,+13 50 32.25,SDSS~J082357.59+135032.2,Q,21.1,23.8,23.34,23.82,21.06,20.19,19.82,0.43,0.4,0.05,0.04,0.08,4.497,2010AJ....139.2360S,2017A&A...597A..79P,,,0.141*,,,,,,,,,,,,,,,,,,
526,211.35630625,26.53446032,126.225064,13.038049,08 24 54.02,+13 02 16.98,SDSS~J082454.01+130216.9,Q,21.4,23.5,23.61,25.61,21.46,19.98,19.48,0.63,0.47,0.06,0.03,0.07,5.15,2010AJ....139.2360S,2017A&A...597A..79P,,,0.154*,,,,,,,,,,,,,,,,,,
527,210.11352351,27.05179928,126.252199,14.2618111,08 25 00.53,+14 15 42.52,SDSS~J082500.52+141542.5,Q,20.2,22.4,24.9,22.36,20.16,19.83,19.45,0.81,0.13,0.03,0.03,0.07,4.379,2010AJ....139.2360S,2017A&A...597A..79P,,,0.141*,,,,,,,,,,,,,,,,,,
528,181.81340531,34.26120253,126.265194,39.5571028,08 25 03.65,+39 33 25.57,SDSS~J082503.64+393325.5,Q,19.6,20.8,23.83,22.36,20.8,20.76,21.12,0.51,0.08,0.03,0.04,0.21,4.021,2017A&A...597A..79P,2017A&A...597A..79P,,,0.382*,,,,,,,,,,,,,,,,,,
529,211.8645867,26.40873736,126.298355,12.5714506,08 25 11.61,+12 34 17.22,SDSS~J082511.60+123417.2,QR,20.7,23.1,24.27,23.16,20.73,20.71,20.47,0.88,0.19,0.04,0.04,0.14,4.378,2012A&A...548A..66P,2017A&A...597A..79P,,FIRST J082511.5+123417,16.47,,,,,,,,,,,,,,,,,,
530,193.87689274,32.15995163,126.345821,29.2545917,08 25 23.00,+29 15 16.53,SDSS~J082522.99+291516.5,Q,20.2,21.6,24.28,22.3,20.84,20.63,20.89,0.85,0.09,0.04,0.05,0.27,4.041,2012A&A...548A..66P,2017A&A...597A..79P,,,0.147*,,,,,,,,,,,,,,,,,,
531,193.52982933,32.68458471,126.839394,29.6745872,08 27 21.45,+29 40 28.51,SDSS~J082721.45+294028.5,Q,20.4,21.5,23.32,21.53,20.42,20.25,20.26,0.56,0.06,0.04,0.04,0.14,4.029,2012A&A...548A..66P,2017A&A...597A..79P,,,0.147*,,,,,,,,,,,,,,,,,,
532,199.03750841,31.46335546,127.002391,24.8532973,08 28 00.57,+24 51 11.87,SDSS~J082800.57+245111.8,Q,21.7,24.4,24.58,24.45,21.72,20.35,20.44,0.86,0.52,0.09,0.04,0.13,4.776,2014A&A...563A..54P,2017A&A...597A..79P,,,0.147*,,,,,,,,,,,,,,,,,,
533,211.82541812,27.21530297,127.038151,12.9335861,08 28 09.16,+12 56 00.91,SDSS~J082809.15+125600.9,Q,20.4,22.3,25.18,22.32,20.38,19.43,19.02,0.64,0.09,0.04,0.02,0.04,4.29,2010AJ....139.2360S,2017A&A...597A..79P,,,0.106*,,,,,,,,,,,,,,,,,,
534,197.13205948,32.01821833,127.055875,26.56541389,08 28 13.41,+26 33 55.49,ULAS~J0828+2633,Q,24.1,24.72,24.21,24.82,24.03,23.04,20.72,0.74,0.57,0.5,0.36,0.17,6.05,Warren(InPrep),Warren(InPrep),,,0.148*,,,,,,,,,,,,,,,,,,
535,189.72400314,33.82160321,127.242854,33.0363633,08 28 58.28,+33 02 10.91,SDSS~J082858.28+330210.9,Q,20.6,22.5,24.85,22.54,20.6,20.52,20.44,0.83,0.13,0.03,0.04,0.13,4.013,2017A&A...597A..79P,2017A&A...597A..79P,,,0.124*,,,,,,,,,,,,,,,,,,
536,221.7262858,23.06859655,127.28175,3.0657,08 29 07.62,+03 03 56.52,PSO~J127.2817+03.0657,Q,>23.2,>23.3,,,,,,,,,,,5.85,2016ApJS..227...11B,2016ApJS..227...11B,,,0.154*,,,,,,,,,,,,,,,,,,
537,179.85958257,35.34252797,127.383208,41.29456,08 29 31.97,+41 17 40.4,DELS J082931.97+411740.4,Q,,,,,,,,,,,,,6.768,2018arXiv181011926W,2018arXiv181011926W,,,0.13*,,,,,,,,,,,,,,,,,,
538,198.87181622,31.87506374,127.387917,25.112667,08 29 33.10,+25 06 45.6,J082933.10+250645.6,Q,22.3,0,23.71,25.51,22.43,20.39,19.73,0.64,0.56,0.16,0.04,0.08,5.35,2017AJ....153..184Y,2017AJ....153..184Y,,,0.137*,,,,,,,,,,,,,,,,,,
539,217.35045688,25.40272755,127.521398,7.6817413,08 30 05.14,+07 40 54.27,SDSS~J083005.13+074054.2,Q,19.4,21.4,24.52,22.36,20.44,20.01,19.82,0.78,0.1,0.03,0.03,0.07,4.361,2007AJ....134..102S,2017A&A...597A..79P,,,0.215*,,,,,,,,,,,,,,,,,,
540,164.7072075,36.00351303,127.575004,53.6083721,08 30 18.00,+53 36 30.14,SDSS~J083018.00+533630.1,Q,19.9,21.4,22.17,22.09,20.63,20.21,20.58,0.29,0.14,0.05,0.05,0.3,4.115,2017A&A...597A..79P,2017A&A...597A..79P,,,0.187*,,,,,,,,,,,,,,,,,,
541,171.91729692,36.07604813,127.692835,47.7795893,08 30 46.28,+47 46 46.52,SDSS~J083046.28+474646.5,Q,20.8,22.8,24.17,22.75,20.77,20.38,19.94,0.78,0.17,0.03,0.04,0.1,4.315,2017A&A...597A..79P,2017A&A...597A..79P,,,0.134*,,,,,,,,,,,,,,,,,,
542,176.90191561,35.86813637,127.75283,43.740828,08 31 00.68,+43 44 26.98,SDSS~J083100.67+434426.9,Q,20.4,22.7,23.78,22.71,20.42,19.78,19.54,0.79,0.11,0.03,0.03,0.07,4.429,2017A&A...597A..79P,2017A&A...597A..79P,,,0.136*,,,,,,,,,,,,,,,,,,
543,165.95902761,36.14729916,127.762557,52.5926616,08 31 03.01,+52 35 33.58,SDSS~J083103.01+523533.5,QX,20,22,23.94,21.98,20.04,19.36,19.2,0.79,0.08,0.03,0.02,0.06,4.47,2017A&A...597A..79P,2017A&A...597A..79P,3XMM J083102.9+523533,,0.137*,,,,,,,,,,,,,,,,,,
544,180.54717971,35.62398283,127.844072,40.7731659,08 31 22.58,+40 46 23.40,SDSS~J083122.57+404623.3,Q,20.3,23.2,26.67,23.19,20.27,19.06,18.86,0.19,0.2,0.03,0.02,0.04,4.82,2005AJ....130..367S,2017A&A...597A..79P,,,0.144*,,,,,,,,,,,,,,,,,,
545,182.05486123,35.51581624,127.912378,39.5431666,08 31 38.97,+39 32 35.40,SDSS~J083138.97+393235.3,Q,20.6,22.6,23.72,22.62,20.63,20.05,19.69,0.73,0.13,0.04,0.03,0.06,4.172,2005AJ....130..367S,2017A&A...597A..79P,,,0.14*,,,,,,,,,,,,,,,,,,
546,192.69368375,33.82344311,127.913008,30.6359119,08 31 39.12,+30 38 09.28,SDSS~J083139.12+303809.2,Q,21.5,23.3,26.17,23.26,21.46,21.83,21.33,0.5,0.24,0.08,0.16,0.38,4.042,2012A&A...548A..66P,2017A&A...597A..79P,,,0.146*,,,,,,,,,,,,,,,,,,
547,197.36772161,32.8459406,128.006433,26.6116443,08 32 01.54,+26 36 41.92,SDSS~J083201.54+263641.9,Q,21.3,23.7,26,23.67,21.33,19.92,19.31,0.47,0.26,0.06,0.04,0.06,4.564,2007AJ....134..102S,2017A&A...597A..79P,,,0.146*,,,,,,,,,,,,,,,,,,
548,216.48940988,26.35394059,128.037796,8.7969834,08 32 09.07,+08 47 49.14,SDSS~J083209.07+084749.1,Q,20.8,22.8,24.41,22.83,20.79,20.24,20.1,0.46,0.13,0.03,0.03,0.08,4.367,2017A&A...597A..79P,2017A&A...597A..79P,,,0.152*,,,,,,,,,,,,,,,,,,
549,165.37631232,36.30760894,128.051561,53.0575947,08 32 12.37,+53 03 27.34,SDSS~J083212.37+530327.3,Q,19.8,21.4,24.18,21.44,19.82,19.46,19.3,0.9,0.06,0.03,0.03,0.07,4.052,2017A&A...597A..79P,2017A&A...597A..79P,,,0.137*,,,,,,,,,,,,,,,,,,
550,203.76708555,31.37063276,128.317457,21.0022021,08 33 16.19,+21 00 07.93,SDSS~J083316.18+210007.9,Q,20.8,22.2,25.98,22.22,20.78,20.54,20.4,0.92,0.08,0.04,0.04,0.14,4.151,2012A&A...548A..66P,2017A&A...597A..79P,,,0.136*,,,,,,,,,,,,,,,,,,
551,196.51037921,33.34838655,128.323611,27.4413889,08 33 17.67,+27 26 29.00,SDSS~J08332+2726,Q,22.3,24.5,24.05,24.54,22.44,20.33,20.17,0.63,0.54,0.15,0.04,0.11,5.02,2005AJ....130...13C,2005AJ....130...13C,,,0.14*,,,,,,,,,,,,,,,,,,
552,193.12331202,34.23121768,128.471897,30.3884774,08 33 53.26,+30 23 18.52,SDSS~J083353.25+302318.5,Q,19.5,21.5,24.03,21.58,20.07,19.7,19.62,1.02,0.07,0.03,0.03,0.08,4.088,2005AJ....130..367S,2017A&A...597A..79P,,,0.145*,,,,,,,,,,,,,,,,,,
553,223.19363901,23.72594554,128.503667,2.196361,08 34 00.88,+02 11 46.9,J0834+0211,Q,,,,,,,,,,,,,6.15,2018MNRAS.478.1649C,2018MNRAS.478.1649C,,,0.155*,,,,,,,,,,,,,,,,,,
554,203.13576827,31.86304069,128.622688,21.6735134,08 34 29.45,+21 40 24.65,SDSS~J083429.44+214024.6,Q,20.5,22.5,26.11,22.54,20.52,19.45,19.15,0.95,0.11,0.03,0.02,0.04,4.508,2007AJ....134..102S,2017A&A...597A..79P,,,0.134*,,,,,,,,,,,,,,,,,,
555,205.47263512,31.32385325,128.804704,19.618363,08 35 13.13,+19 37 06.11,SDSS~J083513.12+193706.1,Q,21.2,23.2,,,,,,,,,,,4.631,2010AJ....139.2360S,2010AJ....139.2360S,,,0.145*,,,,,,,,,,,,,,,,,,
556,218.53729474,26.29105245,128.804804,7.1248188,08 35 13.15,+07 07 29.35,SDSS~J083513.15+070729.3,Q,19.5,21.1,23.87,21.09,19.45,19.41,19.64,0.78,0.08,0.1,0.21,0.1,4.049,2007AJ....134..102S,2017A&A...597A..79P,,,0.151*,,,,,,,,,,,,,,,,,,
557,190.95578047,34.98759277,128.857325,32.29795,08 35 25.76,+32 17 52.62,SDSS~J0835+3217,Q,24.66,26.01,24.83,25.47,24.56,24.62,20.93,0.66,0.5,0.51,0.48,0.17,5.89,2016ApJ...833..222J,2016ApJ...833..222J,,,0.145*,,,,,,,,,,,,,,,,,,
558,190.75914144,35.02463255,128.859142,32.463212178,08 35 26.19,+32 27 47.56,SDSS~J083526.19+322747.5,Q,23.06,22.65,24.58,23.02,23.38,23.52,21.68,0.66,0.15,0.25,0.35,0.31,5.89,2016ApJ...833..222J,2016ApJ...833..222J,,,0.134*,,,,,,,,,,,,,,,,,,
559,192.32515867,34.81409755,128.951957,31.164405,08 35 48.47,+31 09 51.86,SDSS~J083548.46+310951.8,Q,21.3,23.3,23.82,23.29,21.29,21.34,20.64,0.8,0.24,0.07,0.09,0.19,4.317,2012A&A...548A..66P,2017A&A...597A..79P,,,0.091*,,,,,,,,,,,,,,,,,,
560,206.83890888,31.03271962,128.955939,18.4222482,08 35 49.43,+18 25 20.09,SDSS~J083549.42+182520.0,QR,19.7,20.7,23.47,22.88,21.18,20.74,20.77,0.39,0.12,0.04,0.05,0.18,4.412,2012A&A...548A..66P,2017A&A...597A..79P,,FIRST J083549.4+182520,52.35,,,,,,,,,,,,,,,,,,
561,208.8549742,30.35843666,128.969273,16.56222,08 35 52.63,+16 33 43.99,SDSS~J083552.62+163343.9,Q,19.7,22,23.52,21.93,19.67,19.28,19.12,0.86,0.06,0.02,0.02,0.05,4.251,2010AJ....139.2360S,2010AJ....139.2360S,,,0.135*,,,,,,,,,,,,,,,,,,
562,220.10300119,25.7619028,128.976513,5.6314046,08 35 54.36,+05 37 53.06,SDSS~J083554.36+053753.0,Q,22.1,25.3,25.24,25.31,22.15,20.47,19.85,0.73,0.55,0.13,0.04,0.11,5.065,2014A&A...563A..54P,2017A&A...597A..79P,,,0.138*,,,,,,,,,,,,,,,,,,
563,203.1406117,32.29916352,129.067471,21.8132899,08 36 16.19,+21 48 47.84,SDSS~J083616.19+214847.8,Q,21.4,24.7,24.99,24.66,21.44,19.79,19.45,0.77,0.5,0.06,0.03,0.05,4.6,2007AJ....134..102S,2017A&A...597A..79P,,,0.142*,,,,,,,,,,,,,,,,,,
564,224.77734181,23.69586188,129.182778,0.9147223,08 36 43.87,+00 54 53.00,SDSS~J08367+0054,QRX,22.8,24.7,24.7,26.12,22.94,21.07,18.81,0.76,0.42,0.23,0.07,0.04,5.803,2001AJ....122.2833F,2003ApJ...594..695P,CXO J083643.8+005453,FIRST J083643.8+005453,1.11,,,1.1,,,,,,0.34,,,,,,,,"2003MNRAS.343L..20F, 2005A&A...436L..13F",
565,192.14401579,35.08954698,129.226515,31.3713883,08 36 54.36,+31 22 17.00,SDSS~J083654.36+312216.9,Q,20.2,21.4,24.07,22.48,21.04,21.09,21.14,0.85,0.12,0.05,0.08,0.3,4.027,2014A&A...563A..54P,2017A&A...597A..79P,,,0.128*,,,,,,,,,,,,,,,,,,
566,219.18999462,26.4704322,129.232535,6.6846205,08 36 55.81,+06 41 04.63,SDSS~J083655.80+064104.6,Q,19.7,21.5,24.68,21.55,19.67,19.05,18.93,0.83,0.05,0.02,0.02,0.05,4.436,2007AJ....134..102S,2017A&A...597A..79P,,,0.147*,,,,,,,,,,,,,,,,,,
567,187.33681959,35.93126385,129.274943,35.3733283,08 37 05.99,+35 22 23.98,SDSS~J083705.98+352223.9,QR,21.4,22.6,24.8,22.61,21.43,21.05,20.79,0.82,0.1,0.05,0.05,0.12,4.125,2017A&A...597A..79P,2017A&A...597A..79P,,FIRST J083705.9+352223,1.33,,,,,,,,,,,,,,,,,,
568,185.70702236,36.15607494,129.275431,36.7101524,08 37 06.10,+36 42 36.55,SDSS~J083706.10+364236.5,Q,20.7,22.1,24.96,22.08,20.68,20.43,20.19,0.58,0.07,0.03,0.03,0.12,4.018,2012A&A...548A..66P,2017A&A...597A..79P,,,0.164*,,,,,,,,,,,,,,,,,,
569,169.81427383,37.23404992,129.407667,49.48344,08 37 37.84,+49 29 00.4,DELS J083737.84+492900.4,Q,,,,,,,,,,,,,6.71,2018arXiv181011926W,Yang in prep.,,,0.129*,,,,,,,,,,,,,,,,,,
570,174.09508407,37.31781061,129.601347,46.0788245,08 38 24.32,+46 04 43.77,SDSS~J083824.32+460443.7,Q,19.5,21,24.13,20.92,19.63,19.34,19.32,0.79,0.03,0.02,0.03,0.05,4.016,2005AJ....130..367S,2017A&A...597A..79P,,,0.136*,,,,,,,,,,,,,,,,,,
571,230.23606993,21.25149719,129.634625,-4.671519,08 38 32.31,-04 40 17.47,J083832.31-044017.47,Q,21.2,0,22.72,24.15,21.26,19.66,19.24,0.38,0.45,0.06,0.03,0.07,4.75,2016ApJ...819...24W,2016ApJ...819...24W,,,-1,0,,,,,,,,,,,,,,,,,
572,175.71227691,37.30510191,129.662405,44.793253,08 38 38.98,+44 47 35.71,SDSS~J083838.97+444735.7,Q,19.8,20.5,24.28,21.46,20.15,19.89,19.81,0.81,0.06,0.03,0.03,0.09,4.01,2017A&A...597A..79P,2017A&A...597A..79P,,,0.196*,,,,,,,,,,,,,,,,,,
573,195.08764027,34.89032322,129.663196,28.9813108,08 38 39.17,+28 58 52.72,SDSS~J083839.16+285852.7,QX,17.9,21.8,24.63,20.27,18.52,18.09,18.02,1.94,0.04,0.02,0.01,0.03,4.372,2017A&A...597A..79P,2017A&A...597A..79P,CXOX J083839.1+285852,,0.196*,,,,,,,,,,,,,,,,,,
574,182.89745149,36.800072,129.673162,39.0381083,08 38 41.56,+39 02 17.19,SDSS~J083841.55+390217.1,Q,18.8,20.2,24.34,22.26,20.29,20.13,19.95,2.33,0.1,0.03,0.03,0.1,4.34,2005AJ....130..367S,2017A&A...597A..79P,,,0.139*,,,,,,,,,,,,,,,,,,
575,187.38235541,36.38885527,129.835591,35.4165377,08 39 20.54,+35 24 59.54,SDSS~J083920.54+352459.5,Q,21,23.2,23.59,23.22,21.03,19.67,19.62,0.47,0.17,0.05,0.02,0.06,4.786,2017A&A...597A..79P,2017A&A...597A..79P,,,0.146*,,,,,,,,,,,,,,,,,,
576,222.87262863,25.50143379,129.922706,3.3047599,08 39 41.45,+03 18 17.14,SDSS~J083941.44+031817.1,Q,17.8,20.4,24.13,21,18.88,18.6,18.58,0.83,0.04,0.02,0.02,0.03,4.234,2005AJ....130..367S,2017A&A...597A..79P,,,0.152*,,,,,,,,,,,,,,,,,,
577,167.64363709,37.53618965,129.942588,51.2008003,08 39 46.22,+51 12 02.88,87GB~08361+5122,QRX,19.4,21.8,24.98,21.82,19.38,18.98,18.76,0.73,0.06,0.02,0.02,0.04,4.403,2001AJ....122..503A,2017A&A...597A..79P,1SXPS J083946.5+511200,NVSS J083946.2+511201,41.64,,,,37.35,,,,,36.9,,,,,,,,2017MNRAS.467..950C,
578,182.97384254,37.00486004,129.9445333,39.0031944,08 39 46.88,+39 00 11.5,DELS J083946.88+390011.5,Q,,,,,,,,,,,,,6.905,2018arXiv181011926W,2018arXiv181011926W,,,0.143*,,,,,,,,,,,,,,,,,,
579,225.82621333,24.06844094,129.980667,0.26505833,08 39 55.36,+00 15 54.21,VIK~J0839+0015,Q,>23.2,>23.3,,,,,,,,,,,5.84,2015MNRAS.453.2259V,2015MNRAS.453.2259V,,,0.149*,,,,,,,,,,,,,,,,,,
580,161.09704469,37.27054142,130.14625,56.4056167,08 40 35.10,+56 24 20.22,SDSS~J0840+5624,Q,22.4,22.6,22.81,25.34,22.55,22.04,23.01,0.38,0.59,0.23,0.47,0.8,5.8441,2006AJ....131.1203F,2010ApJ...714..699W,,,0.143*,,,,,,,,,,,,,,,,,,
581,217.19493191,28.41271453,130.189187,9.1359675,08 40 45.40,+09 08 09.48,SDSS~J084045.40+090809.4,Q,20.5,22.5,23.18,22.51,20.46,19.58,19.28,0.28,0.11,0.03,0.03,0.05,4.531,2007AJ....134..102S,2017A&A...597A..79P,,,0.152*,,,,,,,,,,,,,,,,,,
582,180.75826602,37.41006189,130.213445,40.8018811,08 40 51.23,+40 48 06.77,SDSS~J084051.22+404806.7,Q,20.2,22,24.14,21.71,20.01,19.36,19.21,0.88,0.07,0.03,0.03,0.05,4.429,2005AJ....130..367S,2017A&A...597A..79P,,,0.141*,,,,,,,,,,,,,,,,,,
583,207.22182987,32.24331602,130.270761,18.552219,08 41 04.98,+18 33 07.99,SDSS~J084104.98+183307.9,Q,20,21.9,24.25,21.88,19.97,19.99,20.09,0.59,0.05,0.03,0.03,0.11,4.22,2010AJ....139.2360S,2010AJ....139.2360S,,,0.174*,,,,,,,,,,,,,,,,,,
584,195.14141152,35.48200215,130.331389,29.0847223,08 41 19.53,+29 05 05.00,SDSS~J08413+2905,Q,24.5,24.9,26.2,24.54,24.38,23.42,20.14,0.97,0.49,0.54,0.5,0.13,5.96,2006MNRAS.371..769G,2006MNRAS.371..769G,,,0.149*,,,,,,,,,,,,,,,,,,
585,202.57712794,33.70194879,130.338539,22.7118615,08 41 21.25,+22 42 42.70,SDSS~J084121.24+224242.7,Q,21,23.2,23.53,23.21,21.03,19.88,19.71,0.84,0.19,0.04,0.03,0.06,4.54,2017A&A...597A..79P,2017A&A...597A..79P,,,0.143*,,,,,,,,,,,,,,,,,,
