	qsoName,	qsoID,	ra,	dec,	filterID,	aperMag3AverAB,	aperMag3Err,	ppErrBits
                 CFHQSJ0102-0218,                  23,     +15.7109990,      -2.3027499,   3,    +21.647259,     +0.349543,          0
                 CFHQSJ0102-0218,                  23,     +15.7109990,      -2.3027499,   4,    +22.645641,     +1.240655,          0
                 CFHQSJ0102-0218,                  23,     +15.7109990,      -2.3027499,   5,    +22.511864,     +1.544651,          0
                  SDSSJ0108-0100,                  25,     +17.1248333,      -1.0043333,   3,    +21.815128,     +0.209245,          0
                  SDSSJ0108-0100,                  25,     +17.1248333,      -1.0043333,   4,    +21.196718,     +0.248805,          0
                  SDSSJ0108-0100,                  25,     +17.1248333,      -1.0043333,   5,    +21.641620,     +0.341440,          0
                   VIKJ0109-3047,                  26,     +17.4713790,     -30.7906420,   1,    +27.822535,    +20.713732,          0
                   VIKJ0109-3047,                  26,     +17.4713790,     -30.7906420,   2,    +21.246763,     +0.099174,          0
                   VIKJ0109-3047,                  26,     +17.4713790,     -30.7906420,   3,    +21.277882,     +0.102752,          0
                   VIKJ0109-3047,                  26,     +17.4713790,     -30.7906420,   4,    +21.133987,     +0.139823,          0
                  SDSSJ0115+0015,                  28,     +18.9365833,      +0.2541388,   3,    +20.433199,     +0.037927,          0
                  SDSSJ0115+0015,                  28,     +18.9365833,      +0.2541388,   4,    +20.040792,     +0.061348,          0
                  SDSSJ0115+0015,                  28,     +18.9365833,      +0.2541388,   5,    +19.807592,     +0.042220,          0
                SDWISEJ0115-0253,                  29,     +18.9427916,      -2.8867333,   2,    +19.667803,     +0.037416,          0
                SDWISEJ0115-0253,                  29,     +18.9427916,      -2.8867333,   3,    +19.615840,     +0.037204,          0
                SDWISEJ0115-0253,                  29,     +18.9427916,      -2.8867333,   4,    +19.434963,     +0.048352,          0
                SDWISEJ0115-0253,                  29,     +18.9427916,      -2.8867333,   5,    +19.467041,     +0.064981,          0
                  SDSSJ0129-0028,                  32,     +22.2810000,      -0.4793055,   3,    +21.655157,     +0.119371,          0
                  SDSSJ0129-0028,                  32,     +22.2810000,      -0.4793055,   4,    +21.457756,     +0.204405,          0
                  SDSSJ0129-0028,                  32,     +22.2810000,      -0.4793055,   5,    +21.111923,     +0.143491,          0
                  SDSSJ0129-0035,                  33,     +22.4937910,      -0.5943611,   3,    +21.738510,     +0.128861,          0
                  SDSSJ0129-0035,                  33,     +22.4937910,      -0.5943611,   4,    +21.697222,     +0.256998,          0
                  SDSSJ0129-0035,                  33,     +22.4937910,      -0.5943611,   5,    +21.624378,     +0.230041,          0
                SDWISEJ0131-0321,                  34,     +22.8639166,      -3.3500527,   2,    +17.844168,     +0.010375,          0
                SDWISEJ0131-0321,                  34,     +22.8639166,      -3.3500527,   3,    +17.645874,     +0.008571,          0
                SDWISEJ0131-0321,                  34,     +22.8639166,      -3.3500527,   4,    +17.356367,     +0.009443,          0
                SDWISEJ0131-0321,                  34,     +22.8639166,      -3.3500527,   5,    +17.355482,     +0.015374,          0
            PSOJ023.0071-02.2675,                  35,     +23.0071000,      -2.2675300,   2,    +20.196655,     +0.112875,          0
            PSOJ023.0071-02.2675,                  35,     +23.0071000,      -2.2675300,   3,    +20.159458,     +0.118133,          0
            PSOJ023.0071-02.2675,                  35,     +23.0071000,      -2.2675300,   4,    +19.886295,     +0.169737,          0
            PSOJ023.0071-02.2675,                  35,     +23.0071000,      -2.2675300,   5,    +19.697624,     +0.140151,          0
                  SDSSJ0133+0106,                  36,     +23.3618333,      +1.1104722,   3,    +20.650742,     +0.056865,          0
                  SDSSJ0133+0106,                  36,     +23.3618333,      +1.1104722,   4,    +20.080187,     +0.065113,          0
                  SDSSJ0133+0106,                  36,     +23.3618333,      +1.1104722,   5,    +20.122910,     +0.067488,          0
          ATLASJ025.6821-33.4627,                  39,     +25.6821972,     -33.4626300,   1,    +19.517223,     +0.008029,          0
          ATLASJ025.6821-33.4627,                  39,     +25.6821972,     -33.4626300,   2,    +19.136515,     +0.010779,          0
          ATLASJ025.6821-33.4627,                  39,     +25.6821972,     -33.4626300,   3,    +19.101010,     +0.007404,          0
          ATLASJ025.6821-33.4627,                  39,     +25.6821972,     -33.4626300,   5,    +18.754501,     +0.022233,          0
                  VDESJ0143-5545,                  40,     +25.7926667,     -55.7529667,   3,    +20.600803,     +0.058414,          0
                  VDESJ0143-5545,                  40,     +25.7926667,     -55.7529667,   5,    +20.102770,     +0.111185,          0
            PSOJ029.5172-29.0886,                  43,     +29.5172600,     -29.0886800,   1,    +19.279257,     +0.011427,          0
            PSOJ029.5172-29.0886,                  43,     +29.5172600,     -29.0886800,   2,    +19.211056,     +0.011954,          0
            PSOJ029.5172-29.0886,                  43,     +29.5172600,     -29.0886800,   3,    +19.175846,     +0.021448,          0
            PSOJ029.5172-29.0886,                  43,     +29.5172600,     -29.0886800,   4,    +19.123995,     +0.042557,          0
            PSOJ029.5172-29.0886,                  43,     +29.5172600,     -29.0886800,   5,    +18.958149,     +0.039157,          0
          ATLASJ029.9915-36.5658,                  44,     +29.9915479,     -36.5657230,   3,    +19.481367,     +0.019755,        128
          ATLASJ029.9915-36.5658,                  44,     +29.9915479,     -36.5657230,   5,    +19.229593,     +0.044849,        128
               SHELLQsJ0202-0251,                  45,     +30.7425417,      -2.8648889,   3,    +22.611390,     +0.480528,          0
               SHELLQsJ0202-0251,                  45,     +30.7425417,      -2.8648889,   4,    +21.481077,     +0.254108,          0
               SHELLQsJ0202-0251,                  45,     +30.7425417,      -2.8648889,   5,    +21.197514,     +0.270172,          0
                  ULASJ0203+0012,                  46,     +30.8849155,      +0.2081304,   3,    +19.697090,     +0.024275,          0
                  ULASJ0203+0012,                  46,     +30.8849155,      +0.2081304,   4,    +19.284523,     +0.043862,       4096
                  ULASJ0203+0012,                  46,     +30.8849155,      +0.2081304,   5,    +19.067142,     +0.028712,          0
                  SDSSJ0205-0955,                  47,     +31.4442916,      -9.9232500,   3,    +23.733349,     +1.393325,          0
                  SDSSJ0205-0955,                  47,     +31.4442916,      -9.9232500,   5,    +22.498716,     +1.081624,          0
               SHELLQsJ0206-0255,                  48,     +31.5466667,      -2.9271667,   3,    +21.096848,     +0.104752,          0
               SHELLQsJ0206-0255,                  48,     +31.5466667,      -2.9271667,   4,    +21.155266,     +0.165836,          0
               SHELLQsJ0206-0255,                  48,     +31.5466667,      -2.9271667,   5,    +20.758402,     +0.145611,          0
                  SDSSJ0208-0112,                  49,     +32.0179583,      -1.2095277,   3,    +20.762432,     +0.078122,          0
                  SDSSJ0208-0112,                  49,     +32.0179583,      -1.2095277,   4,    +20.972416,     +0.134242,          0
                  SDSSJ0208-0112,                  49,     +32.0179583,      -1.2095277,   5,    +20.859432,     +0.196468,          0
                 CFHQSJ0210-0456,                  50,     +32.5549580,      -4.9391388,   3,    +22.331650,     +0.351583,          0
                 CFHQSJ0210-0456,                  50,     +32.5549580,      -4.9391388,   4,    +22.612032,     +0.566269,          0
                 CFHQSJ0210-0456,                  50,     +32.5549580,      -4.9391388,   5,    +21.105059,     +0.227516,          0
                  SDSSJ0210+0003,                  51,     +32.7361249,      +0.0513056,   3,    +21.051413,     +0.048893,          0
                  SDSSJ0210+0003,                  51,     +32.7361249,      +0.0513056,   4,    +20.629492,     +0.165151,          0
                  SDSSJ0210+0003,                  51,     +32.7361249,      +0.0513056,   5,    +20.012304,     +0.039003,          0
               SHELLQsJ0211-0203,                  52,     +32.9355417,      -2.0510833,   3,    +23.248688,     +0.829644,          0
               SHELLQsJ0211-0203,                  52,     +32.9355417,      -2.0510833,   4,    +21.481417,     +0.274807,          0
               SHELLQsJ0211-0203,                  52,     +32.9355417,      -2.0510833,   5,    +22.510300,     +0.772580,          0
               SHELLQsJ0213-0626,                  53,     +33.3205833,      -6.4375556,   3,    +22.060514,     +0.238260,          0
               SHELLQsJ0213-0626,                  53,     +33.3205833,      -6.4375556,   4,    +24.475586,     +3.246963,          0
               SHELLQsJ0213-0626,                  53,     +33.3205833,      -6.4375556,   5,    +21.464880,     +0.281805,          0
                   MMTJ0215-0529,                  54,     +33.8469583,      -5.4960556,   1,    +20.816833,     +0.031771,    4194304
                   MMTJ0215-0529,                  54,     +33.8469583,      -5.4960556,   2,    +20.678259,     +0.009111,          0
                   MMTJ0215-0529,                  54,     +33.8469583,      -5.4960556,   3,    +20.554146,     +0.081743,        128
                   MMTJ0215-0529,                  54,     +33.8469583,      -5.4960556,   4,    +20.082150,     +0.080000,        128
                   MMTJ0215-0529,                  54,     +33.8469583,      -5.4960556,   5,    +20.382395,     +0.151781,        128
                 CFHQSJ0216-0455,                  56,     +34.1158750,      -4.9261388,   1,    +24.599064,     +0.072544,          0
                 CFHQSJ0216-0455,                  56,     +34.1158750,      -4.9261388,   2,    +26.641787,     +0.828466,          0
                 CFHQSJ0216-0455,                  56,     +34.1158750,      -4.9261388,   3, -9.999995E008, -9.999995E008,          0
                 CFHQSJ0216-0455,                  56,     +34.1158750,      -4.9261388,   4, -9.999995E008, -9.999995E008,          0
                 CFHQSJ0216-0455,                  56,     +34.1158750,      -4.9261388,   5, -9.999995E008, -9.999995E008,          0
               SHELLQsJ0217-0208,                  57,     +34.3399583,      -2.1479444,   3,    +24.272833,     +3.078886,          0
               SHELLQsJ0217-0208,                  57,     +34.3399583,      -2.1479444,   4,    +22.469915,     +1.014308,          0
               SHELLQsJ0217-0208,                  57,     +34.3399583,      -2.1479444,   5,    +22.370634,     +0.979070,          0
                  SDSSJ0218-0027,                  58,     +34.5878333,      -0.4626946,   3,    +20.899130,     +0.056903,          0
                  SDSSJ0218-0027,                  58,     +34.5878333,      -0.4626946,   4,    +21.121117,     +0.365647,          0
                  SDSSJ0218-0027,                  58,     +34.5878333,      -0.4626946,   5,    +20.446400,     +0.075054,          0
               SHELLQsJ0220-0432,                  59,     +35.1238333,      -4.5344444,   1,    +23.289675,     +0.205840,          0
               SHELLQsJ0220-0432,                  59,     +35.1238333,      -4.5344444,   2,    +23.528590,     +0.050945,          0
               SHELLQsJ0220-0432,                  59,     +35.1238333,      -4.5344444,   3,    +23.386720,     +0.066915,          0
               SHELLQsJ0220-0432,                  59,     +35.1238333,      -4.5344444,   4,    +23.348186,     +0.098209,          0
               SHELLQsJ0220-0432,                  59,     +35.1238333,      -4.5344444,   5,    +22.956537,     +0.104759,          0
                  MMTJ0221-0342A,                  60,     +35.3013333,      -3.7087778,   1,    +21.589684,     +0.056117,          0
                  MMTJ0221-0342A,                  60,     +35.3013333,      -3.7087778,   3,    +21.397210,     +0.123850,          0
                  MMTJ0221-0342A,                  60,     +35.3013333,      -3.7087778,   4,    +20.816133,     +0.107745,          0
                  MMTJ0221-0342A,                  60,     +35.3013333,      -3.7087778,   5,    +21.062502,     +0.142466,          0
                 SDSSJ0221-0342B,                  61,     +35.3025416,      -3.7145000,   1,    +19.404015,     +0.008158,          0
                 SDSSJ0221-0342B,                  61,     +35.3025416,      -3.7145000,   3,    +19.523941,     +0.022416,          0
                 SDSSJ0221-0342B,                  61,     +35.3025416,      -3.7145000,   4,    +19.130089,     +0.023164,          0
                 SDSSJ0221-0342B,                  61,     +35.3025416,      -3.7145000,   5,    +19.100779,     +0.023904,          0
                 CFHQSJ0221-0802,                  62,     +35.3446250,      -8.0476388,   3,    +22.102255,     +0.178284,          0
                 CFHQSJ0221-0802,                  62,     +35.3446250,      -8.0476388,   5,    +21.036413,     +0.200961,          0
                  VDESJ0224-4711,                  63,     +36.1105700,     -47.1914900,   3,    +19.727740,     +0.037308,          0
                  VDESJ0224-4711,                  63,     +36.1105700,     -47.1914900,   4,    +19.447170,     +0.053283,          0
                  VDESJ0224-4711,                  63,     +36.1105700,     -47.1914900,   5,    +18.938118,     +0.041804,          0
                 CFHQSJ0227-0605,                  65,     +36.9303750,      -6.0917222,   1,    +22.210335,     +0.082237,          0
                 CFHQSJ0227-0605,                  65,     +36.9303750,      -6.0917222,   2,    +22.091776,     +0.151424,          0
                 CFHQSJ0227-0605,                  65,     +36.9303750,      -6.0917222,   3,    +21.928265,     +0.136283,          0
                 CFHQSJ0227-0605,                  65,     +36.9303750,      -6.0917222,   4,    +21.944717,     +0.209255,          0
                 CFHQSJ0227-0605,                  65,     +36.9303750,      -6.0917222,   5,    +21.486689,     +0.184642,          0
                  SDSSJ0230+0046,                  66,     +37.5094583,      +0.7796667,   3,    +21.603785,     +0.184825,          0
                  SDSSJ0230+0046,                  66,     +37.5094583,      +0.7796667,   4,    +21.089582,     +0.171392,          0
                  SDSSJ0230+0046,                  66,     +37.5094583,      +0.7796667,   5,    +21.623913,     +0.382783,          0
                  SDSSJ0231-0728,                  67,     +37.9068333,      -7.4817778,   3,    +19.209880,     +0.019164,          0
                  SDSSJ0231-0728,                  67,     +37.9068333,      -7.4817778,   5,    +18.768183,     +0.040500,          0
            PSOJ037.9706-28.8389,                  68,     +37.9706570,     -28.8389110,   1,    +20.736692,     +0.036876,          0
            PSOJ037.9706-28.8389,                  68,     +37.9706570,     -28.8389110,   2,    +20.990744,     +0.084796,          0
            PSOJ037.9706-28.8389,                  68,     +37.9706570,     -28.8389110,   3,    +21.090107,     +0.114513,          0
            PSOJ037.9706-28.8389,                  68,     +37.9706570,     -28.8389110,   5,    +20.511658,     +0.153699,          0
               SHELLQsJ0235-0532,                  69,     +38.9267500,      -5.5448889,   3, -9.999995E008, -9.999995E008,          0
               SHELLQsJ0235-0532,                  69,     +38.9267500,      -5.5448889,   4,    +23.655592,     +1.648115,          0
               SHELLQsJ0235-0532,                  69,     +38.9267500,      -5.5448889,   5,    +22.563126,     +0.878681,          0
                  SDSSJ0239-0045,                  70,     +39.8760000,      -0.7514999,   3,    +22.349148,     +0.426583,        128
                  SDSSJ0239-0045,                  70,     +39.8760000,      -0.7514999,   4,    +21.515089,     +0.299950,        128
                  SDSSJ0239-0045,                  70,     +39.8760000,      -0.7514999,   5,    +21.193836,     +0.304360,        128
                  VDESJ0244-5008,                  73,     +41.0000000,     -50.1333333,   3, -9.999995E008, -9.999995E008,          0
                  VDESJ0244-5008,                  73,     +41.0000000,     -50.1333333,   4, -9.999995E008, -9.999995E008,          0
                  VDESJ0244-5008,                  73,     +41.0000000,     -50.1333333,   5, -9.999995E008, -9.999995E008,          0
            PSOJ042.6690-02.9174,                  74,     +42.6690900,      -2.9174500,   3,    +20.204905,     +0.055411,          0
            PSOJ042.6690-02.9174,                  74,     +42.6690900,      -2.9174500,   5,    +20.381166,     +0.163319,          0
            PSOJ045.1840-22.5408,                  76,     +45.1840820,     -22.5408850,   3,    +19.684473,     +0.032812,          0
            PSOJ045.1840-22.5408,                  76,     +45.1840820,     -22.5408850,   5,    +19.113081,     +0.052369,          0
                  SDSSJ0301+0020,                  77,     +45.3208749,      +0.3405556,   3,    +22.973793,     +0.823641,          0
                  SDSSJ0301+0020,                  77,     +45.3208749,      +0.3405556,   4, -9.999995E008, -9.999995E008,          0
                  SDSSJ0301+0020,                  77,     +45.3208749,      +0.3405556,   5,    +24.712524,     +8.022648,          0
                  SDSSJ0303-0019,                  78,     +45.8808330,      -0.3202499,   3,    +20.931501,     +0.127370,          0
                  SDSSJ0303-0019,                  78,     +45.8808330,      -0.3202499,   4,    +21.260100,     +0.216643,          0
                   VIKJ0305-3150,                  79,     +46.3204830,     -31.8488610,   1,    +23.041190,     +0.200634,          0
                   VIKJ0305-3150,                  79,     +46.3204830,     -31.8488610,   2,    +20.887642,     +0.059179,          0
                   VIKJ0305-3150,                  79,     +46.3204830,     -31.8488610,   3,    +20.637539,     +0.051098,          0
                   VIKJ0305-3150,                  79,     +46.3204830,     -31.8488610,   4,    +20.677227,     +0.082956,          0
                   VIKJ0305-3150,                  79,     +46.3204830,     -31.8488610,   5,    +20.265043,     +0.070250,          0
                  SDSSJ0321+0029,                  83,     +50.4794583,      +0.4948335,   3,    +21.354830,     +0.121544,          0
                  SDSSJ0321+0029,                  83,     +50.4794583,      +0.4948335,   4,    +20.800806,     +0.137712,          0
                  SDSSJ0321+0029,                  83,     +50.4794583,      +0.4948335,   5,    +21.039852,     +0.188226,          0
                  VDESJ0323-4701,                  84,     +50.9180833,     -47.0222583,   3,    +20.819464,     +0.108824,          0
                  VDESJ0323-4701,                  84,     +50.9180833,     -47.0222583,   4,    +20.750189,     +0.150313,          0
                  VDESJ0323-4701,                  84,     +50.9180833,     -47.0222583,   5,    +20.348470,     +0.156271,          0
                   VIKJ0328-3253,                  85,     +52.1479420,     -32.8896780,   1,    +19.851330,     +0.028200,       4096
                   VIKJ0328-3253,                  85,     +52.1479420,     -32.8896780,   2,    +20.067368,     +0.055978,          0
                   VIKJ0328-3253,                  85,     +52.1479420,     -32.8896780,   3,    +19.820713,     +0.043718,          0
                   VIKJ0328-3253,                  85,     +52.1479420,     -32.8896780,   4,    +19.815610,     +0.070173,          0
                   VIKJ0328-3253,                  85,     +52.1479420,     -32.8896780,   5,    +19.809143,     +0.081217,          0
                  VDESJ0330-4025,                  86,     +52.6163333,     -40.4212222,   3,    +20.446283,     +0.052711,          0
                  VDESJ0330-4025,                  86,     +52.6163333,     -40.4212222,   5,    +20.044943,     +0.117168,          0
                  SDSSJ0338+0021,                  88,     +54.6221249,      +0.3656388,   3,    +19.633791,     +0.040788,          0
                  SDSSJ0338+0021,                  88,     +54.6221249,      +0.3656388,   4,    +19.350803,     +0.059343,          0
                  SDSSJ0338+0021,                  88,     +54.6221249,      +0.3656388,   5,    +19.428375,     +0.065381,          0
                  SDSSJ0341-0048,                  89,     +55.4243750,      -0.8035444,   3,    +20.027626,     +0.054211,          0
                  SDSSJ0341-0048,                  89,     +55.4243750,      -0.8035444,   4,    +20.105816,     +0.077576,          0
                  SDSSJ0341-0048,                  89,     +55.4243750,      -0.8035444,   5,    +20.009186,     +0.099814,          0
                  SDSSJ0349+0034,                  92,     +57.4974999,      +0.5676388,   3,    +21.268827,     +0.134096,          0
                  SDSSJ0349+0034,                  92,     +57.4974999,      +0.5676388,   4,    +21.927784,     +0.413484,          0
                  SDSSJ0349+0034,                  92,     +57.4974999,      +0.5676388,   5,    +20.197410,     +0.102981,          0
                  SDSSJ0353+0104,                  93,     +58.4572136,      +1.0679614,   3,    +20.290335,     +0.068888,          0
                  SDSSJ0353+0104,                  93,     +58.4572136,      +1.0679614,   4,    +19.981302,     +0.082631,          0
                  SDSSJ0353+0104,                  93,     +58.4572136,      +1.0679614,   5,    +19.726310,     +0.082321,          0
                  VDESJ0408-5632,                  95,     +62.0801250,     -56.5413389,   3,    +19.851925,     +0.029861,          0
                  VDESJ0408-5632,                  95,     +62.0801250,     -56.5413389,   5,    +19.684063,     +0.073266,          0
                  VDESJ0410-4414,                  96,     +62.5134583,     -44.2446389,   3,    +20.692104,     +0.075025,          0
                  VDESJ0410-4414,                  96,     +62.5134583,     -44.2446389,   5,    +20.170110,     +0.137838,          0
                  VDESJ0420-4453,                  97,     +65.0472500,     -44.8899444,   3,    +20.550402,     +0.055901,          0
                  VDESJ0420-4453,                  97,     +65.0472500,     -44.8899444,   5,    +19.992760,     +0.100805,          0
            PSOJ065.4085-26.9543,                  98,     +65.4085370,     -26.9543351,   3,    +19.371216,     +0.021533,          0
            PSOJ065.4085-26.9543,                  98,     +65.4085370,     -26.9543351,   5,    +19.224216,     +0.048009,          0
            PSOJ071.4507-02.3332,                 101,     +71.4507500,      -2.3332900,   3,    +18.986000,     +0.030230,          0
            PSOJ071.4507-02.3332,                 101,     +71.4507500,      -2.3332900,   5,    +18.905754,     +0.052581,          0
                  VDESJ0454-4448,                 102,     +73.5074500,     -44.8086400,   3,    +20.197104,     +0.040816,          0
                  VDESJ0454-4448,                 102,     +73.5074500,     -44.8086400,   5,    +20.077162,     +0.110717,          0
            PSOJ075.9356-07.5061,                 103,     +75.9356600,      -7.5061300,   3,    +20.519785,     +0.136904,          0
            PSOJ075.9356-07.5061,                 103,     +75.9356600,      -7.5061300,   5,    +20.471000,     +0.261413,          0
               SHELLQsJ0834+0211,                 118,    +128.5036667,      +2.1963611,   3,    +23.147646,     +1.222795,        128
               SHELLQsJ0834+0211,                 118,    +128.5036667,      +2.1963611,   4,    +21.868702,     +0.455501,        128
               SHELLQsJ0834+0211,                 118,    +128.5036667,      +2.1963611,   5,    +21.902970,     +0.908691,          0
                  SDSSJ0836+0054,                 121,    +129.1827665,      +0.9147934,   1,    +18.786840,     +0.004361,          0
                  SDSSJ0836+0054,                 121,    +129.1827665,      +0.9147934,   2,    +18.810236,     +0.007334,          0
                  SDSSJ0836+0054,                 121,    +129.1827665,      +0.9147934,   3,    +18.625404,     +0.008075,          0
                  SDSSJ0836+0054,                 121,    +129.1827665,      +0.9147934,   4,    +18.330956,     +0.009514,          0
                  SDSSJ0836+0054,                 121,    +129.1827665,      +0.9147934,   5,    +18.109442,     +0.010191,          0
                   VIKJ0839+0015,                 122,    +129.9806500,      +0.2650583,   1,    +21.434795,     +0.052763,    4194432
                   VIKJ0839+0015,                 122,    +129.9806500,      +0.2650583,   2,    +21.091064,     +0.072476,          0
                   VIKJ0839+0015,                 122,    +129.9806500,      +0.2650583,   3,    +20.824009,     +0.072379,          0
                   VIKJ0839+0015,                 122,    +129.9806500,      +0.2650583,   5,    +20.431055,     +0.131567,          0
               SHELLQsJ0844-0132,                 126,    +131.0358750,      -1.5379167,   1,    +24.132498,     +0.515474,          0
               SHELLQsJ0844-0132,                 126,    +131.0358750,      -1.5379167,   2,    +23.485455,     +0.564391,          0
               SHELLQsJ0844-0132,                 126,    +131.0358750,      -1.5379167,   3,    +23.039345,     +0.462365,          0
               SHELLQsJ0844-0132,                 126,    +131.0358750,      -1.5379167,   4,    +22.809237,     +1.001488,          0
               SHELLQsJ0844-0132,                 126,    +131.0358750,      -1.5379167,   5, -9.999995E008, -9.999995E008,          0
               SHELLQsJ0844-0052,                 127,    +131.1316666,      -0.8818333,   1,    +23.342707,     +0.346504,          0
               SHELLQsJ0844-0052,                 127,    +131.1316666,      -0.8818333,   2,    +23.771952,     +1.079458,          0
               SHELLQsJ0844-0052,                 127,    +131.1316666,      -0.8818333,   3,    +23.053660,     +0.629424,          0
               SHELLQsJ0844-0052,                 127,    +131.1316666,      -0.8818333,   4,    +23.373932,     +2.141088,          0
               SHELLQsJ0844-0052,                 127,    +131.1316666,      -0.8818333,   5,    +22.489922,     +0.893071,          0
               SHELLQsJ0853+0139,                 130,    +133.4535000,      +1.6530556,   1,    +23.489400,     +0.280974,          0
               SHELLQsJ0853+0139,                 130,    +133.4535000,      +1.6530556,   2,    +23.655650,     +0.655517,          0
               SHELLQsJ0853+0139,                 130,    +133.4535000,      +1.6530556,   3,    +23.861620,     +1.084696,          0
               SHELLQsJ0853+0139,                 130,    +133.4535000,      +1.6530556,   4,    +22.440310,     +0.627114,          0
               SHELLQsJ0853+0139,                 130,    +133.4535000,      +1.6530556,   5, -9.999995E008, -9.999995E008,          0
               SHELLQsJ0857+0056,                 132,    +134.4105416,      +0.9368611,   1,    +24.608288,     +0.588486,          0
               SHELLQsJ0857+0056,                 132,    +134.4105416,      +0.9368611,   2,    +23.841180,     +1.025443,          0
               SHELLQsJ0857+0056,                 132,    +134.4105416,      +0.9368611,   3,    +23.811146,     +0.919334,          0
               SHELLQsJ0857+0056,                 132,    +134.4105416,      +0.9368611,   4,    +25.800066,     +6.991684,          0
               SHELLQsJ0857+0056,                 132,    +134.4105416,      +0.9368611,   5,    +23.262323,     +1.168662,          0
               SHELLQsJ0858+0000,                 133,    +134.5562917,      +0.0158611,   1,    +21.722147,     +0.047664,          0
               SHELLQsJ0858+0000,                 133,    +134.5562917,      +0.0158611,   3,    +21.295736,     +0.130832,          0
               SHELLQsJ0858+0000,                 133,    +134.5562917,      +0.0158611,   4,    +20.988642,     +0.105946,          0
               SHELLQsJ0858+0000,                 133,    +134.5562917,      +0.0158611,   5,    +20.948778,     +0.142316,          0
                   HSCJ0859+0022,                 134,    +134.7799583,      +0.3821944,   1,    +23.203968,     +0.225764,          0
                   HSCJ0859+0022,                 134,    +134.7799583,      +0.3821944,   3,    +23.518045,     +0.900732,          0
                   HSCJ0859+0022,                 134,    +134.7799583,      +0.3821944,   4,    +22.840227,     +0.506271,          0
                   HSCJ0859+0022,                 134,    +134.7799583,      +0.3821944,   5,    +22.399858,     +0.510589,          0
               SHELLQsJ0902+0155,                 138,    +135.7286250,      +1.9196944,   1,    +24.238335,     +0.445293,          0
               SHELLQsJ0902+0155,                 138,    +135.7286250,      +1.9196944,   2,    +25.962330,     +4.844164,          0
               SHELLQsJ0902+0155,                 138,    +135.7286250,      +1.9196944,   3,    +22.906897,     +0.406374,          0
               SHELLQsJ0902+0155,                 138,    +135.7286250,      +1.9196944,   4,    +23.334194,     +1.064698,          0
               SHELLQsJ0902+0155,                 138,    +135.7286250,      +1.9196944,   5, -9.999995E008, -9.999995E008,       4096
               SHELLQsJ0903+0211,                 139,    +135.8111666,      +2.1911944,   1,    +23.885260,     +0.302808,          0
               SHELLQsJ0903+0211,                 139,    +135.8111666,      +2.1911944,   2,    +23.645163,     +0.496870,          0
               SHELLQsJ0903+0211,                 139,    +135.8111666,      +2.1911944,   3,    +23.934143,     +0.852630,          0
               SHELLQsJ0903+0211,                 139,    +135.8111666,      +2.1911944,   4,    +22.847710,     +0.686847,          0
               SHELLQsJ0903+0211,                 139,    +135.8111666,      +2.1911944,   5,    +24.619314,     +3.309594,          0
