# qsoName,ra,dec,filterID,nEpochs
#
# Results of Query: Database VSERV1000v20181217 24/05/19 09:20
# SELECT qso.qsoName,qso.ra,qso.dec,remeas.filterID,COUNT(*) as nEpochs 
#   /* Select name, ra, dec, filterID and counts of observations in 
# each   filter */ FROM finalQsoCatalogue as qso, 
# MapApertureIDshighzQsoMap as ma, vserv1000MapRemeasurement as remeas, 
# Filter as f, Multiframe as m,MapFrameStatus as mfs   /* Main tables 
# for query. MapApertureIDshighzQsoMap joins   finalQsoCatalogue to 
# vserv1000MapRemeasurement */ WHERE qso.qsoID=ma.objectID and 
# ma.apertureID=remeas.apertureID and 
# remeas.catalogueID=mfs.catalogueID and 
# mfs.multiframeID=m.multiframeID and f.filterID=m.filterID   /* Join 
# all the tables correctly MapFrameStatus links the   catalogueID to 
# the multiframeID, which allows us to link to the   image metadate in 
# Multiframe to get the observation time (mjdObs) */ GROUP BY 
# qso.qsoName,qso.ra,qso.dec,remeas.filterID   /* Group by qso name and 
# filter to get the counts as a function of   QSO and filterID */ ORDER 
# BY qso.ra,remeas.filterID
# Column Headers at start of file AND below
#
# qsoName,ra,dec,filterID,nEpochs
                  SDUVJ1147-0109,    +176.7767083,      -1.1661667,   1,          4
                  SDUVJ1147-0109,    +176.7767083,      -1.1661667,   3,          4
                  SDUVJ1147-0109,    +176.7767083,      -1.1661667,   4,          4
                  SDUVJ1147-0109,    +176.7767083,      -1.1661667,   5,          4
                   VIKJ1148+0056,    +177.1382500,      +0.9450722,   1,          2
                   VIKJ1148+0056,    +177.1382500,      +0.9450722,   2,          4
                   VIKJ1148+0056,    +177.1382500,      +0.9450722,   3,          8
                   VIKJ1148+0056,    +177.1382500,      +0.9450722,   4,          2
                   VIKJ1148+0056,    +177.1382500,      +0.9450722,   5,          2
                   VIKJ1152+0055,    +178.0886300,      +0.9268583,   1,          3
                   VIKJ1152+0055,    +178.0886300,      +0.9268583,   2,          3
                   VIKJ1152+0055,    +178.0886300,      +0.9268583,   3,          6
                   VIKJ1152+0055,    +178.0886300,      +0.9268583,   4,          3
                   VIKJ1152+0055,    +178.0886300,      +0.9268583,   5,          1
            PSOJ178.5594-12.1881,    +178.5594134,     -12.1881893,   2,          2
            PSOJ178.5594-12.1881,    +178.5594134,     -12.1881893,   3,          2
            PSOJ178.5594-12.1881,    +178.5594134,     -12.1881893,   4,          2
            PSOJ178.5594-12.1881,    +178.5594134,     -12.1881893,   5,          2
               SHELLQsJ1201+0133,    +180.2625833,      +1.5656667,   3,          2
               SHELLQsJ1201+0133,    +180.2625833,      +1.5656667,   4,          2
               SHELLQsJ1201+0133,    +180.2625833,      +1.5656667,   5,          2
                   HSCJ1202-0057,    +180.6932083,      -0.9504722,   1,          2
                   HSCJ1202-0057,    +180.6932083,      -0.9504722,   2,          4
                   HSCJ1202-0057,    +180.6932083,      -0.9504722,   3,          6
                   HSCJ1202-0057,    +180.6932083,      -0.9504722,   4,          4
                   HSCJ1202-0057,    +180.6932083,      -0.9504722,   5,          4
                  SDSSJ1204-0021,    +181.1738947,      -0.3637859,   1,          2
                  SDSSJ1204-0021,    +181.1738947,      -0.3637859,   2,          2
                  SDSSJ1204-0021,    +181.1738947,      -0.3637859,   3,          4
                  SDSSJ1204-0021,    +181.1738947,      -0.3637859,   4,          2
                  SDSSJ1204-0021,    +181.1738947,      -0.3637859,   5,          2
                   HSCJ1205-0000,    +181.2712417,      -0.0077694,   1,          4
                   HSCJ1205-0000,    +181.2712417,      -0.0077694,   2,          4
                   HSCJ1205-0000,    +181.2712417,      -0.0077694,   3,          8
                   HSCJ1205-0000,    +181.2712417,      -0.0077694,   4,          4
                   HSCJ1205-0000,    +181.2712417,      -0.0077694,   5,          4
                   HSCJ1207-0005,    +181.9755833,      -0.0981389,   1,          2
                   HSCJ1207-0005,    +181.9755833,      -0.0981389,   2,          2
                   HSCJ1207-0005,    +181.9755833,      -0.0981389,   3,          4
                   HSCJ1207-0005,    +181.9755833,      -0.0981389,   5,          1
                  SDSSJ1208+0010,    +182.0992500,      +0.1743611,   1,          2
                  SDSSJ1208+0010,    +182.0992500,      +0.1743611,   2,          2
                  SDSSJ1208+0010,    +182.0992500,      +0.1743611,   3,          4
               SHELLQsJ1208-0200,    +182.2467917,      -2.0096667,   1,          4
               SHELLQsJ1208-0200,    +182.2467917,      -2.0096667,   2,          4
               SHELLQsJ1208-0200,    +182.2467917,      -2.0096667,   3,          5
               SHELLQsJ1208-0200,    +182.2467917,      -2.0096667,   4,          1
               SHELLQsJ1208-0200,    +182.2467917,      -2.0096667,   5,          4
               SHELLQsJ1209-0006,    +182.3499583,      -0.1129167,   1,          3
               SHELLQsJ1209-0006,    +182.3499583,      -0.1129167,   2,          3
               SHELLQsJ1209-0006,    +182.3499583,      -0.1129167,   3,          6
               SHELLQsJ1209-0006,    +182.3499583,      -0.1129167,   5,          2
            PSOJ183.2991-12.7676,    +183.2991900,     -12.7676240,   2,          2
            PSOJ183.2991-12.7676,    +183.2991900,     -12.7676240,   3,          2
            PSOJ183.2991-12.7676,    +183.2991900,     -12.7676240,   4,          2
            PSOJ183.2991-12.7676,    +183.2991900,     -12.7676240,   5,          2
                   VIKJ1215+0023,    +183.8202986,      +0.3901834,   3,          4
                   VIKJ1215+0023,    +183.8202986,      +0.3901834,   4,          2
                   VIKJ1215+0023,    +183.8202986,      +0.3901834,   5,          2
            PSOJ184.3389+01.5284,    +184.3389334,      +1.5284636,   1,          2
            PSOJ184.3389+01.5284,    +184.3389334,      +1.5284636,   2,          2
            PSOJ184.3389+01.5284,    +184.3389334,      +1.5284636,   3,          2
            PSOJ184.3389+01.5284,    +184.3389334,      +1.5284636,   4,          2
            PSOJ184.3389+01.5284,    +184.3389334,      +1.5284636,   5,          2
               SHELLQsJ1219+0050,    +184.7722500,      +0.8437500,   3,          2
            PSOJ187.1047-02.5609,    +187.1047900,      -2.5609033,   1,          3
            PSOJ187.1047-02.5609,    +187.1047900,      -2.5609033,   2,          3
            PSOJ187.1047-02.5609,    +187.1047900,      -2.5609033,   3,          6
            PSOJ187.1047-02.5609,    +187.1047900,      -2.5609033,   4,          3
            PSOJ187.1047-02.5609,    +187.1047900,      -2.5609033,   5,          3
                  SDSSJ1233+0622,    +188.3894733,      +6.3761650,   3,          3
                  SDSSJ1233+0622,    +188.3894733,      +6.3761650,   5,         12
                  SDSSJ1306+0356,    +196.5344701,      +3.9406556,   1,          1
                  SDSSJ1306+0356,    +196.5344701,      +3.9406556,   2,          1
                  SDSSJ1306+0356,    +196.5344701,      +3.9406556,   3,          2
                  SDSSJ1306+0356,    +196.5344701,      +3.9406556,   4,          1
                  SDSSJ1306+0356,    +196.5344701,      +3.9406556,   5,          1
                  SDUVJ1317-0239,    +199.3365833,      -2.6536111,   1,          3
                  SDUVJ1317-0239,    +199.3365833,      -2.6536111,   2,          3
                  SDUVJ1317-0239,    +199.3365833,      -2.6536111,   3,          6
                  SDUVJ1317-0239,    +199.3365833,      -2.6536111,   4,          3
                  SDUVJ1317-0239,    +199.3365833,      -2.6536111,   5,          3
                  SDUVJ1335-0328,    +203.9843333,      -3.4772778,   1,          2
                  SDUVJ1335-0328,    +203.9843333,      -3.4772778,   2,          2
                  SDUVJ1335-0328,    +203.9843333,      -3.4772778,   3,          4
                  SDUVJ1335-0328,    +203.9843333,      -3.4772778,   4,          2
                  SDUVJ1335-0328,    +203.9843333,      -3.4772778,   5,          2
            PSOJ209.2058-26.7083,    +209.2058560,     -26.7083970,   2,          2
            PSOJ209.2058-26.7083,    +209.2058560,     -26.7083970,   3,          2
            PSOJ209.2058-26.7083,    +209.2058560,     -26.7083970,   5,          2
               SHELLQsJ1400-0011,    +210.1199583,      -0.1976389,   1,          2
               SHELLQsJ1400-0011,    +210.1199583,      -0.1976389,   2,          2
               SHELLQsJ1400-0011,    +210.1199583,      -0.1976389,   3,          4
               SHELLQsJ1400-0011,    +210.1199583,      -0.1976389,   4,          2
               SHELLQsJ1400-0011,    +210.1199583,      -0.1976389,   5,          2
               SHELLQsJ1400-0125,    +210.1249583,      -1.4225000,   1,          2
               SHELLQsJ1400-0125,    +210.1249583,      -1.4225000,   2,          2
               SHELLQsJ1400-0125,    +210.1249583,      -1.4225000,   3,          4
               SHELLQsJ1400-0125,    +210.1249583,      -1.4225000,   4,          2
               SHELLQsJ1400-0125,    +210.1249583,      -1.4225000,   5,          2
            PSOJ210.8722-12.0094,    +210.8722200,     -12.0094820,   2,          2
            PSOJ210.8722-12.0094,    +210.8722200,     -12.0094820,   3,          2
            PSOJ210.8722-12.0094,    +210.8722200,     -12.0094820,   4,          2
            PSOJ210.8722-12.0094,    +210.8722200,     -12.0094820,   5,          2
               SHELLQsJ1406-0116,    +211.6213333,      -1.2697778,   1,          4
               SHELLQsJ1406-0116,    +211.6213333,      -1.2697778,   2,          4
               SHELLQsJ1406-0116,    +211.6213333,      -1.2697778,   3,          8
               SHELLQsJ1406-0116,    +211.6213333,      -1.2697778,   4,          4
               SHELLQsJ1406-0116,    +211.6213333,      -1.2697778,   5,          4
               SHELLQsJ1406-0144,    +211.6953333,      -1.7340556,   1,          3
               SHELLQsJ1406-0144,    +211.6953333,      -1.7340556,   2,          3
               SHELLQsJ1406-0144,    +211.6953333,      -1.7340556,   3,          6
               SHELLQsJ1406-0144,    +211.6953333,      -1.7340556,   4,          3
               SHELLQsJ1406-0144,    +211.6953333,      -1.7340556,   5,          3
            PSOJ212.2974-15.9865,    +212.2974337,     -15.9865717,   2,          1
            PSOJ212.2974-15.9865,    +212.2974337,     -15.9865717,   3,          1
            PSOJ212.2974-15.9865,    +212.2974337,     -15.9865717,   4,          1
            PSOJ212.2974-15.9865,    +212.2974337,     -15.9865717,   5,          1
            PSOJ213.3629-22.5617,    +213.3629900,     -22.5617370,   2,          2
            PSOJ213.3629-22.5617,    +213.3629900,     -22.5617370,   3,          2
            PSOJ213.3629-22.5617,    +213.3629900,     -22.5617370,   5,          2
               SHELLQsJ1414+0130,    +213.6647500,      +1.5101389,   1,          2
               SHELLQsJ1414+0130,    +213.6647500,      +1.5101389,   2,          2
               SHELLQsJ1414+0130,    +213.6647500,      +1.5101389,   3,          4
               SHELLQsJ1414+0130,    +213.6647500,      +1.5101389,   4,          2
               SHELLQsJ1414+0130,    +213.6647500,      +1.5101389,   5,          2
            PSOJ213.7329-13.4803,    +213.7329225,     -13.4803543,   2,          2
            PSOJ213.7329-13.4803,    +213.7329225,     -13.4803543,   3,          2
            PSOJ213.7329-13.4803,    +213.7329225,     -13.4803543,   4,          2
            PSOJ213.7329-13.4803,    +213.7329225,     -13.4803543,   5,          2
               SHELLQsJ1416+0015,    +214.0529583,      +0.2628333,   1,          2
               SHELLQsJ1416+0015,    +214.0529583,      +0.2628333,   2,          2
               SHELLQsJ1416+0015,    +214.0529583,      +0.2628333,   3,          4
               SHELLQsJ1416+0147,    +214.2208750,      +1.7839444,   1,          2
               SHELLQsJ1416+0147,    +214.2208750,      +1.7839444,   2,          2
               SHELLQsJ1416+0147,    +214.2208750,      +1.7839444,   3,          4
               SHELLQsJ1416+0147,    +214.2208750,      +1.7839444,   4,          2
               SHELLQsJ1416+0147,    +214.2208750,      +1.7839444,   5,          2
               SHELLQsJ1417+0117,    +214.3694583,      +1.2867778,   1,          2
               SHELLQsJ1417+0117,    +214.3694583,      +1.2867778,   2,          2
               SHELLQsJ1417+0117,    +214.3694583,      +1.2867778,   3,          4
               SHELLQsJ1417+0117,    +214.3694583,      +1.2867778,   4,          2
               SHELLQsJ1417+0117,    +214.3694583,      +1.2867778,   5,          2
            PSOJ215.1514-16.0417,    +215.1514300,     -16.0417350,   2,          2
            PSOJ215.1514-16.0417,    +215.1514300,     -16.0417350,   3,          2
            PSOJ215.1514-16.0417,    +215.1514300,     -16.0417350,   4,          2
            PSOJ215.1514-16.0417,    +215.1514300,     -16.0417350,   5,          2
               SHELLQsJ1422+0011,    +215.5009583,      +0.1841667,   1,          2
               SHELLQsJ1422+0011,    +215.5009583,      +0.1841667,   3,          2
               SHELLQsJ1422+0011,    +215.5009583,      +0.1841667,   5,          2
               SHELLQsJ1423-0018,    +215.8821250,      -0.3025278,   1,          2
               SHELLQsJ1423-0018,    +215.8821250,      -0.3025278,   2,          2
               SHELLQsJ1423-0018,    +215.8821250,      -0.3025278,   3,          4
               SHELLQsJ1423-0018,    +215.8821250,      -0.3025278,   4,          2
               SHELLQsJ1423-0018,    +215.8821250,      -0.3025278,   5,          2
               SHELLQsJ1425-0015,    +216.3238333,      -0.2613611,   1,          3
               SHELLQsJ1425-0015,    +216.3238333,      -0.2613611,   2,          3
               SHELLQsJ1425-0015,    +216.3238333,      -0.2613611,   3,          6
               SHELLQsJ1425-0015,    +216.3238333,      -0.2613611,   4,          3
               SHELLQsJ1425-0015,    +216.3238333,      -0.2613611,   5,          3
                 FIRSTJ1427+3312,    +216.9107900,     +33.2116660,  10,          6
            PSOJ217.0891-16.0453,    +217.0891328,     -16.0453608,   2,          5
            PSOJ217.0891-16.0453,    +217.0891328,     -16.0453608,   3,          5
            PSOJ217.0891-16.0453,    +217.0891328,     -16.0453608,   4,          3
            PSOJ217.0891-16.0453,    +217.0891328,     -16.0453608,   5,          5
               SHELLQsJ1429-0104,    +217.2628333,      -1.0787222,   1,          2
               SHELLQsJ1429-0104,    +217.2628333,      -1.0787222,   2,          2
               SHELLQsJ1429-0104,    +217.2628333,      -1.0787222,   3,          3
               SHELLQsJ1429-0104,    +217.2628333,      -1.0787222,   4,          3
               SHELLQsJ1429-0104,    +217.2628333,      -1.0787222,   5,          3
               SHELLQsJ1429-0002,    +217.2925833,      -0.0353889,   1,          1
               SHELLQsJ1429-0002,    +217.2925833,      -0.0353889,   2,          1
               SHELLQsJ1429-0002,    +217.2925833,      -0.0353889,   3,          3
               SHELLQsJ1429-0002,    +217.2925833,      -0.0353889,   4,          2
               SHELLQsJ1429-0002,    +217.2925833,      -0.0353889,   5,          2
                  SDSSJ1429+3304,    +217.4082083,     +33.0711667,  10,          2
            PSOJ217.9185-07.4120,    +217.9185333,      -7.4120745,   2,          2
            PSOJ217.9185-07.4120,    +217.9185333,      -7.4120745,   3,          2
            PSOJ217.9185-07.4120,    +217.9185333,      -7.4120745,   4,          2
            PSOJ217.9185-07.4120,    +217.9185333,      -7.4120745,   5,          2
               SHELLQsJ1440-0107,    +220.0054167,      -1.1172778,   1,          2
               SHELLQsJ1440-0107,    +220.0054167,      -1.1172778,   2,          2
               SHELLQsJ1440-0107,    +220.0054167,      -1.1172778,   3,          4
               SHELLQsJ1440-0107,    +220.0054167,      -1.1172778,   4,          2
               SHELLQsJ1440-0107,    +220.0054167,      -1.1172778,   5,          2
                 CFHQSJ1509-1749,    +227.4240800,     -17.8241110,   2,          3
                 CFHQSJ1509-1749,    +227.4240800,     -17.8241110,   3,          3
                 CFHQSJ1509-1749,    +227.4240800,     -17.8241110,   5,          3
            PSOJ231.6576-20.8335,    +231.6576708,     -20.8335167,   3,          2
            PSOJ231.6576-20.8335,    +231.6576708,     -20.8335167,   5,          2
            PSOJ238.8510-06.8976,    +238.8510335,      -6.8976629,   2,          2
            PSOJ238.8510-06.8976,    +238.8510335,      -6.8976629,   3,          2
            PSOJ238.8510-06.8976,    +238.8510335,      -6.8976629,   4,          2
            PSOJ238.8510-06.8976,    +238.8510335,      -6.8976629,   5,          2
            PSOJ239.7124-07.4026,    +239.7124609,      -7.4026641,   2,          2
            PSOJ239.7124-07.4026,    +239.7124609,      -7.4026641,   3,          2
            PSOJ239.7124-07.4026,    +239.7124609,      -7.4026641,   4,          2
            PSOJ239.7124-07.4026,    +239.7124609,      -7.4026641,   5,          2
                SDWISEJ1601-1828,    +240.2964999,     -18.4764111,   3,          2
                SDWISEJ1601-1828,    +240.2964999,     -18.4764111,   5,          2
            PSOJ242.4397-12.9816,    +242.4397100,     -12.9816971,   3,          2
            PSOJ242.4397-12.9816,    +242.4397100,     -12.9816971,   5,          2
            PSOJ245.0636-00.1978,    +245.0636766,      -0.1978600,   2,          1
            PSOJ245.0636-00.1978,    +245.0636766,      -0.1978600,   3,          1
            PSOJ245.0636-00.1978,    +245.0636766,      -0.1978600,   4,          1
            PSOJ245.0636-00.1978,    +245.0636766,      -0.1978600,   5,          1
            PSOJ308.0416-21.2339,    +308.0416401,     -21.2339750,   2,          2
            PSOJ308.0416-21.2339,    +308.0416401,     -21.2339750,   3,          2
            PSOJ308.0416-21.2339,    +308.0416401,     -21.2339750,   5,          2
            PSOJ308.4829-27.6485,    +308.4829700,     -27.6485000,   2,          2
            PSOJ308.4829-27.6485,    +308.4829700,     -27.6485000,   3,          2
            PSOJ308.4829-27.6485,    +308.4829700,     -27.6485000,   4,          2
            PSOJ308.4829-27.6485,    +308.4829700,     -27.6485000,   5,          2
                  SDSSJ2053+0047,    +313.3407000,      +0.7852222,   3,          2
                  SDSSJ2053+0047,    +313.3407000,      +0.7852222,   4,          2
                  SDSSJ2053+0047,    +313.3407000,      +0.7852222,   5,          2
                  SDSSJ2054-0005,    +313.5270400,      -0.0874444,   3,          2
                  SDSSJ2054-0005,    +313.5270400,      -0.0874444,   4,          2
                  SDSSJ2054-0005,    +313.5270400,      -0.0874444,   5,          2
                 CFHQSJ2100-1715,    +315.2275800,     -17.2562490,   2,          2
                 CFHQSJ2100-1715,    +315.2275800,     -17.2562490,   3,          2
                 CFHQSJ2100-1715,    +315.2275800,     -17.2562490,   5,          2
                   VHSJ2102-1458,    +315.5800830,     -14.9816666,   2,          2
                   VHSJ2102-1458,    +315.5800830,     -14.9816666,   3,          2
                   VHSJ2102-1458,    +315.5800830,     -14.9816666,   5,          2
                  SDSSJ2118-0003,    +319.5530416,      -0.0640833,   3,          3
                  SDSSJ2118-0003,    +319.5530416,      -0.0640833,   4,          3
                  SDSSJ2118-0003,    +319.5530416,      -0.0640833,   5,          3
            PSOJ319.6040-10.9326,    +319.6040300,     -10.9326200,   2,          3
            PSOJ319.6040-10.9326,    +319.6040300,     -10.9326200,   3,          3
            PSOJ319.6040-10.9326,    +319.6040300,     -10.9326200,   5,          3
                  SDSSJ2119-0040,    +319.9662083,      -0.6722500,   3,          2
                  SDSSJ2119-0040,    +319.9662083,      -0.6722500,   4,          2
                  SDSSJ2119-0040,    +319.9662083,      -0.6722500,   5,          2
            PSOJ320.8703-24.3604,    +320.8703300,     -24.3604000,   2,          2
            PSOJ320.8703-24.3604,    +320.8703300,     -24.3604000,   3,          2
            PSOJ320.8703-24.3604,    +320.8703300,     -24.3604000,   5,          2
                  VDESJ2131-4359,    +322.7928750,     -43.9840278,   3,          2
                  VDESJ2131-4359,    +322.7928750,     -43.9840278,   5,          2
                  SDUVJ2142-0120,    +325.6636250,      -1.3334167,   3,          2
                  SDUVJ2142-0120,    +325.6636250,      -1.3334167,   4,          2
                  SDUVJ2142-0120,    +325.6636250,      -1.3334167,   5,          2
                  SDSSJ2147+0107,    +326.9808700,      +1.1320277,   3,          2
                  SDSSJ2147+0107,    +326.9808700,      +1.1320277,   4,          2
                  SDSSJ2147+0107,    +326.9808700,      +1.1320277,   5,          2
            PSOJ328.7339-09.5076,    +328.7339966,      -9.5076274,   2,          2
            PSOJ328.7339-09.5076,    +328.7339966,      -9.5076274,   3,          2
            PSOJ328.7339-09.5076,    +328.7339966,      -9.5076274,   5,          2
               SHELLQsJ2201+0155,    +330.3836250,      +1.9247222,   3,          2
                   MMTJ2202+0131,    +330.6383333,      +1.5223056,   3,          6
                   IMSJ2204+0012,    +331.0746667,      +1.1957778,   3,          3
                   IMSJ2204+0012,    +331.0746667,      +1.1957778,   4,          1
                   IMSJ2204+0012,    +331.0746667,      +1.1957778,   5,          1
                   IMSJ2206+0201,    +331.6450417,      +2.0267500,   3,          2
                SDWISEJ2207-0416,    +331.7921666,      -4.2823000,   2,          2
                SDWISEJ2207-0416,    +331.7921666,      -4.2823000,   3,          2
                SDWISEJ2207-0416,    +331.7921666,      -4.2823000,   4,          2
                SDWISEJ2207-0416,    +331.7921666,      -4.2823000,   5,          2
                  VDESJ2211-6320,    +332.7525000,     -63.3488333,   3,          2
                  VDESJ2211-6320,    +332.7525000,     -63.3488333,   5,          2
          ATLASJ332.8017-32.1036,    +332.8007083,     -32.1035556,   1,          3
          ATLASJ332.8017-32.1036,    +332.8007083,     -32.1035556,   2,          3
          ATLASJ332.8017-32.1036,    +332.8007083,     -32.1035556,   3,          6
                  SDSSJ2211+0011,    +332.9208750,      +0.1885833,   3,          3
                  SDSSJ2211+0011,    +332.9208750,      +0.1885833,   4,          2
                  SDSSJ2211+0011,    +332.9208750,      +0.1885833,   5,          3
                  SDSSJ2211+0011,    +332.9208750,      +0.1885833,  10,          4
                  SDSSJ2212-0042,    +333.2145417,      -0.7085278,   3,          4
                  SDSSJ2212-0042,    +333.2145417,      -0.7085278,   4,          2
                  SDSSJ2212-0042,    +333.2145417,      -0.7085278,   5,          4
                   MMTJ2213+0034,    +333.2719167,      +0.5688333,   3,          5
                   MMTJ2213+0034,    +333.2719167,      +0.5688333,   4,          2
                   MMTJ2213+0034,    +333.2719167,      +0.5688333,   5,          4
                   MMTJ2213+0034,    +333.2719167,      +0.5688333,  10,          4
                   MMTJ2215-0009,    +333.8342500,      -0.1523333,   3,          5
                   MMTJ2215-0009,    +333.8342500,      -0.1523333,   4,          3
                   MMTJ2215-0009,    +333.8342500,      -0.1523333,   5,          5
                  SDSSJ2216+0013,    +334.1834167,      +0.2300278,   3,          4
                  SDSSJ2216+0013,    +334.1834167,      +0.2300278,   4,          2
                  SDSSJ2216+0013,    +334.1834167,      +0.2300278,   5,          3
                  SDSSJ2216+0013,    +334.1834167,      +0.2300278,  10,          6
                   HSCJ2216-0016,    +334.1852917,      -0.2805833,   3,          5
                   HSCJ2216-0016,    +334.1852917,      -0.2805833,   4,          3
                   HSCJ2216-0016,    +334.1852917,      -0.2805833,   5,          5
               VIMOS2911001793.0,    +334.8217500,      +1.0469167,   3,          6
               VIMOS2911001793.0,    +334.8217500,      +1.0469167,   4,          2
               VIMOS2911001793.0,    +334.8217500,      +1.0469167,   5,          3
               VIMOS2911001793.0,    +334.8217500,      +1.0469167,  10,          4
                  SDSSJ2220-0101,    +335.0770400,      -1.0296911,   3,          3
                  SDSSJ2220-0101,    +335.0770400,      -1.0296911,   4,          3
                  SDSSJ2220-0101,    +335.0770400,      -1.0296911,   5,          3
                SDWISEJ2226-0618,    +336.5517083,      -6.3020249,   2,          2
                SDWISEJ2226-0618,    +336.5517083,      -6.3020249,   3,          2
                SDWISEJ2226-0618,    +336.5517083,      -6.3020249,   4,          2
                SDWISEJ2226-0618,    +336.5517083,      -6.3020249,   5,          2
                  SDSSJ2228+0110,    +337.1814100,      +1.1756111,   3,          3
                  SDSSJ2228+0110,    +337.1814100,      +1.1756111,   4,          2
                  SDSSJ2228+0110,    +337.1814100,      +1.1756111,   5,          3
                  SDSSJ2228-0757,    +337.1881250,      -7.9653833,   2,          2
                  SDSSJ2228-0757,    +337.1881250,      -7.9653833,   3,          2
                  SDSSJ2228-0757,    +337.1881250,      -7.9653833,   5,          2
               SHELLQsJ2231-0035,    +337.9537083,      -0.5965278,   3,          4
               SHELLQsJ2231-0035,    +337.9537083,      -0.5965278,   4,          2
               SHELLQsJ2231-0035,    +337.9537083,      -0.5965278,   5,          4
                   HSCJ2232+0012,    +338.0501250,      +0.2106667,   3,          3
                   HSCJ2232+0012,    +338.0501250,      +0.2106667,   4,          1
                   HSCJ2232+0012,    +338.0501250,      +0.2106667,   5,          3
                  SDSSJ2233-0107,    +338.3651666,      -1.1178888,   3,          2
                  SDSSJ2233-0107,    +338.3651666,      -1.1178888,   4,          2
                  SDSSJ2233-0107,    +338.3651666,      -1.1178888,   5,          2
                   HSCJ2236+0032,    +339.1857500,      +0.5491389,   3,          6
                   HSCJ2236+0032,    +339.1857500,      +0.5491389,   4,          4
                   HSCJ2236+0032,    +339.1857500,      +0.5491389,   5,          6
                  SDSSJ2238-0027,    +339.7091666,      -0.4505000,   3,          5
                  SDSSJ2238-0027,    +339.7091666,      -0.4505000,   4,          2
                  SDSSJ2238-0027,    +339.7091666,      -0.4505000,   5,          5
                  SDSSJ2239+0030,    +339.7814999,      +0.5062777,   3,          5
                  SDSSJ2239+0030,    +339.7814999,      +0.5062777,   4,          2
                  SDSSJ2239+0030,    +339.7814999,      +0.5062777,   5,          5
            PSOJ340.2041-18.6621,    +340.2041700,     -18.6621700,   2,          2
            PSOJ340.2041-18.6621,    +340.2041700,     -18.6621700,   3,          2
            PSOJ340.2041-18.6621,    +340.2041700,     -18.6621700,   5,          2
                  SDSSJ2245+0024,    +341.3511249,      +0.4039444,   3,          2
                  SDSSJ2245+0024,    +341.3511249,      +0.4039444,   4,          2
                  SDSSJ2245+0024,    +341.3511249,      +0.4039444,   5,          4
                  VDESJ2250-5015,    +342.5083750,     -50.2617083,   3,          3
                  VDESJ2250-5015,    +342.5083750,     -50.2617083,   4,          3
                  VDESJ2250-5015,    +342.5083750,     -50.2617083,   5,          3
               SHELLQsJ2304+0045,    +346.0957083,      +0.7515000,   3,          6
               SHELLQsJ2304+0045,    +346.0957083,      +0.7515000,   4,          4
               SHELLQsJ2304+0045,    +346.0957083,      +0.7515000,   5,          5
                  SDSSJ2307+0031,    +346.8972900,      +0.5303888,   3,          4
                  SDSSJ2307+0031,    +346.8972900,      +0.5303888,   4,          2
                  SDSSJ2307+0031,    +346.8972900,      +0.5303888,   5,          4
                  SDSSJ2312+0100,    +348.0684999,      +1.0143055,   3,          6
                  SDSSJ2312+0100,    +348.0684999,      +1.0143055,   4,          4
                  SDSSJ2312+0100,    +348.0684999,      +1.0143055,   5,          6
                  SDSSJ2315-0023,    +348.9440400,      -0.3994722,   3,          2
                  SDSSJ2315-0023,    +348.9440400,      -0.3994722,   4,          2
                  SDSSJ2315-0023,    +348.9440400,      -0.3994722,   5,          2
                   VIKJ2318-3113,    +349.5000000,     -31.2166667,   1,          3
                   VIKJ2318-3113,    +349.5000000,     -31.2166667,   2,          3
                   VIKJ2318-3113,    +349.5000000,     -31.2166667,   3,          6
                   VIKJ2318-3113,    +349.5000000,     -31.2166667,   4,          3
                   VIKJ2318-3113,    +349.5000000,     -31.2166667,   5,          3
                 CFHQSJ2318-0246,    +349.5116600,      -2.7761111,   2,          2
                 CFHQSJ2318-0246,    +349.5116600,      -2.7761111,   3,          2
                 CFHQSJ2318-0246,    +349.5116600,      -2.7761111,   4,          2
                 CFHQSJ2318-0246,    +349.5116600,      -2.7761111,   5,          2
                  SDUVJ2325-0553,    +351.4026667,      -5.8911944,   2,          3
                  SDUVJ2325-0553,    +351.4026667,      -5.8911944,   3,          3
                  SDUVJ2325-0553,    +351.4026667,      -5.8911944,   4,          3
                  SDUVJ2325-0553,    +351.4026667,      -5.8911944,   5,          3
                 CFHQSJ2329-0301,    +352.2845000,      -3.0329999,   2,          2
                 CFHQSJ2329-0301,    +352.2845000,      -3.0329999,   3,          2
                 CFHQSJ2329-0301,    +352.2845000,      -3.0329999,   4,          2
                 CFHQSJ2329-0301,    +352.2845000,      -3.0329999,   5,          2
                 CFHQSJ2329-0403,    +352.3102500,      -4.0566944,   2,          2
                 CFHQSJ2329-0403,    +352.3102500,      -4.0566944,   3,          2
                 CFHQSJ2329-0403,    +352.3102500,      -4.0566944,   4,          2
                 CFHQSJ2329-0403,    +352.3102500,      -4.0566944,   5,          2
                  SDSSJ2334-0010,    +353.7293749,      -0.1728055,   3,          4
                  SDSSJ2334-0010,    +353.7293749,      -0.1728055,   4,          2
                  SDSSJ2334-0010,    +353.7293749,      -0.1728055,   5,          4
                   VIKJ2348-3054,    +357.1389000,     -30.9028440,   1,          3
                   VIKJ2348-3054,    +357.1389000,     -30.9028440,   2,          4
