#
# Results of Query: Database WSERV1000v20181217 04/02/19 16:28, 938 result rows
# Results of Query: Database VSERV1000v20181217 04/02/19 16:29, 731 result rows
#
# SELECT qso.qsoName,qso.qsoID,qso.ra,qso.dec,aver.filterID,
# (aver.aperMag3+f.VegaToAB) as aperMag3AverAB,aver.aperMag3Err,
# aver.ppErrBits   FROM finalQsoCatalogue as qso, 
# MapApertureIDshighzQsoMap as ma, wserv1000MapRemeasAver as aver, 
# Filter as f,  (SELECT distinct combiCatID FROM MapProvenance WHERE 
# avSetupID=0) as mapAvSetup   WHERE qso.qsoID=ma.objectID and 
# ma.apertureID=aver.apertureID and 
# aver.catalogueID=mapAvSetup.combiCatID and  f.filterID=aver.filterID  
# ORDER BY qso.qsoID,aver.filterID
# 
#
# qsoName,qsoID,ra,dec,filterID,aperMag3AverAB,aperMag3Err,ppErrBits
                 CFHQSJ0055+0146,                  21,     +13.7621250,      +1.7717500,   4,    +22.383560,     +1.333662,          0
                 CFHQSJ0055+0146,                  21,     +13.7621250,      +1.7717500,   5,    +21.083440,     +0.373650,          0
                  SDSSJ0100+2802,                  22,     +15.0542635,     +28.0405320,   3,    +17.599030,     +0.011513,          0
                  SDSSJ0100+2802,                  22,     +15.0542635,     +28.0405320,   4,    +17.482088,     +0.017596,          0
                  SDUVJ0108+0711,                  24,     +17.0274999,      +7.1890556,   2,    +19.959219,     +0.070246,          0
                  SDUVJ0108+0711,                  24,     +17.0274999,      +7.1890556,   3,    +19.820906,     +0.087540,          0
                  SDUVJ0108+0711,                  24,     +17.0274999,      +7.1890556,   4,    +19.547499,     +0.088968,          0
                  SDUVJ0108+0711,                  24,     +17.0274999,      +7.1890556,   5,    +19.559840,     +0.092700,          0
                  SDSSJ0108-0100,                  25,     +17.1248333,      -1.0043333,   2,    +20.913004,     +0.190875,          0
                  SDSSJ0108-0100,                  25,     +17.1248333,      -1.0043333,   3,    +21.927698,     +0.621261,          0
                  SDSSJ0108-0100,                  25,     +17.1248333,      -1.0043333,   4,    +20.955866,     +0.352807,          0
                  SDSSJ0108-0100,                  25,     +17.1248333,      -1.0043333,   5,    +21.006262,     +0.431708,          0
                  SDUVJ0113+0559,                  27,     +18.4739583,      +5.9975278,   2,    +20.335012,     +0.094054,          0
                  SDUVJ0113+0559,                  27,     +18.4739583,      +5.9975278,   3,    +20.206520,     +0.118230,          0
                  SDUVJ0113+0559,                  27,     +18.4739583,      +5.9975278,   4,    +19.765018,     +0.108320,          0
                  SDUVJ0113+0559,                  27,     +18.4739583,      +5.9975278,   5,    +19.620980,     +0.092362,          0
                SDWISEJ0115-0253,                  29,     +18.9427916,      -2.8867333,   1,    +19.881820,     +0.075765,          0
                SDWISEJ0115-0253,                  29,     +18.9427916,      -2.8867333,   2,    +19.906525,     +0.085058,          0
                SDWISEJ0115-0253,                  29,     +18.9427916,      -2.8867333,   3,    +19.621307,     +0.074633,          0
                SDWISEJ0115-0253,                  29,     +18.9427916,      -2.8867333,   4,    +19.528025,     +0.086688,          0
                SDWISEJ0115-0253,                  29,     +18.9427916,      -2.8867333,   5,    +19.502531,     +0.086432,          0
                  SDSSJ0129-0028,                  32,     +22.2810000,      -0.4793055,   2,    +21.069384,     +0.199203,          0
                  SDSSJ0129-0028,                  32,     +22.2810000,      -0.4793055,   3,    +21.301142,     +0.369346,          0
                  SDSSJ0129-0028,                  32,     +22.2810000,      -0.4793055,   4,    +21.390040,     +0.352881,          0
                  SDSSJ0129-0035,                  33,     +22.4937910,      -0.5943611,   2,    +22.022549,     +0.475681,          0
                  SDSSJ0129-0035,                  33,     +22.4937910,      -0.5943611,   3,    +21.280610,     +0.355731,          0
                  SDSSJ0129-0035,                  33,     +22.4937910,      -0.5943611,   4,    +21.147049,     +0.281562,          0
                SDWISEJ0131-0321,                  34,     +22.8639166,      -3.3500527,   3,    +17.845201,     +0.035072,          0
                  SDSSJ0133+0106,                  36,     +23.3618333,      +1.1104722,   2,    +20.280527,     +0.097357,          0
                  SDSSJ0133+0106,                  36,     +23.3618333,      +1.1104722,   3,    +20.628464,     +0.188544,          0
                  SDSSJ0133+0106,                  36,     +23.3618333,      +1.1104722,   4,    +20.036257,     +0.134039,          0
                  SDSSJ0133+0106,                  36,     +23.3618333,      +1.1104722,   5,    +19.958240,     +0.157775,          0
                 CFHQSJ0136+0226,                  37,     +24.0132080,      +2.4349166,   2, -9.999995E008, -9.999995E008,          0
                 CFHQSJ0136+0226,                  37,     +24.0132080,      +2.4349166,   3, -9.999995E008, -9.999995E008,          0
                 CFHQSJ0136+0226,                  37,     +24.0132080,      +2.4349166,   4,    +22.732607,     +1.675590,          0
                 CFHQSJ0136+0226,                  37,     +24.0132080,      +2.4349166,   5, -9.999995E008, -9.999995E008,          0
                  ULASJ0148+0600,                  41,     +27.1568128,      +6.0055734,   1,    +19.227562,     +0.011163,          0
                  ULASJ0148+0600,                  41,     +27.1568128,      +6.0055734,   2,    +19.519510,     +0.047272,          0
                  ULASJ0148+0600,                  41,     +27.1568128,      +6.0055734,   3,    +19.113623,     +0.016099,          0
                  ULASJ0148+0600,                  41,     +27.1568128,      +6.0055734,   4,    +19.125067,     +0.058610,          0
                  ULASJ0148+0600,                  41,     +27.1568128,      +6.0055734,   5,    +19.022392,     +0.053532,          0
                SDWISEJ0155+0415,                  42,     +28.8886666,      +4.2518725,   2,    +19.633602,     +0.058392,          0
                SDWISEJ0155+0415,                  42,     +28.8886666,      +4.2518725,   3,    +19.210033,     +0.052375,          0
                SDWISEJ0155+0415,                  42,     +28.8886666,      +4.2518725,   4,    +19.007208,     +0.047094,          0
                SDWISEJ0155+0415,                  42,     +28.8886666,      +4.2518725,   5,    +18.911121,     +0.052813,          0
                  ULASJ0203+0012,                  46,     +30.8849155,      +0.2081304,   2,    +20.464392,     +0.091507,          0
                  ULASJ0203+0012,                  46,     +30.8849155,      +0.2081304,   3,    +19.945452,     +0.080096,          0
                  ULASJ0203+0012,                  46,     +30.8849155,      +0.2081304,   4,    +19.118025,     +0.052807,          0
                  ULASJ0203+0012,                  46,     +30.8849155,      +0.2081304,   5,    +19.215742,     +0.071212,          0
                 CFHQSJ0210-0456,                  50,     +32.5549580,      -4.9391388,   3,    +22.099144,     +0.124564,          0
                  SDSSJ0210+0003,                  51,     +32.7361249,      +0.0513056,   2,    +21.391594,     +0.245157,          0
                  SDSSJ0210+0003,                  51,     +32.7361249,      +0.0513056,   3,    +20.904385,     +0.206123,          0
                  SDSSJ0210+0003,                  51,     +32.7361249,      +0.0513056,   4,    +21.222845,     +0.546922,          0
                  SDSSJ0210+0003,                  51,     +32.7361249,      +0.0513056,   5,    +20.096430,     +0.168171,          0
                   MMTJ0215-0529,                  54,     +33.8469583,      -5.4960556,   2,    +20.803019,     +0.030233,          0
                   MMTJ0215-0529,                  54,     +33.8469583,      -5.4960556,   3,    +20.728556,     +0.023432,          0
                SDWISEJ0216+2304,                  55,     +34.1006666,     +23.0692972,   3,    +19.331617,     +0.067240,          0
                 CFHQSJ0216-0455,                  56,     +34.1158750,      -4.9261388,   2,    +24.637200,     +0.247252,          0
                 CFHQSJ0216-0455,                  56,     +34.1158750,      -4.9261388,   3,    +26.282454,     +0.437423,          0
                 CFHQSJ0216-0455,                  56,     +34.1158750,      -4.9261388,   4, -9.999995E008, -9.999995E008,          0
                 CFHQSJ0216-0455,                  56,     +34.1158750,      -4.9261388,   5, -9.999995E008, -9.999995E008,          0
                 CFHQSJ0216-0455,                  56,     +34.1158750,      -4.9261388,   6, -9.999995E008, -9.999995E008,          0
                 CFHQSJ0216-0455,                  56,     +34.1158750,      -4.9261388,   9, -1.999999E009, -9.999995E008,          0
                 CFHQSJ0216-0455,                  56,     +34.1158750,      -4.9261388,  10, -1.999999E009, -9.999995E008,          0
                  SDSSJ0218-0027,                  58,     +34.5878333,      -0.4626946,   2,    +21.628914,     +0.298460,          0
                  SDSSJ0218-0027,                  58,     +34.5878333,      -0.4626946,   3,    +22.873352,     +1.541676,          0
                  SDSSJ0218-0027,                  58,     +34.5878333,      -0.4626946,   4,    +21.112642,     +0.293985,          0
                  SDSSJ0218-0027,                  58,     +34.5878333,      -0.4626946,   5,    +21.087944,     +0.396794,          0
                  MMTJ0221-0342A,                  60,     +35.3013333,      -3.7087778,   3,    +21.611343,     +0.030836,          0
                  MMTJ0221-0342A,                  60,     +35.3013333,      -3.7087778,   5,    +21.058971,     +0.025789,          0
                 SDSSJ0221-0342B,                  61,     +35.3025416,      -3.7145000,   3,    +19.456396,     +0.004902,          0
                 SDSSJ0221-0342B,                  61,     +35.3025416,      -3.7145000,   5,    +19.102245,     +0.004542,          0
            PSOJ036.5078+03.0498,                  64,     +36.5078068,      +3.0498383,   2,    +19.445310,     +0.046195,          0
            PSOJ036.5078+03.0498,                  64,     +36.5078068,      +3.0498383,   3,    +19.395844,     +0.078290,          0
            PSOJ036.5078+03.0498,                  64,     +36.5078068,      +3.0498383,   4,    +19.302153,     +0.073144,          0
            PSOJ036.5078+03.0498,                  64,     +36.5078068,      +3.0498383,   5,    +19.284279,     +0.072052,          0
                  SDSSJ0230+0046,                  66,     +37.5094583,      +0.7796667,   2,    +21.693010,     +0.369559,          0
                  SDSSJ0230+0046,                  66,     +37.5094583,      +0.7796667,   3,    +21.180923,     +0.280637,          0
                  SDSSJ0230+0046,                  66,     +37.5094583,      +0.7796667,   4, -9.999995E008, -9.999995E008,          0
                  SDSSJ0230+0046,                  66,     +37.5094583,      +0.7796667,   5,    +22.458172,     +1.460676,          0
                  SDSSJ0239-0045,                  70,     +39.8760000,      -0.7514999,   2,    +21.280462,     +0.310687,          0
                  SDSSJ0239-0045,                  70,     +39.8760000,      -0.7514999,   3,    +21.938683,     +0.285638,          0
                  SDSSJ0239-0045,                  70,     +39.8760000,      -0.7514999,   4,    +21.381704,     +0.398043,          0
                  SDSSJ0239-0045,                  70,     +39.8760000,      -0.7514999,   5,    +22.554907,     +1.160875,          0
            PSOJ040.0159+17.5458,                  71,     +40.0159141,     +17.5458092,   3,    +20.931189,     +0.214968,          0
                SDWISEJ0241+0435,                  72,     +40.4705000,      +4.5981833,   2,    +19.853470,     +0.074357,          0
                SDWISEJ0241+0435,                  72,     +40.4705000,      +4.5981833,   3,    +19.524174,     +0.074610,          0
                SDWISEJ0241+0435,                  72,     +40.4705000,      +4.5981833,   4,    +19.018496,     +0.078272,          0
                SDWISEJ0241+0435,                  72,     +40.4705000,      +4.5981833,   5,    +19.160837,     +0.082516,          0
                  SDSSJ0301+0020,                  77,     +45.3208749,      +0.3405556,   2, -9.999995E008, -9.999995E008,          0
                  SDSSJ0301+0020,                  77,     +45.3208749,      +0.3405556,   3,    +23.637009,     +2.257237,          0
                  SDSSJ0301+0020,                  77,     +45.3208749,      +0.3405556,   4,    +21.519697,     +0.615247,          0
                  SDSSJ0301+0020,                  77,     +45.3208749,      +0.3405556,   5,    +21.416903,     +0.635245,          0
                SDWISEJ0306+1853,                  80,     +46.6771250,     +18.8877361,   1,    +17.440346,     +0.005408,          0
                SDWISEJ0306+1853,                  80,     +46.6771250,     +18.8877361,   3,    +17.105412,     +0.005452,          0
                  SDSSJ0321+0029,                  83,     +50.4794583,      +0.4948335,   2,    +21.123297,     +0.177202,    4194304
                  SDSSJ0321+0029,                  83,     +50.4794583,      +0.4948335,   3,    +21.494242,     +0.252634,          0
                  SDSSJ0321+0029,                  83,     +50.4794583,      +0.4948335,   4,    +20.516426,     +0.195897,    4194304
                  SDSSJ0338+0021,                  88,     +54.6221249,      +0.3656388,   2,    +19.759558,     +0.043463,          0
                  SDSSJ0338+0021,                  88,     +54.6221249,      +0.3656388,   3,    +19.663857,     +0.009136,          0
                  SDSSJ0338+0021,                  88,     +54.6221249,      +0.3656388,   4,    +19.571606,     +0.053780,          0
                  SDSSJ0338+0021,                  88,     +54.6221249,      +0.3656388,   5,    +19.207964,     +0.073856,          0
                  SDSSJ0341-0048,                  89,     +55.4243750,      -0.8035444,   2,    +20.447645,     +0.113552,          0
                  SDSSJ0341-0048,                  89,     +55.4243750,      -0.8035444,   3,    +20.246270,     +0.092051,          0
                  SDSSJ0341-0048,                  89,     +55.4243750,      -0.8035444,   4,    +20.340736,     +0.135572,          0
                  SDSSJ0341-0048,                  89,     +55.4243750,      -0.8035444,   5,    +20.151651,     +0.127964,          0
                  SDSSJ0349+0034,                  92,     +57.4974999,      +0.5676388,   2,    +21.950874,     +0.299260,          0
                  SDSSJ0349+0034,                  92,     +57.4974999,      +0.5676388,   3,    +21.494320,     +0.217916,          0
                  SDSSJ0349+0034,                  92,     +57.4974999,      +0.5676388,   4,    +20.743198,     +0.257664,          0
                  SDSSJ0349+0034,                  92,     +57.4974999,      +0.5676388,   5,    +21.026398,     +0.244104,          0
                  SDSSJ0353+0104,                  93,     +58.4572136,      +1.0679614,   2,    +20.696980,     +0.107632,          0
                  SDSSJ0353+0104,                  93,     +58.4572136,      +1.0679614,   3,    +20.154232,     +0.078056,          0
                  SDSSJ0353+0104,                  93,     +58.4572136,      +1.0679614,   4,    +19.965164,     +0.141612,          0
                  SDSSJ0353+0104,                  93,     +58.4572136,      +1.0679614,   5,    +19.981650,     +0.133513,          0
            PSOJ060.5529+24.8567,                  94,     +60.5528945,     +24.8567857,   1,    +20.317106,     +0.076657,          0
            PSOJ060.5529+24.8567,                  94,     +60.5528945,     +24.8567857,   2,    +20.275885,     +0.106571,          0
            PSOJ060.5529+24.8567,                  94,     +60.5528945,     +24.8567857,   3,    +19.953764,     +0.080042,          0
            PSOJ060.5529+24.8567,                  94,     +60.5528945,     +24.8567857,   4,    +20.079893,     +0.128411,          0
            PSOJ060.5529+24.8567,                  94,     +60.5528945,     +24.8567857,   5,    +19.525164,     +0.046113,          0
            PSOJ071.4507-02.3332,                 101,     +71.4507500,      -2.3332900,   3,    +18.831545,     +0.077566,          0
            PSOJ108.4429+08.9257,                 105,    +108.4429416,      +8.9257369,   3,    +19.068594,     +0.051260,          0
                  SDSSJ0731+4459,                 106,    +112.7630300,     +44.9970700,   3,    +18.871508,     +0.036173,          0
                  SDSSJ0741+2520,                 107,    +115.4780000,     +25.3415694,   2,    +18.456947,     +0.016030,          0
                  SDSSJ0741+2520,                 107,    +115.4780000,     +25.3415694,   3,    +18.302872,     +0.012232,          0
                  SDSSJ0741+2520,                 107,    +115.4780000,     +25.3415694,   4,    +17.912676,     +0.026998,          0
                  SDSSJ0741+2520,                 107,    +115.4780000,     +25.3415694,   5,    +17.708000,     +0.023406,          0
                SDWISEJ0747+1153,                 108,    +116.9549166,     +11.8979055,   3,    +18.112371,     +0.014195,          0
                  SDSSJ0756+4104,                 109,    +119.0755812,     +41.0690592,   3,    +19.799793,     +0.068280,          0
                SDWISEJ0812+0440,                 111,    +123.2034166,      +4.6823722,   3,    +19.638784,     +0.067697,          0
                  SDSSJ0818+1722,                 112,    +124.6141845,     +17.3811127,   3,    +19.087286,     +0.050107,          0
                  SDSSJ0824+1302,                 113,    +126.2250634,     +13.0380490,   3,    +19.419182,     +0.037462,          0
                  ULASJ0828+2633,                 114,    +127.0558622,     +26.5654140,   2,    +20.597654,     +0.045926,          0
                  ULASJ0828+2633,                 114,    +127.0558622,     +26.5654140,   3,    +20.530660,     +0.056764,          0
                  ULASJ0828+2633,                 114,    +127.0558622,     +26.5654140,   4,    +20.355648,     +0.245450,          0
                  ULASJ0828+2633,                 114,    +127.0558622,     +26.5654140,   5,    +20.083870,     +0.170522,          0
            PSOJ127.2817+03.0657,                 115,    +127.2817406,      +3.0657009,   2,    +21.044970,     +0.158892,          0
            PSOJ127.2817+03.0657,                 115,    +127.2817406,      +3.0657009,   3,    +20.968847,     +0.221206,          0
            PSOJ127.2817+03.0657,                 115,    +127.2817406,      +3.0657009,   4,    +20.197622,     +0.157422,          0
            PSOJ127.2817+03.0657,                 115,    +127.2817406,      +3.0657009,   5,    +20.103800,     +0.158448,          0
                  SDUVJ0829+2506,                 116,    +127.3879166,     +25.1126667,   2,    +19.832169,     +0.055686,          0
                  SDUVJ0829+2506,                 116,    +127.3879166,     +25.1126667,   3,    +19.625656,     +0.045757,          0
                  SDUVJ0829+2506,                 116,    +127.3879166,     +25.1126667,   4,    +19.503440,     +0.107932,          0
                  SDUVJ0829+2506,                 116,    +127.3879166,     +25.1126667,   5,    +19.366137,     +0.094691,          0
                  SDSSJ0833+2726,                 117,    +128.3235833,     +27.4413889,   2,    +20.629925,     +0.144823,          0
                  SDSSJ0833+2726,                 117,    +128.3235833,     +27.4413889,   3,    +20.316183,     +0.140056,          0
                  SDSSJ0833+2726,                 117,    +128.3235833,     +27.4413889,   4,    +20.160868,     +0.200879,          0
                  SDSSJ0833+2726,                 117,    +128.3235833,     +27.4413889,   5,    +19.622131,     +0.123127,          0
               SHELLQsJ0834+0211,                 118,    +128.5036667,      +2.1963611,   2,    +22.278812,     +0.482702,          0
               SHELLQsJ0834+0211,                 118,    +128.5036667,      +2.1963611,   3,    +23.441227,     +1.495062,          0
               SHELLQsJ0834+0211,                 118,    +128.5036667,      +2.1963611,   4, -9.999995E008, -9.999995E008,          0
               SHELLQsJ0834+0211,                 118,    +128.5036667,      +2.1963611,   5, -9.999995E008, -9.999995E008,          0
                  SDSSJ0835+3217,                 119,    +128.8573333,     +32.2979444,   3,    +21.094488,     +0.254324,          0
                  SDSSJ0835+0537,                 120,    +128.9765132,      +5.6314046,   2,    +19.888714,     +0.049229,          0
                  SDSSJ0835+0537,                 120,    +128.9765132,      +5.6314046,   3,    +19.577885,     +0.031844,          0
                  SDSSJ0835+0537,                 120,    +128.9765132,      +5.6314046,   4,    +19.297180,     +0.050951,          0
                  SDSSJ0835+0537,                 120,    +128.9765132,      +5.6314046,   5,    +19.121172,     +0.048185,          0
                  SDSSJ0836+0054,                 121,    +129.1827665,      +0.9147934,   1,    +18.823292,     +0.004396,          0
                  SDSSJ0836+0054,                 121,    +129.1827665,      +0.9147934,   2,    +18.883670,     +0.005083,          0
                  SDSSJ0836+0054,                 121,    +129.1827665,      +0.9147934,   3,    +18.630924,     +0.002909,          0
                  SDSSJ0836+0054,                 121,    +129.1827665,      +0.9147934,   4,    +18.401804,     +0.023047,          0
                  SDSSJ0836+0054,                 121,    +129.1827665,      +0.9147934,   5,    +18.084196,     +0.024743,          0
                  SDSSJ0840+5624,                 123,    +130.1462615,     +56.4056176,   3,    +19.471092,     +0.058587,          0
                  SDSSJ0841+2905,                 124,    +130.3313231,     +29.0845966,   2,    +20.354177,     +0.077921,          0
                  SDSSJ0841+2905,                 124,    +130.3313231,     +29.0845966,   3,    +20.001421,     +0.026735,          0
                  SDSSJ0841+2905,                 124,    +130.3313231,     +29.0845966,   4,    +20.205332,     +0.121539,          0
                  SDSSJ0841+2905,                 124,    +130.3313231,     +29.0845966,   5,    +19.796305,     +0.030445,          0
                  SDSSJ0842+1218,                 125,    +130.6226384,     +12.3140508,   3,    +19.703608,     +0.095302,          0
                  SDSSJ0842+1218,                 125,    +130.6226384,     +12.3140508,   5,    +19.379972,     +0.094814,          0
               SHELLQsJ0844-0132,                 126,    +131.0358750,      -1.5379167,   2, -9.999995E008, -9.999995E008,          0
               SHELLQsJ0844-0132,                 126,    +131.0358750,      -1.5379167,   3, -9.999995E008, -9.999995E008,          0
               SHELLQsJ0844-0132,                 126,    +131.0358750,      -1.5379167,   4, -9.999995E008, -9.999995E008,          0
               SHELLQsJ0844-0132,                 126,    +131.0358750,      -1.5379167,   5, -9.999995E008, -9.999995E008,          0
               SHELLQsJ0844-0052,                 127,    +131.1316666,      -0.8818333,   2,    +28.911282,   +353.101530,          0
               SHELLQsJ0844-0052,                 127,    +131.1316666,      -0.8818333,   3,    +25.437720,    +12.554456,          0
               SHELLQsJ0844-0052,                 127,    +131.1316666,      -0.8818333,   4, -9.999995E008, -9.999995E008,          0
               SHELLQsJ0844-0052,                 127,    +131.1316666,      -0.8818333,   5, -9.999995E008, -9.999995E008,          0
                  SDSSJ0846+0800,                 128,    +131.6160038,      +8.0143655,   2,    +19.724160,     +0.039753,          0
                  SDSSJ0846+0800,                 128,    +131.6160038,      +8.0143655,   3,    +19.567911,     +0.039856,          0
                  SDSSJ0846+0800,                 128,    +131.6160038,      +8.0143655,   4,    +19.356838,     +0.049533,          0
                  SDSSJ0846+0800,                 128,    +131.6160038,      +8.0143655,   5,    +19.379839,     +0.058612,          0
                  SDSSJ0850+3246,                 129,    +132.7010255,     +32.7799831,   3,    +19.663769,     +0.065961,          0
                  SDSSJ0850+3246,                 129,    +132.7010255,     +32.7799831,   4,    +19.563025,     +0.057443,          0
                  SDSSJ0850+3246,                 129,    +132.7010255,     +32.7799831,   5,    +19.143354,     +0.046312,          0
               SHELLQsJ0853+0139,                 130,    +133.4535000,      +1.6530556,   2,    +23.442800,     +1.170454,          0
               SHELLQsJ0853+0139,                 130,    +133.4535000,      +1.6530556,   3,    +22.819471,     +0.729221,          0
               SHELLQsJ0853+0139,                 130,    +133.4535000,      +1.6530556,   4,    +21.894510,     +0.798563,          0
               SHELLQsJ0853+0139,                 130,    +133.4535000,      +1.6530556,   5, -9.999995E008, -9.999995E008,          0
                  SDSSJ0854+2056,                 131,    +133.6265512,     +20.9474547,   1,    +19.437946,     +0.036526,          0
                  SDSSJ0854+2056,                 131,    +133.6265512,     +20.9474547,   2,    +19.434507,     +0.031281,          0
                  SDSSJ0854+2056,                 131,    +133.6265512,     +20.9474547,   3,    +19.461786,     +0.041427,          0
                  SDSSJ0854+2056,                 131,    +133.6265512,     +20.9474547,   4,    +19.058043,     +0.037803,          0
                  SDSSJ0854+2056,                 131,    +133.6265512,     +20.9474547,   5,    +19.075579,     +0.031405,          0
               SHELLQsJ0857+0056,                 132,    +134.4105416,      +0.9368611,   2,    +24.103844,     +1.777051,          0
               SHELLQsJ0857+0056,                 132,    +134.4105416,      +0.9368611,   3,    +23.545918,     +0.894208,          0
               SHELLQsJ0857+0056,                 132,    +134.4105416,      +0.9368611,   4, -9.999995E008, -9.999995E008,          0
               SHELLQsJ0857+0056,                 132,    +134.4105416,      +0.9368611,   5,    +23.549360,     +2.123892,          0
               SHELLQsJ0858+0000,                 133,    +134.5562917,      +0.0158611,   2,    +22.050102,     +0.411129,          0
               SHELLQsJ0858+0000,                 133,    +134.5562917,      +0.0158611,   3,    +21.434067,     +0.213407,          0
               SHELLQsJ0858+0000,                 133,    +134.5562917,      +0.0158611,   4,    +21.932720,     +0.626825,          0
               SHELLQsJ0858+0000,                 133,    +134.5562917,      +0.0158611,   5,    +21.667852,     +0.763037,          0
                   HSCJ0859+0022,                 134,    +134.7799583,      +0.3821944,   2,    +22.690860,     +0.767895,          0
                   HSCJ0859+0022,                 134,    +134.7799583,      +0.3821944,   3,    +23.600985,     +1.514245,          0
                   HSCJ0859+0022,                 134,    +134.7799583,      +0.3821944,   4,    +23.114206,     +1.326459,          0
                   HSCJ0859+0022,                 134,    +134.7799583,      +0.3821944,   5,    +21.337670,     +0.390085,          0
            PSOJ135.3860+16.2518,                 136,    +135.3860431,     +16.2518985,   3,    +20.598207,     +0.195628,          0
                  SDSSJ0902+0851,                 137,    +135.6906706,      +8.8544229,   2,    +20.046495,     +0.093849,          0
                  SDSSJ0902+0851,                 137,    +135.6906706,      +8.8544229,   3,    +19.890512,     +0.043847,          0
                  SDSSJ0902+0851,                 137,    +135.6906706,      +8.8544229,   4,    +19.631351,     +0.049972,          0
                  SDSSJ0902+0851,                 137,    +135.6906706,      +8.8544229,   5,    +19.485321,     +0.053899,          0
               SHELLQsJ0902+0155,                 138,    +135.7286250,      +1.9196944,   2,    +22.442421,     +0.700947,          0
               SHELLQsJ0902+0155,                 138,    +135.7286250,      +1.9196944,   3,    +22.601448,     +0.378262,          0
               SHELLQsJ0902+0155,                 138,    +135.7286250,      +1.9196944,   4,    +23.427382,     +0.360431,          0
               SHELLQsJ0902+0155,                 138,    +135.7286250,      +1.9196944,   5,    +21.586680,     +0.630011,          0
               SHELLQsJ0903+0211,                 139,    +135.8111666,      +2.1911944,   2,    +23.020930,     +1.209713,          0
               SHELLQsJ0903+0211,                 139,    +135.8111666,      +2.1911944,   3, -9.999995E008, -9.999995E008,          0
