# qsoName,qsoID,ra,dec,filterID,aperMag3AverAB,aperMag3Err,ppErrBits
                 SUVAWJ1149+0748,                 213,    +177.4435417,      +7.8140556,   5,    +19.883867,     +0.110710,          0
                   VIKJ1152+0055,                 214,    +178.0886300,      +0.9268583,   2,    +21.572554,     +0.319966,          0
                   VIKJ1152+0055,                 214,    +178.0886300,      +0.9268583,   3,    +21.823513,     +0.369208,          0
                   VIKJ1152+0055,                 214,    +178.0886300,      +0.9268583,   4,    +21.269170,     +0.407570,          0
                   VIKJ1152+0055,                 214,    +178.0886300,      +0.9268583,   5,    +21.862095,     +0.721571,          0
                  SDSSJ1154+2333,                 216,    +178.5829944,     +23.5659084,   3,    +20.073742,     +0.017986,          0
                  SDSSJ1154+2333,                 216,    +178.5829944,     +23.5659084,   4,    +19.811403,     +0.025774,          0
                  SDSSJ1154+2333,                 216,    +178.5829944,     +23.5659084,   5,    +19.785650,     +0.024627,          0
                  SDSSJ1154+1341,                 217,    +178.6030599,     +13.6960522,   2,    +20.080584,     +0.072739,          0
                  SDSSJ1154+1341,                 217,    +178.6030599,     +13.6960522,   3,    +19.856318,     +0.084214,          0
                  SDSSJ1154+1341,                 217,    +178.6030599,     +13.6960522,   4,    +19.658640,     +0.069621,          0
                  SDSSJ1154+1341,                 217,    +178.6030599,     +13.6960522,   5,    +19.536533,     +0.080519,          0
                  SDSSJ1157+0637,                 218,    +179.4516096,      +6.6199816,   2,    +20.208227,     +0.046321,          0
                  SDSSJ1157+0637,                 218,    +179.4516096,      +6.6199816,   3,    +20.126453,     +0.069130,          0
                  SDSSJ1157+0637,                 218,    +179.4516096,      +6.6199816,   4,    +19.892454,     +0.071024,          0
                  SDSSJ1157+0637,                 218,    +179.4516096,      +6.6199816,   5,    +20.198233,     +0.120029,          0
               SHELLQsJ1201+0133,                 219,    +180.2625833,      +1.5656667,   2, -9.999995E008, -9.999995E008,          0
               SHELLQsJ1201+0133,                 219,    +180.2625833,      +1.5656667,   3,    +22.652277,     +0.905730,          0
               SHELLQsJ1201+0133,                 219,    +180.2625833,      +1.5656667,   4,    +22.136297,     +0.953977,          0
               SHELLQsJ1201+0133,                 219,    +180.2625833,      +1.5656667,   5,    +22.334938,     +1.330172,          0
