# qsoName,qsoID,ra,dec,filterID,aperMag3AverAB,aperMag3Err,ppErrBits
#
# Results of Query: Database VSERV1000v20190508 17/05/19 13:01
# SELECT qso.qsoName,qso.qsoID,qso.ra,qso.dec,aver.filterID,
# (aver.aperMag3+f.VegaToAB) as aperMag3AverAB,aver.aperMag3Err,
# aver.ppErrBits   /* Select basic QSO parameters and photometry 
# averaged over all   epochs. ppErrBits gives some quality control 
# information.  It is   safest to add an alias to each attribute to 
# avoid confusion. */ FROM finalQsoCatalogue as qso, 
# MapApertureIDshighzQsoMap as ma, vserv1000MapRemeasAver as aver, 
# Filter as f,   /* Select main tables for query, giving each an 
# appropriate alias   (e.g. as qso). MapApertureIDshighzQsoMap links 
# finalQsoCatalogue to   vserv1000MapRemeasAver */  (SELECT distinct 
# combiCatID FROM MapProvenance WHERE avSetupID=0) as mapAvSetup   /* 
# Create a temporary table in memory of only average catalogues that   
# are created with avSetupID=0, i.e.  averaged over all epochs. Using   
# distinct is very important since MapProvenance has multiple rows for  
#  each averaged catalogue */  WHERE qso.qsoID=ma.objectID and 
# ma.apertureID=aver.apertureID and 
# aver.catalogueID=mapAvSetup.combiCatID and f.filterID=aver.filterID   
# /* Join all the tables correctly. finalQsoCatalogue is linked to   
# MapApertureIDshighzQsoMap with qsoID=objectID.  The apertureID in   
# MapApertureIDshighzQsoMap links to vserv1000MapRemeasurement or   
# vserv1000MapRemeasAver.  The temporary table gives the correct list   
# of combiCatIDs that constrain the catalogueID in   
# vserv1000MapRemeasAver. */ ORDER BY qso.qsoID,aver.filterID
# Column Headers at start of file AND below
#
# qsoName,qsoID,ra,dec,filterID,aperMag3AverAB,aperMag3Err,ppErrBits
                  VDESJ0143-5545,                  40,     +25.7926667,     -55.7529667,   5,    +20.111770,     +0.111185,          0
            PSOJ029.5172-29.0886,                  43,     +29.5172600,     -29.0886800,   1,    +19.282515,     +0.005508,          0
            PSOJ029.5172-29.0886,                  43,     +29.5172600,     -29.0886800,   2,    +19.228056,     +0.011954,          0
            PSOJ029.5172-29.0886,                  43,     +29.5172600,     -29.0886800,   3,    +19.135632,     +0.012823,          0
            PSOJ029.5172-29.0886,                  43,     +29.5172600,     -29.0886800,   4,    +19.145395,     +0.020920,          0
            PSOJ029.5172-29.0886,                  43,     +29.5172600,     -29.0886800,   5,    +18.919283,     +0.024306,          0
          ATLASJ029.9915-36.5658,                  44,     +29.9915479,     -36.5657230,   3,    +19.497368,     +0.019755,        128
          ATLASJ029.9915-36.5658,                  44,     +29.9915479,     -36.5657230,   5,    +19.238594,     +0.044849,        128
               SHELLQsJ0202-0251,                  45,     +30.7425417,      -2.8648889,   3,    +22.627390,     +0.480528,          0
               SHELLQsJ0202-0251,                  45,     +30.7425417,      -2.8648889,   4,    +21.497078,     +0.254108,          0
               SHELLQsJ0202-0251,                  45,     +30.7425417,      -2.8648889,   5,    +21.206514,     +0.270172,          0
                  ULASJ0203+0012,                  46,     +30.8849155,      +0.2081304,   3,    +19.742317,     +0.019158,          0
                  ULASJ0203+0012,                  46,     +30.8849155,      +0.2081304,   4,    +19.427876,     +0.074734,          0
                  ULASJ0203+0012,                  46,     +30.8849155,      +0.2081304,   5,    +19.106049,     +0.022268,          0
                  SDSSJ0205-0955,                  47,     +31.4442916,      -9.9232500,   3,    +23.749350,     +1.393325,          0
                  SDSSJ0205-0955,                  47,     +31.4442916,      -9.9232500,   5,    +22.507717,     +1.081624,          0
               SHELLQsJ0206-0255,                  48,     +31.5466667,      -2.9271667,   3,    +21.112848,     +0.104752,          0
               SHELLQsJ0206-0255,                  48,     +31.5466667,      -2.9271667,   4,    +21.171267,     +0.165836,          0
               SHELLQsJ0206-0255,                  48,     +31.5466667,      -2.9271667,   5,    +20.767403,     +0.145611,          0
                  SDSSJ0208-0112,                  49,     +32.0179583,      -1.2095277,   3,    +20.778433,     +0.078122,          0
                  SDSSJ0208-0112,                  49,     +32.0179583,      -1.2095277,   4,    +20.988417,     +0.134242,          0
                  SDSSJ0208-0112,                  49,     +32.0179583,      -1.2095277,   5,    +20.868433,     +0.196468,          0
                 CFHQSJ0210-0456,                  50,     +32.5549580,      -4.9391388,   3,    +22.347650,     +0.351583,          0
                 CFHQSJ0210-0456,                  50,     +32.5549580,      -4.9391388,   4,    +22.628033,     +0.566269,          0
                 CFHQSJ0210-0456,                  50,     +32.5549580,      -4.9391388,   5,    +21.114060,     +0.227516,          0
                  SDSSJ0210+0003,                  51,     +32.7361249,      +0.0513056,   3,    +21.067413,     +0.048893,          0
                  SDSSJ0210+0003,                  51,     +32.7361249,      +0.0513056,   4,    +20.645493,     +0.165151,          0
                  SDSSJ0210+0003,                  51,     +32.7361249,      +0.0513056,   5,    +20.021305,     +0.039003,          0
               SHELLQsJ0211-0203,                  52,     +32.9355417,      -2.0510833,   3,    +23.264688,     +0.829644,          0
               SHELLQsJ0211-0203,                  52,     +32.9355417,      -2.0510833,   4,    +21.497417,     +0.274807,          0
               SHELLQsJ0211-0203,                  52,     +32.9355417,      -2.0510833,   5,    +22.519300,     +0.772580,          0
               SHELLQsJ0213-0626,                  53,     +33.3205833,      -6.4375556,   3,    +22.076515,     +0.238260,          0
               SHELLQsJ0213-0626,                  53,     +33.3205833,      -6.4375556,   4,    +24.491587,     +3.246963,          0
               SHELLQsJ0213-0626,                  53,     +33.3205833,      -6.4375556,   5,    +21.473880,     +0.281805,          0
                   MMTJ0215-0529,                  54,     +33.8469583,      -5.4960556,   1,    +20.824833,     +0.031771,    4194304
                   MMTJ0215-0529,                  54,     +33.8469583,      -5.4960556,   2,    +20.695260,     +0.009111,          0
                   MMTJ0215-0529,                  54,     +33.8469583,      -5.4960556,   3,    +20.570147,     +0.081743,        128
                   MMTJ0215-0529,                  54,     +33.8469583,      -5.4960556,   4,    +20.098150,     +0.080000,        128
                   MMTJ0215-0529,                  54,     +33.8469583,      -5.4960556,   5,    +20.391396,     +0.151781,        128
                 CFHQSJ0216-0455,                  56,     +34.1158750,      -4.9261388,   1,    +24.607063,     +0.072544,          0
                 CFHQSJ0216-0455,                  56,     +34.1158750,      -4.9261388,   2,    +26.658787,     +0.828466,          0
                 CFHQSJ0216-0455,                  56,     +34.1158750,      -4.9261388,   3, -9.999995E008, -9.999995E008,          0
                 CFHQSJ0216-0455,                  56,     +34.1158750,      -4.9261388,   4, -9.999995E008, -9.999995E008,          0
                 CFHQSJ0216-0455,                  56,     +34.1158750,      -4.9261388,   5, -9.999995E008, -9.999995E008,          0
               SHELLQsJ0217-0208,                  57,     +34.3399583,      -2.1479444,   3,    +24.288834,     +3.078886,          0
               SHELLQsJ0217-0208,                  57,     +34.3399583,      -2.1479444,   4,    +22.485916,     +1.014308,          0
               SHELLQsJ0217-0208,                  57,     +34.3399583,      -2.1479444,   5,    +22.379635,     +0.979070,          0
                  SDSSJ0218-0027,                  58,     +34.5878333,      -0.4626946,   3,    +20.915130,     +0.056903,          0
                  SDSSJ0218-0027,                  58,     +34.5878333,      -0.4626946,   4,    +21.137117,     +0.365647,          0
                  SDSSJ0218-0027,                  58,     +34.5878333,      -0.4626946,   5,    +20.455400,     +0.075054,          0
               SHELLQsJ0220-0432,                  59,     +35.1238333,      -4.5344444,   1,    +23.297674,     +0.205840,          0
               SHELLQsJ0220-0432,                  59,     +35.1238333,      -4.5344444,   2,    +23.545590,     +0.050945,          0
               SHELLQsJ0220-0432,                  59,     +35.1238333,      -4.5344444,   3,    +23.402721,     +0.066915,          0
               SHELLQsJ0220-0432,                  59,     +35.1238333,      -4.5344444,   4,    +23.364187,     +0.098209,          0
               SHELLQsJ0220-0432,                  59,     +35.1238333,      -4.5344444,   5,    +22.965538,     +0.104759,          0
                  MMTJ0221-0342A,                  60,     +35.3013333,      -3.7087778,   1,    +21.597683,     +0.056117,          0
                  MMTJ0221-0342A,                  60,     +35.3013333,      -3.7087778,   3,    +21.413210,     +0.123850,          0
                  MMTJ0221-0342A,                  60,     +35.3013333,      -3.7087778,   4,    +20.832134,     +0.107745,          0
                  MMTJ0221-0342A,                  60,     +35.3013333,      -3.7087778,   5,    +21.071503,     +0.142466,          0
                 SDSSJ0221-0342B,                  61,     +35.3025416,      -3.7145000,   1,    +19.412014,     +0.008158,          0
                 SDSSJ0221-0342B,                  61,     +35.3025416,      -3.7145000,   3,    +19.539942,     +0.022416,          0
                 SDSSJ0221-0342B,                  61,     +35.3025416,      -3.7145000,   4,    +19.146090,     +0.023164,          0
                 SDSSJ0221-0342B,                  61,     +35.3025416,      -3.7145000,   5,    +19.109780,     +0.023904,          0
                 CFHQSJ0221-0802,                  62,     +35.3446250,      -8.0476388,   3,    +22.118256,     +0.178284,          0
                 CFHQSJ0221-0802,                  62,     +35.3446250,      -8.0476388,   5,    +21.045414,     +0.200961,          0
                  VDESJ0224-4711,                  63,     +36.1105700,     -47.1914900,   3,    +19.743740,     +0.037308,          0
                  VDESJ0224-4711,                  63,     +36.1105700,     -47.1914900,   4,    +19.463171,     +0.053283,          0
                  VDESJ0224-4711,                  63,     +36.1105700,     -47.1914900,   5,    +18.947119,     +0.041804,          0
                 CFHQSJ0227-0605,                  65,     +36.9303750,      -6.0917222,   1,    +22.218334,     +0.082237,          0
                 CFHQSJ0227-0605,                  65,     +36.9303750,      -6.0917222,   2,    +22.108776,     +0.151424,          0
                 CFHQSJ0227-0605,                  65,     +36.9303750,      -6.0917222,   3,    +21.944265,     +0.136283,          0
                 CFHQSJ0227-0605,                  65,     +36.9303750,      -6.0917222,   4,    +21.960718,     +0.209255,          0
                 CFHQSJ0227-0605,                  65,     +36.9303750,      -6.0917222,   5,    +21.495690,     +0.184642,          0
                  SDSSJ0230+0046,                  66,     +37.5094583,      +0.7796667,   1,    +21.777027,     +0.066339,          0
                  SDSSJ0230+0046,                  66,     +37.5094583,      +0.7796667,   2,    +21.585766,     +0.103740,          0
                  SDSSJ0230+0046,                  66,     +37.5094583,      +0.7796667,   3,    +21.462378,     +0.077221,          0
                  SDSSJ0230+0046,                  66,     +37.5094583,      +0.7796667,   4,    +21.283466,     +0.105812,          0
                  SDSSJ0230+0046,                  66,     +37.5094583,      +0.7796667,   5,    +21.415020,     +0.151337,          0
                  SDSSJ0231-0728,                  67,     +37.9068333,      -7.4817778,   3,    +19.225882,     +0.019164,          0
                  SDSSJ0231-0728,                  67,     +37.9068333,      -7.4817778,   5,    +18.777184,     +0.040500,          0
            PSOJ037.9706-28.8389,                  68,     +37.9706570,     -28.8389110,   1,    +20.744692,     +0.036876,          0
            PSOJ037.9706-28.8389,                  68,     +37.9706570,     -28.8389110,   2,    +21.007744,     +0.084796,          0
            PSOJ037.9706-28.8389,                  68,     +37.9706570,     -28.8389110,   3,    +21.106108,     +0.114513,          0
            PSOJ037.9706-28.8389,                  68,     +37.9706570,     -28.8389110,   4,    +20.977370,     +0.163411,          0
            PSOJ037.9706-28.8389,                  68,     +37.9706570,     -28.8389110,   5,    +20.520658,     +0.153699,          0
               SHELLQsJ0235-0532,                  69,     +38.9267500,      -5.5448889,   3, -9.999995E008, -9.999995E008,          0
               SHELLQsJ0235-0532,                  69,     +38.9267500,      -5.5448889,   4,    +23.671593,     +1.648115,          0
               SHELLQsJ0235-0532,                  69,     +38.9267500,      -5.5448889,   5,    +22.572126,     +0.878681,          0
                  SDSSJ0239-0045,                  70,     +39.8760000,      -0.7514999,   3,    +22.365149,     +0.426583,        128
                  SDSSJ0239-0045,                  70,     +39.8760000,      -0.7514999,   4,    +21.531090,     +0.299950,        128
                  SDSSJ0239-0045,                  70,     +39.8760000,      -0.7514999,   5,    +21.202837,     +0.304360,        128
                  VDESJ0244-5008,                  73,     +41.0000000,     -50.1333333,   3, -9.999995E008, -9.999995E008,          0
                  VDESJ0244-5008,                  73,     +41.0000000,     -50.1333333,   4, -9.999995E008, -9.999995E008,          0
                  VDESJ0244-5008,                  73,     +41.0000000,     -50.1333333,   5, -9.999995E008, -9.999995E008,          0
            PSOJ042.6690-02.9174,                  74,     +42.6690900,      -2.9174500,   3,    +20.220905,     +0.055411,          0
            PSOJ042.6690-02.9174,                  74,     +42.6690900,      -2.9174500,   5,    +20.390167,     +0.163319,          0
            PSOJ045.1840-22.5408,                  76,     +45.1840820,     -22.5408850,   3,    +19.733816,     +0.023398,          0
            PSOJ045.1840-22.5408,                  76,     +45.1840820,     -22.5408850,   5,    +19.108253,     +0.036896,          0
                  SDSSJ0301+0020,                  77,     +45.3208749,      +0.3405556,   3,    +22.989794,     +0.823641,          0
                  SDSSJ0301+0020,                  77,     +45.3208749,      +0.3405556,   4, -9.999995E008, -9.999995E008,          0
                  SDSSJ0301+0020,                  77,     +45.3208749,      +0.3405556,   5,    +24.721525,     +8.022648,          0
                  SDSSJ0303-0019,                  78,     +45.8808330,      -0.3202499,   3,    +20.947502,     +0.127370,          0
                  SDSSJ0303-0019,                  78,     +45.8808330,      -0.3202499,   4,    +21.276100,     +0.216643,          0
                   VIKJ0305-3150,                  79,     +46.3204830,     -31.8488610,   1,    +23.049189,     +0.200634,          0
                   VIKJ0305-3150,                  79,     +46.3204830,     -31.8488610,   2,    +20.904642,     +0.059179,          0
                   VIKJ0305-3150,                  79,     +46.3204830,     -31.8488610,   3,    +20.618122,     +0.034771,          0
                   VIKJ0305-3150,                  79,     +46.3204830,     -31.8488610,   4,    +20.693228,     +0.082956,          0
                   VIKJ0305-3150,                  79,     +46.3204830,     -31.8488610,   5,    +20.274044,     +0.070250,          0
                 CFHQSJ0316-1340,                  81,     +49.2077910,     -13.6756380,   3,    +22.262530,     +0.178547,        128
                 CFHQSJ0316-1340,                  81,     +49.2077910,     -13.6756380,   5,    +21.814192,     +0.380161,        128
                  SDSSJ0321+0029,                  83,     +50.4794583,      +0.4948335,   3,    +21.370830,     +0.121544,          0
                  SDSSJ0321+0029,                  83,     +50.4794583,      +0.4948335,   4,    +20.816807,     +0.137712,          0
                  SDSSJ0321+0029,                  83,     +50.4794583,      +0.4948335,   5,    +21.048853,     +0.188226,          0
                  VDESJ0323-4701,                  84,     +50.9180833,     -47.0222583,   3,    +20.835464,     +0.108824,          0
                  VDESJ0323-4701,                  84,     +50.9180833,     -47.0222583,   4,    +20.766190,     +0.150313,          0
                  VDESJ0323-4701,                  84,     +50.9180833,     -47.0222583,   5,    +20.357471,     +0.156271,          0
                   VIKJ0328-3253,                  85,     +52.1479420,     -32.8896780,   1,    +20.019606,     +0.012174,          0
                   VIKJ0328-3253,                  85,     +52.1479420,     -32.8896780,   2,    +20.076189,     +0.039249,          0
                   VIKJ0328-3253,                  85,     +52.1479420,     -32.8896780,   3,    +19.925037,     +0.034015,          0
                   VIKJ0328-3253,                  85,     +52.1479420,     -32.8896780,   4,    +19.833916,     +0.050587,          0
                   VIKJ0328-3253,                  85,     +52.1479420,     -32.8896780,   5,    +19.695986,     +0.051308,          0
                  VDESJ0330-4025,                  86,     +52.6163333,     -40.4212222,   3,    +20.462284,     +0.052711,          0
                  VDESJ0330-4025,                  86,     +52.6163333,     -40.4212222,   5,    +20.053944,     +0.117168,          0
                  SDSSJ0338+0021,                  88,     +54.6221249,      +0.3656388,   3,    +19.649792,     +0.040788,          0
                  SDSSJ0338+0021,                  88,     +54.6221249,      +0.3656388,   4,    +19.366804,     +0.059343,          0
                  SDSSJ0338+0021,                  88,     +54.6221249,      +0.3656388,   5,    +19.437376,     +0.065381,          0
                  SDSSJ0341-0048,                  89,     +55.4243750,      -0.8035444,   3,    +20.043627,     +0.054211,          0
                  SDSSJ0341-0048,                  89,     +55.4243750,      -0.8035444,   4,    +20.121817,     +0.077576,          0
                  SDSSJ0341-0048,                  89,     +55.4243750,      -0.8035444,   5,    +20.018187,     +0.099814,          0
                  SDSSJ0349+0034,                  92,     +57.4974999,      +0.5676388,   3,    +21.284828,     +0.134096,          0
                  SDSSJ0349+0034,                  92,     +57.4974999,      +0.5676388,   4,    +21.943785,     +0.413484,          0
                  SDSSJ0349+0034,                  92,     +57.4974999,      +0.5676388,   5,    +20.206411,     +0.102981,          0
                  SDSSJ0353+0104,                  93,     +58.4572136,      +1.0679614,   3,    +20.306335,     +0.068888,          0
                  SDSSJ0353+0104,                  93,     +58.4572136,      +1.0679614,   4,    +19.997303,     +0.082631,          0
                  SDSSJ0353+0104,                  93,     +58.4572136,      +1.0679614,   5,    +19.735312,     +0.082321,          0
                  VDESJ0408-5632,                  95,     +62.0801250,     -56.5413389,   3,    +19.867926,     +0.029861,          0
                  VDESJ0408-5632,                  95,     +62.0801250,     -56.5413389,   5,    +19.693064,     +0.073266,          0
                  VDESJ0410-4414,                  96,     +62.5134583,     -44.2446389,   3,    +20.708105,     +0.075025,          0
                  VDESJ0410-4414,                  96,     +62.5134583,     -44.2446389,   5,    +20.179111,     +0.137838,          0
                  VDESJ0420-4453,                  97,     +65.0472500,     -44.8899444,   3,    +20.566402,     +0.055901,          0
                  VDESJ0420-4453,                  97,     +65.0472500,     -44.8899444,   5,    +20.001760,     +0.100805,          0
            PSOJ065.4085-26.9543,                  98,     +65.4085370,     -26.9543351,   3,    +19.387217,     +0.021533,          0
            PSOJ065.4085-26.9543,                  98,     +65.4085370,     -26.9543351,   5,    +19.233217,     +0.048009,          0
            PSOJ065.5041-19.4579,                  99,     +65.5041465,     -19.4579685,   3,    +19.890356,     +0.021871,          0
            PSOJ065.5041-19.4579,                  99,     +65.5041465,     -19.4579685,   5,    +19.176182,     +0.062613,          0
            PSOJ071.0322-04.5591,                 100,     +71.0322143,      -4.5591868,   2,    +20.152270,     +0.052632,          0
            PSOJ071.0322-04.5591,                 100,     +71.0322143,      -4.5591868,   3,    +19.910189,     +0.068044,          0
            PSOJ071.0322-04.5591,                 100,     +71.0322143,      -4.5591868,   5,    +19.729721,     +0.116697,          0
            PSOJ071.4507-02.3332,                 101,     +71.4507500,      -2.3332900,   3,    +19.002000,     +0.030230,          0
            PSOJ071.4507-02.3332,                 101,     +71.4507500,      -2.3332900,   5,    +18.914755,     +0.052581,          0
                  VDESJ0454-4448,                 102,     +73.5074500,     -44.8086400,   3,    +20.213104,     +0.040816,          0
                  VDESJ0454-4448,                 102,     +73.5074500,     -44.8086400,   5,    +20.086163,     +0.110717,          0
            PSOJ075.9356-07.5061,                 103,     +75.9356600,      -7.5061300,   3,    +20.535786,     +0.136904,          0
