# qsoName,ra,dec,apertureID,aperJky3,aperJky3Err,sumWeight,ppErrBits,mjdObs,filterID,aperJky3,aperJky3Err,weight,ppErrBits,project
#
# Results of Query: Database WSERV1000v20180716 15/10/18 22:09
# SELECT qso.qsoName, qso.ra, qso.dec, aver.apertureID, aver.aperJky3, 
# aver.aperJky3Err, aver.sumWeight, aver.ppErrBits, m.mjdObs, 
# m.filterID, remeas.aperJky3, remeas.aperJky3Err, w.weight, 
# remeas.ppErrBits, m.project FROM finalQsoCatalogue as qso, 
# MapApertureIDshighzQsoMap as ma, wserv1000MapRemeasAver as aver, 
# wserv1000MapRemeasurement as remeas, MapProvenance as v, 
# wserv1000MapAverageWeights as w, MapFrameStatus as mfs, Multiframe as 
# m WHERE qso.qsoID=ma.objectID and ma.apertureID=aver.apertureID and 
# aver.apertureID=remeas.apertureID and aver.catalogueID=v.combicatID 
# and v.avSetupID=1 and v.catalogueID=remeas.catalogueID and 
# w.combicatID=v.combicatID and w.catalogueID=v.catalogueID and 
# w.apertureID=aver.apertureID and mfs.catalogueID=remeas.catalogueID 
# and m.multiframeID=mfs.multiframeID and mfs.programmeID=10999 and 
# mfs.mapID=1 order by v.combicatID, m.mjdObs
# Column Headers at start of file AND below
#
# qsoName,ra,dec,apertureID,aperJky3,aperJky3Err,sumWeight,ppErrBits,mjdObs,filterID,aperJky3,aperJky3Err,weight,ppErrBits,project
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.075416E-007,+4.561097E-007,   +700.000000,          0,  +5.5053525E004,   5,+2.352559E-006,+1.280165E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS6
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.075416E-007,+4.561097E-007,   +700.000000,          0,  +5.5053587E004,   5,+1.377924E-006,+1.227075E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS6
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.075416E-007,+4.561097E-007,   +700.000000,          0,  +5.5054551E004,   5,-1.868891E-006,+1.295134E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS6
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.075416E-007,+4.561097E-007,   +700.000000,          0,  +5.5054614E004,   5,-1.962440E-006,+1.239917E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS6
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-4.997818E-007,+6.680261E-007,   +300.000000,          0,  +5.5055608E004,   5,+9.653969E-007,+1.161399E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS6
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-4.997818E-007,+6.680261E-007,   +300.000000,          0,  +5.5057621E004,   5,-5.469641E-007,+1.093257E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS6
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-4.997818E-007,+6.680261E-007,   +300.000000,          0,  +5.5058629E004,   5,-2.079080E-006,+1.228306E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS6
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.652013E-007,+4.475818E-007,   +600.000000,          0,  +5.5066532E004,   5,-7.398698E-007,+1.102535E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS6
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.652013E-007,+4.475818E-007,   +600.000000,          0,  +5.5070488E004,   5,-2.719940E-006,+1.183507E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.652013E-007,+4.475818E-007,   +600.000000,          0,  +5.5070548E004,   5,+1.281644E-006,+1.097590E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.652013E-007,+4.475818E-007,   +600.000000,          0,  +5.5070564E004,   5,+2.136403E-006,+1.060836E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.652013E-007,+4.475818E-007,   +600.000000,          0,  +5.5070625E004,   5,+5.142310E-007,+1.033523E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.652013E-007,+4.475818E-007,   +600.000000,          0,  +5.5071566E004,   5,-8.560637E-008,+1.117799E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-2.373774E-007,+5.325718E-007,   +600.000000,          0,  +5.5074512E004,   5,-2.261722E-006,+1.308759E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-2.373774E-007,+5.325718E-007,   +600.000000,          0,  +5.5074562E004,   5,+8.018272E-007,+1.205942E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-2.373774E-007,+5.325718E-007,   +600.000000,          0,  +5.5074633E004,   5,+1.663644E-006,+1.239167E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-2.373774E-007,+5.325718E-007,   +600.000000,          0,  +5.5080493E004,   5,-3.075462E-007,+1.398026E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-2.373774E-007,+5.325718E-007,   +600.000000,          0,  +5.5080547E004,   5,-1.201962E-006,+1.267935E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-2.373774E-007,+5.325718E-007,   +600.000000,          0,  +5.5081504E004,   5,-5.246811E-007,+1.459678E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-5.904706E-007,+1.269883E-006,   +100.000000,          0,  +5.5081617E004,   5,-5.904706E-007,+1.269883E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-8.641433E-007,+4.020232E-007,   +900.000000,          0,  +5.5105396E004,   5,-1.357445E-006,+1.179198E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-8.641433E-007,+4.020232E-007,   +900.000000,          0,  +5.5105488E004,   5,-1.141376E-007,+1.113228E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-8.641433E-007,+4.020232E-007,   +900.000000,          0,  +5.5105511E004,   5,-5.832645E-007,+1.182302E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-8.641433E-007,+4.020232E-007,   +900.000000,          0,  +5.5105604E004,   5,-1.256515E-006,+1.354094E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-8.641433E-007,+4.020232E-007,   +900.000000,          0,  +5.5106528E004,   5,-1.285211E-006,+1.157886E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-8.641433E-007,+4.020232E-007,   +900.000000,          0,  +5.5106588E004,   5,-1.153011E-006,+1.197661E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-8.641433E-007,+4.020232E-007,   +900.000000,          0,  +5.5106605E004,   5,-3.261257E-007,+1.227303E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-8.641433E-007,+4.020232E-007,   +900.000000,          0,  +5.5108372E004,   5,-2.594200E-006,+1.347882E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-8.641433E-007,+4.020232E-007,   +900.000000,          0,  +5.5108503E004,   5,+3.109586E-007,+1.160093E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.695089E-007,+3.505349E-007,  +1200.000000,          0,  +5.5117519E004,   5,-4.420632E-007,+1.277004E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.695089E-007,+3.505349E-007,  +1200.000000,          0,  +5.5117555E004,   5,-1.014894E-007,+1.304924E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.695089E-007,+3.505349E-007,  +1200.000000,          0,  +5.5118377E004,   5,+6.906715E-008,+1.267163E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.695089E-007,+3.505349E-007,  +1200.000000,          0,  +5.5118415E004,   5,-9.576614E-007,+1.214531E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.695089E-007,+3.505349E-007,  +1200.000000,          0,  +5.5118454E004,   5,+1.806920E-006,+1.200328E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.695089E-007,+3.505349E-007,  +1200.000000,          0,  +5.5118490E004,   5,+7.250864E-007,+1.197127E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.695089E-007,+3.505349E-007,  +1200.000000,          0,  +5.5118542E004,   5,-1.683788E-006,+1.213030E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.695089E-007,+3.505349E-007,  +1200.000000,          0,  +5.5119352E004,   5,+1.165443E-006,+1.225839E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.695089E-007,+3.505349E-007,  +1200.000000,          0,  +5.5119414E004,   5,-1.314573E-006,+1.173637E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.695089E-007,+3.505349E-007,  +1200.000000,          0,  +5.5119428E004,   5,+8.068696E-007,+1.148620E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.695089E-007,+3.505349E-007,  +1200.000000,          0,  +5.5119492E004,   5,+6.014728E-007,+1.165854E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.695089E-007,+3.505349E-007,  +1200.000000,          0,  +5.5119540E004,   5,+1.212723E-006,+1.212157E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-1.782230E-007,+2.948726E-007,  +1400.000000,          0,  +5.5125364E004,   5,-2.737872E-007,+1.136117E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-1.782230E-007,+2.948726E-007,  +1400.000000,          0,  +5.5125440E004,   5,-5.494849E-007,+1.104158E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-1.782230E-007,+2.948726E-007,  +1400.000000,          0,  +5.5127307E004,   5,-1.111375E-007,+1.259612E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-1.782230E-007,+2.948726E-007,  +1400.000000,          0,  +5.5127428E004,   5,+1.353050E-006,+1.087578E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-1.782230E-007,+2.948726E-007,  +1400.000000,          0,  +5.5130356E004,   5,-1.905239E-006,+1.209419E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-1.782230E-007,+2.948726E-007,  +1400.000000,          0,  +5.5130446E004,   5,-1.092590E-008,+1.101867E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-1.782230E-007,+2.948726E-007,  +1400.000000,          0,  +5.5130483E004,   5,+1.418309E-007,+1.108991E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-1.782230E-007,+2.948726E-007,  +1400.000000,          0,  +5.5130510E004,   5,-1.439097E-006,+1.131033E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-1.782230E-007,+2.948726E-007,  +1400.000000,          0,  +5.5130534E004,   5,+3.620642E-007,+1.187859E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-1.782230E-007,+2.948726E-007,  +1400.000000,          0,  +5.5131359E004,   5,-1.626835E-007,+1.035954E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-1.782230E-007,+2.948726E-007,  +1400.000000,          0,  +5.5131432E004,   5,+7.878543E-008,+9.552207E-007,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-1.782230E-007,+2.948726E-007,  +1400.000000,          0,  +5.5131468E004,   5,-2.572612E-007,+9.914831E-007,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-1.782230E-007,+2.948726E-007,  +1400.000000,          0,  +5.5131506E004,   5,+1.066477E-007,+1.017203E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-1.782230E-007,+2.948726E-007,  +1400.000000,          0,  +5.5132316E004,   5,-2.834377E-007,+1.282583E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.522421E-007,+2.719126E-007,  +1800.000000,          0,  +5.5132365E004,   5,+4.631666E-007,+1.182932E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.522421E-007,+2.719126E-007,  +1800.000000,          0,  +5.5132439E004,   5,+5.300677E-007,+1.129801E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.522421E-007,+2.719126E-007,  +1800.000000,          0,  +5.5132464E004,   5,-3.807947E-007,+1.127717E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.522421E-007,+2.719126E-007,  +1800.000000,          0,  +5.5132527E004,   5,+7.907931E-007,+1.186469E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.522421E-007,+2.719126E-007,  +1800.000000,          0,  +5.5133327E004,   5,+1.505337E-008,+1.278342E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.522421E-007,+2.719126E-007,  +1800.000000,          0,  +5.5133444E004,   5,-1.120858E-006,+1.199629E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.522421E-007,+2.719126E-007,  +1800.000000,          0,  +5.5133492E004,   5,-1.232127E-006,+1.197518E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.522421E-007,+2.719126E-007,  +1800.000000,          0,  +5.5133519E004,   5,+1.177067E-006,+1.224148E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.522421E-007,+2.719126E-007,  +1800.000000,          0,  +5.5134403E004,   5,-3.403378E-008,+1.136199E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.522421E-007,+2.719126E-007,  +1800.000000,          0,  +5.5134441E004,   5,+1.163802E-007,+1.140154E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.522421E-007,+2.719126E-007,  +1800.000000,          0,  +5.5135500E004,   5,-2.403639E-006,+1.203695E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.522421E-007,+2.719126E-007,  +1800.000000,          0,  +5.5137359E004,   5,+3.502340E-007,+1.129322E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.522421E-007,+2.719126E-007,  +1800.000000,          0,  +5.5137386E004,   5,-1.646032E-007,+1.117390E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.522421E-007,+2.719126E-007,  +1800.000000,          0,  +5.5137448E004,   5,+2.934626E-007,+1.158704E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.522421E-007,+2.719126E-007,  +1800.000000,          0,  +5.5137489E004,   5,+2.267896E-006,+1.197150E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.522421E-007,+2.719126E-007,  +1800.000000,          0,  +5.5138378E004,   5,+3.922896E-007,+1.096622E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.522421E-007,+2.719126E-007,  +1800.000000,          0,  +5.5138405E004,   5,-9.339707E-007,+1.065134E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.522421E-007,+2.719126E-007,  +1800.000000,          0,  +5.5138479E004,   5,+2.310224E-006,+1.063417E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-7.835129E-007,+7.630134E-007,   +300.000000,          0,  +5.5142341E004,   5,-1.696594E-006,+1.269740E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-7.835129E-007,+7.630134E-007,   +300.000000,          0,  +5.5142404E004,   5,-9.383404E-007,+1.262430E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-7.835129E-007,+7.630134E-007,   +300.000000,          0,  +5.5142419E004,   5,+6.283502E-007,+1.458743E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.017079E-009,+4.154051E-007,   +800.000000,          0,  +5.5150316E004,   5,-7.318006E-007,+1.171580E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.017079E-009,+4.154051E-007,   +800.000000,          0,  +5.5151298E004,   5,+1.851627E-006,+1.207354E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.017079E-009,+4.154051E-007,   +800.000000,          0,  +5.5151349E004,   5,-1.389519E-006,+1.134091E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.017079E-009,+4.154051E-007,   +800.000000,          0,  +5.5151424E004,   5,+4.920402E-007,+1.149043E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.017079E-009,+4.154051E-007,   +800.000000,          0,  +5.5151440E004,   5,-1.774733E-007,+1.157996E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.017079E-009,+4.154051E-007,   +800.000000,          0,  +5.5151504E004,   5,+7.106851E-007,+1.231276E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.017079E-009,+4.154051E-007,   +800.000000,          0,  +5.5153296E004,   5,-3.351274E-007,+1.244826E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.017079E-009,+4.154051E-007,   +800.000000,          0,  +5.5153386E004,   5,-1.807363E-007,+1.121621E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.964805E-007,+4.440192E-007,   +600.000000,          0,  +5.5160285E004,   5,+6.590192E-007,+1.119893E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.964805E-007,+4.440192E-007,   +600.000000,          0,  +5.5164252E004,   5,-1.253359E-006,+1.265364E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.964805E-007,+4.440192E-007,   +600.000000,          0,  +5.5166323E004,   5,+1.097448E-006,+1.022963E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.964805E-007,+4.440192E-007,   +600.000000,          0,  +5.5166386E004,   5,+7.488325E-007,+1.052850E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.964805E-007,+4.440192E-007,   +600.000000,          0,  +5.5167248E004,   5,-3.037404E-007,+1.077262E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.964805E-007,+4.440192E-007,   +600.000000,          0,  +5.5167276E004,   5,-2.241204E-007,+1.036469E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-7.352461E-007,+4.382219E-007,   +700.000000,          0,  +5.5172392E004,   5,-2.348546E-007,+1.204893E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-7.352461E-007,+4.382219E-007,   +700.000000,          0,  +5.5173310E004,   5,-6.860372E-007,+1.079016E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-7.352461E-007,+4.382219E-007,   +700.000000,          0,  +5.5173394E004,   5,+9.695274E-007,+1.058148E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-7.352461E-007,+4.382219E-007,   +700.000000,          0,  +5.5175348E004,   5,-1.894811E-006,+1.126456E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-7.352461E-007,+4.382219E-007,   +700.000000,          0,  +5.5175386E004,   5,-1.378582E-006,+1.151763E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-7.352461E-007,+4.382219E-007,   +700.000000,          0,  +5.5176422E004,   5,-2.962301E-006,+1.316263E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,-7.352461E-007,+4.382219E-007,   +700.000000,          0,  +5.5177423E004,   5,+4.614900E-007,+1.242873E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+2.787377E-007,+3.500236E-007,  +1000.000000,          0,  +5.5192339E004,   5,+1.311534E-007,+1.124316E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+2.787377E-007,+3.500236E-007,  +1000.000000,          0,  +5.5193250E004,   5,-2.326431E-007,+1.071560E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+2.787377E-007,+3.500236E-007,  +1000.000000,          0,  +5.5193289E004,   5,-7.874446E-007,+1.058859E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+2.787377E-007,+3.500236E-007,  +1000.000000,          0,  +5.5193362E004,   5,-9.042208E-007,+1.094466E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+2.787377E-007,+3.500236E-007,  +1000.000000,          0,  +5.5194234E004,   5,+2.572491E-007,+1.113743E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+2.787377E-007,+3.500236E-007,  +1000.000000,          0,  +5.5195266E004,   5,+2.415268E-006,+1.010990E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+2.787377E-007,+3.500236E-007,  +1000.000000,          0,  +5.5196215E004,   5,+1.808042E-007,+1.112653E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+2.787377E-007,+3.500236E-007,  +1000.000000,          0,  +5.5196265E004,   5,+3.223932E-007,+1.099342E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+2.787377E-007,+3.500236E-007,  +1000.000000,          0,  +5.5196375E004,   5,+1.925498E-007,+1.204962E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+2.787377E-007,+3.500236E-007,  +1000.000000,          0,  +5.5199287E004,   5,+1.075714E-006,+1.226319E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
                 CFHQSJ0216-0455,     +34.1158750,      -4.9261388,                  57,+1.198644E-006,+1.080197E-006,   +100.000000,          0,  +5.5208234E004,   5,+1.198644E-006,+1.080197E-006,   +100.000000,          0,                                                   U/UKIDSS/UDS7
