  RA         Dec         redshift separ     unW1mag   unW1err unW1snr    w1mpro    w1sig  w1snr    unW2mag   unW2err unW2snr    w2mpro    w2sig  w2snr  w3mpro    w3sig   w3snr  w4mpro   w4sig   w4snr
127.0558622  26.5654140  6.050    -9.99     16.7144   0.0416  25.6121    -9.990   -9.99   -9.9     16.0946   0.0886  11.7613    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
127.2817406   3.0657009  5.850    0.273     17.4249   0.0712  14.7599    17.371    0.17    6.5     16.5593   0.1281   7.9863    16.527    0.28    3.9   12.447    0.00    0.0    8.500    0.00    0.7  
127.3832080  41.2945555  6.770    0.475     17.2460   0.0609  17.3209    17.264    0.14    7.5     16.6034   0.1283   7.9744    16.154    0.19    5.7   12.464    0.00    0.2    9.025    0.00    0.1  
127.3879166  25.1126667  5.350    0.226     16.7066   0.0417  25.5520    16.753    0.10   10.6     15.8611   0.0758  13.8362    15.836    0.18    6.1   11.625    0.00    1.9    8.240    0.00    1.6  
128.3235833  27.4413889  5.020    0.522     17.1091   0.0581  18.2059    17.172    0.13    8.1     16.6346   0.1466   6.9181    16.640    0.30    3.7   11.936    0.00    1.4    8.795    0.00    0.4  
128.5036667   2.1963611  6.150    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
128.8573333  32.2979444  5.890    -9.99     18.0212   0.1257   8.1457    -9.990   -9.99   -9.9     16.8501   0.1706   5.8792    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
128.9765132   5.6314046  5.070    -9.99     16.4048   0.0302  35.3899    -9.990   -9.99   -9.9     15.7400   0.0640  16.4735    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
129.1827665   0.9147934  5.810    0.142     15.2677   0.0120  89.9035    15.303    0.04   26.8     14.4345   0.0207  52.0419    14.416    0.05   21.0   12.571    0.53    2.0    9.006    0.00    0.0  
129.4076660  49.4834444  6.710    0.478     17.2543   0.0611  17.2817    17.082    0.11    9.5     16.0040   0.0743  14.1197    15.797    0.12    8.8   12.578    0.00    0.4    9.155    0.00   -0.2  
129.9453330  39.0031944  6.910    0.336     16.4210   0.0312  34.2581    16.641    0.09   12.5     15.6984   0.0609  17.3271    15.623    0.12    8.8   12.247    0.00    0.6    8.586    0.00    0.7  
129.9806500   0.2650583  5.840    1.037     17.6069   0.0866  12.0383    17.455    0.18    6.0     16.9208   0.1696   5.9145    16.561    0.00    1.8   12.462    0.50    2.2    8.957    0.00   -0.5  
130.1462615  56.4056176  5.840    0.320     16.8173   0.0422  25.2109    16.757    0.14    8.0     16.1939   0.0852  12.2506    15.963    0.22    4.9   12.361    0.00    0.1    8.473    0.00    1.5  
130.3313231  29.0845966  5.980    0.544     17.1866   0.0650  16.2100    17.214    0.16    6.8     16.4011   0.1200   8.5606    16.261    0.24    4.4   12.288    0.00    0.4    9.073    0.00   -1.5  
130.6226384  12.3140508  6.070    0.718     16.3351   0.0292  36.7263    16.223    0.07   16.3     15.7472   0.0670  15.7124    15.971    0.17    6.2   12.353    0.43    2.5    9.022    0.00    0.0  
131.0358750  -1.5379167  6.180    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
131.1316666  -0.8818333  6.250    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
131.6160038   8.0143655  5.000    0.267     16.9038   0.0471  22.5659    17.091    0.14    8.1     16.3865   0.1098   9.3952    16.286    0.22    4.9   12.093    0.00    0.7    8.741    0.00    0.3  
132.6173333  -5.1019167  5.360    -9.99     17.4382   0.0761  13.7799    -9.990   -9.99   -9.9     16.3371   0.1026  10.0950    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
132.7010255  32.7799831  5.870    0.252     16.7028   0.0386  27.6055    16.734    0.09   12.3     15.9698   0.0775  13.5210    15.645    0.15    7.2   11.959    0.00    1.0    8.592    0.00    1.3  
133.4535000   1.6530555  6.010    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
133.6265512  20.9474547  5.170    0.250     16.2390   0.0274  39.0956    16.210    0.07   15.4     15.4875   0.0555  19.0652    15.165    0.10   10.8   11.648    0.00    1.9    8.842    0.00   -1.2  
134.4105416   0.9368611  6.350    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
134.5562917   0.0158611  5.990    -9.99     18.3912   0.1672   6.0078    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
134.7799583   0.3821944  6.390    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
135.3860431  16.2518985  5.630    -9.99     17.6226   0.0938  11.0815    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
135.6906706   8.8544229  5.210    -9.99     16.7495   0.0428  24.8876    -9.990   -9.99   -9.9     15.8551   0.0721  14.5696    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
135.7286250   1.9196944  6.010    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
135.8111666   2.1911944  5.920    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
135.8704568 -13.8336863  5.910    -9.99     17.3588   0.0678  15.5158    -9.990   -9.99   -9.9     16.4681   0.1124   9.1678    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
136.4360416   3.0163333  6.270    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
136.6281250  69.5085555  5.470    0.222     16.6990   0.0335  31.8952    16.690    0.08   14.3     15.8171   0.0557  18.9834    15.847    0.12    9.1   12.692    0.49    2.2    8.628    0.00    1.4  
137.3395833   4.6785833  6.150    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
137.5567910  16.9416111  6.720    1.063     17.5037   0.0821  12.7327    17.525    0.20    5.4    -99.9990  -9.9900 -99.9990    16.547    0.00    1.6   12.411    0.00    0.3    9.059    0.00    0.0  
137.7272080  -4.2352222  6.630    0.365     16.8579   0.0433  24.5681    16.793    0.10   11.3     15.9898   0.0748  14.0162    15.860    0.15    7.1   12.314    0.00    0.3    9.134    0.00   -0.9  
137.8094583   1.8720556  6.070    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
138.3189635  59.3226888  5.120    -9.99     17.0770   0.0498  21.3165    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
138.9318420  49.4046241  5.190    0.129     16.4674   0.0307  34.8542    16.409    0.07   16.2     15.6236   0.0539  19.6502    15.541    0.10   10.8   12.421    0.44    2.5    8.807    0.00    0.5  
139.4914907  38.5111550  5.110    0.591     17.5866   0.0782  13.3933    17.396    0.17    6.6     16.8581   0.1558   6.4795    16.799    0.00    1.3   12.636    0.00   -0.4    8.788    0.00   -0.8  
139.6382083   1.6564722  6.190    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
140.3356667   0.1230278  6.560    -9.99     17.3891   0.0733  14.3107    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
140.5700563  26.8997376  5.050    0.548     17.0321   0.0522  20.3008    16.979    0.12    8.7     16.6043   0.1319   7.7393    16.391    0.25    4.3   11.937    0.00    0.9    8.730    0.00   -0.2  
140.9032672  30.1637729  5.070    -9.99     17.4799   0.0754  13.9035    -9.990   -9.99   -9.9     16.6161   0.1320   7.7345    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
140.9463333   4.0484444  6.600    0.708     16.5313   0.0351  30.4439    16.360    0.07   14.7     15.7683   0.0660  15.9651    15.861    0.16    6.9   11.955    0.00    1.3    8.404    0.00    1.2  
141.8409198  20.0232334  5.770    0.580     16.9077   0.0491  21.6287    16.697    0.11    9.9     16.5788   0.1417   7.1728    16.873    0.42    2.6   11.858    0.00    1.6    8.425    0.00    1.0  
143.2073307  12.3682803  5.020    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9     16.5370   0.1277   8.0113    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
143.8471250  -2.1317778  5.320    0.686     16.8465   0.0461  23.0730    17.136    0.14    7.6     16.0548   0.0839  12.4508    16.483    0.27    4.0   12.603    0.00   -0.1    9.155    0.00   -1.0  
147.2306816  21.1087694  5.170    0.343     17.1137   0.0583  18.1177    17.050    0.13    8.2     16.4735   0.1234   8.3054    16.710    0.36    3.0   12.281    0.00    0.2    8.760    0.00    0.0  
149.2819880   6.1832069  5.140    0.214     16.0337   0.0226  47.5937    16.179    0.07   16.1     15.4645   0.0506  20.9504    15.544    0.12    8.7   11.918    0.00    1.8    8.434    0.00    1.4  
149.3008333  10.2718055  5.140    0.869     17.2231   0.0630  16.7483    16.971    0.12    8.9     16.5319   0.1261   8.1210    16.250    0.24    4.5   12.178    0.41    2.6    8.857    0.51    2.1  
149.3661115   5.3181323  5.180    -9.99     16.8768   0.0467  22.7286    -9.990   -9.99   -9.9     16.4162   0.1147   8.9768    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
149.4182917   0.8926667  6.050    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
149.5584510  35.4135633  5.120    -9.99     16.6844   0.0360  29.6245    -9.990   -9.99   -9.9     16.2647   0.0930  11.1866    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
149.7837500   2.4520444  5.070    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
150.1823993  21.0574094  5.070    0.090     16.5737   0.0372  28.7173    16.590    0.09   11.9     15.8464   0.0719  14.6049    15.898    0.17    6.5   12.176    0.45    2.4    8.443    0.00    1.2  
150.2145833   2.5826333  5.300    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
151.0056667   2.6585278  6.410    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
151.5608750  -3.1751111  5.550    0.305     16.2870   0.0276  38.8146    16.200    0.06   17.7     15.5015   0.0527  20.1127    15.697    0.16    6.7   12.305    0.00    0.2    8.400    0.00    1.4  
153.4013916  42.6740006  5.030    0.261     17.2020   0.0527  20.1188    17.047    0.11    9.6     16.7869   0.1380   7.3769    16.416    0.24    4.5   11.978    0.00    1.7    8.608    0.00    1.2  
155.5079583   8.0228333  5.360    1.734     15.9562   0.0230  46.8102    15.461    0.05   22.9     14.8929   0.0323  33.1593    14.891    0.08   13.4   11.474    0.22    5.0    8.411    0.00    0.7  
155.5418621  22.8737350  5.470    0.601     15.8015   0.0179  60.1787    15.912    0.06   19.5     14.8318   0.0284  37.7024    14.814    0.07   15.6   12.448    0.49    2.2    8.522    0.00    0.4  
156.5984527  25.7165127  5.250    0.262     16.6887   0.0385  27.6792    16.675    0.10   10.9     15.7094   0.0619  17.0591    15.690    0.14    8.0   12.076    0.00    0.7    8.444    0.00    1.5  
157.1393988   7.7719322  5.150    0.375     16.8782   0.0477  22.2613    16.782    0.11    9.5     16.1813   0.1011  10.2496    16.202    0.33    3.2   12.058    0.00    0.4    8.302    0.00    0.8  
157.6129585   5.4152946  6.310    0.576     16.5129   0.0356  29.9808    16.577    0.09   12.1     15.7341   0.0670  15.7063    15.571    0.15    7.4   12.050    0.00    0.8    8.484    0.00    0.7  
157.9070364  -2.6599073  5.880    0.207     16.9497   0.0485  21.8707    16.840    0.11    9.9     16.2136   0.0975  10.6433    16.203    0.22    5.0   12.007    0.00    1.3    9.017    0.00   -0.2  
158.5597083  57.3743611  5.400    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
158.5777050  20.5500594  5.010    0.356     15.8253   0.0192  55.9378    15.873    0.06   19.4     15.1333   0.0387  27.5490    15.150    0.09   11.8   11.974    0.34    3.2    8.418    0.44    2.5  
158.6938000 -14.4211000  6.070    0.407     15.9470   0.0214  50.2652    15.856    0.05   20.6     15.1857   0.0402  26.4836    15.135    0.08   13.3   11.421    0.18    5.9    8.148    0.00    2.0  
159.2257910  -2.5438734  6.380    0.578     16.8303   0.0458  23.2103    16.739    0.09   11.6     15.7125   0.0637  16.5463    15.705    0.13    8.2   12.475    0.51    2.1    8.898    0.00   -0.4  
160.2025000 -11.9306111  5.440    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
160.8966374  10.1762712  5.080    0.960     17.8461   0.1129   9.1266    17.538    0.20    5.4     16.7764   0.1670   6.0127    16.488    0.00    1.8   12.441    0.00    0.0    8.719    0.00   -0.7  
161.1376700  -1.4172777  5.780    0.061     16.2186   0.0261  41.0786    16.349    0.07   14.6     15.5956   0.0563  18.8022    15.632    0.14    8.0   12.453    0.52    2.1    9.018    0.54    2.0  
162.0829167  -1.1611694  6.630    0.769     15.6791   0.0171  62.8259    15.544    0.05   23.5     15.5253   0.0539  19.6557    15.267    0.11   10.0   11.968    0.00    0.9    8.932    0.00   -0.5  
162.1530410  33.6632388  5.610    0.425     17.3077   0.0609  17.3222    17.030    0.11    9.9     16.5625   0.1179   8.7161    16.513    0.24    4.4   12.293    0.00    0.6    9.010    0.00   -0.3  
162.1877710  46.6218184  6.230    0.349     16.2526   0.0246  43.7052    16.349    0.06   18.3     15.7205   0.0554  19.0951    15.858    0.12    8.7   12.052    0.00    1.8    8.661    0.00    0.9  
162.6519480  58.0735236  5.160    0.268     16.5020   0.0286  37.4960    16.569    0.07   14.5     15.6479   0.0495  21.4170    15.869    0.14    8.0   12.735    0.53    2.1    9.140    0.00    0.0  
163.3457870  58.0700362  5.260    0.376     16.6747   0.0328  32.5856    16.886    0.09   12.5     15.9907   0.0655  16.0700    15.959    0.13    8.5   12.223    0.00    1.4    8.908    0.34    3.2  
163.5221660  46.6250694  5.470    0.363     16.7037   0.0351  30.4370    16.741    0.08   13.1     15.9490   0.0648  16.2533    15.913    0.13    8.2   12.147    0.00    1.6    8.815    0.36    3.0  
163.6892965  16.5603856  5.130    -9.99     16.0056   0.0226  47.4722    -9.990   -9.99   -9.9     15.2984   0.0451  23.5912    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
164.8692000  -9.1056666  5.920    1.480     17.5507   0.0795  13.1716    17.383    0.17    6.3     16.7578   0.1489   6.8031    16.413    0.25    4.3   12.396    0.50    2.2    8.315    0.00    1.5  
165.3931661   5.5260737  5.000    0.777     16.5855   0.0386  27.6267    16.368    0.08   13.9     16.1400   0.0947  10.9685    16.004    0.19    5.8   11.882    0.00    1.2    8.533    0.44    2.5  
166.0899580  21.5746666  6.740    1.132     17.2253   0.0594  17.7893    17.310    0.16    7.0     16.5316   0.1239   8.2695    16.173    0.21    5.2   12.650    0.00   -1.2    8.858    0.00   -0.7  
167.4726271  56.9521143  5.950    -9.99     17.8515   0.0865  12.0577    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
167.6415660 -13.4959995  6.510    -9.99     17.7961   0.1026  10.0879    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
169.8360000  34.8800300  5.010    0.531     16.7655   0.0371  28.7882    16.606    0.07   15.6     16.0620   0.0732  14.3352    16.273    0.18    6.1   12.295    0.00    0.8    8.618    0.00    0.7  
170.0061600   6.6900833  7.080    0.434     16.9385   0.0497  21.3429    16.914    0.11    9.6     16.4745   0.1274   8.0317    16.082    0.20    5.3   12.352    0.00    0.2    8.200    0.00    1.0  
170.7085131  13.7101245  5.190    0.870     17.4733   0.0774  13.5261    17.374    0.16    6.8     16.7858   0.1571   6.4247    16.839    0.00    1.0   12.516    0.00   -0.4    8.639    0.00    0.9  
170.7964583  -0.7385111  5.000    0.203     17.1031   0.0577  18.3152    17.057    0.13    8.2     16.4358   0.1179   8.7175    16.640    0.32    3.4   12.175    0.00    0.6    8.921    0.00   -1.7  
171.3171439  44.8124751  5.110    0.187     16.0855   0.0208  51.8345    16.140    0.06   19.2     15.4124   0.0416  25.6196    15.406    0.09   12.1   12.463    0.39    2.8    8.349    0.00    1.8  
171.6582060  17.5829312  5.220    0.666     16.6707   0.0385  27.7134    16.601    0.09   12.3     15.8863   0.0725  14.4857    15.931    0.17    6.3   11.831    0.00    1.0    8.635    0.00    0.5  
172.1770011  26.8866654  5.770    1.360     17.1618   0.0549  19.2645    17.178    0.14    7.9     16.5996   0.1252   8.1808    16.701    0.31    3.5   12.305    0.00    0.6    8.402    0.00   -0.3  
172.2410328  57.9860676  5.000    0.519     16.5220   0.0296  36.1632    16.636    0.08   13.0     15.9675   0.0655  16.0746    15.835    0.14    7.7   12.429    0.38    2.9    9.044    0.00    0.1  
173.1937500  12.1504722  5.170    0.321     16.0284   0.0223  48.1455    16.136    0.07   15.8     15.2574   0.0436  24.4054    15.365    0.11   10.1   11.726    0.29    3.8    8.391    0.00    1.2  
173.2865833  16.0654722  5.610    1.856     16.3241   0.0278  38.5224    16.432    0.08   14.2     15.6342   0.0573  18.4366    15.865    0.15    7.1   12.099    0.00    1.3    8.803    0.00    0.1  
173.5592917   8.4814722  5.690    0.559     16.3810   0.0325  32.8661    16.382    0.08   13.9     15.1294   0.0403  26.4632    15.119    0.09   12.3   12.244    0.41    2.7    8.204    0.00    1.4  
173.7872080  50.1924999  6.580    0.469     17.2323   0.0515  20.5820    17.283    0.12    8.7     16.4588   0.0961  10.8010    16.543    0.23    4.8   12.268    0.00    1.2    8.749    0.00    0.8  
174.3238678  35.8324586  6.030    0.214     16.4334   0.0280  38.2632    16.458    0.07   15.9     15.7254   0.0568  18.6311    15.890    0.14    7.6   11.931    0.00    1.2    8.726    0.00    0.8  
174.7920407 -12.2845492  5.810    0.579     17.1272   0.0563  18.7819    17.025    0.12    8.7     16.5593   0.1348   7.5639    15.910    0.16    6.8   12.504    0.00    0.0    8.716    0.00    0.1  
175.4091843 -20.2654580  5.690    1.535     16.7802   0.0426  25.0117    16.474    0.08   13.9     15.8649   0.0730  14.3779    16.345    0.26    4.3   12.051    0.00    0.3    8.114    0.00    0.7  
175.9097797  38.1413398  5.800    0.479     16.8775   0.0400  26.6653    16.930    0.10   11.1     16.1355   0.0774  13.5281    16.027    0.16    6.7   12.801    0.00   -0.2    8.957    0.00    0.2  
176.6360833  -1.9106389  6.160    2.354     17.0706   0.0572  18.4912    17.338    0.16    6.8     16.6013   0.1389   7.3297    16.817    0.38    2.9   12.522    0.00   -1.0    8.999    0.00    0.0  
176.7017500   1.4055833  6.270    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
176.7408000  40.6190700  5.010    0.206     15.8937   0.0177  60.8771    16.028    0.06   19.6     15.1753   0.0335  31.8875    15.288    0.09   11.6   12.140    0.00    1.8    8.550    0.00    1.1  
176.7453750  -0.0938056  6.300    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
176.7767083  -1.1661667  5.310    0.178     16.4862   0.0345  30.9697    16.264    0.07   15.6     15.7929   0.0690  15.2322    15.697    0.14    8.0   11.947    0.34    3.2    8.691    0.42    2.6  
177.0137037   7.0356349  6.340    0.248     16.5559   0.0359  29.7832    16.388    0.08   13.6     15.6853   0.0618  17.0655    15.480    0.13    8.5   12.086    0.00    0.6    8.242    0.00    1.9  
177.0675400  52.8942500  5.700    -9.99     18.3618   0.1325   7.7051    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
177.0693757  52.8639986  6.420    0.382     16.0627   0.0194  55.3836    15.967    0.05   22.7     15.4276   0.0395  27.0171    15.452    0.08   12.9   12.558    0.45    2.4    8.906    0.47    2.3  
177.1090253  30.3386968  5.130    0.439     16.9210   0.0438  24.2845    16.841    0.10   11.3     16.3528   0.0986  10.5203    16.238    0.20    5.4   12.245    0.00    0.9    8.612    0.00    0.9  
177.1382500   0.9450722  5.840    -9.99     18.2225   0.1524   6.6352    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
177.4435417   7.8140555  5.660    0.704     17.3487   0.0725  14.4806    17.291    0.15    7.1     16.1907   0.0972  10.6751    16.033    0.18    6.0   12.547    0.00   -0.8    8.279    0.00    1.4  
178.0886300   0.9268583  6.370    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
178.5594134 -12.1881893  5.830    -9.99     17.4293   0.0731  14.3621    -9.990   -9.99   -9.9     16.6294   0.1428   7.1152    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
178.5829944  23.5659084  5.010    0.532     16.8101   0.0393  27.1064    16.868    0.11    9.9     15.9278   0.0699  15.0324    16.178    0.21    5.1   12.507    0.50    2.2    8.219    0.00    2.0  
178.6030599  13.6960522  5.000    0.627     16.7601   0.0419  25.4180    16.757    0.09   11.6     16.1002   0.0876  11.9084    16.007    0.17    6.2   12.559    0.00   -0.2    8.818    0.00   -1.3  
179.4516096   6.6199816  5.140    0.428     16.9730   0.0519  20.4348    16.798    0.11    9.6     16.4107   0.1178   8.7227    16.603    0.34    3.1   12.135    0.00    1.0    8.826    0.00    0.0  
180.2625833   1.5656667  6.060    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
180.5324218  32.5941100  5.260    0.188     15.9851   0.0196  54.9676    16.032    0.05   20.2     15.2632   0.0377  28.3095    15.137    0.08   14.1   12.420    0.51    2.1    9.057    0.54    2.0  
180.6932083  -0.9504722  5.930    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
181.1738947  -0.3637859  5.090    1.227     16.1840   0.0265  40.4564    15.935    0.06   19.8     15.2907   0.0466  22.8287    15.343    0.11   10.2   12.083    0.34    3.2    8.116    0.00    1.9  
181.2712417  -0.0077694  6.750    1.650     17.4534   0.0761  13.7710    17.278    0.15    7.2     16.7814   0.1647   6.1040    16.309    0.23    4.7   12.558    0.00   -0.1    8.829    0.00    0.3  
181.9059988   6.5028433  6.040    0.460     17.1451   0.0609  17.3240    16.995    0.13    8.3     16.3949   0.1200   8.5558    16.087    0.21    5.1   12.039    0.00    1.0    8.215    0.00    1.2  
181.9755833  -0.0981389  6.010    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
182.0992500   0.1743611  5.270    -9.99     17.9114   0.1163   8.8404    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
182.2194450  21.1761023  5.060    0.211     16.0732   0.0220  48.9259    16.094    0.06   17.9     15.4256   0.0458  23.1909    15.337    0.10   10.8   12.348    0.00    0.6    8.505    0.00    0.7  
182.2467917  -2.0096667  6.200    -9.99     18.1595   0.1379   7.3812    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
182.3499583  -0.1129167  5.860    -9.99     17.4358   0.0755  13.8873    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
182.4697093  18.5297808  5.150    0.405     16.2826   0.0273  39.3027    16.108    0.06   17.6     15.6874   0.0592  17.8570    15.380    0.10   10.9   12.239    0.40    2.7    8.553    0.00    0.9  
183.1124208   5.0926361  6.440    0.746     16.9640   0.0496  21.3921    16.966    0.13    8.4     16.4215   0.1220   8.4112    16.455    0.33    3.3   12.503    0.00   -0.4    8.921    0.00   -0.7  
183.2991900 -12.7676240  5.860    0.175     16.2643   0.0288  37.2068    16.284    0.07   14.9     15.8622   0.0755  13.8911    15.837    0.15    7.0   12.420    0.00   -0.1    8.914    0.00    0.5  
183.8202986   0.3901834  5.930    -9.99    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9    -99.9990  -9.9900 -99.9990    -9.990   -9.99   -9.9   -9.990   -9.99   -9.9   -9.990   -9.99   -9.9
