qsoName,ra,dec,Z,Y,J,H,K,errZ,errY,errJ,errH,errK
                  DELSJ1535+1943,   233.8869580,    19.7222500,  -999.9999900,  -999.9999900,    19.6275160,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0833000,  -999.9999900,  -999.9999900
                  DELSJ1559+2212,   239.7878750,    22.2048417,  -999.9999900,  -999.9999900, -9.999995E008,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900, -9.999995E008,  -999.9999900,  -999.9999900
                  MMTJ0221-0342A,    35.3013333,    -3.7087778,  -999.9999900,  -999.9999900,    21.6113430,  -999.9999900,    21.0589710	-999.9999900,  -999.9999900,     0.0308360,  -999.9999900,     0.0257890
                  SDSSJ0002+2550,     0.6641173,    25.8430442,  -999.9999900,  -999.9999900,    19.3732740,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0694740,  -999.9999900,  -999.9999900
                  SDSSJ0012+3632,     3.1369990,    36.5378055,  -999.9999900,  -999.9999900,    19.0137250,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0487050,  -999.9999900,  -999.9999900
                  SDSSJ0034+3759,     8.5597920,    37.9983333,  -999.9999900,  -999.9999900,    19.7027630,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0910530,  -999.9999900,  -999.9999900
                  SDSSJ0054-0109,    13.5892499,    -1.1560000,  -999.9999900,    19.6048030,    19.3945240,    19.2221450,    19.5863150	-999.9999900,     0.0573440,     0.0651200,     0.0779510,     0.1158850
                  SDSSJ0056+2241,    14.2334990,    22.6867111,  -999.9999900,  -999.9999900,    19.9863280,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0989780,  -999.9999900,  -999.9999900
                  SDSSJ0100+2802,    15.0542635,    28.0405320,  -999.9999900,  -999.9999900,    17.5990300,    17.4820880,  -999.9999900	-999.9999900,  -999.9999900,     0.0115130,     0.0175960,  -999.9999900
                  SDSSJ0108-0100,    17.1248333,    -1.0043333,  -999.9999900,    20.9130040,    21.9276980,    20.9558660,    21.0062620	-999.9999900,     0.1908750,     0.6212610,     0.3528070,     0.4317080
                  SDSSJ0114+3238,    18.7296250,    32.6378694,  -999.9999900,  -999.9999900,    19.9346350,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0956840,  -999.9999900,  -999.9999900
                  SDSSJ0120+2147,    20.2247080,    21.7850555,  -999.9999900,  -999.9999900,    20.0850980,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.1009250,  -999.9999900,  -999.9999900
                  SDSSJ0129-0028,    22.2810000,    -0.4793055,  -999.9999900,    21.0693840,    21.3011420,    21.3900400,  -999.9999900	-999.9999900,     0.1992030,     0.3693460,     0.3528810,  -999.9999900
                  SDSSJ0129-0035,    22.4937910,    -0.5943611,  -999.9999900,    22.0225490,    21.2806100,    21.1470490,  -999.9999900	-999.9999900,     0.4756810,     0.3557310,     0.2815620,  -999.9999900
                  SDSSJ0133+0106,    23.3618333,     1.1104722,  -999.9999900,    20.2805270,    20.6284640,    20.0362570,    19.9582400	-999.9999900,     0.0973570,     0.1885440,     0.1340390,     0.1577750
                  SDSSJ0157+3001,    29.4393750,    30.0196333,  -999.9999900,  -999.9999900,    18.9823500,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0446310,  -999.9999900,  -999.9999900
                  SDSSJ0210+0003,    32.7361249,     0.0513056,  -999.9999900,    21.3915940,    20.9043850,    21.2228450,    20.0964300	-999.9999900,     0.2451570,     0.2061230,     0.5469220,     0.1681710
                  SDSSJ0218-0027,    34.5878333,    -0.4626946,  -999.9999900,    21.6289140,    22.8733520,    21.1126420,    21.0879440	-999.9999900,     0.2984600,     1.5416760,     0.2939850,     0.3967940
                  SDSSJ0230+0046,    37.5094583,     0.7796667,  -999.9999900,    21.6930100,    21.1809230, -9.999995E008,    22.4581720	-999.9999900,     0.3695590,     0.2806370, -9.999995E008,     1.4606760
                  SDSSJ0239-0045,    39.8760000,    -0.7514999,  -999.9999900,    21.2804620,    21.9386830,    21.3817040,    22.5549070	-999.9999900,     0.3106870,     0.2856380,     0.3980430,     1.1608750
                  SDSSJ0301+0020,    45.3208749,     0.3405556,  -999.9999900, -9.999995E008,    23.6370090,    21.5196970,    21.4169030	-999.9999900, -9.999995E008,     2.2572370,     0.6152470,     0.6352450
                  SDSSJ0321+0029,    50.4794583,     0.4948335,  -999.9999900,    21.1232970,    21.4942420,    20.5164260,  -999.9999900	-999.9999900,     0.1772020,     0.2526340,     0.1958970,  -999.9999900
                  SDSSJ0338+0021,    54.6221249,     0.3656388,  -999.9999900,    19.7595580,    19.6638570,    19.5716060,    19.2079640	-999.9999900,     0.0434630,     0.0091360,     0.0537800,     0.0738560
                  SDSSJ0341-0048,    55.4243750,    -0.8035444,  -999.9999900,    20.4476450,    20.2462700,    20.3407360,    20.1516510	-999.9999900,     0.1135520,     0.0920510,     0.1355720,     0.1279640
                  SDSSJ0349+0034,    57.4974999,     0.5676388,  -999.9999900,    21.9508740,    21.4943200,    20.7431980,    21.0263980	-999.9999900,     0.2992600,     0.2179160,     0.2576640,     0.2441040
                  SDSSJ0353+0104,    58.4572136,     1.0679614,  -999.9999900,    20.6969800,    20.1542320,    19.9651640,    19.9816500	-999.9999900,     0.1076320,     0.0780560,     0.1416120,     0.1335130
                  SDSSJ0731+4459,   112.7630300,    44.9970700,  -999.9999900,  -999.9999900,    18.8715080,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0361730,  -999.9999900,  -999.9999900
                  SDSSJ0741+2520,   115.4780000,    25.3415694,  -999.9999900,    18.4569470,    18.3028720,    17.9126760,    17.7080000	-999.9999900,     0.0160300,     0.0122320,     0.0269980,     0.0234060
                  SDSSJ0756+4104,   119.0755812,    41.0690592,  -999.9999900,  -999.9999900,    19.7997930,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0682800,  -999.9999900,  -999.9999900
                  SDSSJ0818+1722,   124.6141845,    17.3811127,  -999.9999900,  -999.9999900,    19.0872860,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0501070,  -999.9999900,  -999.9999900
                  SDSSJ0824+1302,   126.2250634,    13.0380490,  -999.9999900,  -999.9999900,    19.4191820,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0374620,  -999.9999900,  -999.9999900
                  SDSSJ0833+2726,   128.3235833,    27.4413889,  -999.9999900,    20.6299250,    20.3161830,    20.1608680,    19.6221310	-999.9999900,     0.1448230,     0.1400560,     0.2008790,     0.1231270
                  SDSSJ0835+0537,   128.9765132,     5.6314046,  -999.9999900,    19.8887140,    19.5778850,    19.2971800,    19.1211720	-999.9999900,     0.0492290,     0.0318440,     0.0509510,     0.0481850
                  SDSSJ0835+3217,   128.8573333,    32.2979444,  -999.9999900,  -999.9999900,    21.0944880,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.2543240,  -999.9999900,  -999.9999900
                  SDSSJ0836+0054,   129.1827665,     0.9147934,    18.8232920,    18.8836700,    18.6309240,    18.4018040,    18.0841960	   0.0043960,     0.0050830,     0.0029090,     0.0230470,     0.0247430
                  SDSSJ0840+5624,   130.1462615,    56.4056176,  -999.9999900,  -999.9999900,    19.4710920,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0585870,  -999.9999900,  -999.9999900
                  SDSSJ0841+2905,   130.3313231,    29.0845966,  -999.9999900,    20.3541770,    20.0014210,    20.2053320,    19.7963050	-999.9999900,     0.0779210,     0.0267350,     0.1215390,     0.0304450
                  SDSSJ0842+1218,   130.6226384,    12.3140508,  -999.9999900,  -999.9999900,    19.7036080,  -999.9999900,    19.3799720	-999.9999900,  -999.9999900,     0.0953020,  -999.9999900,     0.0948140
                  SDSSJ0846+0800,   131.6160038,     8.0143655,  -999.9999900,    19.7241600,    19.5679110,    19.3568380,    19.3798390	-999.9999900,     0.0397530,     0.0398560,     0.0495330,     0.0586120
                  SDSSJ0850+3246,   132.7010255,    32.7799831,  -999.9999900,  -999.9999900,    19.6637690,    19.5630250,    19.1433540	-999.9999900,  -999.9999900,     0.0659610,     0.0574430,     0.0463120
                  SDSSJ0854+2056,   133.6265512,    20.9474547,    19.4379460,    19.4345070,    19.4617860,    19.0580430,    19.0755790	   0.0365260,     0.0312810,     0.0414270,     0.0378030,     0.0314050
                  SDSSJ0902+0851,   135.6906706,     8.8544229,  -999.9999900,    20.0464950,    19.8905120,    19.6313510,    19.4853210	-999.9999900,     0.0938490,     0.0438470,     0.0499720,     0.0538990
                  SDSSJ0913+5919,   138.3189634,    59.3226888,  -999.9999900,  -999.9999900,    20.2404800,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.1538100,  -999.9999900,  -999.9999900
                  SDSSJ0915+4924,   138.9318420,    49.4046241,  -999.9999900,  -999.9999900,    19.5100900,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0625450,  -999.9999900,  -999.9999900
                  SDSSJ0922+2653,   140.5700563,    26.8997376,  -999.9999900,  -999.9999900,    20.0586100,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0803320,  -999.9999900,  -999.9999900
                  SDSSJ0923+3009,   140.9032672,    30.1637729,  -999.9999900,  -999.9999900,    20.6166670,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.2306260,  -999.9999900,  -999.9999900
                  SDSSJ0927+2001,   141.8409198,    20.0232334,  -999.9999900,  -999.9999900,    20.0587650,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.1415860,  -999.9999900,  -999.9999900
                  SDSSJ0932+1222,   143.2073307,    12.3682803,  -999.9999900,  -999.9999900,    20.4028220,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.2030790,  -999.9999900,  -999.9999900
                  SDSSJ0948+2106,   147.2306816,    21.1087694,  -999.9999900,  -999.9999900,    19.6681370,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0754570,  -999.9999900,  -999.9999900
                  SDSSJ0957+0519,   149.3661115,     5.3181323,  -999.9999900,    19.7340680,    19.6399020,    19.5966470,    19.6756520	-999.9999900,     0.0512580,     0.0421370,     0.0849780,     0.0992890
                  SDSSJ0957+0610,   149.2819880,     6.1832069,  -999.9999900,    19.2025830,    19.0242440,    18.7155700,    18.6645430	-999.9999900,     0.0196930,     0.0207820,     0.0239110,     0.0295300
                  SDSSJ0958+3524,   149.5584510,    35.4135633,  -999.9999900,  -999.9999900,    20.9261230,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.2191800,  -999.9999900,  -999.9999900
                  SDSSJ0959+0227,   149.7837500,     2.4520444,  -999.9999900,    25.6257920,    24.1301230,    23.8989220,    23.5837200	-999.9999900,     0.8199710,     0.2330550,     0.3875610,     0.4442120
                  SDSSJ1000+0234,   150.2145833,     2.5826333,  -999.9999900,    27.0573270,    30.2577970,    29.1539270, -9.999995E008	-999.9999900,     2.7741800,    57.2434460,    75.5713800, -9.999995E008
                  SDSSJ1000+2103,   150.1823993,    21.0574094,  -999.9999900,  -999.9999900,    19.6101880,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0792280,  -999.9999900,  -999.9999900
                  SDSSJ1013+4240,   153.4013916,    42.6740006,  -999.9999900,  -999.9999900,    20.1941180,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.1440070,  -999.9999900,  -999.9999900
                  SDSSJ1022+2252,   155.5418621,    22.8737350,  -999.9999900,  -999.9999900,    19.3717580,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0593680,  -999.9999900,  -999.9999900
                  SDSSJ1026+2542,   156.5984527,    25.7165128,  -999.9999900,  -999.9999900,    19.4336200,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0720390,  -999.9999900,  -999.9999900
                  SDSSJ1028+0746,   157.1393988,     7.7719322,  -999.9999900,    19.9793110,    19.8281630,    19.6564250,    19.5970170	-999.9999900,     0.0433740,     0.0503860,     0.0552320,     0.0611640
                  SDSSJ1030+0524,   157.6129585,     5.4152946,  -999.9999900,    19.9716360,    19.8744560,    19.7930240,    19.4917800	-999.9999900,     0.0492990,     0.0612910,     0.0897920,     0.0674730
                  SDSSJ1034+2033,   158.5777050,    20.5500594,  -999.9999900,  -999.9999900,    19.7432230,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0854170,  -999.9999900,  -999.9999900
                  SDSSJ1034+5722,   158.5597083,    57.3743611,  -999.9999900,  -999.9999900,    23.3250520,  -999.9999900,    23.1071830	-999.9999900,  -999.9999900,     0.1337930,  -999.9999900,     0.2128090
                  SDSSJ1043+1010,   160.8966374,    10.1762712,  -999.9999900,    20.8265760,    20.8266100,    20.0627120,    20.5573650	-999.9999900,     0.1229580,     0.1854100,     0.1368830,     0.2148520
                  SDSSJ1044-0125,   161.1376700,    -1.4172777,  -999.9999900,    19.4817580,    19.1976660,    19.1105920,    18.9017960	-999.9999900,     0.0352220,     0.0333880,     0.0504280,     0.0412740
                  SDSSJ1048+3339,   162.1530410,    33.6632388,  -999.9999900,  -999.9999900,    19.7918070,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0818390,  -999.9999900,  -999.9999900
                  SDSSJ1048+4637,   162.1877710,    46.6218184,  -999.9999900,    19.4969350,    19.0979900,    18.9209960,    18.9350090	-999.9999900,     0.0551860,     0.0334250,     0.0491820,     0.0559870
                  SDSSJ1050+5804,   162.6519480,    58.0735236,  -999.9999900,    19.7897820,    19.9069540,  -999.9999900,    19.4308500	-999.9999900,     0.0084420,     0.0056440,  -999.9999900,     0.0080350
                  SDSSJ1053+5804,   163.3457870,    58.0700362,  -999.9999900,    19.3791830,    19.4568400,  -999.9999900,    19.2405260	-999.9999900,     0.0063220,     0.0042080,  -999.9999900,     0.0056670
                  SDSSJ1054+1633,   163.6892965,    16.5603856,  -999.9999900,  -999.9999900,    19.5221860,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0485900,  -999.9999900,  -999.9999900
                  SDSSJ1054+4637,   163.5221660,    46.6250694,  -999.9999900,  -999.9999900,    19.5081540,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0658380,  -999.9999900,  -999.9999900
                  SDSSJ1101+0531,   165.3931661,     5.5260737,  -999.9999900,    18.9038870,    18.9910700,    18.9131620,    19.0074040	-999.9999900,     0.0265610,     0.0349050,     0.0309750,     0.0473970
                  SDSSJ1119+3452,   169.8360000,    34.8800300,  -999.9999900,  -999.9999900,    19.7711430,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0904730,  -999.9999900,  -999.9999900
                  SDSSJ1122+1342,   170.7085131,    13.7101246,  -999.9999900,    20.6135300,    21.0582120,    20.6912200,    20.4947070	-999.9999900,     0.1151600,     0.0725700,     0.0439010,     0.0375140
                  SDSSJ1123-0044,   170.7964583,    -0.7385111,  -999.9999900,    20.5149880,    20.0136380,    20.2031080,    20.2212800	-999.9999900,     0.0724200,     0.0702780,     0.1287850,     0.2071150
                  SDSSJ1125+4448,   171.3171439,    44.8124751,  -999.9999900,  -999.9999900,    19.4427090,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0711130,  -999.9999900,  -999.9999900
                  SDSSJ1126+1734,   171.6582060,    17.5829312,  -999.9999900,  -999.9999900,    19.5537700,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0665260,  -999.9999900,  -999.9999900
                  SDSSJ1128+5759,   172.2410328,    57.9860676,  -999.9999900,  -999.9999900,    19.1170900,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0455120,  -999.9999900,  -999.9999900
                  SDSSJ1132+1209,   173.1937500,    12.1504722,  -999.9999900,    19.3620830,    19.1792030,    18.9419480,    18.9801880	-999.9999900,     0.0451590,     0.0395160,     0.0315420,     0.0548870
                  SDSSJ1137+3549,   174.3238678,    35.8324586,  -999.9999900,  -999.9999900,    19.3976020,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0591070,  -999.9999900,  -999.9999900
                  SDSSJ1143+3808,   175.9097797,    38.1413398,  -999.9999900,  -999.9999900,    19.9221400,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.1135470,  -999.9999900,  -999.9999900
                  SDSSJ1146+4037,   176.7408000,    40.6190700,  -999.9999900,  -999.9999900,    19.3432460,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0671170,  -999.9999900,  -999.9999900
                  SDSSJ1148+3020,   177.1090253,    30.3386968,  -999.9999900,  -999.9999900,    19.6699540,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0700800,  -999.9999900,  -999.9999900
                  SDSSJ1148+5251,   177.0693757,    52.8639986,  -999.9999900,    18.9719640,    18.9279940,    18.7685380,    18.7052750	-999.9999900,     0.0360520,     0.0420820,     0.0410820,     0.0456170
                  SDSSJ1154+1341,   178.6030599,    13.6960522,  -999.9999900,    20.0635830,    19.8373180,    19.6586400,    19.5365330	-999.9999900,     0.0727390,     0.0842140,     0.0696210,     0.0805190
                  SDSSJ1154+2333,   178.5829944,    23.5659084,  -999.9999900,  -999.9999900,    20.0547430,    19.8114030,    19.7830870	-999.9999900,  -999.9999900,     0.0179860,     0.0257740,     0.0244530
                  SDSSJ1157+0637,   179.4516096,     6.6199816,  -999.9999900,    20.2173420,    20.1414700,    19.7864250,    20.1904320	-999.9999900,     0.0658090,     0.1077570,     0.0917240,     0.1675900
                  SDSSJ1202+3235,   180.5324218,    32.5941100,  -999.9999900,  -999.9999900,    18.6016030,    18.7635140,  -999.9999900	-999.9999900,  -999.9999900,     0.0242800,     0.0710090,  -999.9999900
                  SDSSJ1204-0021,   181.1738947,    -0.3637859,  -999.9999900,    19.2067100,    19.0539440,    18.9377520,    18.9487650	-999.9999900,     0.0499910,     0.0308660,     0.0648940,     0.0761260
                  SDSSJ1208+0010,   182.0992500,     0.1743611,  -999.9999900,    20.4435830,    20.2077350,    20.1038780,    20.5319230	-999.9999900,     0.1195360,     0.0869170,     0.1361510,     0.2564630
                  SDSSJ1209+1831,   182.4697093,    18.5297808,  -999.9999900,  -999.9999900,    19.3417020,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0717730,  -999.9999900,  -999.9999900
                  SDSSJ1218+1807,   184.5466240,    18.1307055,  -999.9999900,  -999.9999900,    20.1364960,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.1165030,  -999.9999900,  -999.9999900
                  SDSSJ1221+4445,   185.4434197,    44.7577911,  -999.9999900,  -999.9999900,    19.6832470,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0849870,  -999.9999900,  -999.9999900
                  SDSSJ1222+1958,   185.6581819,    19.9785907,  -999.9999900,  -999.9999900,    19.7914310,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.1109590,  -999.9999900,  -999.9999900
                  SDSSJ1233+0622,   188.3894733,     6.3761650,  -999.9999900,    19.8137320,    19.7230400,    19.3590890,    19.3676100	-999.9999900,     0.0499330,     0.0466050,     0.0518760,     0.0732670
                  SDSSJ1236+4657,   189.0252080,    46.9569805,  -999.9999900,  -999.9999900,    19.6131630,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0611190,  -999.9999900,  -999.9999900
                  SDSSJ1242+5213,   190.6996629,    52.2185332,  -999.9999900,  -999.9999900,    19.4337220,  -999.9999900,  -999.9999900	-999.9999900,  -999.9999900,     0.0809820,  -999.9999900,  -999.9999900
                  SDSSJ1250+3130,   192.7163615,    31.5060828,  -999.9999900,    20.2531150,    20.0226550,    19.6333830,    19.3330880	-999.9999900,     0.0632970,     0.0734200,     0.0943140,     0.0585550
